Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data
Leptospermum polygalifolium subsp. polygalifolium,8197,,,,Leptospermum flavescens,Myrtaceae,D,S or T,Rs,,basal,canopy,,,,,,,,,,I,,Nov-Dec,Nov-Dec,,,<3,,,,40-80,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,H DSF RF,1,,,,,,1,1,,,,,,,9BN 9KE 5F 9I 9BW,Va-1; IXa-2; IXa-6; Va-8; I-66; V-105,1; 6; 9,VCI,2,1,3,,40,80,80,3,1,2,2,1,2
Leptospermum polygalifolium subsp. transmontanum,8201,,,c,,Myrtaceae,D,S or T,R,,basal buds,,,,,,,,,,,,,Aug-Jan,Aug-Jan,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,DSF,,,,,,,1,,,,,,,,,IX-100; V-134,,V,4,4,,,,,,1,4,4,4,5,4
Leptospermum rotundifolium,9958,P,,,,Myrtaceae,D,S,Rs,Resprouting at 2 of 3 sites 4 months post-fire (105),basal,canopy,,,4-5mm,,,,,,few seedlings,,,Oct-Dec,Oct-Dec,,,,,,,,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,,V&I-105,1; 105,VC,4,4,,,,,,3,4,4,4,5,4
Leptospermum scoparium,4235,,,,,Myrtaceae,D,S,S/R,,,canopy,,,,,,smoke,,,,I,,Oct-Feb,Oct-Feb,,,,,,,,,,,,,-,-,1,-,-,-,-,-,-,-,-,-,-,V T,H,,,,,,,,1,,,,,,,9M,V-38c; I-59; I-R35,9; 93b; R35,CI,1,1,,,,,,3,1,4,4,5,4
Leptospermum semibaccatum,4236,,,,,Myrtaceae,D,S,R,,,persistent soil,,,,,,,,,,I,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,H,,,,,,,,1,,,,,,,9B 9BW,IXb-6,6; 9,VGI,2,1,,,,,,1,1,4,4,5,4
Leptospermum speciosum,4237,,,,,Myrtaceae,D,S,R,,,,,,,,,,,,,,,Aug-Sep,Aug-Sep,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,swampy-H,,,,,,,,,,1,,,,,9B,,,V,4,4,,,,,,1,4,4,4,5,4
Leptospermum squarrosum,4239,,,c,,Myrtaceae,D,S,Sr,,basal,canopy,,,7813-8772 sd/g,,,,,,,I,,"irregular, often Mar-Apr",Mar-Apr,,<9; 3-5 (138),,,,,25-60,,,,,,1,-,-,1,-,-,1,-,-,-,-,-,-,-,S H OF,,,,,,,1,1,,,,,,,1S 8I 1K 8KE,I-1; I-2; I-4; V-105,1; 9; 93b; 138,CI,1,1,,9,25,60,60,3,1,2,2,1,2
Leptospermum thompsonii,8317,V,,,,Myrtaceae,D,S,S,,,persistent soil?,,,,,,,,,prone to detrimental competition,occurs along road verges,,Dec-Mar,Dec-Mar,,5,,,,,at least 25-40,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,F,,,,,,,1,,,,,,,,,VIII-102,102,GI,1,1,5,,,40,40,1,1,1,1,1,2
Leptospermum trinervium,8486,,,c,Leptospermum attenuatum,Myrtaceae,D,S,R,"Some plants killed (1); Plant mortality 2%; Stem mortality 80% after high intensity fire, 28% after low intensity; Mortality may be increased by repeated burning (103)",lignotuber & epicormic,transient / persistent soil,,,,,,,,,yes,I,facultative,spring (coast) or summer (tablelands),Sep-Feb,,,0.5,,,minimum stem circumference for stem survival is 6cm (low intensity) or 12cm (high intensity fire),40-80,,,,,,1,-,-,1,-,-,1,-,-,-,-,-,-,Q V,DSF W S,,,,,,,1,1,,,,,,,9BW 9BN 6M,V&VI-1; IXd-2; IXd-4; IXb-6; VId-8; IX-39; V&VI-52; V-69; IX-100; V&VI-103; V&VI-105; VI-134,1; 6; 9; 52; 103,UCI,2,1,1,,40,80,80,3,1,1,2,1,2
Lepyrodia anarthria,5535,,,c,,Restionaceae,M,H,R,,rhizome,,,,,,,,,,,,facultative,summer,Dec-Feb,,,1,,,,indefinite,,,,,,1,1,-,1,-,-,-,-,-,-,-,-,-,Q V NT,Swamp H W,,,,,,,,1,,1,1,,,,9KE,IV-2; IV-5,9,U,4,4,2,,I,,100,1,4,2,2,1,2
Lepyrodia imitans,13531,,,,Lepyrodia sp. A,Restionaceae,M,H,R,,,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,H W,,,,,,1,1,1,,,,,,,,IX-94,,V,4,4,,,,,,1,4,4,4,5,4
Lepyrodia muelleri,5540,,,,,Restionaceae,M,H,R,,rhizome,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,1,1,1,-,1,-,-,-,-,-,-,-,-,V T SA,Swamp,,,,,,,,,,1,,,,,9BN,IX-94; IV-105,,V,4,4,,,,,,1,4,4,4,5,4
Lepyrodia scariosa,5541,,,,,Restionaceae,M,H,R,,rhizome,persistent soil,,,,,,,,,,,facultative,summer,Dec-Feb,,,1,,,,indefinite,,,,,,1,1,1,1,1,1,-,-,-,-,-,-,-,Q,H W,,,,,,1,1,1,,1,,,,,4K 9BN 9KE,IVb-2; IVb-4; IV-5; IVb-8; IV-52; IX-94; IV-105,9; 105,UG,4,4,1,,I,,110,1,4,1,2,1,2
Lespedeza juncea subsp. sericea,8690,E2,,,,Fabaceae: Faboideae,D,S,R,,,persistent soil,,,,,hard seed coat,a-heat,,,,I,,summer-autumn,Dec-May,,,,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,Q V,OF G W,,,,1,1,1,,,,,,,,,9BF,,1,VSI,2,1,,,,,,1,1,4,4,5,4
Leucochrysum albicans subsp. alpinum,9072,,,n,,Asteraceae,D,H,R,,,transient,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V,G,,,,,,,,,1,,,,,,,,,VI,2,1,,,,,,2,2,4,4,5,4
Leucochrysum molle,8924,,,,,Asteraceae,D,H,S,,,,,,,,,,,,,,,spring,Sep-Nov,,,,,,,annual,,,,,,-,-,-,-,-,-,1,1,-,1,1,1,1,Q V SA,S,,,,,,,,,,,,,,1,,VIII-R41,,A,5,5,,,,,,5,4,4,2,5,4
Leucopogon amplexicaulis,2610,,,c,,Epacridaceae,D,S,S,,,persistent soil,a-ant?,,,,,,,,,,,Jul-Oct,Jul-Oct,,4-Mar,,,,,20-30,,,,,,1,-,-,1,1,-,1,1,-,1,-,-,-,-,W OS,,,,,,,1,1,,,,,,,2BB,,1; 55; 138,G,1,4,,,20,30,40,1,4,4,2,1,2
Leucopogon appressus,2611,,,,,Epacridaceae,D,S,S,,,,a-ant?,,,,,,,,,,,Dec-Feb,Dec-Feb,,,,,,,,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,8BB,VIII-39,55,G,1,4,,,,,,2,4,4,4,5,4
Leucopogon attenuatus,2612,,,c,,Epacridaceae,D,S,R,,basal buds,persistent soil,,,,,,,,,,I,,Aug-Nov,Aug-Nov,,,,,,,,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,V,DSF OW H,,,,,,,1,1,,,,,,,9M,IXb-3; V-134,9,VGI,2,1,,,,,,1,1,4,4,5,4
Leucopogon biflorus,2613,,,,,Epacridaceae,D,S,R,,,,,,drupe 3.2-3.7mm,,,,,,<1 seedling per adult,,,Jul-Oct,Jul-Oct,,,,,,,,,,,,,1,-,-,1,-,1,1,1,1,1,-,-,-,Q,swampy-H H DSF,,,,,,,1,1,,1,,,,,,IX-100,1; 100,V,4,4,,,,,,1,4,4,4,5,4
Leucopogon biflorus,2613,,,n,,Ericaceae: Styphelioideae,D,S,S,,,soil,,,,,,,,,,,,Jul-Oct,Jul-Oct,,5,,,,,,,,,,,1,-,-,1,-,1,1,1,1,1,-,-,-,Q,SW,,,,,,1,1,1,,,,,,,,II,,GI,1,1,5,,,,,2,2,4,4,5,4
Leucopogon collinus,10194,,,,,Epacridaceae,D,S,S,,,persistent soil,,,,,,,,,,I,,most of year,all year,,,,,,,,,,,,,-,-,1,-,-,1,-,-,-,-,-,-,-,V T,W,,,,,,,1,,,,,,,,,II-59,9,GI,1,1,,,,,,1,1,4,4,5,4
Leucopogon deformis,2615,,,,,Epacridaceae,D,S,S,,,persistent soil,,,,,,,,,,I,,Mar-May,Mar-May,,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,H,,,,,,,,1,,,,,,,2BW,,9,GI,1,1,,,,,,1,1,4,4,5,4
Leucopogon ericoides,2616,,,c,,Epacridaceae,D,S,Sr,Variable (39),basal,persistent soil,,,,,,"heat 80deg (93), heat (110)",,,,I,,Jul-Oct,Jul-Oct,,one plant flowering at <3; 3 (138),,,,,"20-40 (9), 5-20 (1), present & flowering at 30 yo site (105)",,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,V T,H W,,,,,,,1,1,,,,,,,2F 8I 5F 2BW 2K 9E 8BN 8WO ,II-8; V-38c; VIII&IX-39,1; 9; 93a; 110; 138,GI,1,1,3,,5,40,50,3,1,2,2,1,2
Leucopogon esquamatus,2617,,,,,Epacridaceae,D,S,S,,,persistent soil,a-ant,,,,,,,,,I,,Aug-Sep,Aug-Sep,,4,,,,,25-May,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,V T,H Swamp W,,,,,,,,1,,1,,,,,2S 8I 8KE,II-1; II-2; II-4; II-38d; II-105,1; 9; 55,GI,1,1,4,,5,25,35,1,1,1,2,1,2
Leucopogon exolasius,2618,V,,,,Epacridaceae,D,S,S,,,,,,drupe 4.5 mm long,,,,,,may be delayed after mid-winter burn,,,Aug-Oct,Aug-Oct,,>10,,,,,,,,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,W,,,,,,,1,,,,,,,,,VIII-107,1; 107,G,1,4,12,,,,,1,4,2,4,5,4
Leucopogon fletcheri subsp. brevisepalus,10195,,,,Leucopogon fletcheri subsp. A,Epacridaceae,D,S,R,,,,,,,,,,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,-,1,1,-,-,1,-,-,-,-,V,W,,,,,,,1,,,,,,,,9P,,,V,4,4,,,,,,1,4,4,4,5,4
Leucopogon fraseri,2620,,,,,Epacridaceae,D,S,R,,basal,persistent soil,a-ingestion,wide,,,,,,,,I,,Sep-Nov,Sep-Nov,,1,,,,,50?,,,,,,-,-,1,1,1,1,-,-,-,-,-,-,-,V T,DSF S H,,,,,,,1,1,,,,,,,,V-58,9; 54; 58,VDI,2,2,1,,50,,>60,1,1,1,3,3,2
Leucopogon juniperinus,2623,,,,,Epacridaceae,D,S,Sr,Variable (39),,persistent soil,a-ant & a-vertebrate,,,,,,,,,I,,May-Oct,May-Oct,,,,,,,,,,,,,1,1,1,1,1,-,-,-,-,-,-,-,-,Q V,DSF WSF W OS,,1,,1,,,1,1,,,,,,,9BG 8BB,IV-38a; VIII&IX-39; II-66,1; 55,GI,1,1,,,,,,3,1,4,4,5,4
Leucopogon lanceolatus var. gracilis,6845,,,,,Epacridaceae,D,S,S,,,persistent soil,,,,,,,,,,I,,most of year,all year,,,,,,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,Q,W OF,,,,,,,1,,,,,,,,2BW,,9,GI,1,1,,,,,,1,1,4,4,5,4
Leucopogon lanceolatus var. lanceolatus,6425,,,c,,Epacridaceae,D,S,R,Variable (39),basal,persistent soil,a-ant & a-vertebrate,,,,,,,,<1 seedling per adult,I,,most of year,all year,,5,"1.8 (10), 0.4 (105); 2-3 (138)",,,,">25 (1), present at 22 yo site (105)",,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,Q V T SA,F TOF RF,1,1,1,,,1,1,,,,,,,,9BB 9M 5F,Vb-8; IV-38b; IX&VIII-39; IV-52; II-66; IX-100; V-105; V-108; V-134,1; 9; 54; 96; 100,UGI,2,1,1,5,25,,>35,1,1,1,3,3,2
Leucopogon leptospermoides,2625,,,,,Epacridaceae,D,S,R,,,persistent soil,,,,,,,,,,I,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,H OW,,,,,,,1,1,,,,,,,9BW,IXb-6,6; 9,VGI,2,1,,,,,,1,1,4,4,5,4
Leucopogon margarodes,2627,,,,,Epacridaceae,D,S,R,,epicormic,,,,,,,,,,,,,Sep-Feb,Sep-Feb,,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,-,H DSF W Swamp,,,,,,,1,1,,,,,,,6F,,1,V,4,4,,,,,,1,4,4,4,5,4
Leucopogon melaleucoides,2628,,,c,,Epacridaceae,D,S,R,,root suckers,,,,,,,,,,<1 seedling per adult,T (observed 6 yrs after fire),,Jun-Nov,Jun-Nov,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,-,-,-,Q,H OW,,,,,,,1,1,,,,,,,,IX-69; IV-89; IX-100; V-134,89; 100,VT,3,3,,,,,,1,1,4,4,5,4
Leucopogon microphyllus,2629,,,,var. unspecified,Epacridaceae,D,S,S,,,persistent soil,a-ant? / a-vertebrate,,,,,,,,,I,,Aug-Oct,Aug-Oct,,5-Apr,,,,,25-May,,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,Q V,H S DSF,,,,,,,1,1,,,,,,,2S 2K 8KE 8BE,II-2; II-4; II-38d; II-66,9; 55; BE,GI,1,1,4,5,5,25,35,1,1,1,2,1,2
Leucopogon microphyllus var. microphyllus,7216,,,,,Epacridaceae,D,S,Sr,"Regrowth from rootstock reported at Kenthurst (1), Variable (39)",rootstock,persistent soil,a-ant,,,,,,,,,,,Aug-Oct,Aug-Oct,,5-Feb,,,,,"5-20 (1), present & fruiting at 25 yo site (105)",,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,Q,H DSF,,,,,,,1,1,,,,,,,2BB 9BB,VIII&IX-39,1,G,1,4,2,5,25,,>35,3,4,1,3,3,2
Leucopogon microphyllus var. pilibundus,7287,,,c,,Epacridaceae,D,S,Sr,Variable (100),,,,,,,,,,,<1 seedling per adult,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,1,1,1,-,1,1,-,1,-,-,-,-,-,V,OF W,,,,,,,1,,,,,,,,8CE,II&IX-100; II-134,100,G,1,4,,,,,,2,4,4,4,5,4
Leucopogon muticus,2630,,,c,,Epacridaceae,D,S,Sr,May resprout after low/medium intensity (1),,persistent soil,,,668 sd/g,,,,,,,,,Sep-Oct,Sep-Oct,,,1,,,,medium,,,,,,-,-,-,1,-,1,-,1,-,-,-,-,-,Q,H DSF,,,,,,,1,1,,,,,,,9BB,II-49; II-66; II-100; II-134,1; 49; 93b,G,1,4,,,M,,35,3,4,3,2,4,2
Leucopogon neo-anglicus,2631,,,,,Epacridaceae,D,S,S,,,persistent soil,,,drupe 3.2mm,,,,,,>1 seedling per adult,,,Mar-Oct,Mar-Oct,,,,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,Q,,,,,,,,1,1,,,,,,,,II-100,100,G,1,4,,,,,,3,4,4,4,5,4
Leucopogon neo-anglicus,2631,,,n,,Ericaceae,D,S,S,,,soil,,,,,,,,,,,,Mar-Oct,Mar-Oct,,5,,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,Q,-,,,,,,1,1,1,,,,,,,,II,,GI,1,1,5,,,,,2,2,4,4,5,4
Leucopogon parviflorus,2632,,,,,Epacridaceae,D,S,R,Vegetative response at 60% of sites (78),basal,persistent soil,bird,,70-100 sd/g,very poor and variable,,,,,present at 40% of sites,I,,all year,all year,,>7,,,,,20-100,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q V T SA WA,H S LOF dune,,,,,1,,1,1,,,,,,,5WJ 9BA 9CH,V-8; V-14; IX-39; IX&VIII-78,"1; 9; 14; 78; 93a,b",VDI,2,2,,9,20,100,110,1,1,2,2,1,2
Leucopogon rodwayi,2636,,,,,Epacridaceae,D,S,S/R,,basal,persistent soil,,,,,,,,,,I,,Aug-Sep,Aug-Sep,,,,,,,,,,,,,1,-,1,-,-,-,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,2BW,V-8,9,GI,1,1,,,,,,3,1,4,4,5,4
Leucopogon rufus,2637,,,,,Epacridaceae,D,S,S/R,,,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,,,,,,,-,-,-,-,-,-,-,1,1,-,-,-,-,,Mallee OF,,,,,,,1,,,,,,,,8C 8WO 9E 9CH,,,G,1,4,,,,,,3,4,4,4,5,4
Leucopogon setiger,2638,,,,,Epacridaceae,D,S,S,,,persistent soil,a-ant?,,,,,,,,,I,,Jul-Oct,Jul-Oct,,4,,,,,25-May,,,,,,-,1,1,-,1,-,-,1,-,-,-,-,-,-,W DSF Mallee,,,,,,,1,,,,1,,,,8BB,II-4; II-66; II-R35,9; 55; R35,GI,1,1,4,,5,25,35,1,1,1,2,1,2
Leucopogon sp. aff. appressus,9178,,,n,Not in PlantNET,Ericaceae,D,S,S,,,soil,,,,,,,,,,,,,,,4,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,1,1,1,,,,,,,,II-134,,GI,1,1,4,,,,,2,2,4,4,5,4
Leucopogon sp. aff. fraseri ,9842,,,n,Not in PlantNET,Ericaceae,D,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1,1,,,,,1,,,,,,,,V-134,,VI,2,1,,,,,,2,2,4,4,5,4
Leucopogon virgatus,2639,,,c,,Epacridaceae,D,S,R,,basal,persistent soil,,,,,,,,,,I,,all year,all year,,,2,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,V Q T SA,H W,,,,,,,1,1,,,,,,,2F 9VE 9WO 5W 5F 9MO 9BW 9E 9BN 5PU?,IXb-6; V-8; V-37; Vb-38c; IX-39; IX-83; IX-100; V-134,9; 10,VGI,2,1,2,,,,,1,1,1,4,5,4
Levenhookia dubia,6152,,,,,Stylidiaceae,D,H,S,,,transient,,,,,,,,,,T,,spring-summer,Sep-Feb,,1,,,,,annual,,,,,,-,1,-,-,-,-,1,1,1,1,-,-,-,V T SA WA,,,,,,,,,,,,,,,,8C,IId-38c&d,38,A,5,5,,,,,,5,1,2,2,5,4
Lezpedeza juncea subsp. sericea,n/a,,,n,Not in PlantNET,Fabaceae: Faboideae,D,S,R,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,1,,,,,,,,,,,,,V-134,,VI,2,1,3,,,,,1,2,4,4,5,4
Ligustrum sinense,4313,,*,n,,Oleaceae,D,S,R,,,,,,,,,,,,,,,chiefly late winter to spring,Aug-Nov,,,3-Feb,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,Q,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,138,E,5,5,3,,,,,5,5,5,5,5,5
Lilium formosanum,3359,,*,n,,Liliaceae,M,H,R,,,,wind,,,,,,,,,,,Jan-Apr,Jan-Apr,,,9 months,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,U,5,5,,,,,,2,4,4,4,4,4
Limosella australis,5972,,,,,Scrophulariaceae,D,H,S/R,Seeder in subalpine treeless plain (120),basal,,,,,,,,,,,T,,when exposed,,,1,,,,,10?,,,,,,-,1,1,1,1,1,1,1,1,1,1,-,-,V T SA WA,Swamp Mudflat,,,,,,,,,,1,,,,,,V-58; VIII-120,9; 58,VT,3,3,1,,10,,>10,1,1,1,3,3,2
Linaria pelisseriana,5978,,*,,,Scrophulariaceae,D,H,S,,,,,,,,,,,,,,,,,,1,,,,,annual,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8P,,P,E,5,5,,,,,,5,4,1,2,5,4
Linaria vulgaris,5979,,*,n,,Scrophulariaceae,D,H,S,,,,,,,,,,,,,,,spring-autumn,Sep-May,,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,V,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,E,5,5,1,,,,,5,4,4,4,5,4
Lindsaea dimorpha,8127,,,,,Lindsaeaceae,F,F,R,,rhizome,transient?,wind,,,,,,,,,I,,,,,,,,,,indefinite,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,H W,,,,,,,1,1,,,,,,,,IX-1,1,VCI,2,1,,,I,,100,2,1,4,2,1,2
Lindsaea linearis,6406,,,,,Lindsaeaceae,F,F,R,,rhizome,transient,wind,,,,,,,,,I,facultative,,,,,2,,,,indefinite,,,,,,1,1,1,1,1,1,-,-,-,-,-,-,-,Q V T SA WA,OF H Swamp,,,,,,,1,1,,1,,,,,,Vd-1; IX-2; IX-3; IX-4; IX-5; IV-10; IV-38b&c; IX-39; IV-52; IXd-59; IV-105,1; 9; 10,UCI,2,1,2,,I,,100,1,1,1,2,1,2
Lindsaea microphylla,6401,,,c,,Lindsaeaceae,F,F,R,,rhizome,transient,wind,,,,,,,,,I,,,,,,<1,,,,indefinite,,,,,,1,-,-,1,-,-,1,-,-,-,-,-,-,Q V,W OF RF-margins,,1,,,,,1,,,,1,,,,,Vd-1; IXd-49,1; 138,VCI,2,1,,,I,,100,1,1,4,2,1,2
Linum marginale,3583,,,,,Linaceae,D,H,S/R,Resprouter and seeder in subalpine treeless plain (120),basal,soil,,,831-834 sd/g,good,,leaching,,,,,,spring-summer,Sep-Feb,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,-,Q V T SA WA,OF W,,,,,,,1,,1,,,,1,,5BD?,IX-11; V-38b; VIII&IX-120,"11; 54; 93a,b",U,4,4,1,,,,,1,4,1,4,5,4
Linum trigynum,3584,,*,,,Linaceae,D,H,S,,,,,,,,,,,,,,,,,,,,,,,annual,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BD,,,E,5,5,,,,,,5,4,4,2,5,4
Lissanthe strigosa subsp. strigosa,10713,,,,,Epacridaceae,D,S,R,,basal,,,,,,,,,,,,,Sep,Sep,,,1,,,,long,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,-,OF W,,,,1,,1,1,,,,,,,,5BB,,1,U,4,4,1,,L,,60,1,4,1,2,4,2
Lissanthe strigosa subsp. subulata,11108,,,c,,Epacridaceae,D,S,R,,basal,,a-ingestion,,111 sd/g,,,,,,<1 seedling per adult,,,Aug-Sep,Aug-Sep,,,2,,,,long,,,,,,-,1,1,1,1,1,-,1,1,-,-,-,-,Q V T SA,OF W S,,,,,,,1,1,,,,,1,1,5BB 5W 9E 11CH 5WA,V-38d; IX-100; V-134,1; 10; 48; 54; 93b; 100,VD,4,4,2,,L,,60,2,4,1,2,4,2
Litsea reticulata,3498,,,c,,Lauraceae,D,T,S,,root buds,soil,,,,,,,,,,,,-,,,,,,,,,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,RF,1,,,,,,,,,,,,,,,II-133,1,D,4,4,,,L,,60,2,4,4,2,4,1
Livistona australis,1221,P,,,,Arecaceae,M,T,R,Resprout from 4 leaf stage (2-3 years),apical,transient,gravity a-vertebrate,local,,,,soak,"seed age affects fecudity, 2 month old 7-11%, 16 months 5%",,,"T (R35), seedlings present at 6 yo site (105)",,summer,Dec-Feb,,,short,,,,,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q V,WSF RF margins,,1,,,,,,,,,,,,,9I,IX-39; IX-R35; VII-105,55; 93b; 105; R35,UDT,3,3,2,,,,,2,1,2,4,5,4
Lobelia anceps,10465,,,,,Lobeliaceae,D,H,S/R,Variable (39),,,,,,,,,,,,,,Nov-Jul,Nov-Jul,,1.25,,,,,,,,,,,1,1,1,-,1,-,-,-,-,-,-,-,-,Q V T SA WA,Swamp RF,1,,,,,,,,,1,1,,,,11M 8WJ 8BU,VIII&IX-39; IX-105,1,G,1,4,2,,,,,3,4,1,4,5,4
Lobelia andrewsii,14464,,,,Lobelia gracilis,Lobeliaceae,D,H,S,,,,,,,,,,,,,,,Nov-Jul,Nov-Jul,,<1,,,,,annual,,,,,,1,1,-,1,-,-,1,-,-,-,-,-,-,Q,OF S H,,,,,,1,1,1,,,,,,,8I 8BD?,,1,A,5,5,,,,,,5,4,2,2,5,4
Lobelia dentata,7072,,,,,Lobeliaceae,D,H,R,,basal,,,,,,,,,,,I,exclusive,Mar-Nov,Mar-Nov,,,0.5-1,,,,not evident in long unburnt areas,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,DSF W,,,,,,,1,,,,,,,,5K 5BD,IX-39; V-52,1; 52,UI,2,1,1,,,,,1,1,1,4,5,4
Lobelia gibbosa,1917,,,,,Lobeliaceae,D,H,Rs,,rhizome,persistent soil,wind?,,,,,after ripening period of several months required,,,no / yes,I,,Oct-Mar,Oct-Mar,,4-Jan,<1,,,,annual,,,,,,1,1,1,1,1,1,1,1,1,1,-,-,1,Q V T SA WA NT,W DSF,,,,1,,1,,,,,,,1,,8C 4&11W  8WJ 4&11WA 9BD?,II-38b; II-62,1; 9; 10; 38; 48; 62,A,5,5,,,,,,5,1,1,2,5,4
Lobularia maritima,1833,,*,,,Brassicaceae,D,H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BX,,,E,5,5,,,,,,5,4,4,4,5,4
Logania albiflora,3588,,,c,,Loganiaceae,D,S,S/R,,basal,,,,,average,,,,,,,,spring,Sep-Nov,,,3-Jan,,,,,,,,,,1,1,1,1,1,1,1,1,1,-,-,-,-,Q V,WSF W,,1,,,,,,,,,,,1,,5BD,IX-39; II-134,1; 93a,U,4,4,1,3,,,,1,4,1,4,5,4
Logania pusilla,3590,,,,,Loganiaceae,D,H,Sr,Can resprout after low intensity fire but not after high intensity (R35),,persistent soil,,,,,,,,,,I,,spring,Sep-Nov,,,,,,,,,,,,,1,1,1,1,-,1,-,-,-,-,-,-,-,Q V,DSF W,,,,,,,1,,,,,,,,9BD?,II-5; II-38d; V-105; II&IX-R35,9; R35,GI,1,1,,,,,,3,1,4,4,5,4
