genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Ilex,Ilex aquifolium,"evergreen shrub or tree to 10 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,dioecious,inferred_from_family,NA,NA,woody,NA,"Author: P.G. Kodela, L. Pedley; Editor: P.G. Kodela"
Ilex,Ilex sp. Gadgarra (B.P.Hyland RFK 2011),"tree to 25 m high,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,dioecious,inferred_from_family,NA,NA,woody,NA,"Author: P.G. Kodela, L. Pedley; Contributor: P.G. Kodela; Contributor: P.G. Kodela (updated to phrase name, 10 December 2019, revised 10 September 2020)."
Ilex,Ilex arnhemensis,"tree to 25 m high,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,inferred_from_family,NA,NA,woody,NA,Author: L. Pedley; Editor: P.G. Kodela; Contributor: P.G. Kodela (updated 10 September 2020)
Ilex,Ilex arnhemensis subsp. ferdinandi,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,inferred_from_family,NA,NA,woody,NA,Author: L. Pedley; Contributor: P.G. Kodela (updated 10 September 2020)
Ilex,Ilex arnhemensis subsp. arnhemensis,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,inferred_from_family,NA,NA,woody,NA,Author: L. Pedley; Contributor: P.G. Kodela (updated 10 September 2020)
Illigera,Illigera,"climbing shrubs, bisexual.",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,climbing,climbing,woody,NA,NA
Illigera,Illigera elegans,climbing shrub or vine to 25 m high or creeper;,NA,NA,NA,NA,shrub climber_herbaceous,shrub vine,NA,NA,NA,NA,climbing,climbing,woody herbaceous,NA,"Author: D.J.Du Puy, P.G. Kodela; Editor: P.G. Kodela; Contributor: John R. Busby (editorial assistance, October 2021)"
Impatiens,Impatiens,"herbs, annual or perennial, or subshrubs, succulent.",annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Impatiens,Impatiens balfouri,"herb, annual 45-100 cm high, glabrous.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.L. Barrett; Editor: P.G. Kodela
Impatiens,Impatiens sodenii,"subshrub to circa 2 m high,",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,Author: R.L. Barrett; Editor: P.G. Kodela
Impatiens,Impatiens walleriana,"herb, perennial, to 1 m high (usually less than 0.5 m high);",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.L. Barrett; Editor: P.G. Kodela; Contributor: NA; Acknowledgements: NA
Indigastrum,Indigastrum,annual herbs or subshrubs.,annual,annual,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Indigastrum,Indigastrum parviflorum,"erect, annual herb 0.2-0.75 (-1.5) m high.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Author: Peter G. Wilson; Editor: Phillip G. Kodela
Indigofera,Indigofera,"perennial shrubs or subshrubs, sometimes arising from an underground rootstock; rarely annuals.",annual perennial,annuals perennial,NA,NA,subshrub shrub,subshrubs shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Indigofera,Indigofera arrecta,"erect to spreading, perennial herb or shrub to 3 m high;",perennial,perennial,NA,NA,herb shrub,herb shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody herbaceous,NA,Author: Peter G. Wilson; Editor: P.G. Kodela
Indigofera,Indigofera hirsuta,erect and spreading or prostrate annual herb or subshrub to 1.5 m high;,annual,annual,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect prostrate spreading,erect prostrate spreading,herbaceous,NA,Author: Peter G. Wilson; Editor: P.G. Kodela
Indigofera,Indigofera suffruticosa,erect perennial herb or subshrub to circa 2 m high;,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect,erect,herbaceous,NA,Author: Peter G. Wilson; Editor: P.G. Kodela
Indigofera,Indigofera tinctoria,erect or spreading suffruticose shrub to circa 2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody_base woody,suffruticose,Author: Peter G. Wilson; Editor: P.G. Kodela
Inocarpus,Inocarpus,"trees,",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Inocarpus,Inocarpus fagifer,tree to 30 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.J. Du Puy; Editor: P.G. Kodela
Intsia,Intsia,"unarmed, evergreen trees.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Intsia,Intsia bijuga,tree to 30 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: J.H. Ross
Ipheion,Ipheion,"herbs with tunicated bulbs. with a sheathing base,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Ipheion,Ipheion uniflorum,Plant with odour of garlic when crushed.,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: H.J. Hewson; Contributor: P.G. Kodela (ed. 7 August 2019)
Iphigenia,Iphigenia,geophytes s;,perennial,inferred_from_growth_form,NA,NA,geophyte,geophytes,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Iphigenia,Iphigenia indica,Plant 40-50 cm tall.,perennial,inferred_from_growth_form,NA,NA,geophyte,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,Author: T.D.Macfarlane
Irenepharsus,Irenepharsus,annual or biennial herbs.,annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Irenepharsus,Irenepharsus magicus,"erect herb to 80 cm tall, sparingly to profusely branched;",NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Author: H.J.Hewson
Irenepharsus,Irenepharsus phasmatodes,"annual or biennial herb to 90 cm, erect, sparingly branched;",annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Author: H.J.Hewson
Irenepharsus,Irenepharsus trypherus,"annual herb to 1 m tall, spreading to erect, glabrous.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,Author: H.J.Hewson
Iridaceae,Iridaceae,"perennial herbs, rarely annuals or small shrubs, evergreen, or leaves and flowers annual.",annual perennial,annuals perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,NA
Irideae,Irideae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris,Iris,"perennials, evergreen and rhizomatous",perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,NA
Iris,Iris germanica,evergreen herb.,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Iris,Iris foetidissima,evergreen herb.,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Iris,Iris unguicularis,tufted evergreen herb.,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Irvingbaileya,Irvingbaileya,"trees, dioecious.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,dioecious,dioecious,NA,NA,woody,NA,NA
Irvingbaileya,Irvingbaileya australis,tree to 20 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,Author: G.P.Guymer
Ischaemum,Ischaemum muticum,"long-creeping, stoloniferous grass, 40 cm high, forming extensive, tangled mats;",NA,NA,NA,NA,graminoid,grass,NA,NA,NA,NA,mat-forming creeping stoloniferous,forming extensive tangled mats creeping stoloniferous,herbaceous,inferred_from_growth_form,"Author: D.J. Du Puy, I.R.H. Telford, P.G. Kodela; Editor: P.G. Kodela; Contributor: John R. Busby (editorial assistance, June 2021)"
Ischaemum,Ischaemum,"mostly decumbent to stoloniferous or rhizomatous grasses, occasionally tufted.",NA,NA,NA,NA,graminoid,NA,NA,NA,NA,NA,decumbent rhizomatous stoloniferous,decumbent rhizomatous stoloniferous,herbaceous,inferred_from_growth_form,NA
Ischaemum,Ischaemum nativitatis,"erect, tufted grass, 25-70 cm high;",NA,NA,NA,NA,graminoid,grass,NA,NA,NA,NA,erect,erect,herbaceous,inferred_from_growth_form,"Author: D.J. Du Puy; Editor: P.G. Kodela; Contributor: John R. Busby (editorial assistance, June 2021)"
Isoetaceae,Isoetaceae,aquatic and terrestrial heterosporous herbs with a lobed erect or shortly horizontal rarely branched corm (stem).,NA,NA,NA,NA,herb,herbs,aquatic terrestrial,aquatic terrestrial,NA,NA,erect,erect,herbaceous,NA,NA
Isoetes,Isoetes attenuata,amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes australis,aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes brevicula,small aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes caroli,small aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes coromandelina subsp. macrotuberculata,amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes cristata,small amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes drummondii,amphibious or semi-terrestrial herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious terrestrial,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes elatior,large aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes gunnii,aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes humilior,aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes inflata,aquatic herb;,NA,NA,NA,NA,herb,herb,aquatic,aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes mongerensis,amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes muelleri,aquatic or amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious aquatic,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes pusilla,small amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes tripus,amphibious herb;,NA,NA,NA,NA,herb,herb,aquatic terrestrial,amphibious amphibious,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes,NA,NA,NA,NA,NA,herb,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Isoetes,Isoetes drummondii subsp. drummondii,NA,NA,NA,NA,NA,herb,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isoetes,Isoetes drummondii subsp. anomala,NA,NA,NA,NA,NA,herb,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J. Chinnock; Contributor: A.M. Wheeler (editorial assistance June 2022)
Isophysideae,Isophysideae,rhizomatous perennials with distichous equitant leaves.,perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,NA
Isophysis,Isophysis,"tufted, evergreen, glabrous perennials.",perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Isophysis,Isophysis tasmanica,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Isopogon,Isopogon,shrubs or small trees.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Isopogon,Isopogon adenanthoides,"shrub to circa 1 m tall, to circa 1 m diam.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon alcicornis,low shrub circa 45 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon anemonifolius,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon anethifolius,"erect, bushy shrub to circa 2 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon asper,"low shrub, usually less than 1 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon attenuatus,"shrub to circa 1.5 m tall, often sprouting from a lignotuber.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon axillaris,shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon baxteri,erect shrub 0.4-1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon buxifolius,shrub to 1.7 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon buxifolius var. buxifolius,shrub to 60 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon buxifolius var. linearis,shrub 0.6-1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon buxifolius var. obovatus,shrub 0.6-1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon buxifolius var. spathulatus,shrub 0.5-1.7 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon ceratophyllus,"prickly shrub. mostly 15-c. 100 cm tall, to 120 cm diam.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon crithmifolius,shrub 0.4-1.3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon cuneatus,shrub to circa 2.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon dawsonii,erect shrub or small tree to circa 5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon divergens,"shrub. mostly to circa 1.5 m tall, occasionally taller.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon drummondii,shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B. Foreman; Editor: P.G. Kodela
Isopogon,Isopogon dubius,shrub to circa 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon fletcheri,erect bushy shrub. mostly to circa 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon formosus,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon gardneri,"very prickly, dense shrub to circa 1.6 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon heterophyllus,shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon inconspicuus,small shrub 20-80 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon latifolius,shrub to circa 3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon linearis,shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon longifolius,shrub to 2.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon mnoraifolius,shrub 40-80 mm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon petiolaris,"low, spreading shrub. mostly less than 1 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon polycephalus,spreading shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon prostratus,"prostrate, spreading shrub, to 1 m or more diam.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon scabriusculus,shrub to 2 m tall and to 2 m in diam.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon scabriusculus subsp. pubifloris,shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon scabriusculus subsp. scabriusculus,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon scabriusculus subsp. stenophyllus,shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon sphaerocephalus,shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon teretifolius,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon teretifolius subsp. petrophiloides,shrubs to 1.7 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon teretifolius subsp. teretifolius,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon tridens,shrub to circa 1.2 m.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon trilobus,shrub to circa 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon uncinatus,tufted spreading shrub to 40 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon villosus,tufted shrub to 60 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon formosus subsp. dasylepis,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Isopogon,Isopogon formosus subsp. formosus,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Iva,Iva,"annual or perennial herbs or shrubs, glandular, aromatic.",annual perennial,annual perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,NA
Iva,Iva axillaris subsp. robustior,"perennial herb, circa 20-40 cm high;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: A.E. Orchard; Contributor: P.G. Kodela (edits and updates August 2020, October 2020)"
Ixia,Ixia paniculata,herb 30-90 cm tall.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Ixia,Ixia polystachya,herb 30-100 cm tall.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Ixia,Ixia,small perennial herbs with annual leaves and flowers.,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Ixia,Ixia flexuosa,herb 30-55 cm tall.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Ixia,Ixia maculata,herb 20-60 cm tall.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: D.A.Cooke
Ixieae,Ixieae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jagera,Jagera,"monoecious or dioecious trees with saponin in bark, leaves and pericarp.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,woody,NA,NA
