scientificName,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,...9,partially_woody
Herpolirion novae-zelandiae,NA,mat_forming,NA,NA,NA,NA,NA,NA,NA
Hesperocyparis,tree shrub,NA,NA,NA,NA,NA,monoecious,NA,NA
Hesperocyparis glabra,tree,shrubby,NA,NA,NA,NA,NA,NA,NA
Hesperocyparis macrocarpa,tree,spreading,NA,NA,NA,NA,NA,NA,NA
Heterozostera,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Heterozostera nigricaulis,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Heterozostera tasmanica,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hibbertia,shrub climber,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia acicularis,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia appressa,shrub,decumbent scrambling,NA,NA,NA,NA,NA,NA,NA
Hibbertia aspera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia aspera subsp. aspera,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia australis,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia calycina,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Hibbertia cistiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia cistiflora subsp. rostrata,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia crinita,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia dentata,climber,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia devitata,shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia diffusa,shrub,prostrate decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia dispar,shrub,prostrate decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia empetrifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia empetrifolia subsp. empetrifolia,shrub,prostrate spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia ericifolia subsp. ericifolia,shrub,prostrate erect decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia exponens,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia exposita,shrub,prostrate mat_forming,NA,NA,NA,NA,NA,NA,NA
Hibbertia exutiacies,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia fasciculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia fasciculata var. prostrata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia hermanniifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia hermanniifolia subsp. recondita,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia hirticalyx,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa,shrub,prostrate decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa subsp. debilis,NA,decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa subsp. erigens,NA,decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa subsp. humifusa,NA,prostrate,NA,NA,NA,NA,NA,NA,NA
Hibbertia incana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia monogyna,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Hibbertia notabilis,shrub,dense,NA,NA,NA,NA,NA,NA,NA
Hibbertia obtusifolia,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia pallidiflora,shrub,dense scrambling,NA,NA,NA,NA,NA,NA,NA
Hibbertia porcata,shrub,prostrate decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia procumbens,shrub,prostrate mat_forming,NA,NA,NA,NA,NA,NA,NA
Hibbertia riparia,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia rufa,shrub,prostrate scrambling,NA,NA,NA,NA,NA,NA,NA
Hibbertia samaria,shrub,decumbent mat_forming,NA,NA,NA,NA,NA,NA,NA
Hibbertia sericea,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia sessiliflora,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia setifera,shrub,erect spreading decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia spathulata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia spathulata subsp. spathulata,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia strigosa,shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia torulosa,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Hibbertia truncata,shrub,prostrate decumbent,NA,NA,NA,NA,NA,NA,NA
Hibbertia virgata,shrub,erect decumbent,NA,NA,NA,NA,NA,NA,NA
Hibiscus,tree shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Hibiscus brachysiphonius,herb,spreading,NA,perennial,NA,NA,NA,NA,NA
Hibiscus krichauffianus,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hibiscus tridactylites,NA,erect,NA,annual,NA,NA,NA,NA,NA
Hierochloe,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Hierochloe rariflora,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Hierochloe redolens,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Hierochloe submutica,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Hirschfeldia,herb,NA,NA,annual biennial perennial,NA,NA,NA,NA,NA
Hirschfeldia incana,NA,erect,NA,NA,NA,NA,NA,NA,NA
Histiopteris,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Histiopteris incisa,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hoheria,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hoheria populnea,tree,NA,NA,NA,NA,NA,NA,NA,NA
Holcus,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Holcus annuus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holcus lanatus,NA,tufted erect,NA,perennial,NA,NA,NA,NA,NA
Holcus mollis,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Homalanthus,tree shrub,NA,NA,NA,NA,NA,monoecious,NA,NA
Homalanthus populifolius,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hookerochloa,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Hookerochloa eriopoda,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Hookerochloa hookeriana,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Hordeum,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Hordeum distichon,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Hordeum glaucum,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Hordeum hystrix,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Hordeum leporinum,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Hordeum marinum,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Hordeum secalinum,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Hordeum vulgare,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hornungia,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Hornungia procumbens,NA,erect procumbent,NA,NA,NA,NA,NA,NA,NA
Hovea,tree subshrub shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea asperifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea asperifolia subsp. asperifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hovea asperifolia subsp. spinosissima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hovea corrickiae,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea heterophylla,subshrub,procumbent,NA,NA,NA,NA,NA,NA,NA
Hovea magnibractea,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea montana,shrub,spreading decumbent compact,NA,NA,NA,NA,NA,NA,NA
Hovea pannosa,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea purpurea,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hovea rosmarinifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Howittia,shrub,NA,NA,perennial,NA,NA,NA,NA,NA
Howittia trilocularis,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Humulus,herb,twining,NA,annual perennial,NA,NA,NA,NA,NA
Humulus lupulus,climber_vine,NA,NA,NA,rhizome,NA,NA,NA,NA
Huperzia,NA,tufted erect,NA,NA,NA,terrestrial,NA,NA,NA
Huperzia australiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyacinthoides,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Hyacinthoides hispanica,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Hyacinthoides non-scripta,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Hyalosperma,herb,NA,NA,annual,NA,NA,NA,NA,NA
Hyalosperma demissum,herb,NA,NA,NA,NA,NA,NA,NA,NA
Hyalosperma glutinosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyalosperma glutinosum subsp. glutinosum,herb,erect,NA,NA,NA,NA,NA,NA,NA
Hyalosperma praecox,herb,erect,NA,NA,NA,NA,NA,NA,NA
Hyalosperma semisterile,herb,erect,NA,NA,NA,NA,NA,NA,NA
Hyalosperma stoveae,herb,prostrate,NA,NA,NA,NA,NA,NA,NA
Hydatellaceae,aquatic_submerged aquatic_herb,NA,NA,ephemeral,NA,aquatic,NA,NA,NA
Hydrangea,shrub climber_vine,erect scandent,NA,NA,NA,NA,monoecious,NA,NA
Hydrangea macrophylla,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hydrangeaceae,tree subshrub shrub climber,NA,NA,NA,NA,NA,dioecious monoecious polygamous,NA,NA
Hydrilla,aquatic_submerged aquatic_herb,NA,NA,NA,NA,NA,dioecious,NA,NA
Hydrilla verticillata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrocharitaceae,aquatic_submerged aquatic_herb,NA,NA,annual perennial,NA,marine,dioecious monoecious,NA,NA
Hydrocleys,NA,stoloniferous,NA,NA,stolon,NA,NA,NA,NA
Hydrocleys nymphoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrocotyle,herb,prostrate stoloniferous erect,NA,annual perennial,rhizome stolon,NA,NA,NA,NA
Hydrocotyle acutiloba,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle algida,NA,mat_forming,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle bonariensis,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle callicarpa,NA,NA,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle capillaris,NA,erect,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle comocarpa,NA,procumbent,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle foveolata,NA,NA,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle geraniifolia,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle hirta,herb,prostrate mat_forming,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle laxiflora,NA,mat_forming,NA,perennial,NA,NA,dioecious,NA,NA
Hydrocotyle medicaginoides,NA,erect,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle muscosa,NA,prostrate,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle pilifera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrocotyle pilifera var. glabrata,NA,erect,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle pterocarpa,herb,procumbent,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle rivularis,NA,prostrate,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle rugulosa,NA,erect,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle sibthorpioides,herb,procumbent mat_forming,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle sp. 1,herb,prostrate,NA,annual,NA,NA,NA,NA,NA
Hydrocotyle tripartita,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Hydrocotyle verticillata,aquatic_herb,NA,NA,perennial,rhizome,aquatic,NA,NA,NA
Hymenophyllaceae,fern epiphyte,NA,NA,NA,NA,terrestrial epiphyte,NA,NA,NA
Hymenophyllum,lithophyte fern epiphyte,NA,NA,NA,NA,terrestrial epiphyte lithophyte,NA,NA,NA
Hymenophyllum australe,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hymenophyllum cupressiforme,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hymenophyllum flabellatum,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hymenophyllum marginatum,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hymenophyllum peltatum,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hymenophyllum rarum,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hyparrhenia,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Hyparrhenia hirta,tussock,NA,NA,perennial,NA,NA,NA,NA,NA
Hypecoum,NA,NA,NA,annual,NA,NA,NA,NA,NA
Hypecoum pendulum,NA,NA,NA,annual,NA,NA,NA,NA,NA
Hypericaceae,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Hypericum,shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Hypericum androsaemum,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Hypericum calycinum,subshrub,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypericum canariense,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum gramineum,herb,erect,NA,annual perennial,rhizome,NA,NA,NA,NA
Hypericum grandifolium,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum hircinum,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum humifusum,herb,procumbent sprawling,NA,NA,NA,NA,NA,NA,NA
Hypericum japonicum,herb,prostrate procumbent mat_forming,NA,perennial,NA,NA,NA,NA,NA
Hypericum perforatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum perforatum subsp. veronense,herb,erect,NA,NA,rhizome,NA,NA,NA,NA
Hypericum tetrapterum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum tetrapterum var. tetrapterum,subshrub herb,erect,NA,NA,rhizome,NA,NA,NA,NA
Hypericum triquetrifolium,herb,erect spreading,NA,NA,rhizome,NA,NA,NA,NA
Hypericum x inodorum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypochaeris,NA,rosette,NA,annual perennial,NA,NA,NA,NA,NA
Hypochaeris glabra,herb,NA,NA,annual,NA,NA,NA,NA,NA
Hypochaeris radicata,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Hypolaena,herb,NA,NA,perennial,NA,NA,dioecious,NA,NA
Hypolaena fastigiata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypolepis,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypolepis amaurorachis,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypolepis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypolepis elegans subsp. elegans,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypolepis glandulifera,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypolepis muelleri,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypolepis rugosula,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Hypoxidaceae,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Hypoxis,herb,tufted,NA,perennial,NA,NA,NA,NA,NA
Hypoxis exilis,herb,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica,herb,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica var. hygrometrica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica var. splendida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica var. villosisepala,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsela,herb,prostrate,NA,perennial,NA,NA,NA,NA,NA
Hypsela tridens,NA,mat_forming,NA,perennial,NA,NA,NA,NA,NA
Hysterobaeckea,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Hysterobaeckea behrii,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Ilex,tree shrub,NA,NA,NA,NA,NA,dioecious,NA,NA
Ilex aquifolium,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Impatiens,herb,decumbent,NA,annual perennial,NA,NA,NA,NA,NA
Impatiens balfourii,herb,NA,NA,annual,NA,NA,NA,NA,NA
Imperata,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Imperata cylindrica,NA,erect,NA,perennial,rhizome,NA,NA,NA,NA
Indigofera,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Indigofera adesmiifolia,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Indigofera australis,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Indigofera australis subsp. australis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipheion,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Ipheion uniflorum,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Ipomoea,shrub herb,trailing twining,NA,annual perennial,NA,NA,NA,NA,NA
Ipomoea indica,NA,twining,NA,perennial,NA,NA,NA,NA,NA
Irenepharsus,herb,NA,NA,annual biennial,NA,NA,NA,NA,NA
Irenepharsus magicus,NA,erect,NA,annual biennial,NA,NA,NA,NA,NA
Iridaceae,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Iris,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Iris foetidissima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris Louisiana hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris pseudacorus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isachne,semiaquatic,NA,NA,annual perennial,rhizome,semiaquatic,NA,NA,NA
Isachne globosa,semiaquatic,erect,NA,perennial,NA,semiaquatic,NA,NA,NA
Isoetaceae,semiaquatic aquatic_herb,NA,NA,NA,NA,semiaquatic,NA,NA,NA
Isoetes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes drummondii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes drummondii subsp. anomala,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes drummondii subsp. drummondii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes muelleri,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes pusilla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetopsis,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isoetopsis graminifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isolepis,NA,tufted erect,NA,annual perennial,rhizome,NA,NA,NA,NA
Isolepis aucklandica,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis australiensis,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis cernua,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis congrua,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis crassiuscula,aquatic,NA,NA,perennial,NA,NA,NA,NA,NA
Isolepis fluitans,aquatic_submerged,tufted compact,NA,perennial,NA,terrestrial aquatic,NA,NA,NA
Isolepis fluitans var. fluitans,aquatic,tufted erect procumbent mat_forming,NA,NA,NA,aquatic,NA,NA,NA
Isolepis fluitans var. lenticularis,aquatic,tufted erect procumbent mat_forming,NA,NA,NA,aquatic,NA,NA,NA
Isolepis gaudichaudiana,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Isolepis habra,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis hookeriana,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis hystrix,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis inundata,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis levynsiana,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis marginata,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis montivaga,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis platycarpa,NA,tufted,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Isolepis producta,aquatic,NA,NA,perennial,NA,NA,NA,NA,NA
Isolepis prolifera,NA,stoloniferous tufted,NA,NA,stolon,NA,NA,NA,NA
Isolepis sepulcralis,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis stellata,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis subtilissima,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Isolepis trachysperma,NA,tufted,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Isolepis victoriensis,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Isolepis wakefieldiana,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Isopogon,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Isopogon ceratophyllus,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Isopogon prostratus,shrub,prostrate spreading,NA,NA,NA,NA,NA,NA,NA
Isotoma,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Isotoma axillaris,NA,erect decumbent,NA,perennial,NA,NA,NA,NA,NA
Isotoma fluviatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isotoma fluviatilis subsp. australis,NA,mat_forming,NA,perennial,NA,NA,NA,NA,NA
Iva,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Iva axillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iva axillaris subsp. robustior,herb,erect decumbent,NA,perennial,rhizome,NA,NA,NA,NA
Ixia,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Ixia campanulata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixia longituba,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixia maculata,NA,stoloniferous,NA,NA,stolon,NA,NA,NA,NA
Ixia paniculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixia polystachya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixodia,subshrub shrub,NA,NA,NA,NA,NA,NA,NA,NA
Ixodia achillaeoides,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Ixodia achillaeoides subsp. alata,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Ixodia achillaeoides subsp. arenicola,shrub,decumbent,NA,NA,NA,NA,NA,NA,NA
Jasminum,shrub climber,NA,NA,NA,NA,NA,NA,NA,NA
Jasminum didymum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasminum didymum subsp. lineare,shrub,prostrate scrambling,NA,NA,NA,NA,NA,NA,NA
Jasminum mesnyi,shrub,erect scrambling,NA,NA,NA,NA,NA,NA,NA
Jasminum polyanthum,climber_liana,NA,NA,NA,NA,NA,NA,NA,NA
Juglandaceae,tree shrub,NA,NA,NA,NA,NA,dioecious monoecious,NA,NA
Juglans,tree shrub,NA,NA,NA,NA,NA,monoecious,NA,NA
Juglans regia,tree,NA,NA,NA,NA,NA,NA,NA,NA
Juncaceae,herb,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Juncaginaceae,aquatic_herb,NA,NA,annual perennial,rhizome,aquatic,NA,NA,NA
Juncus,herb,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Juncus acuminatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus acutiflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus acutiflorus subsp. acutiflorus,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Juncus acutus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus acutus subsp. acutus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus alexandri,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus alexandri subsp. alexandri,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus amabilis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus antarcticus,NA,stoloniferous cushion-forming,NA,perennial,rhizome stolon,NA,NA,NA,NA
Juncus aridicola,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus articulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus articulatus subsp. articulatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus australis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus bassianus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus brevibracteus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus bufonius,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Juncus bulbosus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus caespiticius,NA,stoloniferous tufted,NA,perennial,rhizome stolon,NA,NA,NA,NA
Juncus capillaceus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus capitatus,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Juncus continuus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus dichotomus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus effusus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus effusus subsp. effusus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus ensifolius,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus falcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus falcatus subsp. falcatus,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Juncus filicaulis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus flavidus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus fockei,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus fontanesii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus fontanesii subsp. fontanesii,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Juncus gerardii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus gerardii subsp. gerardii,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Juncus gregiflorus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus holoschoenus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus homalocaulis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus imbricatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus inflexus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus inflexus subsp. inflexus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus ingens,NA,NA,NA,perennial,rhizome,NA,dioecious,NA,NA
Juncus kraussii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus kraussii subsp. australiensis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus microcephalus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus oxycarpus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus pallescens,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus pallidus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Juncus pauciflorus,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
