taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Molineriella minuta,plant_height,maximum,0.1,m,1851,Molineriella minuta,"Citation:  Rouy, Fl. France 14:102 (1913)."
Moluccella laevis,leaf_length,minimum,20,mm,1853,Moluccella laevis,"Citation: L., Sp. Pl. 587 (1753)."
Moluccella laevis,leaf_length,maximum,40,mm,1853,Moluccella laevis,"Citation: L., Sp. Pl. 587 (1753)."
Moluccella laevis,leaf_width,minimum,20,mm,1853,Moluccella laevis,"Citation: L., Sp. Pl. 587 (1753)."
Moluccella laevis,leaf_width,maximum,45,mm,1853,Moluccella laevis,"Citation: L., Sp. Pl. 587 (1753)."
Monotaxis luteiflora,plant_height,maximum,0.5,m,1857,Monotaxis luteiflora,"Citation: F. Muell., Fragm. Phyt. Aust. 10:51 (1876)."
Montia fontana,leaf_length,minimum,10,mm,1859,Montia fontana,"Citation: L., Sp. Pl. 87 (1753)"
Montia fontana,leaf_length,maximum,20,mm,1859,Montia fontana,"Citation: L., Sp. Pl. 87 (1753)"
Montia fontana,leaf_width,minimum,2,mm,1859,Montia fontana,"Citation: L., Sp. Pl. 87 (1753)"
Montia fontana,leaf_width,maximum,4,mm,1859,Montia fontana,"Citation: L., Sp. Pl. 87 (1753)"
Duma florulenta,plant_height,maximum,2,m,1865,Muehlenbeckia cunninghamii,NA
Muehlenbeckia gunnii,leaf_length,minimum,30,mm,1867,Muehlenbeckia gunnii,"Citation: Walp., Ann. Bot. Syst. 1:552 (1849)."
Muehlenbeckia gunnii,leaf_width,minimum,10,mm,1867,Muehlenbeckia gunnii,"Citation: Walp., Ann. Bot. Syst. 1:552 (1849)."
Austrobryonia micrantha,leaf_length,minimum,15,mm,1872,Mukia micrantha,NA
Austrobryonia micrantha,leaf_length,maximum,60,mm,1872,Mukia micrantha,NA
Austrobryonia micrantha,leaf_width,minimum,10,mm,1872,Mukia micrantha,NA
Austrobryonia micrantha,leaf_width,maximum,45,mm,1872,Mukia micrantha,NA
Thysanotus exfimbriatus,plant_height,maximum,1,m,1874,Murchisonia volubilis,NA
Myoporum acuminatum,leaf_length,minimum,30,mm,1878,Myoporum acuminatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 515 (1810)."
Myoporum acuminatum,leaf_length,maximum,140,mm,1878,Myoporum acuminatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 515 (1810)."
Myoporum acuminatum,leaf_width,minimum,1.5,mm,1878,Myoporum acuminatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 515 (1810)."
Myoporum acuminatum,leaf_width,maximum,20,mm,1878,Myoporum acuminatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 515 (1810)."
Myoporum brevipes,leaf_length,minimum,3.5,mm,1879,Myoporum brevipes,"Citation: Benth., Fl. Aust. 5:6 (1870)."
Myoporum brevipes,leaf_length,maximum,28,mm,1879,Myoporum brevipes,"Citation: Benth., Fl. Aust. 5:6 (1870)."
Myoporum brevipes,leaf_width,minimum,1.5,mm,1879,Myoporum brevipes,"Citation: Benth., Fl. Aust. 5:6 (1870)."
Myoporum brevipes,leaf_width,maximum,8,mm,1879,Myoporum brevipes,"Citation: Benth., Fl. Aust. 5:6 (1870)."
Myosotis australis,leaf_length,minimum,8,mm,1884,Myosotis australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Myosotis australis,leaf_length,maximum,40,mm,1884,Myosotis australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Myosotis australis,leaf_width,minimum,4,mm,1884,Myosotis australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Myosotis australis,leaf_width,maximum,10,mm,1884,Myosotis australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 495 (1810)."
Myosotis discolor,leaf_length,minimum,10,mm,1885,Myosotis discolor,"Citation: Pers., Syst. Veg. 190 (1797) subsp. discolor."
Myosotis discolor,leaf_length,maximum,40,mm,1885,Myosotis discolor,"Citation: Pers., Syst. Veg. 190 (1797) subsp. discolor."
Myosotis discolor,leaf_width,minimum,4,mm,1885,Myosotis discolor,"Citation: Pers., Syst. Veg. 190 (1797) subsp. discolor."
Myosotis discolor,leaf_width,maximum,10,mm,1885,Myosotis discolor,"Citation: Pers., Syst. Veg. 190 (1797) subsp. discolor."
Myosotis sylvatica,leaf_length,minimum,20,mm,1886,Myosotis sylvatica,"Citation: Hoffm., Deutschl. Fl. 61 (1791) subsp. sylvatica."
Myosotis sylvatica,leaf_length,maximum,80,mm,1886,Myosotis sylvatica,"Citation: Hoffm., Deutschl. Fl. 61 (1791) subsp. sylvatica."
Myosotis sylvatica,leaf_width,minimum,8,mm,1886,Myosotis sylvatica,"Citation: Hoffm., Deutschl. Fl. 61 (1791) subsp. sylvatica."
Myosotis sylvatica,leaf_width,maximum,30,mm,1886,Myosotis sylvatica,"Citation: Hoffm., Deutschl. Fl. 61 (1791) subsp. sylvatica."
Myriophyllum crispatum,plant_height,maximum,0.6,m,1893,Myriophyllum crispatum,"Citation: Orch., Brunonia 8:210 (1986)."
Myriophyllum papillosum,plant_height,maximum,0.4,m,1897,Myriophyllum papillosum,"Citation: Orch., Brunonia 8:214 (1986)."
Asparagus asparagoides,plant_height,maximum,2,m,1902,Myrsiphyllum asparagoides,NA
Neatostema apulum,leaf_length,minimum,10,mm,1907,Neatostema apulum,"Citation: I.M. Johnston, J. Arnold Arb. 34:6 (1953)."
Neatostema apulum,leaf_length,maximum,35,mm,1907,Neatostema apulum,"Citation: I.M. Johnston, J. Arnold Arb. 34:6 (1953)."
Neatostema apulum,leaf_width,minimum,2,mm,1907,Neatostema apulum,"Citation: I.M. Johnston, J. Arnold Arb. 34:6 (1953)."
Neatostema apulum,leaf_width,maximum,4,mm,1907,Neatostema apulum,"Citation: I.M. Johnston, J. Arnold Arb. 34:6 (1953)."
Nepeta cataria,leaf_length,minimum,20,mm,1910,Nepeta cataria,"Citation: L., Sp. Pl. 570 (1753)."
Nepeta cataria,leaf_length,maximum,65,mm,1910,Nepeta cataria,"Citation: L., Sp. Pl. 570 (1753)."
Nepeta cataria,leaf_width,minimum,10,mm,1910,Nepeta cataria,"Citation: L., Sp. Pl. 570 (1753)."
Nepeta cataria,leaf_width,maximum,40,mm,1910,Nepeta cataria,"Citation: L., Sp. Pl. 570 (1753)."
Nertera granadensis,leaf_length,minimum,3,mm,1913,Nertera granadensis,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:637 (1917)."
Nertera granadensis,leaf_length,maximum,5,mm,1913,Nertera granadensis,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:637 (1917)."
Nertera granadensis,leaf_width,minimum,3,mm,1913,Nertera granadensis,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:637 (1917)."
Nertera granadensis,leaf_width,maximum,4.5,mm,1913,Nertera granadensis,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:637 (1917)."
Neurachne alopecuroidea,plant_height,maximum,0.5,m,1916,Neurachne alopecuroidea,"Citation: R. Br., Prod. Fl. Nov. Holl. 196 (1810)."
Neurachne lanigera,plant_height,maximum,0.3,m,1917,Neurachne lanigera,"Citation: S.T. Blake, Contr. Qld Herb. 13:10 (1972)."
Neurachne munroi,plant_height,maximum,0.3,m,1918,Neurachne munroi,"Citation:  F. Muell., Fragm. Phyt. Aust. 8:200 (1874)."
Nothoscordum borbonicum,plant_height,maximum,0.5,m,1935,Nothoscordum inodorum,NA
Oenanthe pimpinelloides,leaf_length,minimum,10,mm,1938,Oenanthe pimpinelloides,"Citation: L., Sp.Pl. 255 (1753)."
Oenanthe pimpinelloides,leaf_length,maximum,30,mm,1938,Oenanthe pimpinelloides,"Citation: L., Sp.Pl. 255 (1753)."
Oenothera acaulis,leaf_length,minimum,50,mm,1939,Oenothera acaulis,NA
Oenothera acaulis,leaf_length,maximum,200,mm,1939,Oenothera acaulis,NA
Oenothera acaulis,leaf_width,minimum,6,mm,1939,Oenothera acaulis,NA
Oenothera acaulis,leaf_width,maximum,60,mm,1939,Oenothera acaulis,NA
Oenothera affinis,leaf_length,minimum,40,mm,1940,Oenothera affinis,"Citation: Cambes. in A. St. Hil., Fl. Brasil. merid. 2:269 (1830)."
Oenothera affinis,leaf_length,maximum,120,mm,1940,Oenothera affinis,"Citation: Cambes. in A. St. Hil., Fl. Brasil. merid. 2:269 (1830)."
Oenothera affinis,leaf_width,minimum,4,mm,1940,Oenothera affinis,"Citation: Cambes. in A. St. Hil., Fl. Brasil. merid. 2:269 (1830)."
Oenothera affinis,leaf_width,maximum,15,mm,1940,Oenothera affinis,"Citation: Cambes. in A. St. Hil., Fl. Brasil. merid. 2:269 (1830)."
Oenothera affinis,plant_height,maximum,1,m,1940,Oenothera affinis,"Citation: Cambes. in A. St. Hil., Fl. Brasil. merid. 2:269 (1830)."
Oenothera glazioviana,leaf_length,minimum,90,mm,1941,Oenothera glazioviana,"Citation: M. Micheli in C. Martius, Fl. Bras. 13,2:178 (1875)."
Oenothera glazioviana,leaf_length,maximum,200,mm,1941,Oenothera glazioviana,"Citation: M. Micheli in C. Martius, Fl. Bras. 13,2:178 (1875)."
Oenothera glazioviana,leaf_width,minimum,25,mm,1941,Oenothera glazioviana,"Citation: M. Micheli in C. Martius, Fl. Bras. 13,2:178 (1875)."
Oenothera glazioviana,leaf_width,maximum,60,mm,1941,Oenothera glazioviana,"Citation: M. Micheli in C. Martius, Fl. Bras. 13,2:178 (1875)."
Oenothera glazioviana,plant_height,maximum,1.2,m,1941,Oenothera glazioviana,"Citation: M. Micheli in C. Martius, Fl. Bras. 13,2:178 (1875)."
Oenothera speciosa,leaf_length,minimum,20,mm,1942,Oenothera speciosa,"Citation: Nutt., J. Acad. nat. Sci. Philad. 2:119 (1821 )."
Oenothera speciosa,leaf_length,maximum,70,mm,1942,Oenothera speciosa,"Citation: Nutt., J. Acad. nat. Sci. Philad. 2:119 (1821 )."
Oenothera speciosa,leaf_width,minimum,4,mm,1942,Oenothera speciosa,"Citation: Nutt., J. Acad. nat. Sci. Philad. 2:119 (1821 )."
Oenothera speciosa,leaf_width,maximum,25,mm,1942,Oenothera speciosa,"Citation: Nutt., J. Acad. nat. Sci. Philad. 2:119 (1821 )."
Oenothera stricta,leaf_length,minimum,50,mm,1943,Oenothera stricta,"Citation: Ledeb. ex Link, Enum. Hort. bot. Berol. 1:377 (1821)."
Oenothera stricta,leaf_length,maximum,200,mm,1943,Oenothera stricta,"Citation: Ledeb. ex Link, Enum. Hort. bot. Berol. 1:377 (1821)."
Oenothera stricta,leaf_width,minimum,4,mm,1943,Oenothera stricta,"Citation: Ledeb. ex Link, Enum. Hort. bot. Berol. 1:377 (1821)."
Oenothera stricta,leaf_width,maximum,12,mm,1943,Oenothera stricta,"Citation: Ledeb. ex Link, Enum. Hort. bot. Berol. 1:377 (1821)."
Oenothera stricta,plant_height,maximum,0.8,m,1943,Oenothera stricta,"Citation: Ledeb. ex Link, Enum. Hort. bot. Berol. 1:377 (1821)."
Olax obcordata,leaf_length,minimum,5,mm,1944,Olax obcordata,"Citation: A.S. George, Fl. Aust. 22:220 (1984)."
Olax obcordata,leaf_length,maximum,10,mm,1944,Olax obcordata,"Citation: A.S. George, Fl. Aust. 22:220 (1984)."
Olearia exiguifolia,leaf_length,minimum,2,mm,1956,Olearia exiguifolia,"Citation: F. Muell. ex Benth., Fl. Aust. 3:478 (1867)."
Olearia exiguifolia,leaf_length,maximum,6,mm,1956,Olearia exiguifolia,"Citation: F. Muell. ex Benth., Fl. Aust. 3:478 (1867)."
Olearia exiguifolia,leaf_width,minimum,2,mm,1956,Olearia exiguifolia,"Citation: F. Muell. ex Benth., Fl. Aust. 3:478 (1867)."
Olearia exiguifolia,leaf_width,maximum,4,mm,1956,Olearia exiguifolia,"Citation: F. Muell. ex Benth., Fl. Aust. 3:478 (1867)."
Olearia pannosa,leaf_length,minimum,30,mm,1967,Olearia pannosa,"Citation: Hook., Hook. Ic. 9:sub t. 862 (1852)."
Olearia pannosa,leaf_length,maximum,90,mm,1967,Olearia pannosa,"Citation: Hook., Hook. Ic. 9:sub t. 862 (1852)."
Olearia pannosa,leaf_width,minimum,15,mm,1967,Olearia pannosa,"Citation: Hook., Hook. Ic. 9:sub t. 862 (1852)."
Olearia pannosa,leaf_width,maximum,50,mm,1967,Olearia pannosa,"Citation: Hook., Hook. Ic. 9:sub t. 862 (1852)."
Olearia rudis,plant_height,maximum,1,m,1974,Olearia rudis,"Citation: F. Muell. ex Benth., Fl. Aust. 3:487 (1867)."
Omphalolappula concava,leaf_length,minimum,10,mm,1980,Omphalolappula concava,"Citation: Brand, Pflanzenr. 97 (252):135 (1931)."
Omphalolappula concava,leaf_length,maximum,35,mm,1980,Omphalolappula concava,"Citation: Brand, Pflanzenr. 97 (252):135 (1931)."
Omphalolappula concava,leaf_width,minimum,3,mm,1980,Omphalolappula concava,"Citation: Brand, Pflanzenr. 97 (252):135 (1931)."
Omphalolappula concava,leaf_width,maximum,6,mm,1980,Omphalolappula concava,"Citation: Brand, Pflanzenr. 97 (252):135 (1931)."
Opercularia scabrida,leaf_length,minimum,8,mm,1985,Opercularia scabrida,"Citation: Schldl., Linnaea 20:604 (1847)."
Opercularia scabrida,leaf_length,maximum,30,mm,1985,Opercularia scabrida,"Citation: Schldl., Linnaea 20:604 (1847)."
Opercularia scabrida,leaf_width,minimum,1.5,mm,1985,Opercularia scabrida,"Citation: Schldl., Linnaea 20:604 (1847)."
Opercularia scabrida,leaf_width,maximum,4,mm,1985,Opercularia scabrida,"Citation: Schldl., Linnaea 20:604 (1847)."
Opercularia turpis,leaf_length,minimum,2,mm,1986,Opercularia turpis,"Citation: F. Muell. ex Miq., Nederl. Kruidk. Arch. 4:109 (1856)."
Opercularia turpis,leaf_length,maximum,14,mm,1986,Opercularia turpis,"Citation: F. Muell. ex Miq., Nederl. Kruidk. Arch. 4:109 (1856)."
Opercularia turpis,leaf_width,minimum,1,mm,1986,Opercularia turpis,"Citation: F. Muell. ex Miq., Nederl. Kruidk. Arch. 4:109 (1856)."
Opercularia turpis,leaf_width,maximum,3,mm,1986,Opercularia turpis,"Citation: F. Muell. ex Miq., Nederl. Kruidk. Arch. 4:109 (1856)."
Opercularia varia,leaf_length,minimum,3,mm,1987,Opercularia varia,"Citation: Hook. f., London J. Bot. 6:466 (1847)."
Opercularia varia,leaf_length,maximum,18,mm,1987,Opercularia varia,"Citation: Hook. f., London J. Bot. 6:466 (1847)."
Opercularia varia,leaf_width,minimum,1.5,mm,1987,Opercularia varia,"Citation: Hook. f., London J. Bot. 6:466 (1847)."
Opercularia varia,leaf_width,maximum,6,mm,1987,Opercularia varia,"Citation: Hook. f., London J. Bot. 6:466 (1847)."
Cylindropuntia imbricata,leaf_length,maximum,40,mm,1992,Opuntia imbricata,NA
Cylindropuntia tunicata,leaf_length,maximum,50,mm,1999,Opuntia tunicata,NA
Oreomyrrhis eriopoda,plant_height,maximum,0.3,m,2001,Oreomyrrhis eriopoda,"Citation: Hook. f., Fl. Tasm. 1:162 (1856). Caraway, Australian."
Ornithogalum arabicum,leaf_width,maximum,25,mm,2002,Ornithogalum arabicum,"Citation: L., Sp. Pl. 307 (1753)."
Ornithogalum umbellatum,leaf_width,maximum,6,mm,2005,Ornithogalum umbellatum,"Citation: L., Sp. Pl. 307 (1753)."
Ottelia ovalifolia,leaf_width,minimum,5,mm,2015,Ottelia ovalifolia,"Citation:  Rich., M m. Cl. Sci. Math. Inst. Natl. France 12, 2:27, 78 (1814)."
Ottelia ovalifolia,leaf_width,maximum,7,mm,2015,Ottelia ovalifolia,"Citation:  Rich., M m. Cl. Sci. Math. Inst. Natl. France 12, 2:27, 78 (1814)."
Panicum miliaceum,leaf_width,maximum,20,mm,2036,Panicum miliaceum,"Citation: L., Sp. Pl. 58 (1753)."
Panicum miliaceum,plant_height,maximum,1,m,2036,Panicum miliaceum,"Citation: L., Sp. Pl. 58 (1753)."
Walwhalleya proluta,plant_height,maximum,1,m,2037,Panicum prolutum,NA
Papaver argemone,plant_height,maximum,0.4,m,2041,Papaver argemone,"Citation: L., Sp. Pl. 506 (1753)."
Papaver hybridum,plant_height,maximum,0.3,m,2043,Papaver hybridum,"Citation: L., Sp. Pl. 506 (1753)."
Papaver rhoeas,leaf_length,minimum,50,mm,2044,Papaver rhoeas,"Citation: L., Sp. Pl. 507 (1753)."
Papaver rhoeas,leaf_length,maximum,150,mm,2044,Papaver rhoeas,"Citation: L., Sp. Pl. 507 (1753)."
Papaver rhoeas,plant_height,maximum,0.5,m,2044,Papaver rhoeas,"Citation: L., Sp. Pl. 507 (1753)."
Papaver somniferum subsp. setigerum,plant_height,maximum,0.6,m,2045,Papaver setigerum,NA
Caleana minor,plant_height,maximum,0.18,m,2046,Paracaleana minor,NA
Veronica decorosa,leaf_length,minimum,10,mm,2047,Parahebe decorosa,NA
Veronica decorosa,leaf_length,maximum,75,mm,2047,Parahebe decorosa,NA
Veronica decorosa,leaf_width,minimum,0.5,mm,2047,Parahebe decorosa,NA
Veronica decorosa,leaf_width,maximum,5,mm,2047,Parahebe decorosa,NA
Veronica derwentiana,leaf_length,minimum,40,mm,2048,Parahebe derwentiana,NA
Veronica derwentiana,leaf_length,maximum,145,mm,2048,Parahebe derwentiana,NA
Veronica derwentiana,leaf_width,minimum,12,mm,2048,Parahebe derwentiana,NA
Veronica derwentiana,leaf_width,maximum,40,mm,2048,Parahebe derwentiana,NA
Paraneurachne muelleri,plant_height,maximum,0.45,m,2049,Paraneurachne muelleri,"Citation:  S.T. Blake, Contr. Qld Herb. 13:21 (1972)."
Parietaria judaica,plant_height,maximum,0.3,m,2053,Parietaria judaica,"Citation: L., Fl. Palaest. 32 (1756)."
Paronychia brasiliana,leaf_length,minimum,4,mm,2056,Paronychia brasiliana,"Citation: DC., Prod. 3:370 (1828)."
Paronychia brasiliana,leaf_length,maximum,10,mm,2056,Paronychia brasiliana,"Citation: DC., Prod. 3:370 (1828)."
Paspalidium gracile,leaf_width,minimum,1,mm,2060,Paspalidium gracile,"Citation:  Hughes, Kew Bull. 1923:318 (1923)."
Paspalidium gracile,leaf_width,maximum,3.5,mm,2060,Paspalidium gracile,"Citation:  Hughes, Kew Bull. 1923:318 (1923)."
Paspalum distichum,plant_height,maximum,0.45,m,2063,Paspalum distichum,"Citation: L., Syst. Nat. edn 10:855 (1750)."
Paspalum vaginatum,plant_height,maximum,0.6,m,2064,Paspalum vaginatum,"Citation: Sw., Prod. 21 (1788)."
Cenchrus longisetus,plant_height,maximum,0.5,m,2075,Pennisetum villosum,NA
Peplidium muelleri,leaf_length,maximum,11,mm,2081,Peplidium muelleri,"Citation: Benth., Fl. Aust. 4:500 (1868)."
Petrorhagia nanteuilii,plant_height,maximum,0.65,m,2085,Petrorhagia nanteuilii,"Citation: P. Ball & Heyw., Bull. Brit. Mus. (Bot.) 3:164 (1964)."
Phebalium bullatum,leaf_length,minimum,6,mm,2094,Phebalium bullatum,"Citation: J. Black, Trans. R. Soc. S. Aust. 40:460 (1916)."
Phebalium bullatum,leaf_length,maximum,12,mm,2094,Phebalium bullatum,"Citation: J. Black, Trans. R. Soc. S. Aust. 40:460 (1916)."
Phebalium bullatum,leaf_width,minimum,1.5,mm,2094,Phebalium bullatum,"Citation: J. Black, Trans. R. Soc. S. Aust. 40:460 (1916)."
Phebalium bullatum,leaf_width,maximum,2,mm,2094,Phebalium bullatum,"Citation: J. Black, Trans. R. Soc. S. Aust. 40:460 (1916)."
Phebalium glandulosum,leaf_length,maximum,5,mm,2095,Phebalium glandulosum,Citation: Desert phebalium.
Phebalium glandulosum,leaf_width,minimum,1.5,mm,2095,Phebalium glandulosum,Citation: Desert phebalium.
Phebalium glandulosum,leaf_width,maximum,3,mm,2095,Phebalium glandulosum,Citation: Desert phebalium.
Leionema hillebrandii,plant_height,maximum,4,m,2096,Phebalium hillebrandii,NA
Phebalium stenophyllum,leaf_width,maximum,1,mm,2098,Phebalium stenophyllum,"Citation: Maiden & Betche, Census N.S.W. Pl. 116 (1916)."
Phoenix dactylifera,plant_height,maximum,30,m,2103,Phoenix dactylifera,"Citation: L., Sp. Pl. 1188 (1753)."
Phragmites australis,leaf_length,minimum,200,mm,2105,Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites australis,leaf_length,maximum,550,mm,2105,Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites australis,leaf_width,minimum,15,mm,2105,Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites australis,leaf_width,maximum,45,mm,2105,Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites australis,plant_height,maximum,3,m,2105,Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,leaf_length,minimum,120,mm,2106,Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,leaf_length,maximum,500,mm,2106,Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,leaf_width,minimum,10,mm,2106,Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,leaf_width,maximum,25,mm,2106,Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,plant_height,maximum,4.5,m,2106,Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phyllanthus calycinus,leaf_length,minimum,4,mm,2109,Phyllanthus calycinus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:75 (1806)."
Phyllanthus calycinus,leaf_length,maximum,15,mm,2109,Phyllanthus calycinus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:75 (1806)."
Phyllanthus calycinus,leaf_width,minimum,1.5,mm,2109,Phyllanthus calycinus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:75 (1806)."
Phyllanthus calycinus,leaf_width,maximum,7,mm,2109,Phyllanthus calycinus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:75 (1806)."
Phyllanthus maderaspatensis,leaf_length,minimum,8,mm,2112,Phyllanthus maderaspatensis,"Citation: L., Sp. Pl. 982 (1753) var. angustifolius Benth., Fl. Aust. 6:103 (1873)."
Phyllanthus saxosus,leaf_length,minimum,5,mm,2113,Phyllanthus saxosus,"Citation: F. Muell., Linnaea 25:441 (1852)."
Phyllanthus saxosus,leaf_length,maximum,15,mm,2113,Phyllanthus saxosus,"Citation: F. Muell., Linnaea 25:441 (1852)."
Phyllanthus saxosus,leaf_width,minimum,2.5,mm,2113,Phyllanthus saxosus,"Citation: F. Muell., Linnaea 25:441 (1852)."
Phyllanthus saxosus,leaf_width,maximum,16,mm,2113,Phyllanthus saxosus,"Citation: F. Muell., Linnaea 25:441 (1852)."
Phyllota pleurandroides,leaf_length,minimum,6,mm,2115,Phyllota pleurandroides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:38 (1855)."
Phyllota pleurandroides,leaf_length,maximum,10,mm,2115,Phyllota pleurandroides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:38 (1855)."
Phyllota pleurandroides,leaf_width,minimum,0.7,mm,2115,Phyllota pleurandroides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:38 (1855)."
Phyllota pleurandroides,leaf_width,maximum,1.2,mm,2115,Phyllota pleurandroides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:38 (1855)."
Phyllota remota,leaf_length,minimum,5,mm,2116,Phyllota remota,"Citation: J.H. Willis, Victorian Nat. 73:191 (1957)."
Phyllota remota,leaf_length,maximum,10,mm,2116,Phyllota remota,"Citation: J.H. Willis, Victorian Nat. 73:191 (1957)."
Phyllota remota,leaf_width,minimum,0.8,mm,2116,Phyllota remota,"Citation: J.H. Willis, Victorian Nat. 73:191 (1957)."
Phyllota remota,leaf_width,maximum,1.2,mm,2116,Phyllota remota,"Citation: J.H. Willis, Victorian Nat. 73:191 (1957)."
Piptatherum miliaceum,plant_height,maximum,1,m,2152,Piptatherum miliaceum,"Citation: Cosson, Not. Pl. Crit. s&. 2, fasc. 3:129 (1851)."
Plagiobothrys elachanthus,leaf_length,minimum,10,mm,2154,Plagiobothrys elachanthus,"Citation: I.M. Johnston, Contr. Gray Herb. 81:75 (1928)."
Plagiobothrys elachanthus,leaf_length,maximum,40,mm,2154,Plagiobothrys elachanthus,"Citation: I.M. Johnston, Contr. Gray Herb. 81:75 (1928)."
