Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown,germination_treatment
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: moist sand,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria aridicola subsp. glabrata,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria aridicola subsp. glabrata,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,21,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria brevis,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria brevis,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 21 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",70,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria calycina,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria cunninghamii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria cunninghamii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria cunninghamii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria eremaea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 11°C,NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 2 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 7 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,NA,germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,50,NA
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 33/19°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana,pre-sowing treatments: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",96,50,sterilise_domestos scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana subsp. incana,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria incana subsp. incana,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria medicaginea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",97,100,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria medicaginea var. medicaginea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria mitchellii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",60,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria mitchellii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,20,sterilise_domestos scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 3 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,50,sterilise_domestos scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",66,50,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",82,11,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",83,12,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",90,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria retusa,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",96,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria smithiana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,19,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria smithiana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Crotalaria smithiana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen australasicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen australasicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen australasicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen australasicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 3 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen balsamicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen balsamicum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen cinereum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen cinereum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen cinereum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cullen cinereum,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 3 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
