IDmerg1,ID_all,species_name,species_abb,site_name,site_details,siteold,site_data_old,replicates_toughness,replicates_CN,spp_old,SLA_cm2_g_new,leaf_area_mm2_new,PSIpd,PSImd,Kh,Ks,Kl,LL,Gs,Amass,Aarea,RD_MASS,leaf_N_mass_new,leaf_P_mass_new,Cmass,leaf_N_area_g_m2_new,leaf_P_area_g_m2_new,max_ht,ci,ca_ci,wue,Aarea_gs,trans,trans_es,d15N,d13C,max_height_m,SPo,TLP,H2OTLP,symH2O,elast_mod,shootH20,ci_ca,SWCsap,SWCstem,SWCbark,BarkThick,n(bark),Wshear(Jm01),Toughness(Jm-2),leaf thickness,date,id,time1,par,PsmassUSE_raw,tleaf,PsAreaUse_raw,GsUSE_raw,gc_raw,ci_raw,CO2a_raw,wue_raw,SLA_raw
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,1013,1570,19.42165,25.86665,7.950855,89.28846,0.055477,224.9277,382,3.162,24.42713
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1037,1350,41.14766,25.58662,17.48615,251.2241,0.151904,248.6219,376,2.931234,23.53157
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,d,1054,1480,22.21762,26.28943,8.632193,82.75508,0.051475,186.7347,366,4.0062,25.7381
,,Senna artemisioides var 1lft,Senart1,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,e,1112,1740,21.02373,26.33731,7.769631,67.91781,0.042353,176.5358,372,4.187531,27.05886
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,917,1150,46.44701,27.50328,11.62937,180.6554,0.110526,246.0715,365,2.344767,39.93939
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,1045,1510,34.50661,25.6041,10.99405,110.315,0.068297,199.1111,372,3.858,31.38663
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1140,1649,46.88222,25.89036,12.83519,97.92874,0.060756,159.7315,383,4.772941,36.52632
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,3a,1013,900,65.94871,25.11417,15.59524,416.5563,0.245158,285.8295,360,1.945714,42.28771
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,3b,1100,1750,81.57459,26.21541,22.37215,519.5944,0.300801,277.1412,364,1.909906,36.46257
,,Senna artemisioides var 3lft,Senart3,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,3c,1101,1870,25.92966,27.24731,10.85099,224.984,0.136632,275.1197,369,1.76852,23.89613
140,164,Solanum ferocissium,solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,SolFer,13.29,67.74,NA,NA,NA,NA,NA,0.54,114,143.4,9.5,26.1,3.27,0.13,45.24,2.46,0.098,1.5,213,158,3.15,0.083,3.02,206,7.1899,-29.271,1.5,NA,NA,NA,NA,NA,NA,0.006329114,,,,,,0.08,451,0.18,,,,,,,,,,,,,
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1130,1580,95.7478,25.53297,5.782157,49.43227,0.030923,166.3295,365,4.250579,165.5918
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,939,1560,221.6111,27.34339,9.235953,99.66153,0.061813,201.3885,364,3.201467,239.944
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,1044,1580,144.2288,26.42825,10.12414,139.4888,0.085933,235.4317,366,2.777735,142.4603
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1145,1675,232.8911,23.9624,14.95704,270.2521,0.162896,280.7262,385,2.454083,155.7067
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1028,1500,52.63541,27.7626,3.502023,55.99326,0.034988,254.1459,369,2.112447,150.3
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1045,1750,176.5732,27.24974,11.77155,121.74,0.075224,186.2214,354,3.742901,150
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1134,1670,98.56425,28.30211,8.629861,128.2138,0.079138,251.9663,377,2.145333,114.213
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,a,930,1140,224.9686,27.87008,14.32469,98.24638,0.06095,116.8086,364,4.6436,157.0495
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,1027,1700,77.79539,26.65445,6.323177,67.48621,0.042087,211.8163,376,3.166909,123.0321
,,Solanum ferocissium,Solfer,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1140,1550,108.9602,27.45701,10.38451,114.1274,0.070612,222.0909,384,3.002435,104.9257
141,165,Spartothamnella puberula,spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,SpaPub,10.83,66.61,NA,NA,NA,NA,NA,0.79,149,122,13.3,33,2.96,0.12,48.26,2.74,0.111,0.4,207,169,3.58,0.089,3.7,267.8,0.8469,-29.0794,0.4,NA,NA,NA,NA,NA,NA,0.00591716,,,,,,0.08,363,0.23,,,,,,,,,,,,,
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1258,1818,152,24.99289,13.4,161,0.11539,221.807,371,3.519,112.8496
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1250,1850,178,26.3381,20.3,169,0.113498,166.5808,374,4.326138,87.47205
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,a,929,1425,72,25.93646,8,115,0.132679,263.9497,388,2.396857,90.80479
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,944,1330,55,25.92539,7.9,275,0.168857,314.8848,377,1.135778,72.05263
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1030,1520,64,26.2205,12.4,103,0.079925,166.8377,374,4.49,50.14793
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,d,1043,1700,65,26.26826,9.4,88,0.056743,193.2158,375,3.68375,69.56216
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,e,1055,1630,215,27.15599,21.4,146,0.099638,127.3402,378,5.07136,98.61353
,,Spartothamnella puberula,Spapub,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,f,1105,1740,175,24.67432,13.2,133,0.091264,204.0036,377,4.0051,131.9565
45,48,Synoum glandulosum,syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Syngla,10.85,1479.8,-0.45,-0.82,9.32E-06,0.429,4.12E-04,0.98,76,73.5,6.5,9.2,1.59,0.084,46.22,1.46,0.077,3.8,222,148,5.51,0.085,1.17,76.3,-3.1307,-29.0384,3.8,-1.86,-2.38,87.07,60.08,14.17,51.78,0.006756757,193.43,217.7,267.927,1.115,10,0.21,733,0.28,,,,,,,,,,,,,
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1052,1050,72.03127,27.8447,5.183753,73.07366,0.045528,242.3525,369,2.721319,138.9558
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1050,1050,81.7962,24.95083,5.954834,68.81997,0.042909,282.9397,432,4.824721,137.361
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1125,1500,65.74509,24.27668,7.119106,62.33521,0.038909,154.8437,344,7.3752,92.3502
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1125,1000,57.01417,22.88824,6.561923,109.0852,0.06755,243.2888,346,5.139677,86.88638
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1029,1500,75.01504,27.27359,5.576312,61.57222,0.038438,213.5868,366,5.728376,134.5245
,,Synoum glandulosum,Syngla,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1030,1550,89.64319,25.7671,8.358814,82.77173,0.051485,195.3751,364,7.24075,107.2439
46,49,Syncarpia glomulifera,synglo,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Synglo,6.73,2471.64,-0.41,-0.8,3.69E-05,0.639,6.90E-04,1.91,106,57.4,9.2,6.2,0.98,0.04,52.04,1.46,0.059,10,219,147,6.48,0.086,1.41,106.4,-1.6379,-29.155,10,-1.7,-2.43,77,75.67,10.2,69.27,0.006802721,79.56,90.35,117.878,1.1675,10,0.85,2801,0.3,,,,,,,,,,,,,
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1135,935,63.13667,29.95734,10.38429,119.8178,0.074061,205.6608,354,4.828373,60.80017
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1125,935,71.24722,24.93177,12.32953,139.5989,0.086,195.6838,344,7.817228,57.78584
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1135,1440,58.78727,26.6587,10.30568,76.26783,0.047492,169.2179,395,6.967982,57.04357
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1145,1700,77.89363,26.36018,10.63509,130.0798,0.080264,239.3915,377,7.994971,73.24208
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1025,1400,30.79187,26.47765,4.62186,73.79236,0.04597,261.8299,369,4.783151,66.62225
,,Syncarpia glomulifera,Synglom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1025,1450,42.69551,25.40835,6.656514,98.70715,0.061231,243.2568,357,6.484429,64.14094
,,Thysanotus sp,Thysp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1140,1490,230.9678,25.33776,12.10262,118.7127,0.073391,183.9758,360,4.033742,190.8413
,,Thysanotus sp,Thysp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,1000,1400,139.0409,26.86298,9.968936,217.9119,0.132493,278.4034,368,1.69403,139.4741
,,Thysanotus sp,Thysp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1108,1570,215.801,24.79439,14.02493,229.1632,0.139073,252.0499,364,2.797395,153.8696
,,Thysanotus sp,Thysp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,d,1128,1660,152.4955,25.00114,11.11553,157.2986,0.096615,236.5964,363,3.03795,137.1913
,,Thysanotus sp,Thysp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,e,1141,1600,149.2061,25.30136,9.13415,155.8636,0.095757,261.1336,369,2.408714,163.3497
173,197,Triodia scariosa,trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,TriSca,4.07,NA,NA,NA,NA,NA,NA,NA,82,34.4,13,8.2,NA,NA,45.5,2.16,NA,NA,97,273,6.59,0.159,1.98,148,-2.2391,-13.8396,NA,NA,NA,NA,NA,NA,NA,0.003663004,,,,,,,,,,,,,,,,,,,,,
,,Triodia scariosa,Trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,a,941,1300,29.66314,26.13415,13.58804,68.52165,0.042725,51.12517,378,7.717833,21.83032
,,Triodia scariosa,Trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,b,952,1612,56.64019,25.94426,17.88606,117.4013,0.072597,97.20694,352,6.573714,31.66723
,,Triodia scariosa,Trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,c,1019,1315,19.70113,26.36801,8.719249,51.36693,0.032123,105.037,387,6.342231,22.59499
,,Triodia scariosa,Trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,d,1046,1704,39.60392,25.46844,15.73548,117.9143,0.072908,126.6213,351,6.027289,25.16856
,,Triodia scariosa,Trisca,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,e,1157,1400,26.38104,26.41761,9.30103,55.94473,0.034958,107.5017,384,6.264474,28.36357
49,52,Xylomelum pyriforme,xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Xylpyr,6.56,3401.4,-0.63,-1.21,NA,NA,NA,3.43,146,63,10.5,3.9,0.87,0.037,50.32,1.32,0.056,7.5,229,125,6.61,0.072,1.59,145.9,3.362,-29.2166,7.5,-1.94,-2.46,86.62,63.73,14.4,52.79,0.008,88.31,101.06,122.75,1.065,10,0.66,2332,0.28,,,,,,,,,,,,,
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1025,1500,53.54912,28.09241,10.18028,123.2332,0.076128,204.4681,345,5.3982,52.60082
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1048,1050,61.9432,26.0091,11.54748,127.7565,0.078862,245.317,400,5.722455,53.64219
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1140,1700,58.97162,26.43484,11.89043,128.6527,0.079403,216.0316,371,8.419441,49.59589
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1155,1400,55.04026,25.46128,10.40382,193.026,0.11785,260.5306,354,5.226882,52.90391
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,c,1210,1000,71.57682,27.26867,10.66919,174.7598,0.107025,227.951,332,6.400681,67.08741
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1040,1250,44.4912,25.17574,7.325294,126.9631,0.078383,252.1546,350,6.409752,60.7364
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1129,1400,71.9035,27.13421,10.15437,155.6876,0.095651,238.4452,349,7.095701,70.81039
,,Xylomelum pyriforme,Xylpyr,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1136,1400,86.88008,27.33776,11.67604,137.1522,0.084527,189.4876,332,8.225044,74.40886
