genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,Source
Flindersia,Flindersia xanthoxyla,"tree to 45 m, branchlets,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by M. F. Porteners; Taxon concept: T.G. Hartley (1969)
Florestina,Florestina,"annual herbs, 10-130 cm high.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by S F McCune (July 2021)
Florestina,Florestina tripteris,"annual herbs, 10-60 cm high;",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by S F McCune (July 2021); Taxon concept: Soto-Trejo et al. (2016) A taxonomic revision of the genus Florestina (Asteraceae, Bahieae), Phytotaxa, 268(2): 91."
Floydia,Floydia,trees.,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden
Floydia,Floydia praealta,small to medium-sized tree to 30 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden; Taxon concept: D.B. Foreman (1995)
Fontainea,Fontainea,"shrubs or small trees, usually dioecious. mostly glabrous,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious,dioecious,NA,NA,woody,NA,Text by T. A. James & G. J. Harden
Fontainea,Fontainea oraria,shrub or small tree to 5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,Text by T. A. James & G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fontainea,Fontainea australis,shrub or small tree to 5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,Text by T. A. James & G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fontainea,"Fontainea sp. Coffs Harbour (A.S.Benwell 341, NSW1102027)",small tree to 5 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,Text by A.E. Orme Oct 2021
Francoaceae,Francoaceae,"perennial and annual herbs, large shrubs, or trees.",annual perennial,annual perennial,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Text by H. Sauquet (Nov 2021), based on Christenhusz MJM, Fay MF, Chase MW. 2017. Plants of the World: An illustrated encyclopedia of vascular plants. University of Chicago Press.; Taxon concept: APG IV (2016)"
Frankenia,Frankenia annua,"annual herb,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia,"subshrubs, usually salt-tolerant,",NA,inferred_from_family,NA,NA,subshrub,subshrubs,NA,NA,NA,NA,NA,NA,NA,NA,Text by C. Miller
Frankenia,Frankenia latior,"small shrub with procumbent or ascending branches,",NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,decumbent prostrate,ascending procumbent,woody,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia foliosa,"subshrub to 60 cm high, stems erect or spreading,",NA,inferred_from_family,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect spreading,erect spreading,NA,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia gracilis,"low shrub with slender,",NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia connata,"low spreading shrub to 30 cm high and 50 cm wide,",NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia uncinata,"prostrate or ascending herb to 20 cm high and to 60 cm diam.,",NA,inferred_from_family,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,ascending prostrate,herbaceous,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia cupularis,"small muchbranched shrub, glabrescent with age.",NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia crispa,"dense muchbranched shrub,",NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankenia,Frankenia serpyllifolia,"low spreading shrub or bushy herb to 30 cm high and 50 cm diam.,",NA,inferred_from_family,NA,NA,herb shrub,herb shrub,NA,NA,NA,NA,spreading bushy,spreading bushy,woody herbaceous,NA,Text by C. Miller; Taxon concept: Flora of NSW 1 (1990)
Frankeniaceae,Frankeniaceae,"shrubs or annual herbs, often with jointed stems, usually of saline or dry regions.",annual,annual,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by C. Miller
Fraxinus,Fraxinus,"trees or rarely shrubs, mainly deciduous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Text by KL Wilson (April 2009); description added Louisa Murray (June 2016); Taxon concept: Adapted from Flora of China Volume 15, p 273"
Fraxinus,Fraxinus angustifolia subsp. angustifolia,deciduous tree to at least 20 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by B.J. Conn (2004); edited KL Wilson (April 2009); edited Louisa Murray (June 2016); Taxon concept: J.A. Jeanes, Fl.Victoria (1999)"
Fraxinus,Fraxinus chinensis,tree 3-20 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Louisa Murray; Taxon concept: Flora of China, Vol 15."
Fraxinus,Fraxinus griffithii,"trees 10-20 m high, evergreen.",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Seanna McCune; Taxon concept: Flora of China, Vol 15."
Fraxinus,Fraxinus pennsylvanica,"small to medium sized deciduous tree to 20 m hgh with a round-topped crown,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Louisa Murray; Taxon concept: Elias, T.S (1980) The Complete Trees of Noth America."
Freesia,Freesia,small perennial herbs with annual leaves and flowers;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by T. A. James & E. A. Brown
Freesia,Freesia hybrid,herb 10-40 cm high;,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by T. A. James & E. A. Brown (1993); edited KL Wilson (Jan 2016); Taxon concept: Flora of NSW 4 (1993)
Freesia,Freesia laxa,herb to 30 cm high;,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by T. A. James & E. A. Brown; Taxon concept: Flora of NSW 4 (1993) as Anomatheca laxa
Freycinetia,Freycinetia,"woodyclimbers, usually dioecious;",perennial,inferred_from_growth_form,NA,NA,climber_woody,woodyclimbers,NA,NA,dioecious,dioecious,NA,NA,woody,inferred_from_growth_form,Text by A. K. Brooks
Freycinetia,Freycinetia excelsa,"small, woodyclimber with leafy branches.",perennial,inferred_from_growth_form,NA,NA,climber_woody,woodyclimber,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,inferred_from_growth_form,Text by A. K. Brooks; Taxon concept: Flora of NSW 4 (1993)
Fuchsia,Fuchsia magellanica,shrub to 3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Text by B.J. Conn (2004); Taxon concept: J.A. Jeans, Fl. Victoria (1996)"
Fuirena,Fuirena ciliaris,slender pubescent annual.,annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Fuirena,Fuirena,annual or perennial tufted [or rarely shortly rhizomatous] hispid or pubescent herbs.,annual perennial,annual perennial,NA,NA,herb graminoid,herbs,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,Text by K. L. Wilson
Fuirena,Fuirena incrassata,slender pubescent annual.,annual,annual,NA,NA,herb graminoid,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Fumaria,Fumaria,"annual herbs, delicate, glabrous, often glaucous, stems weak, angular and often trailing or climbing.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,Text by G.J. Harden; Taxon concept: Australian Plant Census (accessed April 2017)
Fumaria,Fumaria bastardii,"robust to slender herb, 30-75 cm high.",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fumaria,Fumaria muralis,"delicate, muchbranched herb.",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G.J. Harden
Fumaria,Fumaria muralis subsp. muralis,"delicate, muchbranched herb.",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Fumaria,Fumaria indica,"slender almost erect annual, 15-50 cm high.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fumaria,Fumaria officinalis subsp. wirtgenii,NA,annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fumaria,Fumaria officinalis,robust or slender suberect annual 15-50 cm high.,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G.J. Harden
Fumaria,Fumaria densiflora,"glaucous annual. mostly 20-60 cm high, robust, spreading or erect.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect spreading,erect spreading,herbaceous,NA,Text by G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fumaria,Fumaria capreolata subsp. capreolata,"annual with stems to circa 1 m long, sometimes climbing.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,climbing,climbing,herbaceous,NA,NA
Fumaria,Fumaria officinalis subsp. officinalis,robust or slender suberect annual 15-50 cm high.,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Fumaria,Fumaria capreolata,"annual with stems to circa 1 m long, sometimes climbing.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,climbing,climbing,herbaceous,NA,Text by G.J. Harden
Fumaria,Fumaria parviflora,"slender, glaucous annual 15-40 cm high.",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Gahnia,Gahnia melanocarpa,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson (1993); edited KL Wilson (Feb 2012); Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia clarkei,tall tussock-forming perennial.,perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,Text by K. L. Wilson; Taxon concept: KL Wilson in Flora of NSW 4 (1993)
Gahnia,Gahnia grandis,big tussock-forming perennials.,perennial,perennials,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia filifolia,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia,"perennials with short, woody rhizomes.",perennial,perennials,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,rhizomatous,rhizomes,herbaceous,NA,Text by K. L. Wilson
Gahnia,Gahnia filum,tussock-forming perennial.,perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia howeana,"strong, tussocky perennial sedge.",perennial,perennial,NA,NA,graminoid,sedge,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Text by KL Wilson (2003); PS Green in Fl Australia vol 49 (1994); RO Gardener (1997); Taxon concept: R Gardner in New Zealand J Botany 35: 155 (1997)
Gahnia,Gahnia trifida,tussock-forming perennial.,perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,Text by K. L. Wilson (April 2012); Taxon concept: Flora of Victoria vol 2 (1994)
Gahnia,Gahnia radula,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia sieberiana,"tall, tussock-forming perennial.",perennial,perennial,NA,NA,tussock graminoid,tussock,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia erythrocarpa,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia subaequiglumis,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia microstachya,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson (1993); edited KL Wilson (Feb 2012); Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia lanigera,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson (1993); edited KL Wilson (Feb 2012); Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia insignis,decumbent perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,decumbent,decumbent,herbaceous,NA,Text by K. L. Wilson (1993); edited KL Wilson (Feb 2012); Taxon concept: Flora of NSW 4 (1993)
Gahnia,Gahnia aspera,tufted perennial.,perennial,perennial,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by K. L. Wilson; Taxon concept: Flora of NSW 4 (1993)
Gaillardia,Gaillardia,annual and perennial herbs.,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by D. W. Hardin
Gaillardia,Gaillardia x grandiflora,"erect perennial herb to circa 70 cm high,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by D. W. Hardin; Taxon concept: P.S. Green (1994)
Galactia,Galactia,prostrate or twining perennial herbs.,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,Text by A.E. Holland & G.J. Harden
Galactia,Galactia tenuiflora,climbing or trailing herb;,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,Text by A.E. Holland and G.J. Harden
Galinsoga,Galinsoga,annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by L. Murray
Galinsoga,Galinsoga parviflora,annual herb 10-60 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by L. Murray; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium australe,straggling or intertwining perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium murale,small prostrate to ascending annual;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,decumbent prostrate,ascending prostrate,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium,"hermaphroditic perennial  or annual herbs, variably rhizomatous.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Text by T. A. James & W. K. Allen; updated Louisa Murray April 2012; Taxon concept: Flora of New South Wales, Vol. 3, pp 487-490"
Galium,Galium bungoniensis,herbs with dense slender hairs.,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p91."
Galium,Galium ciliare,"herbs with sparsely to moderately dense,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p81-82."
Galium,Galium leiocarpum,"herbs with hairs to 0.3 mm long,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p79-80."
Galium,Galium leptogonium,herbs.,NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p86-87."
Galium,Galium microlobum,annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p101-102."
Galium,Galium palustre,straggling herb;,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by P.G. Kodela & D.M. Crayn (February 2009); updated December 2016; Taxon concept: I.R. Thompson, Muelleria 27(1): 36-112 (2009)"
Galium,Galium polyanthum,"herbs,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p89-90."
Galium,Galium binifolium,prostrate to scrambling annual or perennial;,annual perennial,annual perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium gaudichaudii subsp. parviflorum,NA,perennial,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011) ; Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p98."
Galium,Galium curvihirtum,prostrate to straggling biennial or perennial;,biennial perennial,biennial perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Text by D.M. Crayn; Taxon concept: McGillivray, D.J. (1983). A revision of Galium (Rubiaceae) in Australia and New Zealand. Telopea 2(4): 355-377."
Galium,Galium ciliare subsp. ciliare,description as for species.,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Galium,Galium roddii,caespitose perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium liratum,creeping or procumbent annual or biennial;,annual biennial,annual biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,creeping prostrate,creeping procumbent,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium divaricatum,"spreading, slender annual;",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,spreading,spreading,herbaceous,NA,Text by T. A. James & W. K. Allen; Taxon concept: Flora of NSW 3 (1992)
Galium,Galium spurium,annuals to 30 cm high.,annual,annuals,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (September 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p108-109."
Galium,Galium gaudichaudii subsp. gaudichaudii,NA,perennial,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Louisa Murray (August 2011); Taxon concept: Thompson, I.R. (2009). A revision of Asperula and Galium (Rubieae: Rubiaceae) in Australia. Muelleria 27, p97."
