genus,species,form,height,stem diameter,fruits,dispersers,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Archirhodomyrtus,beckleri,tree,10,0.25,berry,NA,NA,5,12,5,12,NA,NA,Archirhodomyrtus beckleri,11NNNNNN1111,1111111NNNNN
Asteromyrtus,angustifolia,tree,10,NA,capsule,NA,NA,10,20,10,20,3,5,Asteromyrtus angustifolia,NNNNN1111NNN,NNN11111111N
Asteromyrtus,brassii,tree,25,NA,capsule,NA,NA,10,20,10,20,3,5,Asteromyrtus brassii,1.11111E+11,NNNNNNNN111N
Backhousia,(Tully River),tree,12,NA,samara,NA,NA,NA,NA,12,12,NA,NA,Backhousia (Tully River),1NNNNNNNNNNN,NNN1NNNNNNNN
Backhousia,angustifolia,tree,15,NA,samara,NA,NA,NA,NA,8,8,NA,NA,Backhousia angustifolia,1111111NNN11,11NNNNNNNNNN
Backhousia,anisata,tree,45,1.7,capsule,NA,NA,5,5,NA,NA,NA,NA,Backhousia anisata,NNNNNNNNN11N,NNNN111NNNNN
Backhousia,bancroftii,tree,33,NA,samara,NA,NA,NA,NA,18,18,3,4,Backhousia bancroftii,NNN11111111N,1NNNNNNN1111
Backhousia,citriodora,tree,25,NA,samara,NA,NA,NA,NA,8,8,NA,NA,Backhousia citriodora,111111NNN111,N1111NNNNNNN
Backhousia,hughesii,tree,35,NA,samara,NA,NA,NA,NA,9,12,NA,NA,Backhousia hughesii,N111111NNNNN,N1NNNNNNNNNN
Backhousia,kingii,tree,20,NA,samara,NA,NA,10,18,14,20,2,2,Backhousia kingii,1.11111E+11,111111NNNNNN
Backhousia,myrtifolia,tree,30,0.3,capsule,NA,NA,6,6,NA,NA,NA,NA,Backhousia myrtifolia,1NNNNNNNNN11,11111NNNNNNN
Backhousia,sciadophora,tree,30,0.8,capsule,NA,NA,5,5,5,5,1,1,Backhousia sciadophora,NNNNN11NNNNN,NNNN1111NNNN
Backhousia,oligantha,tree,12,NA,capsule,NA,NA,NA,NA,NA,NA,NA,NA,Backhousia oligantha,NA,NA
Baeckia,virgata,tree,11,0.17,capsule,Crimson Rosella,birds,3,3,3,3,NA,NA,Baeckia virgata,111NNNNNNNNN,NN11NNNNNNNN
Barongia,lophandra,tree,36,NA,capsule,NA,NA,9,9,12,12,7,7,Barongia lophandra,NN1NNNNNNNNN,NNNNNNNN1111
Callistemon,recurus,tree,7,NA,capsule,NA,NA,4,5,3,5,1,1,Callistemon recurus,1.11111E+11,1.11111E+11
Callistemon,viminalis,tree,15,NA,capsule,NA,NA,5,6,5,6,1,1,Callistemon viminalis,11NNN1111111,N111111111NN
Choricarpia,leptopetala,tree,20,0.35,capsule,NA,NA,2,2,2,2,NA,NA,Choricarpia leptopetala,NNNNNN111NNN,NNNNNNN1111N
Choricarpia,subargentea,tree,8 (but up to 30m in Qld),0.2,nut,NA,NA,2,2,9,12,NA,NA,Choricarpia subargentea,1NNN11111111,NNNNNNNNN1NN
Corymbia,intermedia,tree,30,NA,capsule,NA,NA,10,20,8,16,7,9,Corymbia intermedia,1111111NNN11,N11111NNNNNN
Corymbia,tessellaris,tree,20,NA,capsule,NA,NA,5,12,5,10,1,3,Corymbia tessellaris,11NN11111111,1NNNNNNNNNNN
Corymbia,torelliana,tree,30,NA,capsule,NA,NA,9,14,9,14,2,3,Corymbia torelliana,NNNNNNN1111N,111NNNNNNN11
Decaspermum,humile,tree,30,0.5,berry,Spectacled Flying-fox & many bird species,birds bats,4,8,4,8,NA,NA,Decaspermum humile,111NNNNNNN11,NNN1111111NN
Decaspermum,struckoilicum,tree,4,NA,berry,NA,NA,NA,NA,NA,NA,NA,NA,Decaspermum struckoilicum,NA,NA
Ecualyptus,crebra,tree,35,NA,capsule,NA,NA,3,7,3,6,NA,NA,Ecualyptus crebra,NNNN1111NNNN,1.11111E+11
Ecualyptus,grandis,tree,70,NA,capsule,NA,NA,5,8,4,7,NA,NA,Ecualyptus grandis,NNN11111NNNN,1.11111E+11
Ecualyptus,macta,tree,25,NA,capsule,NA,NA,7,10,7,10,NA,NA,Ecualyptus macta,NA,1.11111E+11
Ecualyptus,pellita,tree,30,NA,capsule,NA,NA,12,20,10,15,NA,NA,Ecualyptus pellita,11NNNNNNNNN1,1.11111E+11
Ecualyptus,tereticornis,tree,50,NA,capsule,NA,NA,4,6,4,8,NA,NA,Ecualyptus tereticornis,NNN1111111NN,NNNNNNNN1111
Eugenia,reinwardtiana,tree,6,NA,berry,Cassowary,cassowary,15,23,13,23,7,12,Eugenia reinwardtiana,111NN1111111,1.11111E+11
Gossia,acmenoides,tree,18,0.3,berry,NA,NA,4,6,4,7,NA,NA,Gossia acmenoides,1111NNNNN111,1111NNNNNNN1
Gossia,bamagnsis,tree,30,NA,berry,Eclectus Parrot,birds,8,12,8,14,6,6,Gossia bamagnsis,N1NNNNNNNNNN,N11NNNNNNNNN
Gossia,bidwillii,tree,25,0.2,berry,Rose-crowned Fruit-dove,birds,4,10,5,13,NA,NA,Gossia bidwillii,111NNNN11111,11111NNNN111
Gossia,dallachiana,tree,15,NA,berry,Musky Rat-kangaroo & Bush Rat,mammals,12,16,12,16,NA,NA,Gossia dallachiana,11111NN11111,1.11111E+11
Gossia,floribunda,tree,15,NA,berry,NA,NA,6,12,6,11,4,5,Gossia floribunda,1NNNNNNNNN11,N11111NNNNNN
Gossia,fragrantissima,tree,5,NA,berry,NA,NA,4,6,4,6,NA,NA,Gossia fragrantissima,11NNNNNNN111,11NNNNNNNNNN
Gossia,grayi,tree,18,NA,berry,NA,NA,7,18,7,16,NA,NA,Gossia grayi,NN1NNNNNNNNN,NNNNN1111111
Gossia,hillii,tree,20,0.3,berry,Satin Bowerbird,birds,7,11,7,11,3,4,Gossia hillii,NNNNNNNN1111,11111NNNNN11
Gossia,inophloia,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gossia inophloia,NA,NA
Gossia,lewisensis,tree,30,NA,berry,NA,NA,7,8,7,8,NA,NA,Gossia lewisensis,NNNNNNNNN111,N1NNNNNNNNNN
Gossia,lucida,tree,12,NA,berry,NA,NA,7,10,6,10,NA,NA,Gossia lucida,NNNN1NNNNNNN,111NNN111111
Gossia,macilwraithensis,tree,15,NA,NA,NA,NA,4,5,NA,NA,NA,NA,Gossia macilwraithensis,11NNNNNNN111,NA
Gossia,myrsinocarpa,tree,15,NA,berry,NA,NA,5,12,5,12,NA,NA,Gossia myrsinocarpa,1111111NNNN1,11111NNNNNNN
Gossia,pubiflora,tree,6,NA,berry,NA,NA,9,17,11,19,NA,NA,Gossia pubiflora,NNNNN1111111,1.11111E+11
Gossia,retusa,tree,7,NA,berry,NA,NA,4,7,3,8,4,5,Gossia retusa,NNNNNNNNNN11,1NNNNNNNNNN1
Gossia,sankowskiorum,tree,10,NA,berry,NA,NA,5,9,7,9,3,6,Gossia sankowskiorum,NNNNNNNNN111,111NNNNNNNN1
Gossia,shepherdii,tree,20,NA,berry,NA,NA,5,10,5,10,NA,NA,Gossia shepherdii,111NNNNN1111,1.11111E+11
Gossia,sp. aff. acmenoides,tree,22,0.4,berry,NA,NA,9,9,9,9,NA,NA,Gossia sp. aff. acmenoides,NA,NNNNN11NNNNN
Gossia,sp. aff. lasioclada,tree,9,0.23,berry,NA,NA,6,6,6,6,NA,NA,Gossia sp. aff. lasioclada,1NNNNNNNNNN1,NNNNNN11111N
Kunzea,ericoides,tree,15,0.83,capsule,NA,NA,2,3,2,3,NA,NA,Kunzea ericoides,111NNNNNNNN1,NN111111NNNN
Lenwebbia,lasioclada,tree,10,NA,berry,NA,NA,7,19,7,19,NA,NA,Lenwebbia lasioclada,NNNNN111111N,111NNNNN1111
Lepotspermum,wooroonooran,tree,15,NA,capsule,NA,NA,5,5,6,6,2,2,Lepotspermum wooroonooran,11NNNNNN1111,NNNNN1111NNN
Leptospermum,confertus,tree,40,2,capsule,Crimson Rosella,birds,10,13,10,13,NA,NA,Leptospermum confertus,NNNNNNNNN111,1NNNNNNNNN11
Leptospermum,grandifolium,shrub,sometimes up to 25m,0.65,capsule,Crimson Rosella,birds,5,7,5,7,NA,NA,Leptospermum grandifolium,111NNNNNNNNN,NNNNN1111111
Lindsayomyrtus,racemoides,tree,30,NA,capsule,NA,NA,23,33,23,35,15,25,Lindsayomyrtus racemoides,NNNNNNNNN111,11NNNNNNNNN1
Lithomyrtus,obtusa,shrub,2.5,NA,berry,NA,NA,5,10,3,5,NA,NA,Lithomyrtus obtusa,111111111NNN,1.11111E+11
Lophostemon,confertus,tree,40,NA,capsule,NA,NA,8,10,8,15,2,3,Lophostemon confertus,11111NN11111,11111NNN1111
Lophostemon,grandiflorus,tree,11,NA,capsule,NA,NA,4,5,5,7,1,2,Lophostemon grandiflorus,11111111N111,N11NNNNNNNNN
Lophostemon,suaveolens,tree,20,NA,capsule,NA,NA,5,8,NA,NA,2,2,Lophostemon suaveolens,1.11111E+11,NNNNNNNNNNN1
Melaleuca,argentea,tree,25,NA,capsule,NA,NA,3,4,3,5,NA,NA,Melaleuca argentea,NNNN1111111N,N1NNNNNNNNNN
Melaleuca,bracteata,tree,15,NA,capsule,NA,NA,2,3,2,3,NA,NA,Melaleuca bracteata,11NN11111111,NNNN1111NNNN
Melaleuca,cajuputi,tree,35,NA,capsule,NA,NA,2,4,2,4,NA,NA,Melaleuca cajuputi,1.11111E+11,NNNNNN111111
Melaleuca,dealbata,tree,25,NA,capsule,NA,NA,2,4,2,5,NA,NA,Melaleuca dealbata,1NNNNN111111,NNNN11111111
Melaleuca,leucadendra,tree,40,NA,capsule,NA,NA,3,4,3,5,NA,NA,Melaleuca leucadendra,1.11111E+11,1.11111E+11
Melaleuca,viridiflora,tree,20,NA,capsule,NA,NA,3,6,4,7,NA,NA,Melaleuca viridiflora,1.11111E+11,1.11111E+11
Mitrantia,bilocularis,tree,25,NA,capsule,NA,NA,7,11,7,11,6,8,Mitrantia bilocularis,NN1NNNNNNNNN,NNNNNNNN1NNN
Neofabricia,myrtifolia,tree,6,NA,capsule,NA,NA,9,12,8,10,6,6,Neofabricia myrtifolia,NNNN11111NNN,NNNNNNN11111
Osbornia,octodonta,tree,9,NA,berry,NA,NA,7,10,5,5,7,7,Osbornia octodonta,1.11111E+11,N1NNNNNNNNNN
Pilidiostigma,(Mt Lewis),shrub,4,NA,berry,NA,NA,18,18,8,8,NA,NA,Pilidiostigma (Mt Lewis),11NNNNNNNNNN,NNNNNNNN1NNN
Pilidiostigma,glabrum,tree,5,0.08,berry,NA,NA,NA,13,NA,13,NA,NA,Pilidiostigma glabrum,1111NNNNNN11,NN1111111NNN
Pilidiostigma,recurvum,shrub,4,NA,berry,NA,NA,16,35,9,20,12,22,Pilidiostigma recurvum,111NNNNNNNNN,NNNN11111NNN
Pilidiostigma,rhytispermum,tree,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,Pilidiostigma rhytispermum,NA,NA
Pilidiostigma,tetramerum,shrub,4,NA,berry,NA,NA,10,17,13,20,7,10,Pilidiostigma tetramerum,111NNNNNNN11,11111111NNNN
Pilidiostigma,tropicum,tree,20,NA,berry,Spectacled Flying-fox & many bird species,birds bats,12,22,8,14,5,8,Pilidiostigma tropicum,NNNNNNNN1111,111NNNNNNNN1
Psidium,cattleianum,shrub,5,NA,berry,Cassowary & Spectacled Flying-fox,cassowary bats,20,25,20,20,3,3,Psidium cattleianum,NNNNNNNNNNN1,NNN111NNNNNN
Psidium,guajava,tree,8,NA,berry,"Cassowary, Crimson Rosella & Spectacled Flying-fox",birds bats cassowary,40,85,45,85,3,3,Psidium guajava,1NNNNNN11111,NNN1111NNNNN
Rhodamnia,(Cape York),tree,28,NA,berry,NA,NA,6,7,6,7,3,3,Rhodamnia (Cape York),NNNNNNNNNN1N,NN1111NNNNNN
Rhodamnia,(McIlwraith Range),tree,25,NA,berry,NA,NA,12,12,12,12,3,3,Rhodamnia (McIlwraith Range),NNNNNNNNNN1N,NN1NNNNNNNNN
Rhodamnia,(Upper Massy Creek),tree,8,NA,berry,NA,NA,7,8,8,9,4,4,Rhodamnia (Upper Massy Creek),NNNNNNNNNN1N,NNNNNNNNNN11
Rhodamnia,acuminata,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia acuminata,NA,NA
Rhodamnia,angustifolia,NA,NA,NA,berry?,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia angustifolia,NA,NA
Rhodamnia,argentea,tree,30,0.85,berry,"Regent Bowerbird, Satin Bowerbird, Topknot Pigeon & Lewin's Honeyeater",birds,6,10,6,10,NA,NA,Rhodamnia argentea,1NNNNNNNNN11,11111NNNNNNN
Rhodamnia,australis,tree,10,NA,berry,NA,NA,7,8,7,9,3,4,Rhodamnia australis,11NNNNNNNNN1,1111111NNN11
Rhodamnia,blairiana,tree,25,NA,berry,Spotted Catbird,birds,12,20,12,20,9,9,Rhodamnia blairiana,11NNNNNNNNN1,N1111111111N
Rhodamnia,costata,tree,25,NA,berry,NA,NA,5,9,6,11,3,4,Rhodamnia costata,1NNNNNNNNNN1,NNN1111NNNNN
Rhodamnia,glabrescens,shrub,5,NA,berry,NA,NA,4,9,4,7,3,5,Rhodamnia glabrescens,11111NNNN111,NNNNNN111111
Rhodamnia,longisepala,shrub,5,NA,berry,NA,NA,9,15,6,7,3,5,Rhodamnia longisepala,NNNNN1111111,NNNNNN111NNN
Rhodamnia,maideniana,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia maideniana,NA,NA
Rhodamnia,pauciovulata,tree,6,NA,berry,NA,NA,5,5,5,7,3,4,Rhodamnia pauciovulata,1NNNNNNNN111,111NNNNNNN11
Rhodamnia,rubescens,tree,25,0.75,berry,"Brown Cuckoo-dove, Green Catbird & Figbird",birds,6,6,6,6,NA,NA,Rhodamnia rubescens,NNNNNNN111NN,NNNNNNNNN111
Rhodamnia,sessiliflora,tree,10,NA,berry,"Cassowary, Spotted Catbird, Figbird & Lewin's Honeyeter",birds cassowary,8,10,8,10,3,3,Rhodamnia sessiliflora,1111111NN111,111111NNNNN1
Rhodamnia,dumicola,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia dumicola,NA,NA
Rhodamnia,spongiosa,tree,26,NA,berry,Satin Bowerbird & Lewin's Honeyeater,birds,10,10,12,13,NA,NA,Rhodamnia spongiosa,11NNNNNN1111,1111111NNNN1
Rhodamnia,whiteana,tree,20,0.35,berry,NA,NA,11,13,11,13,NA,NA,Rhodamnia whiteana,1NNNNNNNNNN1,N1111NNNNNNN
Rhodomyrtus,canescens,shrub,4,NA,berry,NA,NA,6,11,4,9,NA,NA,Rhodomyrtus canescens,11NNNNNN1111,11111NNNNNN1
Rhodomyrtus,effusa,shrub,6,NA,berry,NA,NA,5,14,5,10,NA,NA,Rhodomyrtus effusa,11NNNNNNN111,11111111NNNN
Rhodomyrtus,macrocarpa,tree,8,NA,berry,Spotted Catbird,birds,25,60,15,25,10,10,Rhodomyrtus macrocarpa,11111111NNN1,NNNNN1111111
Rhodomyrtus,pervagata,tree,10,NA,berry,many bird species,birds,12,18,9,13,2,2,Rhodomyrtus pervagata,1.11111E+11,111111111NNN
Rhodomyrtus,psidioides,tree,12,0.25,berry,NA,NA,30,30,NA,NA,NA,NA,Rhodomyrtus psidioides,NNNNNNNNNN11,N1111NNNNNNN
Rhodomyrtus,sericea,tree,15,NA,berry,Golden Bowerbird,birds,10,13,10,12,1,2,Rhodomyrtus sericea,111NNNN11111,111111NNNNN1
Rhodomyrtus,trineura,tree,6,NA,berry,"Cassowary, Black-faced Cuckoo-shrike & Brown Cuckoo-dove",birds cassowary,10,13,10,13,2,2,Rhodomyrtus trineura,1.11111E+11,1.11111E+11
Ristantia,gouldii,tree,30,NA,capsule,NA,NA,10,15,10,15,8,8,Ristantia gouldii,NNNNNN111NNN,11NNNNNNNN11
Ristantia,pachysperma,tree,36,NA,capsule,NA,NA,15,20,15,20,8,8,Ristantia pachysperma,NNN111111NNN,NNNNNNNNN111
Ristantia,waterhousei,tree,20,NA,capsule,NA,NA,10,15,10,15,9,9,Ristantia waterhousei,NNN11111NNNN,NNNNN11NNNNN
Spherantia,chartacea,tree,10,NA,capsule,NA,NA,12,16,12,16,6,6,Spherantia chartacea,NNNNNNNNN1NN,11NNNNNNNN11
Spherantia,discorlor,tree,25,NA,capsule,NA,NA,10,14,10,14,5,5,Spherantia discorlor,NNNNNNNN11NN,1NNNNNNNNN11
Stockwellia,quadrifida,tree,40,NA,capsule,Sulphur-crested Cockatoo,birds,15,20,15,20,8,11,Stockwellia quadrifida,NNNNNNNNNN11,NNNN11111111
Syncarpia,glomulifera,tree,25,NA,aggregated capsule,NA,NA,10,12,12,22,2,2,Syncarpia glomulifera,11NNNNN11111,1111111NNN11
Syncarpia,hillii,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia hillii,NA,NA
Syncarpia,verecunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia verecunda,NA,NA
Syzygium,(Bora LA),tree,8,NA,berry,NA,NA,18,18,14,14,8,8,Syzygium (Bora LA),NNNN1NNNNNNN,NNNNNNNNN11N
Syzygium,(Noah Creek),tree,20,NA,berry,Musky Rat-kagaroo,mammals,40,65,32,45,23,40,Syzygium (Noah Creek),NNNN1NNNNNNN,NNNNNNNNN11N
Syzygium,alatoramulum,tree,20,NA,berry,NA,NA,12,15,12,15,5,5,Syzygium alatoramulum,1NNNNNNN1111,111NNNNNNNNN
Syzygium,alliiligneum,tree,35,NA,berry,Cassowary,cassowary,30,40,30,43,15,20,Syzygium alliiligneum,N111NNNNNNNN,NNNN111111NN
Syzygium,angophoroides,tree,30,NA,berry,"Cassowary, Pied Currawong & Lewin's Honeyeater",birds cassowary,7,9,11,13,7,9,Syzygium angophoroides,1NNNNN111111,11NNNNNN1111
Syzygium,apodophyllum,tree,20,NA,berry,NA,NA,12,13,8,9,8,9,Syzygium apodophyllum,1.11111E+11,NN1111111NNN
Syzygium,aqueum,tree,20,NA,berry,NA,NA,12,25,12,28,NA,NA,Syzygium aqueum,NNNNNNNNN1NN,1NNNNNNNN111
Syzygium,argyropedicum,tree,24,NA,berry,NA,NA,15,20,20,28,12,22,Syzygium argyropedicum,NNNNNNNNNN11,11NNNNNNNNN1
Syzygium,australe,tree,24,0.6,berry,"King Parrot, Wompoo Fruit-dove, Figbird, Pied Currawong, Regent Bowerbird, Satin Bowerbird, Lewin's Honeyeater & Brush Turkey",birds,14,23,8,17,7,12,Syzygium australe,1.11111E+11,1.11111E+11
Syzygium,bamagnse,tree,48,NA,berry,NA,NA,35,60,36,46,20,40,Syzygium bamagnse,11NNNNNNN111,11NNNNNNNNNN
Syzygium,banksii,tree,26,NA,berry,NA,NA,12,15,8,11,9,9,Syzygium banksii,NNNNNN1111NN,NNNNNNNNNN11
Syzygium,boonjee,tree,7 (rarely to 25),NA,berry,NA,NA,30,50,30,50,20,30,Syzygium boonjee,1111111NNNN1,11NNNNN11111
Syzygium,branderhorstii,tree,25,NA,berry,Brush Turkey,birds,30,50,20,40,17,25,Syzygium branderhorstii,NNNNNNNN1111,111NNNNNNNN1
Syzygium,buettnerianum,tree,25,NA,berry,NA,NA,15,20,15,20,10,15,Syzygium buettnerianum,NNNNN1111111,N11NNNNNNNNN
Syzygium,bungadinnia,tree,30,NA,berry,NA,NA,35,50,50,70,20,30,Syzygium bungadinnia,NNNNNNN11NNN,NNNNNNNNN111
Syzygium,canicortex,tree,35,NA,berry,NA,NA,6,12,6,12,5,10,Syzygium canicortex,11111NNNN111,1N1111111111
Syzygium,cormiflorum,tree,30,NA,berry,Cassowary,cassowary,30,70,30,70,25,32,Syzygium cormiflorum,1.11111E+11,111111NN1111
Syzygium,corynanthum,tree,30,0.9,berry,many bird species,birds,11,15,11,20,6,8,Syzygium corynanthum,1NNNNNNNNNNN,11111NNNNNNN
Syzygium,crebrinerve,tree,40,0.9,berry,Topknot Pigeon,birds,17,25,17,25,5,5,Syzygium crebrinerve,NNNNNNNNNN11,1111NNNNNNNN
Syzygium,dansiei,tree,30,NA,berry,NA,NA,25,30,25,30,15,20,Syzygium dansiei,NNNNNNNNNN11,1111NNNNNNNN
Syzygium,endophloium,tree,40,NA,berry,NA,NA,10,12,10,16,7,8,Syzygium endophloium,NNNNNNNN1111,11NNNNNN1111
Syzygium,erythrocalyx,tree,25,NA,berry,King Parrot & Giant White-tailed Rat,birds mammals,40,80,35,70,16,27,Syzygium erythrocalyx,NNNNN11111NN,NNNNNN111111
Syzygium,erythrodoxum,tree,12,NA,berry,NA,NA,20,30,25,45,10,20,Syzygium erythrodoxum,1111111111NN,NNNNNNNN111N
Syzygium,fibrosum,tree,15,NA,berry,NA,NA,10,16,18,21,10,10,Syzygium fibrosum,NNN111111111,11NNNN111111
Syzygium,forte forte,tree,30,NA,berry,Cassowary & Spectacled Flying-fox,cassowary bats,30,47,30,43,10,25,Syzygium forte forte,NNNNNNNN1111,1111NNNNNN11
Syzygium,forte potamophilum,tree,20,NA,berry,NA,NA,20,25,30,40,NA,NA,Syzygium forte potamophilum,1NNNNNNN1111,11NNNNNNN111
Syzygium,francisii,tree,45,1.5,berry,NA,NA,10,15,10,15,NA,NA,Syzygium francisii,NNNNNNNN1111,111111111NNN
Syzygium,fratris,tree,12,NA,berry,NA,NA,8,8,9,9,6,6,Syzygium fratris,11111NNNNN11,NNNN1NNNNNNN
Syzygium,glenum,tree,30,NA,berry,NA,NA,50,75,55,70,35,60,Syzygium glenum,NN111NNNNNNN,11NNN1111111
Syzygium,gustavioides,tree,40,NA,berry,"Musky Rat-kangaroo, Bush Rat & Giant White-tailed Rat",mammals,60,90,60,90,50,80,Syzygium gustavioides,1.11111E+11,1.11111E+11
Syzygium,hodgkinsoniae,tree,11,0.15,berry,NA,NA,NA,40,NA,40,NA,NA,Syzygium hodgkinsoniae,11111NNNNNNN,NNNNNNN1111N
Syzygium,johnsonii,tree,25,NA,berry,"Cassowary, Spotted Catbird & pigeons",birds cassowary,20,20,15,15,10,10,Syzygium johnsonii,NNN1111NNNNN,NNNNNN11111N
Syzygium,kuranda,tree,35,NA,berry,"Cassowary, Sulphur-crested Cockatoo, Figbird, King Parrot & Musky Rat-kangaroo",birds mammals cassowary,35,40,40,45,20,25,Syzygium kuranda,1NNNNNNNN111,111NN1111111
Syzygium,luehmannii,tree,35,0.9,berry,Cassowary & Metallic Starling,birds cassowary,7,11,7,11,2,5,Syzygium luehmannii,11NNNNNNN111,111NNNNNNN11
Syzygium,macilwraithianum,tree,30,NA,berry,NA,NA,20,30,30,40,10,15,Syzygium macilwraithianum,NNNNNN111NNN,NNNNNNNN1111
Syzygium,malaccense,tree,25,NA,berry,NA,NA,18,22,18,28,11,14,Syzygium malaccense,NNNNNNNNN111,111NNNNNNNNN
Syzygium,monimioides,tree,30,NA,berry,NA,NA,14,20,15,22,12,16,Syzygium monimioides,NNNNN11111NN,NN1111111NNN
Syzygium,monopsermum,tree,17,NA,berry,NA,NA,38,70,36,70,25,40,Syzygium monopsermum,NNNNN111NNNN,NNNNNNNNN111
Syzygium,moorei,tree,40,0.6,berry,aborigines,aborigines,60,60,60,60,20,30,Syzygium moorei,11NNNNNNNN11,NN111NNNNNNN
Syzygium,oleosum,tree,12,0.3,berry,White-headed Pigeon,birds,9,20,10,18,5,9,Syzygium oleosum,11111111NN11,1.11111E+11
Syzygium,paniculatum,tree,15,0.35,berry,NA,NA,15,25,15,25,5,15,Syzygium paniculatum,111NNNNNNNN1,NN1111111NNN
Syzygium,papyraceum,tree,35,NA,berry,"Cassowary, Musky Rat-kagaroo, Bush Rat & Giant White-tailed Rat",cassowary mammals,25,33,25,31,15,15,Syzygium papyraceum,NNNNNNNN111N,11NNNNNNNNN1
Syzygium,pseudofastigiatum,tree,35,NA,berry,NA,NA,20,30,25,35,15,15,Syzygium pseudofastigiatum,NNNNN11111NN,NNNNNNNN1111
Syzygium,puberulum,tree,12,NA,berry,NA,NA,30,60,30,45,20,20,Syzygium puberulum,NNN1111111NN,1111111NN111
Syzygium,rubrimolle,tree,10,NA,berry,NA,NA,40,52,50,60,18,32,Syzygium rubrimolle,NN1NNNNNNNNN,NNNNNNN1111N
Syzygium,sayeri,tree,35,NA,berry,Cassowary & Spectacled Flying-fox,cassowary bats,30,40,30,40,12,20,Syzygium sayeri,NNNNNNN1111N,1111NNNNNN11
Syzygium,sharoniae,tree,18,NA,berry,NA,NA,30,70,30,70,15,30,Syzygium sharoniae,NN11NNNNNNNN,NNNNNN11NNNN
Syzygium,suborbiculare,tree,12,NA,berry,Palm Cockatoo,birds,30,70,35,90,30,55,Syzygium suborbiculare,NNNNN111111N,1.11111E+11
Syzygium,tierneyanum,tree,25,NA,berry,Cassowary,cassowary,15,20,15,20,5,8,Syzygium tierneyanum,11NNNNNNN111,11111NNNNNNN
Syzygium,trachyphloium,tree,35,NA,berry,"Tooth-billed Bowerbird, Spotted Catbird, Wompoo Fruit-dove, King Parrot & Musky Rat-kangaroo",birds mammals,10,16,10,12,8,8,Syzygium trachyphloium,NNNNNNNN1111,111NNNNN1111
Syzygium,velarum,tree,25,NA,berry,NA,NA,25,40,20,30,15,20,Syzygium velarum,NNNNNNNNNNN1,N11NNNNNNNNN
Syzygium,wesa,tree,35,NA,berry,Cassowary & Spectacled Flying-fox,cassowary bats,12,15,12,21,7,7,Syzygium wesa,NNN111111111,NNNNN1111111
Syzygium,wilsonii cryptophlebium,tree,30,NA,berry,Lewin's Honeyeater & Macleay's Honeyeater,birds,8,15,8,15,NA,NA,Syzygium wilsonii cryptophlebium,NN111111111N,1NNNNNNN1111
Syzygium,wilsonii wilsonii,tree,6,NA,berry,NA,NA,10,18,10,16,NA,NA,Syzygium wilsonii wilsonii,NNNNN1111111,1NNNNNNNN111
Syzygium,xerampelinum,tree,17,NA,berry,NA,NA,13,20,11,18,11,11,Syzygium xerampelinum,NNNNN111111N,11NNNNNNN111
Thaleropia,queenslandica,tree,28,NA,capsule,NA,NA,4,4,4,4,NA,NA,Thaleropia queenslandica,11NNNNNNN111,NA
Thrypotmene,oligandra,tree,8,NA,samara,NA,NA,5,5,5,5,NA,NA,Thrypotmene oligandra,N1111111111N,NNNNNN1111NN
Tristaniopsis,collina,tree,35,0.75,capsule,NA,NA,5,6,5,6,NA,NA,Tristaniopsis collina,1NNNNNNNNN11,NNN1111NNNNN
Tristaniopsis,laurina,tree,35,1.6,capsule,NA,NA,5,6,5,6,6,6,Tristaniopsis laurina,11NNNNNNNNN1,NN1111111NNN
Tristanopsis,exiliflora,tree,25,NA,capsule,NA,NA,3,4,3,4,2,2,Tristanopsis exiliflora,NNNNNN111111,1111111NNNNN
Uromyrtus,australis,tree,12,0.15,berry,NA,NA,5,8,5,8,NA,NA,Uromyrtus australis,NNNNNNNNNN11,NNN1111NNNNN
Uromyrtus,metroideros,tree,13,NA,berry,NA,NA,5,11,5,10,3,3,Uromyrtus metroideros,1NNNNNNNN111,111111NNNNNN
Uromyrtus,sp. (Lamington NP),shrub,3,0.12,berry,NA,NA,NA,NA,NA,NA,NA,NA,Uromyrtus sp. (Lamington NP),NA,NA
Uromyrtus,tenella,tree,9,NA,berry,NA,NA,5,12,5,12,3,3,Uromyrtus tenella,111NNNNNNNN1,111111111NNN
Waterhousea,floribunda,tree,30,0.75,berry,NA,NA,15,20,15,20,NA,NA,Waterhousea floribunda,11111NNN1111,1111111111N1
Waterhousea,hedraiophylla,tree,30,NA,berry,NA,NA,5,7,8,9,NA,NA,Waterhousea hedraiophylla,1NNNNNNN1111,111NNNNNNNNN
