"species","trait_name","trait_value","trait_name_standardised","trait_value_standardised","value_type","flowering_time_type","number_records","number_obs","percent_records","commonness","notes"
"Banksia oblongifolia","growth_response","ground resprout; ground resprout and killed, new seedlings; trunk resprout","resprouting_capacity","resprouts",,,74,74,100,,
"Banksia oblongifolia","growth_response","ground resprout and killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,74,5,7,,
"Banksia oblongifolia","growth_response","ground resprout; ground resprout and killed, new seedlings","bud_bank_location","basal_buds",,,74,73,99,,
"Banksia oblongifolia","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,74,1,1,,
"Banksia oblongifolia","growth_response","unspecified",,,,,98,,24,,""
"Banksia oblongifolia","flowering_response","occurred after fire",,,,,47,,,,""
"Banksia oblongifolia","flowering_response","median time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","median",,47,,,,""
"Banksia oblongifolia","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,47,,,,""
"Banksia oblongifolia","flowering_response","not occurred after fire",,,,,23,,,,""
"Banksia oblongifolia","flowering_response","median time to no flowering: 1-12 months","fire_time_from_fire_to_no_flowering","6.5","median",,23,,,,""
"Banksia oblongifolia","flowering_response","maximum time to no flowering: 25-36 months","fire_time_from_fire_to_no_flowering","30.5","maximum",,23,,,,""
"Banksia oblongifolia","pollinator_type","no pollinator observed",,,,,243,194,,,""
"Banksia oblongifolia","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,50,32,64,"usually",""
"Banksia oblongifolia","pollinator_type","beetles","flower_visitor","beetle",,,50,1,2,"rarely",""
"Banksia oblongifolia","pollinator_type","bird","flower_visitor","bird",,,50,15,30,"commonly",""
"Banksia oblongifolia","pollinator_type","flies","flower_visitor","fly",,,50,2,4,"rarely",""
"Banksia oblongifolia","specific_pollinator","ant","flower_visitor","ant",,,50,13,26,"commonly",""
"Banksia oblongifolia","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,50,13,26,"commonly",""
"Banksia oblongifolia","specific_pollinator","European honey bee","flower_visitor","honeybee",,,50,9,18,"occasionally",""
"Banksia oblongifolia","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; Brown Honeyeater; Tawny-crowned Honeyeater; White-plumed Honeyeater; Yellow-faced Honeyeater; White-cheeked Honeyeater; Lewin's Honeyeater; Noisy Miner; Red Wattlebird; Eastern Spinebill; friarbird (unspecified); Noisy Friarbird","flower_visitor","honeyeater",,,50,24,48,"commonly",""
"Banksia oblongifolia","months_flowering_range","late Jan-Jul","flowering_time","YYYYYYYNNNNN",,"full range",,,,,"text: 'It flowers from late January to July'; species hybridises readily with B. robur (20 recorded hybrids) and with B. integrifolia var. integrifolia near Caloundra; two informal varieties (var. oblongifolia, var. minor) were proposed by Conran and Clifford (1987) but are not given separate data pages in this atlas"
"Banksia oblongifolia","months_flowering_peak","Apr","flowering_time","NNNYNNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~65%); May close behind (~62%)"
"Banksia oblongifolia","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia occidentalis","growth_form","tree","plant_growth_form","tree",,,80,,25,"commonly",""
"Banksia occidentalis","growth_form","shrub","plant_growth_form","shrub",,,80,,72,"usually",""
"Banksia occidentalis","growth_form","unspecified",,,,,80,,3,"rarely",""
"Banksia occidentalis","growth_response","killed, new seedlings; killed, no seedlings","resprouting_capacity","fire_killed",,,6,5,83,,
"Banksia occidentalis","growth_response","trunk resprout","resprouting_capacity","resprouts",,,6,1,17,,
"Banksia occidentalis","growth_response","killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,6,4,67,,
"Banksia occidentalis","growth_response","killed, no seedlings","post_fire_recruitment","post_fire_recruitment_absent",,,6,1,17,,
"Banksia occidentalis","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,6,1,17,,
"Banksia occidentalis","growth_response","unspecified",,,,,9,,33,,""
"Banksia occidentalis","flowering_response","occurred after fire",,,,,8,,,,""
"Banksia occidentalis","flowering_response","median time to flowering: 25-36 months","fire_time_from_fire_to_flowering","30.5","median",,8,,,,""
"Banksia occidentalis","flowering_response","minimum time to flowering: 1-12 months","fire_time_from_fire_to_flowering","6.5","minimum",,8,,,,""
"Banksia occidentalis","flowering_response","not occurred after fire",,,,,0,,,,""
"Banksia occidentalis","pollinator_type","no pollinator observed",,,,,35,14,,,""
"Banksia occidentalis","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,21,10,48,"commonly",""
"Banksia occidentalis","pollinator_type","bird","flower_visitor","bird",,,21,11,52,"usually",""
"Banksia occidentalis","specific_pollinator","ant","flower_visitor","ant",,,21,9,43,"commonly",""
"Banksia occidentalis","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,21,1,5,"rarely",""
"Banksia occidentalis","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; Tawny-crowned Honeyeater; Little Wattlebird; Western Spinebill","flower_visitor","honeyeater",,,21,11,52,"usually",""
"Banksia occidentalis","months_flowering_range","Jan, Mar-May, Jul, Sep","flowering_time","YNYYYNYNYNNN",,"full range",,,,,"text: 'Flowering of B. occidentalis peaks in May, though flowers were recorded from many months of the year'; Hopper (1987) recognised two subspecies (subsp. occidentalis, subsp. formosa) not separately tabulated here"
"Banksia occidentalis","months_flowering_peak","May","flowering_time","NNNNYNNNNNNN",,"peak flowering",,,,,"text and chart agree, tallest 'fully open' bar (~90%)"
"Banksia occidentalis","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia oligantha","growth_form","shrub","plant_growth_form","shrub",,,1,,100,"usually",""
"Banksia oligantha","growth_response","no fire-response records",,,,,0,,,,""
"Banksia oligantha","pollinator_type","no pollinator observed",,,,,1,1,,,""
"Banksia oligantha","months_flowering_range","Nov","flowering_time","NNNNNNNNNNYN",,"full range",,,,,"THIN SAMPLE: only 1 total record. text: 'In early October, plants were reported to be ""mainly in bud"". By mid November about 20% were in full flower, and by the end of November most flowers had faded' - describes a transitional bud-to-open-to-fading state through Oct-Nov"
"Banksia oligantha","months_flowering_peak","Nov","flowering_time","NNNNNNNNNNYN",,"peak flowering",,,,,"THIN SAMPLE (1 record); chart shows the single Nov record as 'majority in bud', consistent with the text's description of an early-to-mid flowering transition"
"Banksia oligantha","months_fruiting_cones_present","not known",,,,,,,,,"THIN SAMPLE (1 total record); species newly described from the Atlas project"
"Banksia oreophila","growth_form","shrub","plant_growth_form","shrub",,,31,,90,"usually",""
"Banksia oreophila","growth_form","unspecified",,,,,31,,10,"occasionally",""
"Banksia oreophila","growth_response","killed, new seedlings","resprouting_capacity","fire_killed",,,4,4,100,,
"Banksia oreophila","growth_response","killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,4,4,100,,
"Banksia oreophila","growth_response","killed, new seedlings","bud_bank_location","none",,,4,4,100,,
"Banksia oreophila","growth_response","unspecified",,,,,6,,33,,""
"Banksia oreophila","flowering_response","occurred after fire",,,,,3,,,,""
"Banksia oreophila","flowering_response","median time to flowering: 25-36 months","fire_time_from_fire_to_flowering","30.5","median",,3,,,,""
"Banksia oreophila","flowering_response","minimum time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","minimum",,3,,,,""
"Banksia oreophila","flowering_response","not occurred after fire",,,,,1,,,,""
"Banksia oreophila","flowering_response","maximum time to no flowering: 25-36 months","fire_time_from_fire_to_no_flowering","30.5","maximum",,1,,,,""
"Banksia oreophila","pollinator_type","no pollinator observed",,,,,9,7,,,""
"Banksia oreophila","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,2,2,100,"usually",""
"Banksia oreophila","specific_pollinator","ant","flower_visitor","ant",,,2,2,100,"usually",""
"Banksia oreophila","months_flowering_range","Mar, Jun","flowering_time","NNYNNYNNNNNN",,"full range",,,,,"text: 'Flowering was recorded in March and June. George (1981) defined the flowering period as June and July' - the book flags its own narrower/different Atlas result vs George's literature claim"
"Banksia oreophila","months_flowering_peak","Mar, Jun (tied)","flowering_time","NNYNNYNNNNNN",,"peak flowering",,,,,"THIN SAMPLE; chart shows both months at 100% 'fully open'"
"Banksia oreophila","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia ornata","growth_form","shrub","plant_growth_form","shrub",,,839,,90,"usually",""
"Banksia ornata","growth_form","unspecified",,,,,839,,10,"occasionally",""
"Banksia ornata","growth_form","tree","plant_growth_form","tree",,,839,,0.2,"rarely",""
"Banksia ornata","growth_response","ground resprout and killed, new seedlings; killed, new seedlings; killed, no seedlings","resprouting_capacity","fire_killed",,,67,61,91,,
"Banksia ornata","growth_response","ground resprout; ground resprout and killed, new seedlings; trunk resprout; sucker resprout","resprouting_capacity","resprouts",,,67,10,15,,
"Banksia ornata","growth_response","ground resprout and killed, new seedlings; killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,67,59,88,,
"Banksia ornata","growth_response","killed, no seedlings","post_fire_recruitment","post_fire_recruitment_absent",,,67,2,3,,
"Banksia ornata","growth_response","ground resprout; ground resprout and killed, new seedlings","bud_bank_location","basal_buds",,,67,6,9,,
"Banksia ornata","growth_response","sucker resprout","bud_bank_location","bud-bearing_root",,,67,1,1,,
"Banksia ornata","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,67,3,4,,
"Banksia ornata","growth_response","unspecified",,,,,93,,28,,""
"Banksia ornata","flowering_response","occurred after fire",,,,,39,,,,""
"Banksia ornata","flowering_response","median time to flowering: 37-48 months","fire_time_from_fire_to_flowering","42.5","median",,39,,,,""
"Banksia ornata","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,39,,,,""
"Banksia ornata","flowering_response","not occurred after fire",,,,,39,,,,""
"Banksia ornata","flowering_response","median time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","median",,39,,,,""
"Banksia ornata","flowering_response","maximum time to no flowering: 49-60 months","fire_time_from_fire_to_no_flowering","54.5","maximum",,39,,,,""
"Banksia ornata","pollinator_type","no pollinator observed",,,,,379,178,,,""
"Banksia ornata","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,203,64,32,"commonly",""
"Banksia ornata","pollinator_type","bird","flower_visitor","bird",,,203,136,67,"usually",""
"Banksia ornata","pollinator_type","flies","flower_visitor","fly",,,203,1,0.5,"rarely",""
"Banksia ornata","pollinator_type","butterflies, moths","flower_visitor","lepidoptera",,,203,1,0.5,"rarely",""
"Banksia ornata","pollinator_type","mammals","flower_visitor","mammal",,,203,1,0.5,"rarely",""
"Banksia ornata","specific_pollinator","ant","flower_visitor","ant",,,203,8,4,"rarely",""
"Banksia ornata","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,203,18,9,"rarely",""
"Banksia ornata","specific_pollinator","Little Thornbill; White-browed Babbler","flower_visitor","bird",,,203,11,5,"rarely",""
"Banksia ornata","specific_pollinator","European honey bee","flower_visitor","honeybee",,,203,7,3,"rarely",""
"Banksia ornata","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; Singing Honeyeater; Tawny-crowned Honeyeater; Noisy Miner; Spiny-cheeked Honeyeater; White-faced Honeyeater; Red Wattlebird; Little Wattlebird","flower_visitor","honeyeater",,,203,74,36,"commonly",""
"Banksia ornata","months_flowering_range","Mar-Jul","flowering_time","NNYYYYYNNNNN",,"full range",,,,,"text: 'B. ornata flowers in winter when the abundant showy flowers are very attractive to honey-eating birds'; several colour variants exist (cream to yellow/orange/bronze)"
"Banksia ornata","months_flowering_peak","May","flowering_time","NNNNYNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~100%); Jun close behind (~90%)"
"Banksia ornata","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia paludosa","growth_form","shrub","plant_growth_form","shrub",,,291,,98,"usually",""
"Banksia paludosa","growth_form","unspecified",,,,,291,,2,"rarely",""
"Banksia paludosa","growth_response","killed, new seedlings","resprouting_capacity","fire_killed",,,39,2,5,,
"Banksia paludosa","growth_response","ground resprout","resprouting_capacity","resprouts",,,39,37,95,,
"Banksia paludosa","growth_response","killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,39,2,5,,
"Banksia paludosa","growth_response","ground resprout","bud_bank_location","basal_buds",,,39,37,95,,
"Banksia paludosa","growth_response","unspecified",,,,,51,,24,,""
"Banksia paludosa","flowering_response","occurred after fire",,,,,11,,,,""
