species_name,original_name,Tasmania,Tasmania_rounded,Barlow,CPBR,GrassBase,RBGSYD,SAH,TMAG,WAH,Barlow_yes,CPBR_yes,GrassBase_yes,RBGSYD_yes,SAH_yes,TMAG_yes,WAH_yes,sum_matches,plant_height_outcome
Stackhousia monogyna,Stackhousia monogyna,0.7,0.7,0.7,NA,NA,0.46649999999999997,0.5,NA,0.39999999999999997,1,NA,NA,0,0,NA,0,1,omit
Stackhousia subterranea,Stackhousia subterranea,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stackhousia viminea,Stackhousia viminea,0.7,0.7,0.7,NA,NA,0.46649999999999997,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Caladenia lyallii,Stegostyla alpina,0.271463,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stellaria flaccida,Stellaria flaccida,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stellaria multiflora,Stellaria multiflora,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stellaria palustris,Stellaria palustris,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stellaria pungens,Stellaria pungens,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stenanthemum pimeleoides,Stenanthemum pimeleoides,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stenotaphrum secundatum,Stenotaphrum secundatum,0.4,0.4,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Sticherus lobatus,Sticherus lobatus,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sticherus tenera,Sticherus tener,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Sticherus urceolatus,Sticherus urceolatus,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stuckenia pectinata,Stuckenia pectinata,0.183333,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stylidium armeria,Stylidium armeria,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Stylidium graminifolium,Stylidium graminifolium,0.5,0.5,NA,NA,NA,0.35,0.6,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Styphelia adscendens,Styphelia adscendens,0.6,0.6,NA,NA,NA,0.35,0.26,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Suaeda australis,Suaeda australis,1,1,NA,NA,NA,0.6665,NA,0.8,NA,NA,NA,NA,0,NA,0,NA,0,keep
Swainsona lessertiifolia,Swainsona lessertiifolia,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Tasmannia lanceolata,Tasmannia lanceolata,5,5,2.75,NA,NA,1.3335,NA,5,NA,0,NA,NA,0,NA,1,NA,1,omit
Telopea truncata,Telopea truncata,8,8,5.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Tetracarpaea tasmannica,Tetracarpaea tasmannica,1.6,1.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Tetragonia implexicoma,Tetragonia implexicoma,0.5,0.5,NA,NA,NA,NA,NA,2,0.15000000000000002,NA,NA,NA,NA,NA,0,0,0,keep
Tetraria capillaris,Tetraria capillaris,0.6,0.6,NA,NA,NA,0.39,NA,NA,0.425,NA,NA,NA,0,NA,NA,0,0,keep
Ehrharta distichophylla,Tetrarrhena distichophylla,0.6,0.6,NA,NA,0.25,NA,0.6,NA,NA,NA,NA,0,NA,1,NA,NA,1,omit
Tetratheca labillardierei,Tetratheca labillardierei,1,1,NA,NA,NA,0.6665,NA,1,NA,NA,NA,NA,0,NA,1,NA,1,omit
Tetratheca pilosa,Tetratheca pilosa,0.6,0.6,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,1,1,NA,2,omit
Tetratheca procumbens,Tetratheca procumbens,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Teucrium corymbosum,Teucrium corymbosum,1.5,1.5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Thelionema caespitosum,Thelionema caespitosum,0.9,0.9,0.6,NA,NA,0.6,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Thelionema umbellatum,Thelionema umbellatum,0.4,0.4,0.4,NA,NA,0.2665,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Thelymitra antennifera,Thelymitra antennifera,0.2,0.2,NA,NA,NA,NA,0.10600000000000001,NA,0.175,NA,NA,NA,NA,0,NA,0,0,keep
Thelymitra arenaria,Thelymitra arenaria,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra aristata,Thelymitra aristata,0.2,0.2,NA,NA,NA,NA,0.4925,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra carnea,Thelymitra carnea,0.2,0.2,NA,NA,NA,NA,0.131,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra cyanea,Thelymitra cyanea,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra erosa,Thelymitra erosa,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra exigua,Thelymitra exigua,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra flexuosa,Thelymitra flexuosa,0.190909,0.19,NA,NA,NA,NA,0.10750000000000001,NA,0.275,NA,NA,NA,NA,0,NA,0,0,keep
Thelymitra holmesii,Thelymitra holmesii,0.2,0.2,NA,NA,NA,NA,0.20500000000000002,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra ixioides,Thelymitra ixioides,0.15,0.15,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra juncifolia,Thelymitra juncifolia,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra longiloba,Thelymitra longiloba,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra nuda,Thelymitra nuda,0.2,0.2,NA,NA,NA,NA,0.305,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra pauciflora,Thelymitra pauciflora,0.15,0.15,NA,NA,NA,NA,0.2525,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra peniculata,Thelymitra peniculata,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra polychroma,Thelymitra polychroma,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra rubra,Thelymitra rubra,0.25,0.25,NA,NA,NA,NA,0.2575,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Thelymitra simulata,Thelymitra simulata,0.190909,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Thelymitra spadicea,Thelymitra spadicea,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Themeda triandra,Themeda australis,1.2,1.2,NA,NA,1.15,0.8,0.9,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Threlkeldia diffusa,Threlkeldia diffusa,0.4,0.4,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,0,1,NA,1,omit
Thysanotus patersonii,Thysanotus patersonii,0.05,0.05,NA,NA,NA,NA,0.10500000000000001,NA,0.325,NA,NA,NA,NA,0,NA,0,0,keep
Tmesipteris elongata,Tmesipteris elongata,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Tmesipteris obliqua,Tmesipteris obliqua,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Todea barbara,Todea barbara,3,3,NA,NA,NA,2,0.3,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Townsonia viridis,Townsonia viridis,1.70518,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Trachymene humilis,Trachymene humilis,0.3,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Triglochin centrocarpum,Triglochin centrocarpum,0.1,0.1,NA,NA,NA,0.0615,0.0775,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Cycnogeton procerum,Triglochin procera,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Cycnogeton procerum,Triglochin procerum,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Cycnogeton rheophilum,Triglochin rheophilum,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Triglochin striata,Triglochin striata,0.3,0.3,NA,NA,NA,0.2,NA,NA,0.5,NA,NA,NA,0,NA,NA,0,0,keep
Triptilodiscus pygmaeus,Triptilodiscus pygmaeus,0.08,0.08,NA,NA,NA,0.0535,0.061,NA,0.065,NA,NA,NA,0,0,NA,0,0,keep
Trisetum spicatum,Trisetum spicatum,0.4,0.4,NA,NA,0.365,0.2665,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Trithuria submersa,Trithuria submersa,0.1,0.1,0.08,NA,NA,NA,NA,NA,0.08,0,NA,NA,NA,NA,NA,0,0,keep
Trochocarpa cunninghamii,Trochocarpa cunninghamii,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Trochocarpa gunnii,Trochocarpa gunnii,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Trochocarpa thymifolia,Trochocarpa thymifolia,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Typha angustifolia,Typha angustifolia,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Typha domingensis,Typha domingensis,2,2,3,NA,NA,2.6665,3,NA,2.25,0,NA,NA,0,0,NA,0,0,keep
Uncinia compacta,Uncinia compacta,0.35,0.35,NA,NA,NA,0.215,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Uncinia flaccida,Uncinia flaccida,0.4,0.4,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Uncinia compacta var. nervosa,Uncinia nervosa,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Uncinia riparia,Uncinia riparia,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Uncinia tenella,Uncinia tenella,0.15,0.15,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Urtica incisa,Urtica incisa,1,1,1,NA,NA,0.6665,1,NA,NA,1,NA,NA,0,1,NA,NA,2,omit
Utricularia dichotoma,Utricularia dichotoma,0.1,0.1,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Utricularia lateriflora,Utricularia lateriflora,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Utricularia monanthos,Utricularia monanthos,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Utricularia tenella,Utricularia tenella,0.07,0.07,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0,0,keep
Velleia montana,Velleia montana,0.1,0.1,0.1,NA,NA,0.0615,NA,0.3,NA,1,NA,NA,0,NA,0,NA,1,omit
Velleia paradoxa,Velleia paradoxa,0.25,0.25,0.4,NA,NA,0.2665,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Veronica calycina,Veronica calycina,0.45,0.45,NA,NA,NA,0.25,NA,NA,0.115,NA,NA,NA,0,NA,NA,0,0,keep
Veronica formosa,Veronica formosa,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Veronica gracilis,Veronica gracilis,0.25,0.25,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Villarsia exaltata,Villarsia exaltata,1.5,1.5,NA,NA,NA,10,NA,0.3,NA,NA,NA,NA,0,NA,0,NA,0,keep
Ornduffia reniformis,Villarsia reniformis,1,1,NA,NA,NA,0.6665,1.2,0.3,NA,NA,NA,NA,0,0,0,NA,0,keep
Viola betonicifolia,Viola betonicifolia,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Viola cleistogamoides,Viola cleistogamoides,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Viola cunninghamii,Viola cunninghamii,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Viola fuscoviolacea,Viola fuscoviolacea,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Viola hederacea,Viola hederacea,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Viola sieberiana,Viola sieberana,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Vittadinia muelleri,Vittadinia muelleri,0.934724,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Wahlenbergia ceracea,Wahlenbergia ceracea,1.15,1.15,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Wahlenbergia gracilenta,Wahlenbergia gracilenta,0.35,0.35,NA,NA,NA,0.1825,NA,NA,0.225,NA,NA,NA,0,NA,NA,0,0,keep
Wahlenbergia gracilis,Wahlenbergia gracilis,0.8,0.8,NA,NA,NA,0.42500000000000004,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Wahlenbergia littoralis,Wahlenbergia gymnoclada,0.675,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Wahlenbergia littoricola,Wahlenbergia littoricola,0.8,0.8,NA,NA,NA,0.45,NA,NA,0.3,NA,NA,NA,0,NA,NA,0,0,keep
Wahlenbergia multicaulis,Wahlenbergia multicaulis,0.75,0.75,NA,NA,NA,0.425,NA,NA,0.475,NA,NA,NA,0,NA,NA,0,0,keep
Wahlenbergia saxicola,Wahlenbergia saxicola,0.675,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Wahlenbergia stricta,Wahlenbergia stricta,0.2,0.2,NA,NA,NA,0.5,NA,NA,0.4,NA,NA,NA,0,NA,NA,0,0,keep
Wahlenbergia multicaulis,Wahlenbergia tadgellii,0.675,0.68,NA,NA,NA,0.425,NA,NA,0.475,NA,NA,NA,0,NA,NA,0,0,keep
Westringia brevifolia,Westringia brevifolia,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Westringia rubiifolia,Westringia rubiaefolia,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Winifredia sola,Winifredia sola,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Wurmbea dioica,Wurmbea dioica,0.3,0.3,0.16749999999999998,NA,NA,0.175,0.2,NA,0.16749999999999998,0,NA,NA,0,0,NA,0,0,keep
Wurmbea uniflora,Wurmbea uniflora,0.17,0.17,0.10500000000000001,NA,NA,0.10500000000000001,0.17,NA,NA,0,NA,NA,0,1,NA,NA,1,omit
Xanthorrhoea australis,Xanthorrhoea australis,4,4,3,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Xanthosia dissecta,Xanthosia dissecta,0.3,0.3,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Xanthosia pilosa,Xanthosia pilosa,0.3,0.3,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Xanthosia pusilla,Xanthosia pusilla,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Xanthosia tasmanica,Xanthosia tasmanica,0.3,0.3,NA,NA,NA,NA,NA,NA,0.21000000000000002,NA,NA,NA,NA,NA,NA,0,0,keep
Xanthosia tridentata,Xanthosia tridentata,0.3,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Xyris gracilis,Xyris gracilis,0.29,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Xyris marginata,Xyris marginata,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Xyris muelleri,Xyris muelleri,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Xyris operculata,Xyris operculata,0.6,0.6,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Xyris tasmanica,Xyris tasmanica,0.56,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Zieria arborescens,Zieria arborescens,7,7,NA,NA,NA,6.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Zoysia macrantha,Zoysia macrantha,0.25,0.25,NA,NA,0.175,0.2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Zygophyllum billardierei,Zygophyllum billardierei,0.1,0.1,NA,NA,NA,NA,NA,0.4,0.325,NA,NA,NA,NA,NA,0,0,0,keep
