Family,Nameinfra,Fire_Response_Adult,Resprout_Type
POACEAE,Microchloa indica,NA,NA
EUPHORBIACEAE,Micrococca mercurialis,NA,NA
LAMIACEAE,Microcorys elliptica,NA,NA
LAMIACEAE,Microcorys macrediana,NA,NA
DENNSTAEDTIACEAE,Microlepia speluncae,2,1
RUTACEAE,Micromelum minutum,2,6
MYRTACEAE,Micromyrtus flaviflora,2,2
POLYPODIACEAE,Microsorum grossum,2,1
ANNONACEAE,Miliusa brahei,2,7
ANNONACEAE,Miliusa traceyi,2,7
FABACEAE,Millettia pinnata,NA,NA
ASTERACEAE,Millotia greevesii subsp. greevesii,NA,NA
ASTERACEAE,Millotia greevesii subsp. helmsii,NA,NA
ASTERACEAE,Millotia greevesii subsp. indeterminate,NA,NA
MIMOSACEAE,Mimosa pigra,NA,NA
MIMOSACEAE,Mimosa pigra var. berlandieri,NA,NA
MIMOSACEAE,Mimosa pudica var. hispida,NA,NA
MIMOSACEAE,Mimosa pudica var. indeterminate,NA,NA
MIMOSACEAE,Mimosa pudica var. unijuga,NA,NA
SCROPHULARIACEAE,Mimulus gracilis,NA,NA
SCROPHULARIACEAE,Mimulus prostratus,NA,NA
SCROPHULARIACEAE,Mimulus sp. Groote Eylandt (R.L.Specht 335),NA,NA
SCROPHULARIACEAE,Mimulus uvedaliae var. indeterminate,NA,NA
SCROPHULARIACEAE,Mimulus uvedaliae var. lutea,NA,NA
SCROPHULARIACEAE,Mimulus uvedaliae var. uvedaliae,NA,NA
SAPOTACEAE,Mimusops elengi,2,7
ASTERACEAE,Minuria cunninghamii,NA,NA
ASTERACEAE,Minuria denticulata,NA,NA
ASTERACEAE,Minuria integerrima,2,NA
ASTERACEAE,Minuria leptophylla,NA,NA
ASTERACEAE,Minuria macrorhiza,2,2
ASTERACEAE,Minuria multiseta,NA,NA
ASTERACEAE,Minuria tridens,2,2
FABACEAE,Mirbelia ramulosa,NA,NA
FABACEAE,Mirbelia viminalis,1,5
RUBIACEAE,Mitracarpus hirtus,NA,NA
LOGANIACEAE,Mitrasacme aggregata,NA,NA
LOGANIACEAE,Mitrasacme ambigua,NA,NA
LOGANIACEAE,Mitrasacme brachystemonea,NA,NA
LOGANIACEAE,Mitrasacme connata,1,5
LOGANIACEAE,Mitrasacme elata,NA,NA
LOGANIACEAE,Mitrasacme epigaea,NA,NA
LOGANIACEAE,Mitrasacme exserta,1,5
LOGANIACEAE,Mitrasacme floribunda,1,5
LOGANIACEAE,Mitrasacme foliosa,NA,NA
LOGANIACEAE,Mitrasacme galbina,NA,NA
LOGANIACEAE,Mitrasacme geniculosa,NA,NA
LOGANIACEAE,Mitrasacme gentianea,NA,NA
LOGANIACEAE,Mitrasacme glaucescens,1,5
LOGANIACEAE,Mitrasacme graminea,NA,NA
LOGANIACEAE,Mitrasacme hispida,NA,NA
LOGANIACEAE,Mitrasacme inornata,NA,NA
LOGANIACEAE,Mitrasacme kenneallyi,NA,NA
LOGANIACEAE,Mitrasacme laevis,1,5
LOGANIACEAE,Mitrasacme laricifolia,NA,NA
LOGANIACEAE,Mitrasacme latiflora,NA,NA
LOGANIACEAE,Mitrasacme laxiceps,NA,NA
LOGANIACEAE,Mitrasacme lutea,NA,NA
LOGANIACEAE,Mitrasacme micrantha,NA,NA
LOGANIACEAE,Mitrasacme multicaulis,NA,NA
LOGANIACEAE,Mitrasacme nidulifera,NA,NA
LOGANIACEAE,Mitrasacme nudicaulis var. citrina,NA,NA
LOGANIACEAE,Mitrasacme nudicaulis var. indeterminate,NA,NA
LOGANIACEAE,Mitrasacme nudicaulis var. nudicaulis,NA,NA
LOGANIACEAE,Mitrasacme nummularia,1,5
LOGANIACEAE,Mitrasacme patens,NA,NA
LOGANIACEAE,Mitrasacme phascoides,NA,NA
LOGANIACEAE,Mitrasacme prolifera,NA,NA
LOGANIACEAE,Mitrasacme retroloba,1,5
LOGANIACEAE,Mitrasacme scopata,NA,NA
LOGANIACEAE,Mitrasacme scrithicola,NA,NA
LOGANIACEAE,Mitrasacme secedens,NA,NA
LOGANIACEAE,Mitrasacme squamigera,NA,NA
LOGANIACEAE,Mitrasacme stellata,NA,NA
LOGANIACEAE,Mitrasacme subvolubilis,NA,NA
LOGANIACEAE,Mitrasacme troglodytica,NA,NA
ANNONACEAE,Mitrella sp. Melville Island (C.R.Dunlop 6556),NA,NA
LOGANIACEAE,Mitreola petiolata,1,5
POACEAE,Mnesithea formosa,1,5
POACEAE,Mnesithea granularis,NA,NA
POACEAE,Mnesithea rottboellioides,3,NA
LILIACEAE,Molineria capitulata,2,1
MOLLUGINACEAE,Mollugo cerviana,1,NA
MOLLUGINACEAE,Mollugo molluginis,NA,NA
MOLLUGINACEAE,Mollugo pentaphylla,NA,NA
CUCURBITACEAE,Momordica balsamina,NA,NA
CUCURBITACEAE,Momordica charantia,NA,NA
POACEAE,Monachather paradoxus,2,2
PONTEDERIACEAE,Monochoria australasica,NA,NA
PONTEDERIACEAE,Monochoria cyanea,NA,NA
PONTEDERIACEAE,Monochoria hastata,NA,NA
PONTEDERIACEAE,Monochoria vaginalis,NA,NA
POACEAE,Monodia stipoides,NA,NA
EUPHORBIACEAE,Monotaxis luteiflora,NA,NA
EUPHORBIACEAE,Monotaxis tenuis,4,5
AGARICACEAE,Montagnites candollei,NA,NA
RUBIACEAE,Morinda citrifolia,2,7
RUBIACEAE,Morinda jasminoides,3,2
RUBIACEAE,Morinda sp. black (C.R.Dunlop 3676),3,2
MORINGACEAE,Moringa oleifera,NA,NA
FABACEAE,Mucuna diabolica,NA,NA
FABACEAE,Mucuna gigantea subsp. gigantea,2,2
FABACEAE,Mucuna pruriens var. utilis,NA,NA
FABACEAE,Mucuna reptans,NA,NA
POLYGONACEAE,Muehlenbeckia florulenta,5,2
POLYGONACEAE,Muehlenbeckia rhyticarya,1,5
FABACEAE,Muelleranthus stipularis,NA,NA
FABACEAE,Muelleranthus trifoliatus,NA,NA
CUCURBITACEAE,Muellerargia timorensis,NA,NA
CUCURBITACEAE,Mukia maderaspatana,6,20
CUCURBITACEAE,Mukia micrantha,NA,NA
CUCURBITACEAE,Mukia sp. Glen Helen Station (P.K.Latz 6587),NA,NA
CUCURBITACEAE,Mukia sp. Gunlom (J.L.McKean 864b),1,5
CUCURBITACEAE,Mukia sp. Tobermorey Station (D.E.Albrecht 6322),NA,NA
LILIACEAE,Murchisonia volubilis,NA,NA
COMMELINACEAE,Murdannia cleistantha,NA,NA
COMMELINACEAE,Murdannia cryptantha,NA,NA
COMMELINACEAE,Murdannia gigantea,NA,NA
COMMELINACEAE,Murdannia graminea,3,NA
COMMELINACEAE,Murdannia nudiflora,NA,NA
COMMELINACEAE,Murdannia sp. Top End (G.M.Chippendale 7726),NA,NA
COMMELINACEAE,Murdannia vaginata,NA,NA
RUTACEAE,Murraya koenigii,NA,NA
RUTACEAE,Murraya paniculata var. ovatifoliolata,3,2
MYOPORACEAE,Myoporum acuminatum,3,2
MYOPORACEAE,Myoporum montanum,NA,NA
ASTERACEAE,Myriocephalus pluriflorus,NA,NA
ASTERACEAE,Myriocephalus rudallii,1,NA
HALORAGACEAE,Myriophyllum callitrichoides subsp. callitrichoides,NA,NA
HALORAGACEAE,Myriophyllum dicoccum,NA,NA
HALORAGACEAE,Myriophyllum filiforme,NA,NA
HALORAGACEAE,Myriophyllum muricatum,NA,NA
HALORAGACEAE,Myriophyllum trachycarpum,NA,NA
HALORAGACEAE,Myriophyllum verrucosum,NA,NA
MYRISTICACEAE,Myristica insipida,2,2
MYRISTICACEAE,Myristica lancifolia subsp. australiana,NA,NA
NAJADACEAE,Najas browniana,NA,NA
NAJADACEAE,Najas foveolata,NA,NA
NAJADACEAE,Najas graminea,NA,NA
NAJADACEAE,Najas malesiana,NA,NA
NAJADACEAE,Najas marina subsp. latior,NA,NA
NAJADACEAE,Najas pseudograminea,NA,NA
NAJADACEAE,Najas tenuifolia,NA,NA
RUBIACEAE,Nauclea orientalis,2,7
APOCYNACEAE,Neisosperma oppositifolium,NA,NA
ACANTHACEAE,Nelsonia campestris,1,5
NELUMBONACEAE,Nelumbo nucifera,NA,NA
CHENOPODIACEAE,Neobassia astrocarpa,NA,NA
CHENOPODIACEAE,Neobassia proceriflora,NA,NA
RUTACEAE,Neobyrnesia suberosa,NA,NA
LAURACEAE,Neolitsea brassii,2,6
DAVALLIACEAE,Nephrolepis acutifolia,2,6
DAVALLIACEAE,Nephrolepis hirsutula,2,6
MIMOSACEAE,Neptunia dimorphantha,2,2
MIMOSACEAE,Neptunia gracilis f. glandulosa,NA,NA
MIMOSACEAE,Neptunia gracilis f. gracilis,NA,NA
MIMOSACEAE,Neptunia gracilis f. indeterminate,2,2
MIMOSACEAE,Neptunia major,NA,NA
MIMOSACEAE,Neptunia monosperma,2,2
ORCHIDACEAE,Nervilia aragoana,2,4
ORCHIDACEAE,Nervilia holochila,2,4
ORCHIDACEAE,Nervilia peltata,2,4
ORCHIDACEAE,Nervilia plicata,2,4
ORCHIDACEAE,Nervilia sp. cordata (J.Russell-Smith 7211),2,4
ORCHIDACEAE,Nervilia uniflora,NA,NA
LYTHRACEAE,Nesaea arnhemica,NA,NA
LYTHRACEAE,Nesaea crinipes,NA,NA
LYTHRACEAE,Nesaea muelleri,NA,NA
LYTHRACEAE,Nesaea repens,NA,NA
LYTHRACEAE,Nesaea striatiflora,NA,NA
POACEAE,Neurachne munroi,2,2
POACEAE,Neurachne tenuifolia,2,2
NEURADACEAE,Neurada procumbens,NA,NA
VERBENACEAE,Newcastelia bracteosa,2,6
VERBENACEAE,Newcastelia cephalantha,2,2
VERBENACEAE,Newcastelia cladotricha,NA,NA
VERBENACEAE,Newcastelia spodiotricha,2,1
SOLANACEAE,Nicotiana benthamiana,NA,NA
SOLANACEAE,Nicotiana debneyi subsp. indeterminate,1,4
SOLANACEAE,Nicotiana debneyi subsp. monoschizocarpa,NA,NA
SOLANACEAE,Nicotiana excelsior,NA,NA
SOLANACEAE,Nicotiana glauca,NA,NA
SOLANACEAE,Nicotiana gossei,1,NA
SOLANACEAE,Nicotiana megalosiphon subsp. sessilifolia,NA,NA
SOLANACEAE,Nicotiana occidentalis subsp. obliqua,NA,NA
SOLANACEAE,Nicotiana rosulata subsp. indeterminate,NA,NA
SOLANACEAE,Nicotiana rosulata subsp. ingulba,1,5
SOLANACEAE,Nicotiana rosulata subsp. rosulata,NA,NA
SOLANACEAE,Nicotiana simulans,NA,NA
SOLANACEAE,Nicotiana velutina,1,5
ZYGOPHYLLACEAE,Nitraria billardieri,NA,NA
INDETERMCYANOPHYCACEAE,Nostoc commune,NA,NA
OLEACEAE,Notelaea microcarpa,2,2
NYMPHAEACEAE,Nymphaea gigantea,NA,NA
NYMPHAEACEAE,Nymphaea hastifolia,NA,NA
NYMPHAEACEAE,Nymphaea immutabilis subsp. immutabilis,NA,NA
NYMPHAEACEAE,Nymphaea macrosperma,NA,NA
NYMPHAEACEAE,Nymphaea nouchali,NA,NA
NYMPHAEACEAE,Nymphaea pubescens,NA,NA
NYMPHAEACEAE,Nymphaea violacea,2,2
MENYANTHACEAE,Nymphoides aurantiaca,NA,NA
MENYANTHACEAE,Nymphoides crenata,NA,NA
MENYANTHACEAE,Nymphoides exiliflora,NA,NA
MENYANTHACEAE,Nymphoides furculifolia,NA,NA
MENYANTHACEAE,Nymphoides indica,2,2
MENYANTHACEAE,Nymphoides minima,NA,NA
MENYANTHACEAE,Nymphoides parvifolia,NA,NA
MENYANTHACEAE,Nymphoides planosperma,NA,NA
MENYANTHACEAE,Nymphoides quadriloba,NA,NA
MENYANTHACEAE,Nymphoides simulans,NA,NA
MENYANTHACEAE,Nymphoides spongiosa,NA,NA
MENYANTHACEAE,Nymphoides subacuta,NA,NA
ARECACEAE,Nypa fruticans,NA,NA
MYRTACEAE,Ochrosperma sulcatum,NA,NA
LAMIACEAE,Ocimum gratissimum,NA,NA
LAMIACEAE,Ocimum tenuiflorum var. anisodorum,NA,NA
LEUCOBRYACEAE,Octoblepharum albidum,NA,NA
ONAGRACEAE,Oenothera indecora subsp. bonariensis,NA,NA
ONAGRACEAE,Oenothera stricta subsp. stricta,NA,NA
OLACACEAE,Olax aphylla,1,5
OLACACEAE,Olax imbricata,3,2
OLACACEAE,Olax pendula,NA,NA
OLACACEAE,Olax spartea,NA,NA
RUBIACEAE,Oldenlandia argillacea,NA,NA
RUBIACEAE,Oldenlandia corymbosa var. corymbosa,1,5
RUBIACEAE,Oldenlandia delicata,NA,NA
RUBIACEAE,Oldenlandia galioides,NA,NA
RUBIACEAE,Oldenlandia intonsa,NA,NA
RUBIACEAE,Oldenlandia laceyi,NA,NA
RUBIACEAE,Oldenlandia largiflorens,NA,NA
RUBIACEAE,Oldenlandia leptocaulis,NA,NA
RUBIACEAE,Oldenlandia mitrasacmoides subsp. indeterminate,1,5
RUBIACEAE,Oldenlandia mitrasacmoides subsp. mitrasacmoides,NA,NA
RUBIACEAE,Oldenlandia mitrasacmoides subsp. nigricans,NA,NA
RUBIACEAE,Oldenlandia pterospora,NA,NA
RUBIACEAE,Oldenlandia relativa,NA,NA
RUBIACEAE,Oldenlandia sp.,1,5
RUBIACEAE,Oldenlandia sp. minute (C.R.Michell 4183),NA,NA
RUBIACEAE,Oldenlandia spathulata,NA,NA
RUBIACEAE,Oldenlandia spermacocoides,NA,NA
RUBIACEAE,Oldenlandia tenuifolia,NA,NA
RUBIACEAE,Oldenlandia thysanota,1,5
ASTERACEAE,Olearia arguta var. arguta,NA,NA
ASTERACEAE,Olearia arguta var. indeterminate,NA,NA
ASTERACEAE,Olearia arguta var. lanata,NA,NA
ASTERACEAE,Olearia arida,NA,NA
ASTERACEAE,Olearia ferresii,3,2
ASTERACEAE,Olearia macdonnellensis,1,5
ASTERACEAE,Olearia stuartii,3,7
ASTERACEAE,Olearia subspicata,2,NA
ASTERACEAE,Olearia xerophila,NA,NA
EUPHORBIACEAE,Omalanthus novo-guineensis,1,5
AMARANTHACEAE,Omegandra kanisii,NA,NA
BORAGINACEAE,Omphalolappula concava,1,NA
NYMPHAEACEAE,Ondinea purpurea,NA,NA
CONVOLVULACEAE,Operculina aequisepala,1,5
CONVOLVULACEAE,Operculina brownii,1,5
CONVOLVULACEAE,Operculina sp. Cotton Island (J.Russell-Smith 5050),1,5
CONVOLVULACEAE,Operculina turpethum,NA,NA
OPHIOGLOSSACEAE,Ophioglossum costatum,NA,NA
OPHIOGLOSSACEAE,Ophioglossum gramineum,NA,NA
OPHIOGLOSSACEAE,Ophioglossum intermedium,1,1
OPHIOGLOSSACEAE,Ophioglossum lusitanicum,2,2
OPHIOGLOSSACEAE,Ophioglossum polyphyllum,NA,NA
OPHIOGLOSSACEAE,Ophioglossum reticulatum,1,1
POACEAE,Ophiuros exaltatus,3,NA
OPILIACEAE,Opilia amentacea,2,6
POACEAE,Oplismenus burmanni,1,5
POACEAE,Oplismenus compositus,1,5
POACEAE,Oplismenus hirtellus,NA,NA
CACTACEAE,Opuntia elatior,NA,NA
CACTACEAE,Opuntia imbricata,NA,NA
CACTACEAE,Opuntia inermis,NA,NA
CACTACEAE,Opuntia lindheimeri,NA,NA
CACTACEAE,Opuntia stricta var. stricta,NA,NA
POACEAE,Oryza australiensis,1,5
POACEAE,Oryza meridionalis,NA,NA
POACEAE,Oryza minuta,NA,NA
POACEAE,Oryza rufipogon,NA,NA
POACEAE,Oryza sativa,NA,NA
MELASTOMATACEAE,Osbeckia australiana,2,2
MELASTOMATACEAE,Osbeckia chinensis var. chinensis,NA,NA
MYRTACEAE,Osbornia octodonta,NA,NA
CHENOPODIACEAE,Osteocarpum acropterum var. acropterum,NA,NA
CHENOPODIACEAE,Osteocarpum acropterum var. indeterminate,NA,NA
CHENOPODIACEAE,Osteocarpum dipterocarpum,1,5
CHENOPODIACEAE,Osteocarpum pentapterum,NA,NA
CHENOPODIACEAE,Osteocarpum salsuginosum,NA,NA
ASTERACEAE,Osteospermum muricatum,NA,NA
HYDROCHARITACEAE,Ottelia alismoides,NA,NA
HYDROCHARITACEAE,Ottelia ovalifolia,NA,NA
MELIACEAE,Owenia acidula,NA,NA
MELIACEAE,Owenia reticulata,3,10
MELIACEAE,Owenia vernicosa,2,2
OXALIDACEAE,Oxalis corniculata,NA,NA
OXALIDACEAE,Oxalis debilis var. corymbosa,NA,NA
OXALIDACEAE,Oxalis perennans,NA,NA
OXALIDACEAE,Oxalis pes-caprae,NA,NA
OXALIDACEAE,Oxalis radicosa,NA,NA
POACEAE,Oxychloris scariosa,NA,NA
ASTERACEAE,Ozothamnus kempei,3,NA
ASTERACEAE,Ozothamnus sp. Petermann Ranges (J.R.Maconochie 778),NA,NA
CHENOPODIACEAE,Pachycornia triandra,NA,NA
MENISPERMACEAE,Pachygone ovata,2,2
DILLENIACEAE,Pachynema complanatum,2,2
DILLENIACEAE,Pachynema diffusum,NA,NA
DILLENIACEAE,Pachynema dilatatum,5,2
DILLENIACEAE,Pachynema hooglandii,2,2
DILLENIACEAE,Pachynema junceum,2,2
DILLENIACEAE,Pachynema praestans,2,2
DILLENIACEAE,Pachynema sphenandrum,3,NA
FABACEAE,Pachyrhizus erosus,NA,NA
ORCHIDACEAE,Pachystoma pubescens,NA,NA
PALLAVICINIACEAE,Pallavicinia yellii,NA,NA
PANDANACEAE,Pandanus aquaticus,2,3
PANDANACEAE,Pandanus basedowii,NA,NA
PANDANACEAE,Pandanus darwinensis,NA,NA
PANDANACEAE,Pandanus semiarmatus,NA,NA
PANDANACEAE,Pandanus spiralis,3,NA
PANDANACEAE,Pandanus yirrkalaensis,NA,NA
PANDANACEAE,Pandanus yuleensis,NA,NA
BIGNONIACEAE,Pandorea doratoxylon,3,7
POACEAE,Panicum antidotale,NA,NA
POACEAE,Panicum decompositum var. decompositum,NA,NA
POACEAE,Panicum decompositum var. indeterminate,2,2
POACEAE,Panicum decompositum var. tenuoir,NA,NA
POACEAE,Panicum effusum var. hispidissimum,NA,NA
POACEAE,Panicum effusum var. indeterminate,NA,NA
POACEAE,Panicum effusum var. simile,NA,NA
POACEAE,Panicum gilvum,NA,NA
POACEAE,Panicum laevinode,NA,NA
POACEAE,Panicum latzii,NA,NA
POACEAE,Panicum luzonense,NA,NA
POACEAE,Panicum miliaceum,NA,NA
POACEAE,Panicum mindanaense,1,5
POACEAE,Panicum paludosum,NA,NA
POACEAE,Panicum seminudum,1,5
POACEAE,Panicum seminudum var. cairnsianum,NA,NA
POACEAE,Panicum sp. hairy glumes (C.R.Michell 4192),NA,NA
POACEAE,Panicum trachyrhachis,1,5
POACEAE,Panicum trichoides,1,5
PAPAVERACEAE,Papaver hybridum,NA,NA
PAPAVERACEAE,Papaver somniferum,NA,NA
ADIANTACEAE,Paraceterach muelleri,NA,NA
ADIANTACEAE,Paraceterach reynoldsii,1,5
POACEAE,Paractaenum novae-hollandiae subsp. reversum,NA,NA
POACEAE,Paractaenum refractum,1,5
POACEAE,Paraneurachne muelleri,2,2
PARMELIACEAE,Paraparmelia arida,NA,NA
PORPIDIACEAE,Paraporpidia aboriginum,NA,NA
FABACEAE,Paratephrosia lanata,1,5
URTICACEAE,Parietaria cardiostegia,1,NA
URTICACEAE,Parietaria debilis,1,NA
CHRYSOBALANACEAE,Parinari nonda,2,2
CAESALPINIACEAE,Parkinsonia aculeata,NA,NA
APOCYNACEAE,Parsonsia alboflavescens,3,2
APOCYNACEAE,Parsonsia sp. Melville Island (J.Russell-Smith 2036),3,2
APOCYNACEAE,Parsonsia velutina,2,2
ASTERACEAE,Parthenium hysterophorus,NA,NA
POACEAE,Paspalidium basicladum,NA,NA
POACEAE,Paspalidium clementii,1,NA
POACEAE,Paspalidium constrictum,2,2
POACEAE,Paspalidium disjunctum,NA,NA
POACEAE,Paspalidium distans,NA,NA
POACEAE,Paspalidium gracile,NA,NA
POACEAE,Paspalidium jubiflorum,2,NA
POACEAE,Paspalidium rarum,1,5
POACEAE,Paspalidium reflexum,NA,NA
POACEAE,Paspalidium retiglume,NA,NA
POACEAE,Paspalidium udum,NA,NA
POACEAE,Paspalum conjugatum,NA,NA
POACEAE,Paspalum dilatatum,NA,NA
POACEAE,Paspalum longifolium,NA,NA
POACEAE,Paspalum plicatulum,NA,NA
POACEAE,Paspalum scrobiculatum,3,NA
POACEAE,Paspalum urvillei,NA,NA
POACEAE,Paspalum vaginatum,NA,NA
PASSIFLORACEAE,Passiflora foetida,1,5
PASSIFLORACEAE,Passiflora foetida var. hispida,NA,NA
PASSIFLORACEAE,Passiflora suberosa,1,5
IRIDACEAE,Patersonia macrantha,2,2
RUBIACEAE,Pavetta brownii var. brownii,2,2
RUBIACEAE,Pavetta conferta,NA,NA
RUBIACEAE,Pavetta d45772,NA,NA
RUBIACEAE,Pavetta granitica,NA,NA
RUBIACEAE,Pavetta kimberleyana,NA,NA
RUBIACEAE,Pavetta muelleri,NA,NA
RUBIACEAE,Pavetta rupicola,NA,NA
RUBIACEAE,Pavetta speciosa,NA,NA
RUBIACEAE,Pavetta tenella,NA,NA
RUBIACEAE,Pavetta vaga,NA,NA
MALVACEAE,Pavonia burchellii,NA,NA
CAESALPINIACEAE,Peltophorum africanum,NA,NA
CAESALPINIACEAE,Peltophorum pterocarpum,2,7
LYTHRACEAE,Pemphis acidula,NA,NA
POACEAE,Pennisetum arnhemicum,NA,NA
POACEAE,Pennisetum basedowii,NA,NA
POACEAE,Pennisetum clandestinum,NA,NA
POACEAE,Pennisetum glaucum,NA,NA
POACEAE,Pennisetum pedicellatum subsp. indeterminate,1,5
POACEAE,Pennisetum pedicellatum subsp. pedicellatum,NA,NA
POACEAE,Pennisetum pedicellatum subsp. unispiculum,NA,NA
POACEAE,Pennisetum polystachion subsp. indeterminate,NA,NA
POACEAE,Pennisetum polystachion subsp. polystachion,NA,NA
POACEAE,Pennisetum polystachion subsp. setosum,NA,NA
POACEAE,Pennisetum purpureum,NA,NA
POACEAE,Pennisetum setaceum,NA,NA
ASTERACEAE,Pentalepis ecliptoides,NA,NA
ASTERACEAE,Pentalepis trichodesmoides,NA,NA
STERCULIACEAE,Pentapetes phoenicea,NA,NA
POACEAE,Pentaschistes airoides,NA,NA
PIPERACEAE,Peperomia pellucida,NA,NA
SCROPHULARIACEAE,Peplidium aithocheilum,NA,NA
SCROPHULARIACEAE,Peplidium foecundum,NA,NA
SCROPHULARIACEAE,Peplidium maritimum,NA,NA
SCROPHULARIACEAE,Peplidium muelleri,1,5
SCROPHULARIACEAE,Peplidium sp. Tanami (P.K.Latz 11904),NA,NA
POACEAE,Perotis rara,1,5
POLYGONACEAE,Persicaria attenuata subsp. attenuata,NA,NA
POLYGONACEAE,Persicaria barbata,NA,NA
POLYGONACEAE,Persicaria decipiens,NA,NA
POLYGONACEAE,Persicaria lapathifolia,NA,NA
POLYGONACEAE,Persicaria orientalis,NA,NA
POLYGONACEAE,Persicaria sp. Bulkine Billabong (C.R.Dunlop 5911),NA,NA
POLYGONACEAE,Persicaria strigosa,NA,NA
PROTEACEAE,Persoonia falcata,2,2
EUPHORBIACEAE,Petalostigma banksii,2,2
EUPHORBIACEAE,Petalostigma nummularium,2,NA
EUPHORBIACEAE,Petalostigma pubescens,2,2
EUPHORBIACEAE,Petalostigma quadriloculare,2,2
CAESALPINIACEAE,Petalostylis cassioides,2,2
CAESALPINIACEAE,Petalostylis labicheoides,NA,NA
MYRTACEAE,Petraeomyrtus punicea,1,5
ASTERACEAE,Phacellothrix cladochaeta,NA,NA
ORCHIDACEAE,Phaius terrestre,2,2
POACEAE,Phalaris canariensis,NA,NA
THYMELAEACEAE,Phaleria macrocarpa,1,5
THYMELAEACEAE,Phaleria octandra,1,5
POACEAE,Pheidochloa gracilis,NA,NA
BARTRAMIACEAE,Philonotis tenuis,NA,NA
PHILYDRACEAE,Philydrum lanuginosum,NA,NA
ARECACEAE,Phoenix dactylifera,NA,NA
ARECACEAE,Phoenix roebelinii,NA,NA
ORCHIDACEAE,Phoringopsis byrnesii,2,4
POACEAE,Phragmites australis,2,1
POACEAE,Phragmites vallatoria,2,2
VERBENACEAE,Phyla nodiflora var. nodiflora,NA,NA
EUPHORBIACEAE,Phyllanthus amarus,1,NA
EUPHORBIACEAE,Phyllanthus aridus,NA,NA
EUPHORBIACEAE,Phyllanthus armstrongii,NA,NA
EUPHORBIACEAE,Phyllanthus arnhemicus,NA,NA
EUPHORBIACEAE,Phyllanthus carpentariae,1,5
EUPHORBIACEAE,Phyllanthus cauticola,2,2
EUPHORBIACEAE,Phyllanthus dallachyanus,NA,NA
EUPHORBIACEAE,Phyllanthus debilis,1,NA
EUPHORBIACEAE,Phyllanthus emblica,NA,NA
EUPHORBIACEAE,Phyllanthus erwinii,NA,NA
EUPHORBIACEAE,Phyllanthus eutaxioides,2,2
EUPHORBIACEAE,Phyllanthus exilis,1,NA
EUPHORBIACEAE,Phyllanthus flagellaris,2,2
EUPHORBIACEAE,Phyllanthus fuernrohrii,NA,NA
EUPHORBIACEAE,Phyllanthus hebecarpus,2,2
EUPHORBIACEAE,Phyllanthus indigoferoides,NA,NA
EUPHORBIACEAE,Phyllanthus lacerosus,1,NA
EUPHORBIACEAE,Phyllanthus lacunellus,NA,NA
EUPHORBIACEAE,Phyllanthus maderaspatensis var. angustifolius,1,5
EUPHORBIACEAE,Phyllanthus minutiflorus,1,NA
EUPHORBIACEAE,Phyllanthus oblanceolatus,NA,NA
EUPHORBIACEAE,Phyllanthus polycladus,NA,NA
EUPHORBIACEAE,Phyllanthus prominulatus,NA,NA
EUPHORBIACEAE,Phyllanthus reticulatus,2,6
EUPHORBIACEAE,Phyllanthus sp. Roper River (R.K.Harwood 713),NA,NA
EUPHORBIACEAE,Phyllanthus sulcatus,1,NA
EUPHORBIACEAE,Phyllanthus urinaria,1,NA
EUPHORBIACEAE,Phyllanthus virgatus,2,2
FABACEAE,Phyllodium pulchellum var. glabrius,NA,NA
FABACEAE,Phyllodium pulchellum var. indeterminate,2,7
FABACEAE,Phyllodium pulchellum var. pulchellum,NA,NA
SOLANACEAE,Physalis angulata,1,5
SOLANACEAE,Physalis micrantha,NA,NA
THYMELAEACEAE,Pimelea ammocharis,NA,NA
THYMELAEACEAE,Pimelea interioris,NA,NA
THYMELAEACEAE,Pimelea microcephala subsp. microcephala,NA,NA
THYMELAEACEAE,Pimelea penicillaris,NA,NA
THYMELAEACEAE,Pimelea simplex subsp. continua,NA,NA
THYMELAEACEAE,Pimelea simplex subsp. indeterminate,NA,NA
THYMELAEACEAE,Pimelea trichostachya,1,5
PINACEAE,Pinus caribaea,NA,NA
PIPERACEAE,Piper macropiper,1,5
PIPERACEAE,Piper sarmentosum,NA,NA
POACEAE,Piptatherum miliaceum,NA,NA
URTICACEAE,Pipturus argenteus,1,5
NYCTAGINACEAE,Pisonia aculeata,2,2
NYCTAGINACEAE,Pisonia grandis,NA,NA
ARACEAE,Pistia stratiotes,NA,NA
FABACEAE,Pisum sativum,NA,NA
MIMOSACEAE,Pithecellobium dulce,NA,NA
PITTOSPORACEAE,Pittosporum angustifolium subsp. phillyreoides,5,7
PITTOSPORACEAE,Pittosporum ferrugineum subsp. ferrugineum,2,2
PITTOSPORACEAE,Pittosporum moluccanum,2,2
PITTOSPORACEAE,Pittosporum resinosum,NA,NA
VERBENACEAE,Pityrodia angustisepala,NA,NA
VERBENACEAE,Pityrodia byrnesii,NA,NA
VERBENACEAE,Pityrodia chorisepala,NA,NA
VERBENACEAE,Pityrodia gilruthiana,NA,NA
VERBENACEAE,Pityrodia jamesii,3,NA
VERBENACEAE,Pityrodia lanceolata,NA,NA
VERBENACEAE,Pityrodia lanuginosa,NA,NA
VERBENACEAE,Pityrodia loricata,2,NA
VERBENACEAE,Pityrodia loxocarpa,NA,NA
VERBENACEAE,Pityrodia megalophylla,NA,NA
