taxon_name,original_text,text,leaf_lamina_posture_a,leaf_lamina_posture_f,checked leaf_lamina_posture,leaf_margin_posture_a,leaf_margin_posture_f,checked leaf_margin_posture,plant_photsynthetic_organ_a,plant_photsynthetic_organ_f,checked photosynthetic_organ
Tylophora benthamii,"Description: Climber to 4 m high, stems pubescent; latex yellowish, opaque. Leaves with lamina broad-ovate, mostly 6-12 cm long, 3-8 cm wide, apex mucronate or shortly acuminate, base strongly cordate, upper surface sparsely pubescent; lower surface pubescent, main reticulum distinct; petiole 15-50 mm long, finely pubescent. Flowers in lateral inflorescences of 2-5 compact umbels; peduncles shortly branched, primary peduncles 10-20 mm long; pedicels 5-12 mm long. Corolla 8-11 mm diam., red-purple; lobes ovate to lanceolate, 3-5 mm long, hairy. Corona segments prominent, narrowed above to a circular apex with several hairs. Follicles 7-12 cm long."," leaves with lamina widelyovate, mostly 6-12 cm long, 3-8 cm wide, apex mucronate or shortly acuminate, base strongly cordate, upper surface sparsely pubescent; lower surface pubescent, main reticulum distinct; petiole 15-50 mm long, finely pubescent. ",,,,,,,leaf,leaves,checked
Tylophora biglandulosa,"Description: Slender, trailing climber, with abundant white latex. Leaves somewhat succulent, lamina narrowly ovate to elliptic or rarely narrowly lanceolate-elliptic, 3-8 cm long, 1-5 cm broad, acute to rounded at base, acute to rounded and somewhat mucronate at apex. Inflorescence of 1-3 several-flowered umbel-like cymose clusters along a rachis 2-7 cm long, developing successively from base. Calyx lobes triangular, 1-1.5 mm long. Corolla tube c. 1.5 mm long; lobes lanceol ate, 6-8 mm long. Corona lobes 1.5-2 mm long, dorsally saccate in lower half; anther appendages small, almost circular, with crenulate margins. Follicles fusiform, pendant, somewhat fleshy, to 10 cm long, 2.5 cm broad at base."," leaves somewhat succulent, lamina narrowly ovate to elliptic or rarely narrowlylanceolate-elliptic, 3-8 cm long, 1-5 cm broad, acute to rounded at base, acute to rounded and somewhat mucronate at apex. ",,,,,,,leaf,leaves,checked
Tylophora grandiflora,"Description: Twiner to 3 m high, stems hairy; latex watery, clear. Leaves with lamina triangular to ovate or oblong-ovate, 1-4.5 cm long, 0.6-2.5 cm wide, apex acute or acuminate, often aristate, base truncate or cordate, both surfaces pubescent; petiole 3-14 mm long, pubescent. Flowers solitary or in simple umbels of 2-5 flowers; peduncles 5-15 mm long; pedicels 2-3.5 cm long. Corolla 14-25 mm diam., purple-red; lobes spreading, narrow-oblong, obtuse, 6-12 mm long, sparsely hairy. Corona segments basally united, very broadly spoon-shaped. Follicles slender, 7-10 cm long."," leaves with lamina triangular to ovate or oblong-ovate, 1-4.5 cm long, 0.6-2.5 cm wide, apex acute or acuminate, often aristate, base truncate or cordate, both surfaces pubescent; petiole 3-14 mm long, pubescent. ",,,,,,,leaf,leaves,checked
Tylophora linearis,"Description: Herbaceous twiner or subshrub; latex clear; roots rhizomatous, and with thickened, vertical rootstock. Stems cylindrical, up to 3 mm diameter, glabrous or with scattered indumentum; internodes up to 10 cm long. Axillary bracts evident at nearly every node; bracts very hairy with long white multicellular hairs. Leaves petiolate; lamina linear-lanceolate, up to 10 cm long and 4 mm wide, dark green on both surfaces, venation obscure, upper surface glabrous, lower surface glabrous or with scattered indumentum; tip acute; base attenuate to cuneate; margins with occasional hairs; petiole grooved along top, 1-7 mm long and c. 0.5 mm diameter, with sparse indumentum; extrafloral nectaries absent from lamina base. Umbels up to 8-flowered. Peduncles slender, up to 23 mm long, flowers 2-2.5 mm long, (6-) 18-22 mm diam., corolla rotate, internally dark purple, externally dark olive green; tube 1-1.2 mm long, glabrous; lobes lanceolate to ovate, 3.5-5.5 mm long, with short indumentum on internal surface that is more concentrated towards the tip. Staminal corona purple, each lobe rounded to flat-topped. Follicles fusiform, 95-100 mm long, c. 5 mm diameter, glabrous; seeds with a silky coma 20-40 mm long."," leaves petiolate; lamina linear-lanceolate, up to 10 cm long and 4 mm wide, dark green on both surfaces, venation obscure, upper surface glabrous, lower surface glabrous or with scattered indumentum; tip acute; base attenuate to cuneate; margins with occasional hairs; petiole grooved along top, 1-7 mm long and circa 0.5 mm diameter, with sparse indumentum; extrafloral  from lamina base. ",,,,,,,leaf,leaves,checked
Tylophora paniculata,"Description: Twiner to 4 m high, stems  hairy; latex clear, watery. Leaves with lamina lanceolate to broad-ovate, 3-9 cm long, 1.5-4.5 cm wide, apex acuminate to a fine point; base cordate, rounded or cuneate, thin and soft,  glabrous except for fine hairs along main veins and margins; petiole 7-30 mm long,  hairy. Flowers in loose, open, cymose panicles often exceeding leaves. Corolla 9-14 mm diam., white or pale green; lobes linear to almost filiform, broader at base, 4-7 mm long. Corona segments fused at base, apical lobes  spreading. Follicles 6-11 cm long."," leaves with lamina lanceolate to widelyovate, 3-9 cm long, 1.5-4.5 cm wide, apex acuminate to a fine point; petiole 7-30 mm long,  hairy. ",,,,,,,leaf,leaves,checked
Tylophora woollsii,"Description: Slender twiner, stems glabrous to sparsely hairy; latex clear, watery. Leaves with lamina ovate to broad-ovate, 3.5-8 cm long, 2-5.5 cm wide; apex acuminate and mucronate, base slightly to distinctly cordate, firm-textured, both surfaces  glabrous; petiole 7-20 mm long. Flowers in 3-7 or more short umbels in a divaricately branching panicle, usually shorter than the subtending leaf, branches often zigzag; pedicels 1-2 mm long. Corolla 5-6 mm diam., purple to red; lobes spreading, ovate to lanceolate, 2-2.5 mm long, glabrous. Corona glabrous. Follicles 5-8 cm long."," leaves with lamina ovate to widelyovate, 3.5-8 cm long, 2-5.5 cm wide; apex acuminate and mucronate, base slightly to distinctly cordate, firm-textured, both surfaces  glabrous; petiole 7-20 mm long. ",,,,,,,leaf,leaves,checked
Vinca major,"Description: Trailing herb with short flowering stems. Leaves ovate, 2-8 cm long, 1.5-4.5 cm wide, apex acute, base rounded, truncate or slightly cordate, margins ciliate; petiole 5-12 mm long, with 2 small glands on margins. Flowers 2-5 cm diam., blue or violet; pedicels 2-3 cm long. Calyx lobes 12-15 mm long. Corolla tube 13-18 mm long; lobes broad, spreading, 15-20 mm long. Follicles cylindrical, c. 5 cm long, usually in pairs."," leaves ovate, 2-8 cm long, 1.5-4.5 cm wide, apex acute, base rounded, truncate or slightly cordate, margins ciliate; petiole 5-12 mm long, with 2 small glands on margins. ",,,,,,,leaf,leaves,checked
Aponogeton distachyos,"Description: Tuberous aquatic perennial with leaves arising from near the apex of the tuber. Leaves with lamina floating, elliptic, usually to c. 15 cm long and 5 cm wide; petiole to 1 m long, but normally c. 20 cm long. Inflorescence forked, showy, white; each fork to 10 cm long with 6-12 flowers. Each flower with a bract-like perianth segment subtending the much shorter fertile parts of the flower. Perianth segment solitary, petaloid, ovate, 15 mm long, white. Stamens 15-20; anthers dark-coloured. Carpels 3-6. Follicles flask-shaped, to 10 mm long, crowded along the branch."," leaves with lamina floating, elliptic, usually to circa 15 cm long and 5 cm wide; petiole to 1 m long, but normally circa 20 cm long. ",,,,,,,leaf,leaves,checked
Alocasia brisbanensis,"Description: Massive erect to decumbent herb 1-1.8 m high; stem c. 12 cm diam., covered in old leaf bases. Leaves sagittate to ovate-sagittate, to c. 70 cm long and 60 cm wide, glossy green, glabrous; petiole to c. 1.1 m long, purplish brown to green. Peduncle about as long as the petioles. Spathe c. 25 cm long, constricted about a third of the length from the base, the limb ovate to lanceolate, spoon-like (rarely reflexed), usually green, withering away. Spadix slightly shorter than the spathe, tapering, highly fragrant. Male flowers usually linear with up to 40 fused anthers. Fruit ovoid, 8-15 mm long, red when ripe; fruiting head enclosed by lower part of spathe."," leaves sagittate to ovate-sagittate, to circa 70 cm long and 60 cm wide, glossy green, glabrous; petiole to circa 1.1 m long, purplish brown to green. ",,,,,,,leaf,leaves,checked
Arisarum vulgare,"Description: Herbaceous perennial to 0.5 m high, monoecious, with an underground tuber ovoid in shape. Leaves with ovate to arrow-shaped sagittate leaves, 10-15 cm long, 5-8 cm wide, venation obvious; petiole 5.5-37.5 cm long. Inflorescence is an erect spadix, with a peduncle 9-36 cm long, spathe with a purplish-brown or olive green striped tube, 2.9-7.5 cm long, 0.6-4 cm wide, cucullate, tubular, at the top of the spadix is club-shaped and curved. Fruit is a green round berry containing light brown seeds that have distinct longitudinal ridges."," leaves with ovate to arrow-shaped sagittate leaves, 10-15 cm long, 5-8 cm wide, venation obvious; petiole 5.5-37.5 cm long. ",,,,,,,leaf,leaves,checked
Arisarum vulgare subsp. vulgare,"Description: Herbaceous perennial to 0.5 m high, monoecious, with an underground tuber ovoid in shape. Leaves with ovate to arrow-shaped sagittate leaves, 10-15 cm long, 5-8 cm wide, venation obvious; petiole 5.5-37.5 cm long. Inflorescence is an erect spadix, with a peduncle 9-36 cm long, spathe with a purplish-brown or olive green striped tube, 2.9-7.5 cm long, 0.6-4 cm wide, cucullate, tubular, at the top of the spadix is club-shaped and curved. Fruit is a green round berry containing light brown seeds that have distinct longitudinal ridges."," leaves with ovate to arrow-shaped sagittate leaves, 10-15 cm long, 5-8 cm wide, venation obvious; petiole 5.5-37.5 cm long. ",,,,,,,leaf,leaves,checked
Arum italicum,"Description: Perennial herb, deciduous. Leaves with lamina hastate to sagittate, to c. 25 cm long, c. 18 cm wide, deep glossy green, marbled with white; petiole c. 30 cm long. Peduncle much shorter than petioles. Spathe to c. 28 cm long, green below, the limb erect, creamy. Spadix much shorter than the spathe, yellowish; appendix somewhat clavate. Fruit  ovoid, c. 10 mm long, orange-red; in naked cylindrical clusters."," leaves with lamina hastate to sagittate, to circa 25 cm long, circa 18 cm wide, deep glossy green, marbled with white; petiole circa 30 cm long. ",,,,,,,leaf,leaves,checked
Colocasia esculenta,"Description: Robust herb to c. 1 m high; stem a tuberous creeping to decumbent rhizome, usually producing stolons [or tuberous offsets]. Leaves variable in size; lamina cordate, to c. 60 cm long, 30 cm wide, peltate, spreading to hanging,  glaucous; petiole to c. 1 m long. Inflorescence to c. 30 cm long; spathe convolute and green in the lower part, the limb lanceolate, acuminate, not opening wide, yellow. Spadix much shorter than spathe, to c. 12 cm long, highly fragrant; appendix rudimentary to absent, and the male part of spadix  clavate. Berry ellipsoid, 3-5 mm long, red; infructescence protected by lower part of spathe."," leaves variable in size; lamina cordate, to circa 60 cm long, 30 cm wide, peltate, spreading to hanging,  glaucous; petiole to circa 1 m long. ",,,,,,,leaf,leaves,checked
Gymnostachys anceps,"Description: Perennial herb, not or hardly clumped; rhizome creeping. Leaves few, erect, linear, usually 1-1.5 m long, mostly 10-15 mm wide, tough-fibrous, glabrous, strongly veined, channelled, tapering to a point. Main axis of inflorescence 1.5-3 m high, with distant erect distichous flattened bracts subtending spadix clusters. Spadix to c. 12 cm long, c. 7 mm diam., at first with the flowers green and clustered at female anthesis, darkening and becoming separated at male anthesis. Pollen bright yellow. Fruit ovoid, 10-15 mm long, blue-black; infructescence usually few-fruited, not protected."," leaves few, erect, linear, usually 1-1.5 m long, mostly 10-15 mm wide, tough-fibrous, glabrous, strongly veined, channelled, tapering to a point. ",,,,,,,leaf,leaves,checked
Pistia stratiotes,"Description: Lettuce-like, stoloniferous, free-floating, mat-forming, perennial, aquatic herb with leaves in rosettes to c. 30 cm diam.; plants may also be attached to mud. Horizontal runners (stolons) up to 60 cm long produce new plants at their tips; rosette bases with trailing feathery roots to 1 m long hanging below water surface. Leaves overlapping,  spathulate to broad-ovate or fan-shaped, pale green, yellowish green or grey-green, 2-17 cm long, 1.5-8.5 cm wide, spongy, longitudinally ribbed, softly velvety hairy; petiole much shortened and inflated. Inflorescence small, 7-20 mm long, amongst the leaf bases, whitish green. Pistil partly fused to spathe. Male zone a whorl of stamens terminating a short free part of the spadix above a flap of spathe tissue. Berry ovoid to ellipsoid, 5-10 mm long, greenish."," leaves overlapping,  spathulate to widelyovate or fan-shaped, pale green, yellowish green or grey-green, 2-17 cm long, 1.5-8.5 cm wide, spongy, longitudinally ribbed, softly velvety hairy; petiole much shortened and inflated. ",,,,,,,leaf,leaves,checked
Pothos longipes,"Description: Slender perennial climber or hemi-epiphyte, glabrous. Leaves variable in size, glossy green, glabrous; lamina lanceolate to ovate, 1.5-5 cm long, 5-15 mm wide; petiole usually longer than lamina,  oblanceolate, 2-12 cm long, 5-12 mm wide, broadly winged and flattened so that the leaves appear to be constricted in upper part. Inflorescence usually solitary; peduncle to c. 5 cm long. Spathe lanceolate, c. 25 mm long and 5 mm wide, apiculate, usually dark purplish to greenish, wide opening to reflexed. Spadix cylindrical, to c. 6 cm long and 7 mm wide, yellowish, blackening after anthesis; sessile or on a stipe to 3 cm long. Fruit ovoid, 8-13 mm long, red when ripe; infructescence mostly few- to several-fruited, not protected."," leaves variable in size, glossy green, glabrous; lamina lanceolate to ovate, 1.5-5 cm long, 5-15 mm wide; petiole usually longer than lamina,  oblanceolate, 2-12 cm long, 5-12 mm wide, broadly winged and flattened so that the leaves appear to be constricted in upper part. ",,,,,,,leaf,leaves,checked
Typhonium brownii,"Description: Perennial herb, deciduous. Leaves with lamina hastate, deeply 3-lobed to  triangular, to c. 22 cm long, lobes of lamina 1-12 cm wide, glabrous, shining to dull green; petiole to c. 30 cm long. Peduncle slender, mostly below ground. Spathe  globose and c. 4.5 cm diam. in the lower convolute green part; limb opening wide,  ovate, to c. 15 cm long, deep purple. Spadix shorter than the spathe, reaching above two-thirds of the length of the limb, naked for about 3 c. between the sterile and male flowers. Appendix conical, truncate at the base, deep purple-black. Fruit c. 10 mm diam., reddish."," leaves with lamina hastate, deeply 3-lobed to  triangular, to circa 22 cm long ",,,,,,,leaf,leaves,checked
Typhonium eliosurum,"Description: Perennial herb, deciduous. Leaves with lamina hastate, deeply 3-lobed to  triangular, to c. 22 cm long; lobes of lamina 1-12 cm wide, glabrous, shining to dull green; petiole to c. 30 cm long. Spathe ovoid in lower green part; limb ovate to lanceolate, not opening wide, c. 12 cm long, greenish purple. Spadix as long as spathe, with scattered sterile flowers occupying the entire zone between the male and female zones. Appendix slender, not truncate at base, deep purple-black, smelling of faeces. Fruit c. 10 mm diam., reddish."," leaves with lamina hastate, deeply 3-lobed to  triangular, to circa 22 cm long ",,,,,,,leaf,leaves,checked
