taxon_name,original_text,text,absolute_min,min,max,absolute_max,units,checked
Ptilotus exaltatus,"Description: Erect annual or short-lived perennial to 1.5 m high: taproot fleshy and little-branched. Stems villous or glabrescent; hairs simple or verticillate. Basal leaves linear-lanceolate or spathulate, 50â€“200 mm long, 20â€“60 mm wide, glabrous or sometimes with dense verticillate hairs; margins entire and sometimes undulate; apex mucronate, the mucro 1â€“3 mm long. Stem leaves narrowly elliptic to obovate, 5â€“115 mm long, 3â€“40 mm wide, glabrous or sometimes with dense verticillate hairs; bases sessile or subsessile; margins entire and sometimes undulate; apex mucronate to pungent with a fragile mucro 1â€“3 mm long. Spike pink to purple, cylindrical, 20â€“200 mm long, 30â€“50 mm wide, sweetly scented; apex acute. Bracts ovate-lanceolate, 5â€“10.5 mm long; apex mucronate. Bracteoles ovate, 7.5â€“10.5 mm long; apex mucronate. Tepals widely gaping at anthesis, 17â€“22 mm long, straight, purple to pink throughout, outer surface villous with verticillate hairs, underlain by shorter, denser, and more densely branched hairs, the indumentum shorter and sparser along the midline; apex truncate-serrate, glabrous. Fertile stamens 3 or 2; filaments 9â€“17 mm long, unequal in length, anthers pink, 1.2â€“1.7 mm long. Staminodes 2 or 3, obscured by the woolly tepal hairs. Ovary obovoid, pilose or glabrous apically; stipe 1.5 mm long. Style slightly sigmoidal, 13â€“17 mm long.",erect annual or shortlivedperennial to 1.5 m high: taproot fleshy and little-branched.,,,1.5,,m,checked
Ptilotus extenuatus,"Description: Erect perennial with woody rootstock, stems to 30 cm high, becoming decumbent, tomentose, glabrous with age. Leaves linear to ovate to lanceolate, mucronate, to 12 mm long, to 3.5 mm wide, sparsely tomentose. Inflorescence to 12 cm long, terminal. Bracts ovate to circular, apex attenuate, hairy at the base and along the midrib. Perianth segments acute with the very apex truncate, 9.5â€“11 mm long; outer surface hairy on lower two-thirds, apex glabrous, inner surface mostly glabrous. Stamens 3, staminodes 2. Ovary stalked, pubescent, densely so at apex. Apparently rare.","erect perennial with woodyrootstock stems to 30 cm high, becoming decumbent, tomentose, glabrous with age.",,,30,,cm,checked
Ptilotus indivisus,"Description: Straggling perennial with intertwined branches to 40 cm high. Leaves oblanceolate, 1.5â€“2.5 cm long, 3â€“4 mm wide, entire, apex acute, gradually tapering to the base. Inflorescence cylindrical, 2.5 cm long and 1.5 cm diam., terminal, whitish grey with faint purplish tinge. Bracts hairy, ovate, acute. Perianth segments acute, 10â€“12 mm long, with purplish tinge; outer surface hairy with glabrous apex; inner surface woolly on lower third, glabrous above. Stamens 5. Ovary glabrous, shortly stalked.",straggling perennial with intertwined branches to 40 cm high.,,,40,,cm,checked
Ptilotus latifolius,"Description: Hemispherical annual or short-lived perennial to c. 1 m high, stems and leaves hairy when young, glabrescent with age. Leaves cauline, obovate, 1â€“3 cm long, petiolate. Inflorescence globose or ovoid, 1â€“2 cm diam., white, either axillary and sessile or terminal and pedunculate. Bracts obtuse, mucronate or entire, hairy at the base. Perianth segments 4â€“6 mm long, acute, spathulate, outer surface woolly-hairy except for the glabrous apices, inner surface glabrous. Stamens 5. Ovary sessile, wrinkled, laterally compressed.",hemispherical annual or shortlivedperennial to circa 1 m high,,,1,,m,checked
Ptilotus leucocoma,"Description: Spreading perennial herb to c. 30 cm high, with a woody rootstock. Leaves cauline, linear-lanceolate, 1â€“3 cm long. Inflorescence cylindrical, 2â€“2.5 cm long, to 1 cm diam. Bracts obtuse or truncate, occasionally the midvein excurrent, glabrous. Perianth segments 5â€“6 mm long, outer surface pubescent except for the truncate apices, inner surface woolly at the base, glabrous above. Stamens 5. Ovary stalked, glabrous.",spreading perennial herb to circa 30 cm high,,,30,,cm,checked
Ptilotus macrocephalus,"Description: Perennial to 50 cm high, glabrous or slightly hairy, with a woody rootstock. Leaves linear to narrow-lanceolate, to 5 cm long, c. 3 mm wide, apex mucronate, margins undulate. Inflorescence oblong to cylindrical, 5â€“12 cm long, 4.5â€“6 cm diam., terminal, yellowish green. Bracts glabrous, shining, elliptic, acute to acuminate, mucronate or entire. Perianth segments 25â€“30 mm long; outer surface long-hairy with glabrous apex; inner surface glabrous. Stamens 4, staminodes 1. Ovary sparsely pubescent; style with scattered long hairs mostly on one side for at least half its length.",perennial to 50 cm high,,,50,,cm,checked
Ptilotus modestus,"Description: Erect annual herbs to 25 cm high. Stems glabrescent with sparse crisped, nodose hairs. Basal leaves sessile or subsessile, oblanceolate, 5â€“30 mm llong, 3â€“6 mm wide, glabrous or glabrescent, often withered the time of flowering. Stem leaves sessile or subsessile, linear to narrowly oblanceolate, 5â€“25 mm long, 1â€“4 mm wide, mucronate, glabrous or glabrescent, with sparse nodose hairs. Spike green, ovoid to hemispherical, rarely cylindrical, 12â€“24 mm long, 15â€“20 mm wide. Bracts broadly ovate, 3â€“4 mm long, apex shortly mucronate. Bracteoles broadly obovate, 3.6â€“5 mm long, apex shortly mucronate. Tepals 6â€“8.8 mm long, overlapping at anthesis for most of length to form a tube, spreading slightly towards the apex, green along midline section becoming whitish-opaque with slightly reddish tinge along the margins; outer surface with short hairs up to 0.4 mm long restricted to midline, denser, longer and silkier towards the base; inner surface with tufts of hairs on the margins; apex acute, slightly in-rolled, glabrous, sometimes reddish. Fertile stamens 3, rarely 4; filaments unequal, 4.5â€“5.8 mm long; anthers cream to pink, 0.4â€“0.6 mm long, Staminodes 2, rarely 1. Ovary obovoid, sparsely hairy apically, shortly stalked. Style curved, 4.5â€“5.5 mm long.",erect annual herbs to 25 cm high.,,,25,,cm,checked
Ptilotus nobilis,"Description: Erect taprooted perennial to 1 m high, glabrous except for young shoots and axils. Basal leaves lanceolate or spathulate, 5â€“15 cm long, 1â€“3.5 cm wide, glabrous. Cauline leaves spathulate to oblong-lanceolate, to 13 cm long, to 6 cm wide. Inflorescence oblong to cylindrical, 5â€“20 cm long, 4â€“5 cm diam., purple pink or creamy-white to greenish-white. Bracts hairy, ovate to lanceolate, apex often glabrous, acuminate to mucronate; bracteoles similar to bracts. Perianth segments 20â€“25 mm long; outer surface hairy with woolly hairs mixed with longer straight hairs, apex glabrous and truncate; inner surface glabrous except for some long hairs at base. Stamens 3 or 4, staminodes 2 or 1. Ovary glabrous or with scattered hairs near the top, shortly stalked; style glabrous.",erect taprooted perennial to 1 m high glabrous except for young shoots and axils.,,,1,,m,checked
Ptilotus obovatus,"Description: Small perennial shrub to 1 m high; stems and foliage white-tomentose with simple and stellate hairs. Leaves obovate to lanceolate or elliptic, elliptic, 1â€“4 cm long, 5â€“20 mm wide, apex either notched and/or mucronate or obtuse; petiolate. Inflorescence globose to short-cylindrical, 1â€“3 cm long, < 1.5 cm diam., terminal, pink to grey. Bracts ovate, ± hairy, especially towards the base, acuminate to mucronate. Perianth segments 7â€“10 mm long, truncate, toothed at apex; outer surface hairy with long white hairs, apex glabrous; inner surface glabrous. Stamens 3 or 4, staminodes 2 or 1. Ovary shortly stalked, sparsely hairy at summit.",small perennial shrub to 1 m high;,,,1,,m,checked
Ptilotus polystachyus,"Description: Perennial herb to 1 m high, stems simple to much branched, shortly hairy at first, becoming glabrous. Leaves linear or lanceolate, to 10 cm long, 3â€“6 mm wide, margins undulate. Inflorescence cylindrical, 4â€“15 cm long, 2.5â€“3 cm diam., terminal, yellowish green. Bracts broad-ovate, obtuse or shortly mucronate, glabrous, shining. Perianth segments acute, 12â€“16 mm long; outer surface hairy, glabrous towards apex; inner surface glabrous. Stamens 3 or 4, staminodes 2 or 1. Ovary glabrous, subsessile.",perennial herb to 1 m high stems simple to much branched,,,1,,m,checked
Ptilotus remotiflorus,"Description: Hemispherical divaricate perennial shrub to c. 1 m high, stems pubescent when young, striate, rigid. Leaves cauline, sometimes clustered, lanceolate, to c. 6 mm long. Inflorescence globose or ovoid, 1.5â€“2 cm diam., pink. Bracts obtuse, apiculate, glabrous. Perianth segments 9â€“11 mm long, acute; outer surface hairy along the darker central area in the lower two-thirds, glabrous above; inner surface woolly at the base, glabrous above. Stamens 2, staminodes 3. Ovary ± sessile, glabrous, laterally compressed.",hemispherical divaricate perennial shrub to circa 1 m high,,,1,,m,checked
Ptilotus seminudus,"Description: Perennial herb to c. 30 cm high; stems hairy, especially when young. Leaves both as a basal rosette and cauline, 2â€“5 cm long, slightly hairy when young. Inflorescence globose or ovoid, c. 3 cm diam., greenish. Bracts acute, hairy. Perianth segments acute, 12â€“15 mm long, glabrous at the base, long-hairy above, inner surface mostly glabrous with some woolly hairs at the base. Stamens 2, staminodes 3. Ovary sessile, sparsely pubescent at top.",perennial herb to circa 30 cm high;,,,30,,cm,checked
Ptilotus sessilifolius,"Description: Hemispherical shrubby perennial to 1 m high, stems densely tomentose. Leaves obovate, 1â€“5 cm long, to 4 cm wide, acute to obtuse, basal leaves petiolate, cauline leaves only slightly petiolate. Spikes globose, sometimes ovoid, to c. 3 cm diam., pinkish. Bracts obtuse, mucronate or entire, woolly-hairy along the darker midrib. Perianth segments acute with the apex truncate, 10â€“13 mm long, outer surface hirsute, inner surface woolly at the base, pubescent above. Stamens 3, staminodes 2. Ovary glabrous, stipitate.",hemispherical shrubby perennial to 1 m high stems densely tomentose.,,,1,,m,checked
Pultenaea aculeata,"Description: Erect to procumbent shrub to 4 m; branchlets spreading-pubescent. Leaves alternate, linear, crowded on upper parts of branches, apex prominently aristate, margins tightly inrolled, adaxial surface enclosed, so appearing terete with a groove on the upper surface, 3.6â€“14 mm long, 0.4â€“0.8 mm wide, surfaces discolorous, lower surface darker than upper; stipules 2â€“3 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers 8â€“9 mm long, pedicels 0.5â€“1.5 mm long; bracteoles c. 3 mm long, lacking stipules, narrow-ovate, aristate, sparsely appressed hairy, attached near base of calyx tube. Calyx 4â€“5 mm long; lobes acuminate. Ovary glabrous except at base of style. Pod 5â€“6 mm long, turgid.",erect to procumbent shrub to 4 m;,,,4,,m,checked
Pultenaea furcata,"Description: Erect Shrub to 2.5 m; branchlets glabrous. Leaves alternate, linear, with abaxial surface cells each bearing a low triangular mamilla, 7.3â€“18.7 mm long, 0.4â€“1.0 mm wide, apex acuminate, margins involute, surfaces glaucous above, dull mid-green below, stipules c. 6.5 mm long. Inflorescence terminating leafy shoots, dense, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 12 mm long; pedicels c. 1 mm long; bracteoles c. 5 mm long, lacking stipules, narrow-ovate to ovate, acuminate, villose, attached at lower part of calyx tube. Calyx c. 6 mm long; lobes acuminate. Ovary glabrous. Pods not seen.",erect shrub to 2.5 m;,,,2.5,,m,checked
Pultenaea mucronata,"Description: Shrub to 1.2 m Leaves narrowly lanceolate, canaiculate, margins recurved. Clustered in deanse heads; bracts densely hairy.","shrub to 1.2 m leaves narrowly lanceolate, canaiculate,",,,1.2,,m,checked
Pultenaea mutabilis,"Description: Erect shrub to 4 m; branchlets with loosely appressed hairs. Leaves alternate, linear or oblanceolate, 6.1â€“21.7 mm long, 0.4â€“1.0 or 1.2â€“3.1 mm wide, apex acuminate, margins not inrolled, nearly flat, or strongly inrolled, almost terete, surfaces weakly discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules 1.5â€“2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, appressed hairy, attached near base of calyx tube. Calyx c. 6 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid.",erect shrub to 4 m;,,,4,,m,checked
Pultenaea mutabilis var. angusta,"Description: Erect shrub to 4 m; branchlets glabrous with loosely appressed hairs. Leaves alternate, oblanceolate, 6.1â€“18.3 mm long, 0.4â€“1.0 mm wide, apex acuminate, margins inrolled and channelled but dorsal surface visible, surfaces discolorous, lower surface bright green, darker than slightly glaucous-green upper surface; stipules c. 2.2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 1.5 mm long, lacking stipules, narrow-ovate to ovate, acuminate, sparesely appressed hairy, attached near base of calyx tube. Calyx c. 4.5 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid.",erect shrub to 4 m;,,,4,,m,checked
Pultenaea mutabilis var. mutabilis,"Description: Erect shrub to 4 m; branchlets glabrous with loosely appressed hairs. Leaves alternate, oblanceolate, 9.8â€“21.7 mm long, 1.3â€“3.1 mm wide, apex acuminate, margins not inrolled, nearly flat, surfaces weakly discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, appressed hairy, attached near base of calyx tube. Calyx c. 6 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid.",erect shrub to 4 m;,,,4,,m,checked
Pultenaea percussa,"Description: Erect shrub to 0.6 m; branchlets with long, spreading hairs. Leaves alternate, clavate, 2.3â€“3.9 mm long, 0.7â€“1.0 mm wide, apex rounded, margins tightly inrolled, surfaces discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 1.5 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves and stipules similar; bracts absent. Flowers c. 6 mm long, pedicels to 1 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, ciliate, attached near base of calyx tube. Calyx c. 4 mm long; lobes acute. Ovary not seen. Pods not seen.",erect shrub to 0.6 m;,,,0.6,,m,checked
