source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Livistona australis,"Description: Tree with solitary stem up to 30 m high (occasionally more), up to 50 cm diam., marked with annular scars and furrows. Leaves 3-4.5 m long, fairly stiff, bright green, shiny, in terminal crown; lamina circular, c. 2 m diam., thin textured, divided into c. 70 divided segments; petiole 1.5-2.5 m long, c. 6 cm across tapering to c. 2 cm at apex, erect or decurved, margins with recurved spines mostly towards the base. Panicle c. 1 m long, arising amongst the leaves; spathes several, 15-25 cm long; flowers 3-5 mm diam., cream-white; stamens 6; ovary 3-lobed. Fruit globose, 1-1.5 cm diam., red turning black, 1-seeded."," fruit globose, 1-1.5 cm diam., red turning black, 1-seeded.",fruit,,1,1.5,,cm,,1,1.5,,cm,checked
missed_pn,Mandevilla laxa,"Description: Woody climber, older stems with many prominent lenticels. Leaves ovate, 5-18 cm long, 1.5-5 cm wide, apex acuminate, base cordate, finely reticulate, lower surface pale green and glaucous, almost glabrous with numerous hairy domatia and with 3-6 small raised glands at the base of the midvein on the upper surface; petiole 2.5-3.5 cm long, reddish, slender. Flowers 4-7 cm diam.; white or pale pink. Calyx c. 10 mm long. Corolla tube 25-35 mm long. Anthers 10 mm long. Follicles cylindrical, 25-40 cm long, curved and cohering at the tips."," follicles cylindrical, 25-40 cm long, curved and cohering at the tips.",follicle,,25,40,,cm,,,,,,checked
missed_pn,Mangifera indica,"Description: Tree to 25 m high with a dense rounded crown, branchlets glabrescent. Leaves oblong-elliptic to oblong-lanceolate, mostly 10-30 cm long, 2-7 cm wide, apex acuminate to obtuse, base acute, margins entire and Ã‚Â± undulate, glabrous, Ã‚Â± leathery, secondary veins 15-25 pairs; petiole 2-6 cm long. Panicles mostly 10-25 cm long, tomentose; bracts 2-4.5 mm long; pedicels 1-1.5 mm long. Flowers c. 3 mm long. Drupe obliquely ovoid, mostly 10-15 cm long, yellow to reddish."," drupe obliquely ovoid, mostly 10-15 cm long, yellow to reddish.",drupe,,10,15,,cm,,,,,,checked
missed_pn,Margyricarpus pinnatus,"Description: Semi-prostrate shrub, 30 cm high, stems slender with rough texture due to persistant leaf bases. Alternate, imparipinnate with 5-7 leaflets, leaves 5-10 mm long. Axillary, mainly 2 prominent stamens with a central mass of translucent hairs. White fleshy fruit, 5-10 mm long, with a green tuft at the distal end."," white fleshy fruit, 5-10 mm long, with a green tuft at the distal end.",fruit,,5,10,,mm,,,,,,checked
missed_pn,Marsdenia flavescens,"Description: Thin-stemmed twiner to 5 m high, stems pubescent, latex milky slightly yellowish. Leaves with lamina oblong or narrow-oblong, 3-12 cm long, 1.5-4.5 cm wide, apex and base shortly narrowed, lower surface softly and densely pubescent, pale yellowish green, veins obscure; petiole 5-12 mm long. Inflorescences open lateral panicles shorter than the leaves, bearing 2-6 umbels; peduncles and pedicels slender, pubescent. Flowers c. 3 mm diam., pale yellow. Corolla rotate; lobes spreading, ovate; tube 1-1.5 mm long, obtuse, glabrous. Corona segments short and broad, with 2 auricles at base. Style head short, obtuse. Follicles narrow, fusiform, 4-6 cm long, 4-8 mm diam."," follicles narrow, fusiform, 4-6 cm long, 4-8 mm diam.",follicle,,4,6,,cm,,4,8,,mm,checked
missed_pn,Marsdenia fraseri,"Description: Slender twiner, latex milky, stems glabrous. Leaves with lamina lanceolate to oblong-lanceolate, 2-7 cm long, 6-25 mm wide, apex gradually acute or acuminate or obtuse, base rounded, margins recurved; petiole 4-12 mm long, glabrous, lateral veins faint. Peduncle and pedicels sparsely hairy. Flowers 5-8 mm diam., white to yellowish outside. Corolla lobes spreading, red inside, ovate, 2-3 mm long, longer than tube, glabrous; tube 2-2.5 mm long, throat with a ring of hairs. Free part of corona segments shorter than anthers. Style head short, conical or umbonate, exserted a little above anthers. Follicles compressed, broad, ± circular in outline, c. 3-3.5 cm across."," follicles compressed, broad, ± circular in outline,   3-3.5 cm across.",follicle,,,,,,,3,3.5,,cm,checked
missed_pn,Marsdenia hemiptera,"Description: Climber with twining stems to 4 m high, latex watery, stems softly pubescent to hirsute, with rusty to fawn hairs, young shoots and leaf buds furry. Leaves with lamina ovate or oblong-ovate, 7-18 cm long, 4-10 cm wide, apex acuminate or mucronate to a fine point, base strongly cordate, soft, rather thin, lower surface softly pubescent with rusty to fawn hairs; lamina glands 5-17; petiole 10-35 mm long, hirsute. Flowers deep purple, 20-25 mm diam., rachis 2-15 cm long, thick, ridged. Calyx c. 4 mm long. Corolla tube much shorter than lobes, lobes narrow, c. 10 mm long. Follicles slender, 10-12 cm long, glabrous."," follicles slender, 10-12 cm long, glabrous.",follicle,,10,12,,cm,,,,,,checked
missed_pn,Marsdenia liisae,"Description: Climber to 5 m high, latex copious, milky. Leaves with lamina oblong-ovate to oblong or Ã‚Â± triangular, 4-16 cm long, 2-8 cm wide, soft, glabrous, apex acuminate to a fine point, base cordate or rounded; petiole 1.5-5 cm long. Flowers 20-40 mm diam., whitish or pale yellow. Corolla rotate; lobes 9-17 mm long, narrow, slightly twisted, hairy at base inside; tube short and broad. Corona segments with free upper part narrow, incurved, slightly shorter than anthers, fused lower part with a hood-shaped wing. Style head conical, 2-fid, much longer than stamens. Follicles fusiform, turgid, 10-13 cm long, 2-2.5 cm diam."," follicles fusiform, turgid, 10-13 cm long, 2-2.5 cm diam.",follicle,,10,13,,cm,,2,2.5,,cm,checked
missed_pn,Marsdenia lloydii,"Description: Climber with twining stems, latex milky, stems quickly developing a white fissured corky covering. Leaves oblong to oblong-ovate, 5-11 cm long, 2-5 cm wide; upper surface dark green, glabrous or with scattered hairs, venations obscure; lower surface pale white-green, glabrous or with scattered hairs, venation prominent, apex mucronate or short-acuminate, base mostly broad and cordate, petiole 1.5-3 cm long. Flowers 3-4 mm diam., white. Corolla with throat densely bearded, long hairs obscuring column; corolla lobes 2-3 mm long, reflexed, bearded near base. Corona segments short, basal part without wings or lobes, free upper part thin, broad, obtuse. Style head broad, shortly umbonate, covered by long anther appendages. Follicles ovoid, turgid, c. 6 cm long, c. 3-3.5 mm diam."," follicles ovoid, turgid,   6 cm long,   3-3.5 mm diam.",follicle,,,6,,cm,,3,3.5,,mm,checked
missed_pn,Marsdenia pleiadenia,"Description: Scrambling woody climber with twining stems, sometimes shrubby; stems and leaves pubescent. Leaves with lamina ovate to oblong-ovate or elliptic, 2.5-10 cm long, 1.5-5 cm wide, apex shortly acute or acuminate, base rounded to broad-cuneate, thin, soft; secondary veins prominent on lower surface and with small domatia at junctions with midvein; 5-9 raised glands at base of lamina; petiole 6-25 mm long. Umbels 8-25-flowered; pedicels 3-7 mm long, pubescent. Flowers 4-5 mm diam., pale yellow. Calyx 1.5-2 mm long, finely pubescent. Corolla white; lobes 2-3 mm long; tube c. 3 mm long, finely pubescent inside. Corona absent. Follicles terete, slender, 5-6 cm long, green."," follicles terete, slender, 5-6 cm long, green.",follicle,,5,6,,cm,,,,,,checked
missed_pn,Marsdenia rostrata,"Description: Climber to c. 10 m high, latex copious, milky. Leaves with lamina oblong-elliptic to broad-ovate, sometimes Ã‚Â± circular, 1.2-3 times as long as broad, 4-13 cm long, 2-7 cm wide, apex mostly abruptly narrowed to a short or long obtuse point, base rounded or slightly cordate, glabrous, margins flat; larger net veins distinct on lower surface; petiole 10-40 mm long. Flowers 7-12 mm diam., pale yellow. Corolla lobes spreading, oblong-obtuse, hairy inside to middle or above, 3-6 mm long; tube c. 2 mm long. Style head narrow-conical, 2-fid, much longer than anthers. Free part of corona segments erect, incurved, nearly as long as the anthers; wings and auricles absent. Follicles turgid, ovoid, obtuse or with a short point, 5-7 cm long, 2-4 cm diam."," follicles turgid, ovoid, obtuse or with a short point, 5-7 cm long, 2-4 cm diam.",follicle,,5,7,,cm,,2,4,,cm,checked
missed_pn,Marsdenia suaveolens,"Description: Small erect shrub or slender climber, latex milky, stems shortly hairy. Leaves with lamina lanceolate to oblong-lanceolate, 2-7 cm long, 6-25 mm wide, apex gradually acute or acuminate or obtuse, base rounded, margins recurved; petiole 1-3.5 mm long, finely hairy. Umbels compact, peduncle and pedicels hairy. Flowers 4-5 mm diam., creamy. Corolla lobes slightly spreading, 2-2.5 mm long; tube 3-4 mm long, hairy inside to middle or higher. Free part of corona segments as long as or exceeding anthers. Style head short, covered by appressed anther appendages. Follicles narrow, acuminate, 5-10 cm long, 0.8-1.4 cm diam."," follicles narrow, acuminate, 5-10 cm long, 0.8-1.4 cm diam.",follicle,,5,10,,cm,,0.8,1.4,,cm,checked
missed_pn,Melodinus acutiflorus,"Description: Tall climber, branchlets pubescent. Leaves lanceolate to Ã‚Â± oblong-elliptic or elliptic, mostly 4-10 cm long, 15-30 mm wide, apex shortly acute or acuminate, lower surface finely and softly pubescent; petiole c. 5 mm long. Flowers scented, mostly 3 or 5 on each axillary peduncle. Calyx lobes narrow, acute, c. 3 mm long, pubescent. Corolla white or creamy; lobes linear, 6-7 mm long, acute; scales absent at throat. Berry globose, 3-4 cm diam., red to purplish."," berry globose, 3-4 cm diam., red to purplish.",berry,,3,4,,cm,,3,4,,cm,checked
missed_pn,Melodinus australis,"Description: Woody climber with twining stems, sometimes tall, branchlets glabrous. Leaves oblong-lanceolate to narrow-elliptic, 4-10 cm long, 10-35 mm wide, apex bluntly acute or acuminate, margins sometimes undulate, glabrous; petiole 4-8 mm long. Flowers mostly 5-13 on each axillary peduncle. Calyx lobes ovate, ciliate, 1-1.5 mm long. Corolla orange-yellow or white; lobes broad, 2-3 mm long, obtuse; scales sometimes present at throat. Berry ovoid to ellipsoid, mostly 4-5 cm long, 1.5-3 cm diam., orange to red."," berry ovoid to ellipsoid, mostly 4-5 cm long, 1.5-3 cm diam., orange to red.",berry,,4,5,,cm,,1.5,3,,cm,checked
missed_pn,Mesembryanthemum aitonis,"Description: Low shrub with branches tinged with red, stems erect or trailing. Leaves on non-flowering parts of stem ovate or spathulate, 10-40 mm long, 5-30 mm wide, acute or obtuse, red or green, reflexed, the adaxial surface concave; petiole wide, base partly ensheathing stem. Flowers 10-15 mm diam. Perianth lobes c. 6-8 mm long, awnless or with an apical awn 2-3 mm long. Petaloid staminodes 10-15 mm long, c. 0.5 mm wide, white. Stamens much shorter than the staminodes. Ovary distinctly 5-lobed. Fruit oblong, 5-7 mm long, 4-6 mm wide; perianth lobes sharply reflexed at maturity."," fruit oblong, 5-7 mm long, 4-6 mm wide;",fruit,,5,7,,mm,,4,6,,mm,checked
missed_pn,Mesembryanthemum crystallinum,"Description: A robust herb or soft spreading shrub to 1 m wide; basal rosette often present. Leaves ovate or spathulate, to 15 cm long, to 10 cm wide, acute or obtuse, occasionally tinged with red, petiole base partly ensheathing stem. Flowers 10-15 mm diam. Perianth lobes c. 10 mm long, 10 mm wide, with a rigid point. Petaloid staminodes 12-15 mm long, fused for about two-thirds their length, white with red to pale pink apices. Stamens much shorter than the staminodes. Ovary 5-ridged on top. Fruit broad-oblong, 6-11 mm long, 5-8 mm wide, perianth lobes sharply reflexed at maturity."," fruit broad-oblong, 6-11 mm long, 5-8 mm wide, perianth lobes sharply reflexed at maturity.",fruit,,6,11,,mm,,5,8,,mm,checked
missed_pn,Mesembryanthemum nodiflorum,"Description: Mostly prostrate annual herb with stems to 20 cm long, densely papillose, often red-tinged. Leaves semiterete, to 25 mm long, 1-2 mm wide, sessile, flat on adaxial surface, sparsely villous, covered with glistening hairs. Flowers 3-6 mm diam. Perianth lobes semiterete, 7-10 mm long, dorsal horn 1-3 mm long. Petaloid staminodes 4-5 mm long, c. 0.5 mm wide, fused for half their length, white. Stamens usually c. 12-20, slightly shorter than staminodes. Ovary faintly ribbed. Fruit oblong, 4-8 mm long, 3-4 mm wide; the perianth lobes not reflexed at maturity."," fruit oblong, 4-8 mm long, 3-4 mm wide;",fruit,,4,8,,mm,,3,4,,mm,checked
missed_pn,Muscari armeniacum,"Description: Erect herb to 45 cm high; bulb 15-30 mm diam. Leaves 3-8, to 40 cm long, 2-10 mm wide, narrowly channelled. Scape to 40 cm long; flowers crowded, scented. Fertile flowers with pedicels 2-5 mm long; perianth broad-urceolate, dark blue with paler or white lobes, 4-6 mm long. Sterile flowers with pedicels 1-2 mm long; perianth obovoid, deep blue, 2-4 mm long. Staminal filaments 0.75-1 mm long Capsule 7-9 mm long, broad-obovoid.","capsule 7-9 mm long, broad-obovoid.",capsule,,7,9,,mm,,,,,,checked
missed_pn,Narcissus pseudonarcissus,"Description: Clump-forming herb; bulb 1.5-4 cm diam. Leaves several, flat, 15-50 cm long, 5-20 mm wide, glabrous, ± glaucous. inflorescence of a single flower; scape 20-50 cm long, compressed with 2 prominent edges; 1-flowered; pedicel to 4.5 cm long, sheathed by scarious spathe 2.5-5.5 cm long; flower usually oblique. Perianth yellow; tube conical, 1.5-3 cm long; lobes ovate, 2-4 cm long, spreading; corona tubular or trumpet-shaped, 2-4.5 cm long, margin recurved, irregularly crenate-undulate, usually darker yellow than perianth lobes. Stamens ± equal, included in corona; anthers 9-11 mm long. Capsule obovoid to ± globose, 10-25 mm long."," capsule obovoid to ± globose, 10-25 mm long.",capsule,,10,25,,mm,,10,25,,mm,checked
missed_pn,Neisosperma poweri,"Description: Glabrous shrub or tree to 9 m high, with milky latex; terminal buds enclosed in a firm yellow gum. Leaves oblanceolate to obovate or elliptic, 6-14 cm long, 2-5 cm wide, apex mucronate or short-acuminate, gradually tapered to base, upper surface dark green and glossy, lower surface paler green; venation more prominent on upper surface, secondary veins 12-18 pairs, intramarginal vein present; petiole 2-10 mm long. Flowers white, scented. Corolla tube c. 7 mm long, lobes c. 5 mm long. Drupes ellipsoid to ovoid, 2.5-4 cm long, 12-16 mm diam., bright red, glossy, apex pointed; endocarp thick, hard, nearly smooth; seed 1."," drupes ellipsoid to ovoid, 2.5-4 cm long, 12-16 mm diam., bright red, glossy, apex pointed; endocarp thick, hard, nearly smooth;",drupe,,2.5,4,,cm,,12,16,,mm,checked
missed_pn,Nothoscordum gracile,"Description: Erect herb, 45-105 cm high; bulb 15-20 mm diam.; bulblets numerous. Leaves 2-10, 19-23 cm long, 2-9 mm wide, with 17-20 longitudinal veins, sheathing for less than a tenth of scape. Umbel loose, few-many-flowered; scape 40-100 cm long; pedicels 21-45 mm long; spathe distinctly 2-lobed, overlapping at base, with pale red/brown markings, persistent, less than half as long as pedicel. Flowers fragrant. Perianth narrow-conical; tepals 8-12 mm long, acute, white with pale green to brown markings along midvein. Stamens included; filaments 7-8 mm long. Capsule 7-8 mm long.", capsule 7-8 mm long.,capsule,,7,8,,mm,,,,,,checked
