taxon_name,genus,family,life_history_scored,scoring,source,citation,notes,citation2,ABRS_2022,ATRP_2020,NHNSW_2022,NTH_2022,RBGV_2022,SAH_2022,WAH_2022_1,WAH_2022_2
Micromyrtus sessilis,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Micromyrtus stenocalyx,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus striata,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Micromyrtus sulphurea,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus triptycha,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus triptycha subsp. Ironcap (N.Gibson & K.Brown 3082),Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus triptycha subsp. Maya (B.L.Rye & M.E.Trudgen 239104),Micromyrtus,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Micromyrtus trudgenii,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus uniovulum,Micromyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Micromyrtus vernicosa,Micromyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Mitrantia bilocularis,Mitrantia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Myrtus communis,Myrtus,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Neofabricia mjoebergii,Neofabricia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Neofabricia myrtifolia,Neofabricia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Neofabricia sericisepala,Neofabricia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Ochrosperma adpressum,Ochrosperma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Ochrosperma citriodorum,Ochrosperma,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Ochrosperma lineare,Ochrosperma,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Ochrosperma obovatum,Ochrosperma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Ochrosperma oligomerum,Ochrosperma,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Ochrosperma sulcatum,Ochrosperma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,
Osbornia octodonta,Osbornia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,perennial
Oxymyrrhine cordata,Oxymyrrhine,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Oxymyrrhine coronata,Oxymyrrhine,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Oxymyrrhine gracilis,Oxymyrrhine,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Oxymyrrhine plicata,Oxymyrrhine,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Paragonis grandiflora,Paragonis,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma crassipes,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma ellipticum,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma ellipticum var. ellipticum,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma ellipticum var. floridum,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma megaphyllum,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pericalymma spongiocaule,Pericalymma,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Petraeomyrtus punicea,Petraeomyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,
Phymatocarpus interioris,Phymatocarpus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Phymatocarpus maxwellii,Phymatocarpus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Phymatocarpus porphyrocephalus,Phymatocarpus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus aurantiacus,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus bellus,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus filifolius,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus limacis,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus peduncularis,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus peduncularis subsp. peduncularis,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus peduncularis subsp. pilifer,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus rubrinitidus,Pileanthus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Pileanthus septentrionalis,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pileanthus vernicosus,Pileanthus,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pilidiostigma glabrum,Pilidiostigma,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pilidiostigma papuanum,Pilidiostigma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Pilidiostigma rhytispermum,Pilidiostigma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Pilidiostigma sessile,Pilidiostigma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Pilidiostigma tetramerum,Pilidiostigma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Pilidiostigma tropicum,Pilidiostigma,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Psidium cattleyanum,Psidium,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Psidium cattleyanum var. cattleyanum,Psidium,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Psidium cattleyanum var. littorale,Psidium,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Psidium guajava,Psidium,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Psidium guineense,Psidium,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Regelia ciliata,Regelia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Regelia cymbifolia,Regelia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Regelia inops,Regelia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Regelia megacephala,Regelia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Regelia velutina,Regelia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rhodamnia acuminata,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia angustifolia,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia arenaria,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia argentea,Rhodamnia,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Rhodamnia australis,Rhodamnia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,
Rhodamnia blairiana,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia costata,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia dumicola,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia fordii,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia glabrescens,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia hylandii,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia longisepala,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia maideniana,Rhodamnia,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Rhodamnia pauciovulata,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia rubescens,Rhodamnia,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Rhodamnia sessiliflora,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia sharpeana,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia spongiosa,Rhodamnia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodamnia whiteana,Rhodamnia,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Rhodomyrtus canescens,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus effusa,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus macrocarpa,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus pervagata,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus psidioides,Rhodomyrtus,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Rhodomyrtus sericea,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus trineura,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus trineura subsp. capensis,Rhodomyrtus,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Rhodomyrtus trineura subsp. trineura,Rhodomyrtus,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia affinis,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia carnosa,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia communis,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia crassifolia,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia dimorphandra,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia ericaea,Rinzia,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia ericaea subsp. ericaea,Rinzia,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia ericaea subsp. insularis,Rinzia,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia fimbriolata,Rinzia,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia fumana,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia longifolia,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia medifila,Rinzia,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rinzia morrisonii,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia oxycoccoides,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia polystemona,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,perennial
Rinzia rubra,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia schollerifolia,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia sessilis,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia torquata,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Rinzia triplex,Rinzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Ristantia gouldii,Ristantia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Ristantia pachysperma,Ristantia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Ristantia waterhousei,Ristantia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Sannantha angusta,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Sannantha bidwillii,Sannantha,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Sannantha brachypoda,Sannantha,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Sannantha collina,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Sannantha crassa,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Sannantha crenulata,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Sannantha cunninghamii,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Sannantha papillosa,Sannantha,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Sannantha pluriflora,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,
Sannantha similis,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Sannantha tozerensis,Sannantha,Myrtaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Sannantha whitei,Sannantha,Myrtaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Scholtzia capitata,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia ciliata,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia drummondii,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia eatoniana,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia involucrata,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia laxiflora,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia obovata,Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia oligandra,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia parviflora,Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Ajana (T.A.Halliday 137),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Ajana East Road (M.E.Trudgen 21734 A),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Bickley (W.H.Loaring s.n. PERTH 06165184),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Billeranga Hills (B.J.Conn 2159),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Binnu-Yuna (M.E.Trudgen 12016),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Binnu (M.E.Trudgen 2218),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Binnu East Road (M.E.Trudgen 12013),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Bungabandi Creek (M.Quicke EURA 48),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Burma Road (A.C.Burns 138),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Coomberdale (M.E. & M.E.Trudgen MET 1724),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Dongara (R.Hart 8401),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Duck Pool (M.E.Trudgen MET 5427),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. East Yuna (A.C.Burns 6),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Eneabba (S.Maley 8),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Eradu (R.D.Royce 8016),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Eurardy (J.S.Beard 6886),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Folly Hill (M.E.Trudgen 12097),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Galena (W.E.Blackall 4728),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Geraldton (F.Lullfitz L 3216),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Gunyidi (J.D.Briggs 1721),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Jurien (R.J.Cranfield & P.Spencer RJC 8443),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Kalbarri (N.Hoyle 623),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Kojarena (A.M.Ashby 1904),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Lancelin (M.E.Trudgen 1516),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Murchison (M.E.Trudgen 1685),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Murchison River (A.S.George 7908),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Nolba (E.Place s.n. Jan. 1964),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Northampton (A.Strid 20174),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Prowaka Springs (R.J.Cranfield & P.Spencer RJC 8083),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Red Bluff (A.Gunness 2373),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Ross Graham Lookout (S.Maley 6),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Shark Bay (M.E.Trudgen 7429),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Valentine Road (S.Patrick 2142),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Scholtzia sp. Walebing (S.McNee 4),Scholtzia,Myrtaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Scholtzia sp. Whelarra (M.E.Trudgen 12018),Scholtzia,Myrtaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
