taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Goodenia integerrima,seed_length,minimum,1.5,mm,good,,,Goodenia integerrima,1541,"decumbent to ascending herb, to circa 9 cm long, glabrous; stock perennial.","cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen.","seeds orbicular, circa 1.5 mm diam., dark greyish brown, reticulate; wing circa 0.3 mm wide.","Decumbent to ascending herb, to c. 9 cm long, glabrous; stock perennial. Cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen. Flowers in subumbels to c. 8 cm long; bracts leaf-like; pedicel c. 5 mm long, articulate; bracteoles absent. Sepals narrowly deltoid, c. 3 mm long. Corolla c. 7 mm long, hairy inside in throat, without enations, auriculate; abaxial lobes c. 2 mm long; wings c. 1 mm wide, narrower on adaxial lobe above auricle. Indusium broadly oblong, 0.8 mm long. Ovules 6-8. Fruit globular, c. 2.5 mm diam. Seeds orbicular, c. 1.5 mm diam., dark greyish brown, reticulate; wing c. 0.3 mm wide."
Goodenia integerrima,seed_width,minimum,1.5,mm,good,,,Goodenia integerrima,1541,"decumbent to ascending herb, to circa 9 cm long, glabrous; stock perennial.","cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen.","seeds orbicular, circa 1.5 mm diam., dark greyish brown, reticulate; wing circa 0.3 mm wide.","Decumbent to ascending herb, to c. 9 cm long, glabrous; stock perennial. Cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen. Flowers in subumbels to c. 8 cm long; bracts leaf-like; pedicel c. 5 mm long, articulate; bracteoles absent. Sepals narrowly deltoid, c. 3 mm long. Corolla c. 7 mm long, hairy inside in throat, without enations, auriculate; abaxial lobes c. 2 mm long; wings c. 1 mm wide, narrower on adaxial lobe above auricle. Indusium broadly oblong, 0.8 mm long. Ovules 6-8. Fruit globular, c. 2.5 mm diam. Seeds orbicular, c. 1.5 mm diam., dark greyish brown, reticulate; wing c. 0.3 mm wide."
Goodenia iyouta,seed_length,minimum,3.5,mm,good,,,Goodenia iyouta,1542,"prostrate herb, hirsute with not appressed, simple and glandular hairs;","basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base.","seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing circa 0.5 mm wide, pale brown.","Prostrate herb, hirsute with not appressed, simple and glandular hairs; stems to 120 cm long. Basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base. Flowers in racemes to 20 cm long, or subumbels; bracts leaf-like; pedicel to 4 cm long, articulate; bracteoles absent. Sepals narrowly oblong, c. 3.5 mm long. Corolla 11-15 mm long, pubescent in throat, without enations, auriculate; abaxial lobes 4-5 mm long; wings c. 2.5 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 12-15. Fruit subglobular, 5-6 mm diam. Seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing c. 0.5 mm wide, pale brown."
Goodenia iyouta,seed_length,maximum,3.5,mm,good,,,Goodenia iyouta,1542,"prostrate herb, hirsute with not appressed, simple and glandular hairs;","basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base.","seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing circa 0.5 mm wide, pale brown.","Prostrate herb, hirsute with not appressed, simple and glandular hairs; stems to 120 cm long. Basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base. Flowers in racemes to 20 cm long, or subumbels; bracts leaf-like; pedicel to 4 cm long, articulate; bracteoles absent. Sepals narrowly oblong, c. 3.5 mm long. Corolla 11-15 mm long, pubescent in throat, without enations, auriculate; abaxial lobes 4-5 mm long; wings c. 2.5 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 12-15. Fruit subglobular, 5-6 mm diam. Seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing c. 0.5 mm wide, pale brown."
Goodenia iyouta,seed_width,minimum,3.5,mm,good,,,Goodenia iyouta,1542,"prostrate herb, hirsute with not appressed, simple and glandular hairs;","basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base.","seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing circa 0.5 mm wide, pale brown.","Prostrate herb, hirsute with not appressed, simple and glandular hairs; stems to 120 cm long. Basal leaves not seen; cauline leaves ovate to elliptic, dentate to almost lobed at base. Flowers in racemes to 20 cm long, or subumbels; bracts leaf-like; pedicel to 4 cm long, articulate; bracteoles absent. Sepals narrowly oblong, c. 3.5 mm long. Corolla 11-15 mm long, pubescent in throat, without enations, auriculate; abaxial lobes 4-5 mm long; wings c. 2.5 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 12-15. Fruit subglobular, 5-6 mm diam. Seeds ±orbicular, 3.5 mm diam., dark brown to black, reticulate; wing c. 0.5 mm wide, pale brown."
Goodenia janamba,seed_length,minimum,4,mm,good,,,Goodenia janamba,1543,"erect herb to 60 cm tall, almost glabrous.","basal leaves narrowly oblong to oblanceolate, with few blunt teeth; lamina 5-16 cm long, 2-7 mm wide.","seeds orbicular, circa 4 mm diam., smooth, shining, yellowish; wing 1 mm wide, whitish.","Erect herb to 60 cm tall, almost glabrous. Basal leaves narrowly oblong to oblanceolate, with few blunt teeth; lamina 5-16 cm long, 2-7 mm wide. Flowers in racemes to 15 cm long, or subumbels; bracts linear, 4-7 mm long, much smaller than leaves; pedicel 2-5 cm long, articulate; bracteoles absent. Sepals deltoid, c. 0.5 mm long. Corolla c. 10-15 mm long, with scattered hairs inside, without enations, auriculate; abaxial lobes 3-6 mm long; wings c. 1 mm wide. Indusium obtriangular, c. 1 mm long; bristles on lower lip much longer than those on upper. Ovules 10-12. Fruit compressed-globular, c. 4 mm diam. Seeds orbicular, c. 4 mm diam., smooth, shining, yellowish; wing 1 mm wide, whitish."
Goodenia janamba,seed_width,minimum,4,mm,good,,,Goodenia janamba,1543,"erect herb to 60 cm tall, almost glabrous.","basal leaves narrowly oblong to oblanceolate, with few blunt teeth; lamina 5-16 cm long, 2-7 mm wide.","seeds orbicular, circa 4 mm diam., smooth, shining, yellowish; wing 1 mm wide, whitish.","Erect herb to 60 cm tall, almost glabrous. Basal leaves narrowly oblong to oblanceolate, with few blunt teeth; lamina 5-16 cm long, 2-7 mm wide. Flowers in racemes to 15 cm long, or subumbels; bracts linear, 4-7 mm long, much smaller than leaves; pedicel 2-5 cm long, articulate; bracteoles absent. Sepals deltoid, c. 0.5 mm long. Corolla c. 10-15 mm long, with scattered hairs inside, without enations, auriculate; abaxial lobes 3-6 mm long; wings c. 1 mm wide. Indusium obtriangular, c. 1 mm long; bristles on lower lip much longer than those on upper. Ovules 10-12. Fruit compressed-globular, c. 4 mm diam. Seeds orbicular, c. 4 mm diam., smooth, shining, yellowish; wing 1 mm wide, whitish."
Goodenia kakadu,leaf_length,minimum,3,mm,good,,,Goodenia kakadu,1775,prostrate herb;,"leaves in rosettes on stolons, narrowly oblong, tapering basally, thick, glabrescent; lamina circa 3 mm wide.",seeds not seen.,"Prostrate herb; stems to 20 cm long, stoloniferous; hairs soft. Leaves in rosettes on stolons, narrowly oblong, tapering basally, thick, glabrescent; lamina c. 3 mm wide. Flowers solitary in leaf axils; pedicel to 12 mm long, not articulate. Sepals lanceolate to ovate; adaxial one c. 1.5 mm long; others c. 0.5 mm long. Corolla to 2 mm long, with few hairs inside; lobes equal, ovate, c. 1 mm long; wings obsolete. Indusium globular, to 0.4 mm diam. Ovules c. 30. Fruit obovoid, attenuate; valves entire. Seeds not seen."
Goodenia kakadu,leaf_length,maximum,3,mm,good,,,Goodenia kakadu,1775,prostrate herb;,"leaves in rosettes on stolons, narrowly oblong, tapering basally, thick, glabrescent; lamina circa 3 mm wide.",seeds not seen.,"Prostrate herb; stems to 20 cm long, stoloniferous; hairs soft. Leaves in rosettes on stolons, narrowly oblong, tapering basally, thick, glabrescent; lamina c. 3 mm wide. Flowers solitary in leaf axils; pedicel to 12 mm long, not articulate. Sepals lanceolate to ovate; adaxial one c. 1.5 mm long; others c. 0.5 mm long. Corolla to 2 mm long, with few hairs inside; lobes equal, ovate, c. 1 mm long; wings obsolete. Indusium globular, to 0.4 mm diam. Ovules c. 30. Fruit obovoid, attenuate; valves entire. Seeds not seen."
Goodenia laevis,seed_length,minimum,1,mm,good,,,Goodenia laevis,1546,"prostrate or ascending, ±woody subshrub, with stock, glabrous;","leaves oblanceolate to oblong, narrowing basally, entire or with 2 teeth towards apex, thick; lamina 1-3 cm long, 3-6 mm wide.","seeds elliptic, 1 mm long, colliculate to tuberculate, brown.","Prostrate or ascending, ±woody subshrub, with stock, glabrous; stems to 70 cm long. Leaves oblanceolate to oblong, narrowing basally, entire or with 2 teeth towards apex, thick; lamina 1-3 cm long, 3-6 mm wide. Flowers in racemes or thyrses to 60 cm long; bracts leaf-like; peduncle 5-12 mm long; bracteoles linear, c. 2.5 mm long; pedicel obsolete. Sepals linear, 3-4 mm long. Corolla 10-12 mm long, with few stiff hairs inside, with enations; auriculate; abaxial lobes 3-3.5 mm long; wings 0.5-1 mm wide. Indusium depressed-ovate. Ovules c. 35. Fruit obovoid to cylindrical, 6 mm long; valves separate to midpoint or lower, entire. Seeds elliptic, 1 mm long, colliculate to tuberculate, brown."
Goodenia lanata,seed_length,minimum,3,mm,good,,,Goodenia lanata,1547,"prostrate or decumbent, perennial herb, with soft, silvery grey, multicellular, crisped, simple hairs;","leaves basal on stock, obovate, narrowing basally, dentate to lyrate, hairy on both surfaces; lamina 1-8 cm long, 5-20 mm wide; cauline leaves smaller.","seeds elliptic, 3 mm long, pale yellow.","Prostrate or decumbent, perennial herb, with soft, silvery grey, multicellular, crisped, simple hairs; stems to 30 cm long. Leaves basal on stock, obovate, narrowing basally, dentate to lyrate, hairy on both surfaces; lamina 1-8 cm long, 5-20 mm wide; cauline leaves smaller. Flowers in racemes to 20 cm long; bracts leaf-like; peduncle 2-6 cm long; bracteoles linear, 3-5 mm long; pedicel 1-4 cm long, not articulate. Sepals narrowly oblong, 5-6 mm long. Corolla 10-15 mm long, pubescent inside, usually without enations, indistinctly auriculate; abaxial lobes 5-6 mm long; wings c. 2 mm wide. Indusium broadly oblong, slightly folded. Ovules 10-12. Fruit ovoid to cylindrical, 6-7 mm long; valves deeply bifid. Seeds elliptic, 3 mm long, pale yellow."
Goodenia larapinta,seed_length,minimum,3,mm,good,,,Goodenia larapinta,1548,"erect, perennial herb to 50 cm tall; hairs soft, glandular and simple.","leaves mostly cauline, elliptic-oblong to lanceolate, dentate; lamina 1.5-4 cm long, 5-12 mm wide.","seeds elliptic, circa 3 mm long, glossy, black; wing 0.2-0.3 mm wide, brownish.","Erect, perennial herb to 50 cm tall; hairs soft, glandular and simple. Leaves mostly cauline, elliptic-oblong to lanceolate, dentate; lamina 1.5-4 cm long, 5-12 mm wide. Flowers in racemes to 20 cm long; bracts leaf-like; pedicel 6-15 mm long, articulate; bracteoles absent. Sepals lanceolate to narrowly oblong, 2-2.5 mm long. Corolla 12-15 mm long, with scattered hairs inside, without enations, auriculate; abaxial lobes 4-5 mm long; wings 1-2 mm wide, narrower above auricle. Indusium square or broadly ovate, c. 1.5 mm long. Ovules c. 20. Fruit cylindrical, 8-9 mm long; valves rarely bifid. Seeds elliptic, c. 3 mm long, glossy, black; wing 0.2-0.3 mm wide, brownish."
Goodenia leptoclada,seed_length,minimum,1,mm,good,,,Goodenia leptoclada,1550,"ascending, perennial herb to 30 cm tall, becoming scabrous, with scattered, multicellular hairs.","basal leaves oblanceolate to obovate, with blunt teeth or entire; lamina 5-25 mm long, 1-3 mm wide. cauline leaves stem-clasping, ovate to oblong; lamina 7-12 mm long.","seeds elliptic, 1 mm long, greyish brown, reticulate.","Ascending, perennial herb to 30 cm tall, becoming scabrous, with scattered, multicellular hairs. Basal leaves oblanceolate to obovate, with blunt teeth or entire; lamina 5-25 mm long, 1-3 mm wide. Cauline leaves stem-clasping, ovate to oblong; lamina 7-12 mm long. Raceme to 15 cm long; bracts leaf-like, smaller; peduncles 10-25 mm long; bracteoles linear-lanceolate, 2.5-3.5 mm long; pedicel 0-5 mm long. Sepals lanceolate, 3 mm long, acute. Corolla 10-13 mm long, hairs scattered inside, enations obscure, auriculate; abaxial lobes 6-7 mm long; wings 2-2.5 mm wide. Indusium broadly deltoid, 1.5 mm long. Ovules 4 or 5. Fruit subglobular, c. 2 mm diam.; valves entire. Seeds elliptic, 1 mm long, greyish brown, reticulate."
Goodenia lobata,seed_length,minimum,2.2,mm,good,,,Goodenia lobata,1551,"ascending to decumbent herb, strigose, with dense, glandular hairs;","basal leaves linear to lanceolate, dentate to entire; lamina 4-7 cm long, 2-4 mm wide.","seeds elliptic, 2.2 mm long, glossy, black; wing 0.2 - 0.3 mm wide, hyaline, not overlapping the body at maturity.","Ascending to decumbent herb, strigose, with dense, glandular hairs; stems to 20 cm long. Basal leaves linear to lanceolate, dentate to entire; lamina 4-7 cm long, 2-4 mm wide. Flowers in racemes to 5 cm long, in subumbels, or sometimes in axils of basal leaves; bracts leaf-like; pedicel 1-3.5 cm long, articulate; bracteoles absent. Sepals lanceolate, 3-4 mm long. Corolla 14-16 mm long, villous inside, without enations, auriculate; abaxial lobes c. 3 mm long; wings to 1.5 mm wide. Indusium depressed-obovate, 1.2 mm long. Ovules 25-30. Fruit globular, c. 5 mm diam. Seeds elliptic, 2.2 mm long, glossy, black; wing 0.2 - 0.3 mm wide, hyaline, not overlapping the body at maturity."
Goodenia lunata,seed_length,minimum,7,mm,good,,,Goodenia lunata,1552,"ascending or decumbent herb to 25 cm tall, strigose.","basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes.","seeds orbicular, circa 7 mm diam.; wing 1-1.3 mm wide.","Ascending or decumbent herb to 25 cm tall, strigose. Basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes. Flowers in racemes to 15 cm long, or subumbels; bracts leaf-like; pedicel 1-4 mm long, articulate; bracteoles absent. Sepals lanceolate, 2.5-3.5 mm long. Corolla 8-14 mm long, hairs inside in rows confluent below, without enations, auriculate; abaxial lobes 4-5 mm long; wings to 3 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 10-20. Fruit ±globular, 9-10 mm long. Seeds orbicular, c. 7 mm diam.; wing 1-1.3 mm wide."
Goodenia lunata,seed_length,maximum,7,mm,good,,,Goodenia lunata,1552,"ascending or decumbent herb to 25 cm tall, strigose.","basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes.","seeds orbicular, circa 7 mm diam.; wing 1-1.3 mm wide.","Ascending or decumbent herb to 25 cm tall, strigose. Basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes. Flowers in racemes to 15 cm long, or subumbels; bracts leaf-like; pedicel 1-4 mm long, articulate; bracteoles absent. Sepals lanceolate, 2.5-3.5 mm long. Corolla 8-14 mm long, hairs inside in rows confluent below, without enations, auriculate; abaxial lobes 4-5 mm long; wings to 3 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 10-20. Fruit ±globular, 9-10 mm long. Seeds orbicular, c. 7 mm diam.; wing 1-1.3 mm wide."
Goodenia lunata,seed_width,minimum,7,mm,good,,,Goodenia lunata,1552,"ascending or decumbent herb to 25 cm tall, strigose.","basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes.","seeds orbicular, circa 7 mm diam.; wing 1-1.3 mm wide.","Ascending or decumbent herb to 25 cm tall, strigose. Basal leaves linear to ovate in outline, dentate to pinnatifid; lamina 4-12 cm long, 6-30 mm wide, including lobes. Flowers in racemes to 15 cm long, or subumbels; bracts leaf-like; pedicel 1-4 mm long, articulate; bracteoles absent. Sepals lanceolate, 2.5-3.5 mm long. Corolla 8-14 mm long, hairs inside in rows confluent below, without enations, auriculate; abaxial lobes 4-5 mm long; wings to 3 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules 10-20. Fruit ±globular, 9-10 mm long. Seeds orbicular, c. 7 mm diam.; wing 1-1.3 mm wide."
