narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,in_Tasmania,in_Victoria,sites
0,1,1,1,Rubiaceae,Coprosma quadrifida,5,15,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rutaceae,Boronia anemonifolia,2.5,9,4,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rutaceae,Boronia pilosa,1.5,10,1.5,compound,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rutaceae,Correa backhouseana,2,30,18,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rutaceae,Correa reflexa,2,60,35,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Rutaceae,Philotheca virgata,4,20,4,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Santalaceae,Exocarpos strictus,4,3,1,scale,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Santalaceae,Leptomeria drupacea,2.5,1,1,scale,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Scrophulariceae (Myoporae),Myoporum insulare,6,90,22,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Solanaceae,Solanum laciniatum,3,130,20,simple,shrub,deeply lobed,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Solanaceae,Solanum vescum,2,100,12,simple,shrub,deeply lobed,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Tetracarpaeaceae,Tetracarpaea tasmanica,1,30,15,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea axiflora,3,75,12,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea curviflora,1.5,25,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea drupacea,3,70,15,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea flava,2.5,10,6,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea ligustrina,3,80,25,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Thymeleaceae,Pimelea linifolia,1.5,40,9,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Tremandraceae,Tetratheca labillardierei,1,20,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Tremandraceae,Tetratheca pilosa,0.6,15,5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Tremandraceae,Tetratheca procumbens,0.3,8,1.5,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Winteraceae,Tasmannia lanceolata,5,120,35,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,NA,Dilleniaceae,Hibbertia rufa,0.2,8,1.4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,NA,Proteaceae,Hakea nodosa,4,40,1,simple,shrub,NA,NA,NA,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,0,1,0,Ericaceae,Androstoma milliganii,0.3,6,2,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ericaceae,Cyathodes dealbata,0.1,4,1.5,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ericaceae,Gaultheria depressa,0.05,10,8,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ericaceae,Gaultheria tasmanica,0.05,6,3,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ericaceae,Sprengelia distichophylla,0.1,2.5,1.5,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ericaceae,Sprengelia montana,0.2,3.5,1.5,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Pittosporaceae,Billardiera ovalis,0.3,25,15,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,0,0,Frankeniaceae,Frankenia crispa,0.1,4,1,simple,sprawling,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,0,Frankeniaceae,Frankenia serpyllifolia,0.1,12,8,simple,sprawling,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Rosaceae,Rubus hillii,1,150,100,simple,sprawling,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Eutaxia diffusa,1.5,7,3,simple,sprawling,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Oleaceae,Jasminium didymum,2,100,5,compound,sprawling,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygonaceae,Muehlenbeckia rhyticarya,0.2,80,80,simple,sprawling,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,1,0,Chenopodiaceae,Rhagodia candolleana,4,30,20,simple,sprawling,sprawling shrub,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Astroloma humifusum,0.7,18,3,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Pentachondra pumila,0.1,6,2.5,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Eutaxia microphylla,1,2.5,1,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Hardenbergia violacea,0.3,100,60,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea pedunculata,0.1,11,2,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Pultenaea prostrata,0.5,8,0.8,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygonaceae,Muehlenbeckia adpressa,0.6,80,70,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Polygonaceae,Muehlenbeckia axillaris,0.05,9,6,simple,sprawling,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Fabaceae,Hovea heterophylla,1,25,10,simple,sprawling,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,1,Myrtaceae,Euryomyrtus ramosissima,0.6,14,1,simple,sprawling,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,0,1,0,Ericaceae,Leucopogon oreophilus,0.5,6,2,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Ranunculaceae,Clematis gentianoides,0.4,90,40,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,0,0,Aizoaceae,Sarcozona praecox,0.5,100,7,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Halosarcia flabelliflormis,0.3,10,3,scale,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Halosarcia nitida,0.4,5,3,scale,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Malacocera tricornis,0.6,17,1,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena convexula,0.3,10,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena dicantha,0.2,20,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena intricata,0.4,15,1.5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena lanicuspis,0.3,20,4,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena napiformis,0.3,15,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena obliquicuspis,0.4,13,3,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena parenticuspis,0.2,10,1.5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena parvifolia,0.3,8,1,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena uniflora,0.4,13,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerolaena ventricosa,0.3,10,1,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Chenopodiaceae,Sclerostegia tenuis,0.7,10,4,scale,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,0,Convolvulaceae,Cressa cretica,0.2,8,3,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Asteraceae,Olearia suufruticosa,0.7,14,1,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Chenopodiaceae,Atriplex angulata,0.5,40,25,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Chenopodiaceae,Atriplex lindleyi,0.4,35,25,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Chenopodiaceae,Dissocarpus biflorus,0.6,12,1,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Chenopodiaceae,Dissocarpus paradoxus,0.2,16,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Fabaceae,Glycirrhiza acanthocarpa,1,40,14,compound,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Fabaceae,Platylobium alternifolium,0.1,26,26,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Fabaceae,Templetonia stenophylla,0.6,70,6,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera dysantha,0.7,16,6,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera fusca,0.3,22,8,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
1,1,0,NA,Goodeniaceae,Dampiera galbraithiana,1,45,17,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera lanceolata,1,55,26,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera marifolia,0.6,18,6,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera purpurea,1,60,42,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Dampiera rosemarinifolia,0.6,26,5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Goodeniaceae,Goodenia benthamiana,0.4,30,20,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Loganiaceae,Logania nuda,0.5,2,1,scale,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Malvaceae,Lawrencia berthae,0.5,15,8,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Phyllanthaceae,Pseudanthus divaricatissimus,0.5,4,3,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Pittosporaceae,Cheiranthera alternifolia,0.6,60,2.5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Pittosporaceae,Cheiranthera cyanea,0.6,60,2.5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Polygalaceae,Polygala japonica,0.25,20,10,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Rhamnaceae,Stenanthemum leucophractum,0.25,10,8,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Rhamnaceae,Stenanthemum notiale,0.3,8,4.5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Rubiaceae,Coprosma nivalis,0.2,13,2,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Rubiaceae,Pomax umbellata,0.4,30,13,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Thymeleaceae,Pimelea alpina,0.15,13,5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Thymeleaceae,Pimelea biflora,0.1,10,5,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,0,NA,Thymeleaceae,Pimelea spinescens,0.3,10,3,simple,subshrub,NA,NA,NA,NA,NA,NA,,,state not specified
0,1,1,0,Aizoaceae,Disphyma crassifolium,0.3,40,8,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Aizoaceae,Tetragonia implexicoma,0.5,60,40,simple,subshrub,often scandent or sprawling,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Apiaceae:Mackinlayoideae,Xanthosia pilosa,0.3,30,10,compound,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Convolvulaceae,Wilsonia backhousei,0.15,15,3,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Convolvulaceae,Wilsonia humilis,0.1,4,3,scale,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Convolvulaceae,Wilsonia rotundifolia,0.05,7,3,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Fabaceae,Bossiaea prostrata,0.2,24,10,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Fabaceae,Gompholobium ecostatum,0.5,15,1,compound,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Goodeniaceae,Coopernookia barbata,1,40,6,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Goodeniaceae,Dampiera stricta,0.9,50,20,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Phyllanthaceae,Pseudanthus ovalifolius,0.6,5,2,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Pittosporaceae,Rhytidosporum inconspicuum,0.05,8,3.5,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Rubiaceae,Coprosma pumila,0.2,4,1.5,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,0,Rutaceae,Boronia parviflora,0.4,26,6.5,simple,subshrub,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,1,1,Pittosporaceae,Rhytidosporum procumbens,0.4,18,3.5,simple,subshrub,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Fabaceae,Acacia axillaris,4,15,1,simple,tree,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Myrtaceae,Eucalyptus risdonii,16,60,40,simple,tree,NA,NA,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,0,Myrtaceae,Eucalyptus rodwayi,18,127,15,simple,tree,NA,size of adult leaves,NA,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Asteraceae,Bedfordia linearis,5,150,35,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Asteraceae,Bedfordia salicina,4,90,12,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
1,0,1,1,Casuarinaceae,Allocasuarina crassa,5,3,1,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Casuarinaceae,Allocasuarina duncanii,8,1,1,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Casuarinaceae,Allocasuarina zephyrea,6,1,1,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cunoniaceae,Anodopetalum biglandulosum,15,50,20,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cunoniaceae,Eucryphia lucida,30,45,12,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cunoniaceae,Eucryphia milliganii,3,20,10,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cupressaceae,Athrotaxis cupressoides,15,1.5,1.5,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cupressaceae,Athrotaxis selaginoides,30,12,1.5,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Cupressaceae,Diselma archeri,5,1.5,1,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Ericaceae,Cyathodes glauca,3,30,5,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Ericaceae,Richea dracophylla,5,300,30,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Ericaceae,Richea pandanifolia,15,1500,40,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Malvaceae,Asterotrichion discolor,14,150,55,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus amygdalina,20,120,10,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus archeri,10,75,22,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus coccifera,30,100,20,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus cordata,20,100,75,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus gunnii,20,85,29,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus johnstonii,40,120,30,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus morrisbyi,12,100,40,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus nitida,40,130,17,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus pulchella,21,100,7,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus subcrenulata,50,110,30,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus tenuiramis,25,130,25,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Eucalyptus urnigera,40,120,40,simple,tree,NA,size of adult leaves,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Leptospermum glaucescens,18,20,4,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Myrtaceae,Leptospermum nitidum,12,20,4,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Podocarpaceae,Lagarostrobos frankliniae,38,1,1,scale,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Podocarpaceae,Phyllocladus aspleniifolius,18,60,25,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Proteaceae,Cenarrhenes nitida,10,120,30,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Proteaceae,Lomatia polymorpha,4,80,7,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Proteaceae,Orites diversifolia,15,120,25,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Proteaceae,Persoonia muelleri,5,45,10,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Rhamnaceae,Spyridium obovatum,15,20,12,simple,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,0,1,1,Rutaceae,Acradenia frankliniae,10,70,10,compound,tree,NA,NA,Tasmania,Tassie_no_climbers,NA,NA,Tasmania,,Tasmania
0,1,0,0,Cupressaceae,Callitris endlicheri,15,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,0,Cupressaceae,Callitris glaucophylla,20,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,0,Gyrostemonaceae,Gyrostemon australasicus,10,25,1.5,simple,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,1,Araliaceae,Polyscias murrayi,24,160,90,compound,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Cunoniaceae,Eucryphia moorei,20,60,20,compound,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Elaeocarpaceae,Elaeocarpus holopetalus,16,70,30,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Eupomatiaceae,Eupomatia laurina,6,155,58,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Myrsinaceae,Rapanea howittiana,15,100,45,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Myrtaceae,Acmena smithii,20,140,60,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Myrtaceae,Tristaniopsis laurina,30,120,30,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Proteaceae,Banksia integrifolia,25,100,35,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,1,Proteaceae,Banksia saxicola,13,120,40,simple,tree,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Casuarinaceae,Allocasuarina luehmannii,15,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Casuarinaceae,Casuarina obesa,15,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Casuarinaceae,Casuarina pauper,15,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Cupressaceae,Callitris gracilis,20,1,1,scale,tree,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
