taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Cycas media,,,,,,,
Cycas media,,,,,,,
Calycopeplus casuarinoides,,,,,,,
Cupaniopsis flagelliformis,,,,,,,
Eucalyptus blakelyi,,,,,,,
Alyxia tropica,shrub,,,,,,
Nicotiana occidentalis,,,,,,,
Alyxia ruscifolia,,,,,,,
Alyxia oblongata,,,,,,,
Alyxia evansii,,,,,,,
Stylidium delicatum,,,,,,,
Stylidium velleioides,,,,,,,
Heliotropium cupressinum,subshrub,,,short_lived_perennial,,,
Eucalyptus gypsophila,,,,,,,
Eucalyptus glomerosa,,,,,,,
Senna sericea,,,,,,,
Terminalia muelleri,,,,,,,
Terminalia oblongata,,,,,,,
Hibbertia alopecota,,,,,,,
Hibbertia cactifolia,,,,,,,
Hibbertia angulata,subshrub,,,perennial,,,
Acacia sp. laterite,shrub,open,,perennial,,,
Acacia rescinda,,,,,,,
Acacia disparrima,,,,,,,
Acacia johannis,,,,,,,
Acacia disparrima,,,,,,,
Acacia disparrima,,,,,,,
Bulbostylis sp. Koongarra,,,,,,,
Tephrosia sp. G Kimberley Flora,,,,,,,
Cuscuta campestris,,,,,,,
Crotalaria ramosissima,,,,,,,
Mallotus surculosus,,,,,,,
Lomandra multiflora,,,,,,,
Grevillea pyramidalis,,,,,,,
Grevillea pyramidalis,,,,,,,
Grevillea nematophylla,,,,,,,
Grevillea dunlopii,,,,,,,
Centranthera tranquebarica,,,,,,,
Heliotropium nexosum,,,,,,,
Heliotropium vestitum,,,,,,,
Urochloa decumbens,,,,,,,
Chrysopogon elongatus,,,,,,,
Chrysopogon oliganthus,tussock,dense,,perennial,,,
Chrysopogon filipes,,,,,,,
Dodonaea hispidula,shrub,,,perennial,,,
Scleria pergracilis,,,,,,,
Scleria biflora,,,,,,,
Scleria biflora,,,,,,,
Eucalyptus argillacea,,,,,,,
Glycine sp. Arnhem,,,,,,,
Austrodolichos sp. Arnhem,,,,,,,
Blumea milnei,,,,,,,
Asplenium longissimum,fern,erect,,,,,
Blumea riparia,,,,,,,
Fimbristylis sp. minute,,,,,,,
Goodenia elaiosoma,herb,decumbent,,annual,,,
Guilleminea,,,,,,,
Guilleminea densa,herb,prostrate mat_forming,,perennial,,,
Calostemma luteum,,,,,,,
Muellerargia,herb,trailing,,,,,monoecious
Muellerargia timorensis,climber_vine,trailing,,annual,,,
Garcinia,tree subshrub shrub,,,,,,
Garcinia warrenii,tree,,,,,,
Eucalyptus pruinosa,tree mallee,,,,,,
Eucalyptus pruinosa,tree mallee,,,,,,
Eucalyptus oligantha,,,,,,,
Eucalyptus leucophloia,,,,,,,
Eucalyptus macta,,,,,,,
Spermacoce verticillata,herb,erect,,annual,,,
Spermacoce calliantha,herb,prostrate erect,,short_lived_perennial annual,,,
Spermacoce lamprosperma,herb,erect,,annual,,,
Spermacoce scabrisina,herb,erect spreading,,annual,,,
Spermacoce erythrosepala,herb,erect spreading,,annual,,,
Spermacoce erosa,herb,prostrate,,annual,,,
Spermacoce aequabilis,herb,prostrate erect,,annual,,,
Hibiscus aneuthe,,,,,,,
Hibiscus bacalusius,,,,,,,
Hibiscus fryxellii,,,,,,,
Hibiscus fryxellii,,,,,,,
Hibiscus inimicus,,,,,,,
Hibiscus petherickii,shrub,,,perennial,,,
Hibiscus riceae,,,,,,,
Hibiscus thegaleus,,,,,,,
Hibiscus aphelus,,,,,,,
Hibiscus kenneallyi,,,,,,,
Hibiscus marenitensis,,,,,,,
Hibiscus squarrulosus,,,,,,,
Hibiscus stewartii,,,,,,,
Phyllanthus indigoferoides,,,,,,,
Sida sp. excedentifolia,,,,,,,
Salsola australis,subshrub,,,annual,,,
Salsola tragus,herb,,,annual,,,
Salsola tragus,herb,dense,,annual,,,
Corymbia,,,,,,,
Corymbia abbreviata,tree,,,,,,
Corymbia aparrerinja,tree,,,,,,
Corymbia arnhemensis,tree,,,,,,
Corymbia aspera,tree,,,,,,
Corymbia bella,tree,,,,,,
Corymbia bleeseri,tree,,,,,,
Corymbia candida,tree,,,,,,
Corymbia chartacea,tree,,,,,,
Corymbia chippendalei,tree,,,,,,
Corymbia cliftoniana,tree,,,,,,
Corymbia confertiflora,tree,,,,,,
Corymbia curtipes,,,,,,,
Corymbia deserticola,,,,,,,
Corymbia dichromophloia,tree,,,,,,
Corymbia dunlopiana,tree,,,,,,
Corymbia eremaea,tree,,,,,,
Corymbia ferruginea,tree,,,,,,
Corymbia flavescens,tree,,,,,,
Corymbia foelscheana,tree,,,,,,
Corymbia greeniana,tree,,,,,,
Corymbia grandifolia,tree,,,,,,
Corymbia jacobsiana,tree,,,,,,
Corymbia kombolgiensis,tree,,,,,,
Corymbia latifolia,tree,,,,,,
Corymbia nesophila,tree,,,,,,
Corymbia oocarpa,tree,,,,,,
Corymbia opaca,,,,,,,
Corymbia pachycarpa,tree mallee,,,,,,
Corymbia papillosa,tree,,,,,,
Corymbia pauciseta,tree,,,,,,
Corymbia polycarpa,tree,,,,,,
Corymbia polysciada,tree,,,,,,
Corymbia porrecta,tree,,,,,,
Corymbia ptychocarpa,tree,,,,,,
Corymbia setosa,tree mallee,,,,,,
Corymbia sphaerica,tree mallee shrub,bushy,,,,,
Corymbia terminalis,tree mallee,,,,,,
Corymbia umbonata,tree,,,,,,
Corymbia deserticola,tree mallee,,,,,,
Corymbia eremaea,,,,,,,
Corymbia eremaea,,,,,,,
Corymbia ferruginea,,,,,,,
Corymbia ferruginea,,,,,,,
Corymbia grandifolia,,,,,,,
Corymbia grandifolia,,,,,,,
Corymbia grandifolia,,,,,,,
Corymbia pachycarpa,,,,,,,
Corymbia pachycarpa,,,,,,,
Corymbia candida,,,,,,,
Haloragis trigonocarpa,,,,,,,
Corymbia setosa,,,,,,,
Elatine macrocalyx,herb,prostrate dense mat_forming,,annual,,,
Corymbia cadophora,,,,,,,
Corymbia cadophora,,,,,,,
Aluta maisonneuvei,,,,,,,
Aluta maisonneuvei,shrub,,,,,,
Platysace saxatilis,shrub,,,,,,
Cleome rutidosperma,herb,prostrate,,annual,,,
Crateva adansonii,tree shrub,,,,,,
Crateva adansonii,,,,,,,
Phalaris canariensis,,,,,,,
Cressa australis,subshrub,erect decumbent,,annual,,,
Convolvulus clementii,,prostrate,,perennial,,,
Thryptomene hexandra,shrub,,,,,,
Thryptomene wittweri,,,,,,,
Fimbristylis merrillii,,,,,,,
Abutilon hannii,,,,,,,
Acacia aptaneura,tree shrub,erect spreading,,,,,
Acacia ramulosa,shrub,erect dense,,,,,
Sedopsis sp. sandstone,herb,prostrate spreading,,annual,,,
Hibbertia argyrochiton,shrub,,,,,,
Phyllanthus minutiflorus,herb,erect decumbent,,annual,,,
Ptychosperma macarthurii,palm,,,,,,
Urochloa humidicola,,,,,,,
Rhynchospora sp. Koongarra,,,,,,,
Ipomoea hederifolia,,,,,,,
Neurada procumbens,,,,,,,
Acacia gilesiana,,,,,,,
Lawrencia sp. Glen Helen,,,,,,,
Lawrencia sp. The Granites,,,,,,,
Brachyscome diversifolia,,,,,,,
Heliotropium aequoreum,,,,,,,
Heliotropium tytoides,,,,,,,
Heliotropium peninsulare,,,,,,,
Heliotropium dichotomum,herb,erect spreading,,annual biennial,,,
Heliotropium amplexicaule,,,,,,,
Acacia sp. Lake Mackay,,,,,,,
Oldenlandia mitrasacmoides,,,,,,,
Brachyscome chrysoglossa,,,,,,,
Brachyscome nodosa,,,,,,,
Brachyscome basaltica,,,,,,,
Hedyotis auricularia,,,,,,,
Sida echinocarpa,,,,,,,
Sphagneticola,,,,,,,
Sphagneticola trilobata,,,,,,,
Eranthemum,,,,,,,
Eranthemum pulchellum,,,,,,,
Dillenia suffruticosa,,,,,,,
Olearia arguta,,,,,,,
Calandrinia sp. Yinberrie Hills,herb,decumbent,,annual,,,
Pternandra coerulescens,tree shrub,,,,,,
Ruppia tuberosa,,,,,,,
Centrolepis curta,,,,,,,
Acacia brachystachya,shrub,erect dense,,,,,
Acacia stellaticeps,,,,,,,
Eucalyptus minniritchi,mallee,,,,,,
Leiocarpa,,,,,,,
Leiocarpa websteri,,,,,,,
Leiocarpa leptolepis,,,,,,,
Leiocarpa tomentosa,,,,,,,
Leiocarpa semicalva,,,,,,,
Leiocarpa semicalva,,,,,,,
Goodenia inundata,,,,,,,
Auranticarpa,tree,,,,,,
Auranticarpa melanosperma,tree shrub,,,,,,
Pittosporum ferrugineum,tree,,,,,,dioecious
Pittosporum angustifolium,tree,,,,,,
Haemodorum flaviflorum,,,,,,,
Haemodorum subvirens,,,,,,,
Spermacoce articularis,herb,prostrate,,perennial,,,
Haemodorum clarksonii,,,,,,,
Scleria sp. Oenpelli,,,,,,,
Triodia triticoides,,,,,,,
Goodenia subauriculata,,,,,,,
Triodia sp. Matt Wilson,hummock,hummock stoloniferous,,perennial,stolon,,
Acacia sp. Baroalba,,,,,,,
Eragrostis amabilis,,,,,,,
Stylidium tenerum,herb,,,annual,,,
Stylidium ensatum,herb,,,annual,,,
Stylidium divergens,,,,,,,
Stylidium accedens,,,,,,,
Stylidium stenophyllum,,,,,,,
Stylidium ericksoniae,,,,,,,
Stylidium capillare,,,,,,,
Stylidium aquaticum,,,,,,,
Stylidium diffusum,,,,,,,
Stylidium prophyllum,,,,,,,
Stylidium oviflorum,,,,,,,
Ozothamnus secundiflorus,,,,,,,
Ozothamnus thyrsoideus,,,,,,,
Ozothamnus diosmifolius,,,,,,,
Ozothamnus obcordatus,,,,,,,
Ozothamnus alpinus,,,,,,,
Ozothamnus ferrugineus,,,,,,,
Ozothamnus rufescens,,,,,,,
Ozothamnus decurrens,,,,,,,
Ozothamnus cassinioides,,,,,,,
Stemodia debilis,,,,,,,
Lindernia calliandra,herb,,,annual,,,
Ficus opposita,,,,,,,
Ficus opposita,,,,,,,
Datura leichhardtii,,,,,,,
Lippia alba,,,,,,,
Websteria confervoides,,,,,,,
Acacia rigens,shrub,dense,,,,,
Stackhousia sp. leafless,herb,,,annual,,,
Anisomeles macdonaldii,,,,,,,
Hydrocotyle asterocarpa,,,,,,,
Cantharellus c.f. concinnus,,,,,,,
Cajanus sp. Purnululu,shrub,,,perennial,,,
Calytrix desolata,,,,,,,
Lepidosperma ferriculmen,,,,,,,
Ptilotus lophotrichus,,,,,,,
Scleria sp. McMinns Lagoon,,,,,,,
Drosera hartmeyerorum,herb,,,annual,,,
Malleostemon pustulatus,,,,,,,
Cajanus sp. Limmen,,,,,,,
Malleostemon uniflorus,,,,,,,
Owenia sp. Top End,tree,,,,,,
Terminalia hadleyana,,,,,,,
Phaeoclavulina,,,,,,,
Calyptocarpus vialis,,,,,,,
Elatostema sessile,,,,,,,
Notelaea sp. Barakula (A.R. Bean 7553),,,,,,,
Adenostemma lavenia,,,,,,,
Ecdeiocolea,,,,,,,
Ecdeiocolea monostachya,,,,,,,
Ganoderma australe,,,,,,,
Aglaia silvestris,,,,,,,
Aglaia ferruginea,,,,,,,
Setaria plicata,,,,,,,
Brachychiton velutinosus,,,,,,,
Typhonium sp. Kununurra,geophyte,,,perennial,,,
Cortinarius sp. purple,,,,,,,
Pollia thyrsiflora,,,,,,,
Bidens subalternans,,,,,,,
Bidens subalternans,,,,,,,
Xerochrysum boreale,herb,,,perennial,,,
Xerochrysum interiore,herb,,,,,,
Schizachyrium dolosum,,,,,,,
Isolepis sp. Nourlangie,,,,,,,
Indigofera adenotricha,,,,,,,
Eucalyptus orbifolia,,,,,,,
Eucalyptus orbifolia,,,,,,,
Hannafordia bissillii,shrub,,,,,,
Hannafordia bissillii,,,,,,,
Rhynchosia filiformis,shrub,,,,,,
Isotoma sp. Kakadu,,,,,,,
Isotoma sp. Tanumbirini,,,,,,,
Isotoma doomadgee,,,,,,,
Swainsona oliveri,,,,,,,
Melastoma malabathricum,,,,,,,
Melastoma imbricatum,shrub,,,,,,
Melastoma malabathricum,shrub,,,,,,
Cyperus sp. red base,,,,,,,
Fimbristylis sp. Latz sp. F,,,,,,,
Centipeda crateriformis,,,,,,,
Centipeda cunninghamii,,,,,,,
Xylopia,tree subshrub shrub,,,,,,
Xylopia monosperma,tree,,,,,,
Eulophia graminea,herb,,,perennial,,terrestrial,
Grevillea wickhamii,,,,,,,
Grevillea decora,,,,,,,
Grevillea decora,,,,,,,
Eremophila rostrata,,,,,,,
Philotheca rhomboidea,,,,,,,
Stylidium longissimum,,,,,,,
Stylidium confertum,,,,,,,
Podolepis hieracioides,,,,,,,
Thaumastochloa heteromorpha,,,,,,,
Chamaesyce,,,,,,,
Euphorbia ophiolitica,,,,,,,
Lobelia leucotos,,,,,,,
Apatophyllum flavovirens,,,,,,,
Apatophyllum teretifolium,,,,,,,
Sauropus sp. Mann River,,,,,,,
Bridelia finalis,,,,,,,
Gossypium londonderriense,,,,,,,
Helicteres integrifolia,,,,,,,
Comesperma secundum,,,,,,,
Comesperma secundum,,,,,,,
Lachnagrostis billardierei,,,,,,,
Blechnopsis,,,,,,,
Goodenia wilunensis,,,,,,,
Boletellus affin. ananiceps,,,,,,,
Amanita aff. similis,,,,,,,
Bidens biternata,,,,annual,,,
Synaphea xela,,,,,,,
Calytrix depressa,,,,,,,
Austrostipa tenuifolia,,,,,,,
Macarthuria apetala,,,,,,,
Micromyrtus rubricalyx,,,,,,,
Coronidium,,,,,,,
Dendrobium lobbii,,,,,,,
Enekbatus,,,,,,,
Enekbatus clavifolius,,,,,,,
Polyalthia suberosa,,,,,,,
Zapoteca portoricensis,,,,,,,
Drummondita calida,,,,,,,
Spyridium stenophyllum,,,,,,,
Atriplex alces,,,,,,,
Gloeophyllum concentricum,,,,,,,
Solanum plastisexum,,,,,,,
Thymophylla tenuiloba,,,,,,,
Synostemon nitmiluk,,,,,,,
Phlegmariurus phlegmaria,,,,,,,
Phlegmariurus phlegmarioies,,,,,,,
Fimbristylis triloba,,,,,,,
Teucrium modestum,,,,,,,
X Vappaculum,,,,,,,
Tephrosia oxalidea,,,,,,,
Melaleuca cajuputi,,,,,,,
Drosera serpens,herb,,,annual,,,
Drosera fragrans,herb,,,annual,,,
Cyanthillium cinereum,,,,,,,
Drosera andersoniana,,,,,,,
Eucalyptus cernua,,,,,,,
Lipoblepharis,,,,,,,
Spartochloa scirpoidea,,,,,,,
Calothamnus crassus,,,,,,,
Tecticornia lepidosperma,,,,,,,
Lindernia mitrasacmoides,,,,,,,
Eremophila lanata,,,,,,,
Eremophila latrobei,,,,,,,
Lindernia leucochroa,,,,,,,
Eremophila obovata,,,,,,,
Lindernia atrata,,,,,,,
Hemigenia yalgensis,,,,,,,
Triodia scintillans,,,,,,,
Eremophila falcata,,,,,,,
Riccia sp. Darwin,,,,,,,
Nymphoides walshiae,,,,,,,
Goodenia asteriscus,,,,,,,
Verticordia densiflora,,,,,,,
Calothamnus rupestris,,,,,,,
Eremophila linearis,,,,,,,
Hernandia ovigera,,,,,,,
Momordica sphaeroidea,,,,,,,
Haemodorum capitatum,,,,,,,
Daviesia aphylla,,,,,,,
Daviesia purpurescens,,,,,,,
Hypolaena exsulcata,,,,,,,
Ptilotus roei,,,,,,,
Logania buxifolia,,,,,,,
Ptilotus subspinescens,,,,,,,
Tephrosia remotiflora,,,,,,,
Digitaria fumida,,,,,,,
Hysterobaeckea petraea,,,,,,,
Logania stenophylla,,,,,,,
Thryptomene hyporhytis,,,,,,,
Aluta quadrata,,,,,,,
Allocasuarina tessellata,,,,,,,
Tetratheca butcheriana,,,,,,,
Seringia velutina,,,,,,,
Seringia undulata,,,,,,,
Eragrostis surreyana,,,,,,,
Gonocarpus ephemerus,,,,,,,
Acacia cockertoniana,,,,,,,
Swainsona pterostylis,,,,,,,
Dicrastylis kumarinensis,,,,,,,
Swainsona elegantoides,,,,,,,
Ruellia chartacea,,,,,,,
Doryopteris ludens,,,,,,,
Hysterobaeckea,,,,,,,
Acacia subtiliformis,,,,,,,
Spermacoce ovalifolia,,,,,,,
Stylidium sp. Melville Island,,,,,,,
Fimbristylis sp. sand sheets,,,,,,,
Dischidia angustifolia,,,,,,,
Hysterobaeckea cornuta,,,,,,,
Rorippa,,,,,,,
Rorippa eustylis,,,,,,,
Cajanus confertiflorus,,,,,,,
Portulaca sp. rock pools,herb,prostrate spreading,,,,,
Atalaya brevialata,subshrub,,,annual,,,
Cycas maconochiei,,,,,,,
Goodenia pascua,,,,,,,
Cycas maconochiei,,,,,,,
Acacia amanda,,,,,,,
Acacia incurvaneura,shrub,dense,,,,,
Brachychiton diversifolius,tree,,,,,,
Triumfetta prostrata,,,,,,,
Micraira spiciforma,,,,,,,
Brachychiton diversifolius,,,,,,,
Tephrosia gardneri,,,,,,,
Heliotropium consimile,,,,,,,
Alternanthera ficoidea,,,,,,,
Spermacoce caudata,herb,erect spreading,,annual,,,
Spermacoce brevidens,herb,erect spreading,,annual,,,
Spermacoce hillii,herb,prostrate erect,,annual perennial,,,
Corymbia pocillum,,,,,,,
Corymbia ferriticola,,,,,,,
Corymbia drysdalensis,,,,,,,
Einadia nutans,,,,,,,
Atriplex cinerea,,,,,,,
Atriplex leptocarpa,,,,,,,
Dysphania glomulifera,,,,,,,
Cratystylis centralis,shrub,,,,,,
Auranticarpa resinosa,,,,,,,
Tecticornia halocnemoides,,,,,,,
Tecticornia pergranulata,,,,,,,
Corymbia setosa,,,,,,,
Corymbia torta,,,,,,,
Corymbia torta,,,,,,,
Corymbia punkapitiensis,,,,,,,
Corymbia karelgica,,,,,,,
Corymbia plena,,,,,,,
Heliotropium brachygyne,,,,,,,
Heliotropium calvariavis,,,,,,,
Heliotropium crispatum,,,,,,,
Heliotropium delestangii,,,,,,,
Heliotropium europaeum,,,,,,,
Heliotropium frohlichii,,,,,,,
Heliotropium nesopelydum,,,,,,,
Heliotropium peckhamii,,,,,,,
Heliotropium protensum,,,,,,,
Heliotropium styotrichum,,,,,,,
Goniothalamus,,,,,,,
Pseuduvaria,,,,,,,
Rauwenhoffia,,,,,,,
Tabernaemontana pandacaqui,,,,,,,
Typhonium brownii,,,,,,,
Helichrysum alpinum,,,,,,,
Helichrysum diosmifolium,,,,,,,
Helipterum strictum,,,,,,,
Spilanthes grandiflora,,,,,,,
Azolla rubra,,,,,,,
,,,,,,,
Senna circinnata,,,,,,,
Senna artemisioides,,,,,,,
Senna cuthbertsonii,,,,,,,
Senna cardiosperma,,,,,,,
Senna magnifolia,,,,,,,
Acacia blakelyi,,,,,,,
Acacia chrysochaeta,,,,,,,
Acacia deltoidea,,,,,,,
Acacia dilatata,,,,,,,
Acacia rothii,,,,,,,
Clusia rosea,,,,,,,
Commelina cyanea,,,,,,,
Bonamia oblongifolia,,,,,,,
Cycas badensis,,,,,,,
Cycas megacarpa,,,,,,,
Cycas ophiolitica,,,,,,,
Cycas tuckeri,,,,,,,
Cycas yorkiana,,,,,,,
Boronia jucunda,,,,,,,
Eleocharis caribaea,,,,,,,
Lepidosperma carphoides,,,,,,,
Aceratium,,,,,,,
Adriana klotzschii,,,,,,,
Banksia mimica,,,,,,,
Macaranga subdentata,,,,,,,
Roeperia glauca,,,,,,,
Roeperia ledifolia,,,,,,,
Sauropus thesioides,,,,,,,
Securinega leucopyrus,,,,,,,
Securinega melanthesoides,,,,,,,
Phyllanthus pusillifolius,,,,,,,
Brachysema celsianum,,,,,,,
Crotalaria linifolia,,,,,,,
Daviesia corymbosa,,,,,,,
Indigofera brevidens,,,,,,,
Frankenia uncinata,,,,,,,
Prostanthera baxteri,,,,,,,
Utricularia inflexa,,,,,,,
Bulbine semibarbata,,,,,,,
Linum usitatissimum,herb,,,annual,,,
Alyogyne huegelii,,,,,,,
Sida aprica,,,,,,,
Sida cryphiopetala,,,,,,,
Melaleuca nanophylla,,,,,,,
Dysphania saxatilis,,,,,,,
Dicrastylis cordifolia,,,,,,,
Goodenia iyouta,,,,,,,
Goodenia lyrata,,,,,,,
Duperreya commixta,,,,,,,
Ficus macrophylla,,,,,,,
Eucalyptus platycorys,,,,,,,
Eucalyptus pyrocarpa,,,,,,,
Ludwigia peploides,,,,,,,
Echinochloa kimberleyensis,,,,,,,
Eriachne anomala,,,,,,,
Germainia capitata,,,,,,,
Ischaemum aristatum,,,,,,,
Poa poiformis,,,,,,,
Sporobolus indicus,,,,,,,
Tecticornia pterygosperma,,,,,,,
Banksia verticillata,,,,,,,
Grevillea wilkinsonii,,,,,,,
Hakea francisiana,,,,,,,
Orites revoluta,,,,,,,
Ranunculus trichophyllus,,,,,,,
Oldenlandia radicans,,,,,,,
Randia cochinchinensis,,,,,,,
Dodonaea intricata,,,,,,,
Helicteres semiglabra,,,,,,,
Dicrastylis capitellata,,,,,,,
Dicrastylis verticillata,,,,,,,
Xanthorrhoea minor,,,,,,,
Haplostichanthus,,,,,,,
Mitrephora,,,,,,,
Lepidium hyssopifolium,,,,,,,
Tephrosia savannicola,,,,,,,
Acarospora,,,,,,,
Endocarpon,,,,,,,
Endocarpon helmsianum,,,,,,,
,,,,,,,
Flavoparmelia rutidota,,,,,,,
,,,,,,,
Lecanora,,,,,,,
Peltula radicata,,,,,,,
Pyxine retirugella,,,,,,,
Peltula,,,,,,,
Peltula euploca,,,,,,,
Peltula placodizans,,,,,,,
Psora crenata,,,,,,,
Ramalina,,,,,,,
Ramalina subfraxinea,,,,,,,
Xanthoparmelia,,,,,,,
Xanthoparmelia alternata,,,,,,,
Xanthoparmelia amplexula,,,,,,,
Xanthoparmelia australasica,,,,,,,
Xanthoparmelia prodomokosii,,,,,,,
,,,,,,,
Riccia,,,,,,,
Riccia crozalsii,,,,,,,
,,,,,,,
Clathrus,,,,,,,
Ileodictyon cibarium,,,,,,,
,,,,,,,
Taxiphyllum sp.,,,,,,,
Porotrichum ramulosum,,,,,,,
,,,,,,,
Anthoceros,,,,,,,
,,,,,,,
Archidium,,,,,,,
Archidium indicum,,,,,,,
Archidium ohioense,,,,,,,
,,,,,,,
Asterella,,,,,,,
Asterella drummondii,,,,,,,
,,,,,,,
Barbula,,,,,,,
,,,,,,,
Bryum,,,,,,,
Bryum argenteum,,,,,,,
Buellia,,,,,,,
Campylopus,,,,,,,
Campylopus introflexus,,,,,,,
Cyathophorum bulbosum,,,,,,,
Pyxine keralensis,,,,,,,
Hyperphyscia adglutinata,,,,,,,
,,,,,,,
Fissidens,,,,,,,
Fissidens humilis,,,,,,,
Fissidens perobtusus,,,,,,,
Fissidens victorialis,,,,,,,
,,,,,,,
Fossombronia,,,,,,,
,,,,,,,
Funaria,,,,,,,
Funaria hygrometrica,,,,,,,
,,,,,,,
Gigaspermum,,,,,,,
Gigaspermum repens,,,,,,,
Goniomitrium,,,,,,,
Goniomitrium acuminatum,,,,,,,
Isopterygium,,,,,,,
,,,,,,,
Leucobryum,,,,,,,
Leucobryum candidum,,,,,,,
Lichenothelia,,,,,,,
Octoblepharum,,,,,,,
,,,,,,,
Pallavicinia,,,,,,,
Pallavicinia lyellii,,,,,,,
Paraporpidia aboriginum,,,,,,,
,,,,,,,
Philonotis,,,,,,,
Philonotis tenuis,,,,,,,
Physcia,,,,,,,
Plagiochasma,,,,,,,
Plagiochasma australe,,,,,,,
Pottia,,,,,,,
Pottia latzii,,,,,,,
Psora decipiens,,,,,,,
,,,,,,,
Riccardia,,,,,,,
Riccardia cochleata,,,,,,,
Synalissa,,,,,,,
,,,,,,,
Targionia,,,,,,,
Targionia hypohylla,,,,,,,
Riccia crinita,,,,,,,
Riccia lamellosa,,,,,,,
Riccia limbata,,,,,,,
Riccia cartilaginosa,,,,,,,
Riccia nigrella,,,,,,,
,,,,,,,
,,,,,,,
Tecticornia sp. Christmas Creek,,,,,,,
Acacia sp. Jimblebar,,,,,,,
Drosera barbigera,,,,,,,
Lepraria,,,,,,,
Peltula patellata,,,,,,,
Nostoc commune,,,,,,,
Porphyrosiphon notarisit,,,,,,,
,,,,,,,
Coprinus,,,,,,,
Coprinus comatus,,,,,,,
,,,,,,,
Podaxis,,,,,,,
Podaxis pistillaris,,,,,,,
Schizostoma,,,,,,,
Schizostoma laceratum,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Agaricus,,,,,,,
Agaricus campestris,,,,,,,
Agrocybe,,,,,,,
Amanita,,,,,,,
Battarrea,,,,,,,
Battarrea phalloides,,,,,,,
Calvatia,,,,,,,
Calvatia candida,,,,,,,
Calvatia gigantea,,,,,,,
Calvatia lilacina,,,,,,,
Cantharellus,,,,,,,
Coriolopsis,,,,,,,
Coriolopsis aspera,,,,,,,
Dichomitus,,,,,,,
Disciseda,,,,,,,
Disciseda anomala,,,,,,,
Disciseda candida,,,,,,,
Disciseda cervina,,,,,,,
Disciseda hypogaea,,,,,,,
Disciseda verrucosa,,,,,,,
Ganoderma,,,,,,,
Ganoderma lucidum,,,,,,,
Ganoderma resinaceum,,,,,,,
Geastrum,,,,,,,
Geastrum fenestriatus,,,,,,,
Geastrum limbatum,,,,,,,
Mycenastrum,,,,,,,
Mycenastrum corium,,,,,,,
Panus,,,,,,,
Perenniporia,,,,,,,
Perenniporia medulla-panis,,,,,,,
Peziza,,,,,,,
Phaeotrametes,,,,,,,
Phaeotrametes decipiens,,,,,,,
Phellinus,,,,,,,
Phellinus rimosus,,,,,,,
Phellinus robustus,,,,,,,
Phellorinia,,,,,,,
Phellorinia herculeana,,,,,,,
Pisolithus,,,,,,,
Celtis strychnoides,tree,,,,,,
Trichaptum,,,,,,,
Trichaptum byssogenum,,,,,,,
Tulostoma,,,,,,,
Tulostoma albicans,,,,,,,
Tulostoma album,,,,,,,
Tulostoma australianum,,,,,,,
Tulostoma minutum,,,,,,,
Tulostoma obesum,,,,,,,
Tulostoma striatum,,,,,,,
Chlamydopus,,,,,,,
Chlamydopus meyenianus,,,,,,,
Chlorophyllum,,,,,,,
Chlorophyllum molybdites,,,,,,,
Elderia,,,,,,,
Elderia arenivaga,,,,,,,
Mycoclelandia arenacea,,,,,,,
,,,,,,,
Clitocybe infundibuliformis,,,,,,,
Geastrum minium,,,,,,,
Gloeophyllum,,,,,,,
Gloeophyllum trabeum,,,,,,,
,,,,,,,
Inocybe,,,,,,,
Inonotus,,,,,,,
Inonotus chondromyelus,,,,,,,
Lentinus,,,,,,,
Lycoperdon,,,,,,,
Lycoperdon asperum,,,,,,,
Lycoperdon pratense,,,,,,,
Lycoperdon pusillum,,,,,,,
Marasmius,,,,,,,
Atalaya multiflora,,,,,,,
Lepturus xerophilus,,,,,,,
Sporobolus scabridus,,,,,,,
Montagnites,,,,,,,
Montagnea candollei,,,,,,,
,,,,,,,
Pycnoporus,,,,,,,
Trametes,,,,,,,
Scleroderma,,,,,,,
Laccocephalum,,,,,,,
Laccocephalum basilapiloides,,,,,,,
Pycnoporus coccineus,,,,,,,
Scleroderma flavidum,,,,,,,
Trametes marianna,,,,,,,
Monotoca minutiflora,,,,,,,
Lobelia gracilis,,,,,,,
Phaleria macrocarpa,tree,,,,,,
Ficus rubiginosa,,,,,,,
Cycas armstrongii x conferta,,,,,,,
Cycas armstrongii x maconochiei,,,,,,,
Cycas arnhemica x orientis,,,,,,,
Cycas calcicola x conferta,,,,,,,
Acacia sp. holey trunk,tree shrub,dense,,,,,
Acacia sp. blue mulga,,,,,,,
Dioclea javanica,,,,,,,
Cynometra ramiflora,,,,,,,
Alysicarpus brownii,shrub,erect,,annual perennial,,,
Mitrasacme nudicaulis,,,,,,,
Synostemon inaequisepalus,,,,,,,
Leucocoprinus cretaceus,,,,,,,
Utricularia nivea,,,,,,,
Cascabela,,,,,,,
Cascabela thevetia,,,,,,,
Cyclophyllum schultzii,,,,,,,
Canthium,,,,,,,
Bauhinia,tree shrub,,,,,,
Bauhinia binata,shrub climber,spreading,,,,,
