species,Fruit.Type.Botany,Fruit.Type.Specific,Fruit.Type.Function,Adaptive.Trait,Fruit.Length (mm),Fruit.Diameter (mm),Seed.Length (mm),Seed.Diameter (mm),Flowering time
Grevillea sarissa,dry,follicle,dry,,,,,,
Grevillea scabra,dry,follicle,dry,,,,,,`10
Grevillea scabrida,dry,follicle,dry,,,,,,`7
Grevillea scapigera,dry,follicle,dry,,,,,,
Grevillea scortechinii,dry,follicle,dry,,,,,,
Grevillea secunda,dry,follicle,dry,,,,,,`9-12
Grevillea sericea,dry,follicle,dry,,,,,,
Grevillea sessilis,dry,follicle,dry,,,,,,`4-12
Grevillea shiressii,dry,follicle,dry,,,,,,`7-12
Grevillea shuttleworthiana,dry,follicle,dry,,,,,,
Grevillea singuliflora,dry,follicle,dry,,,,,,`3-9
Grevillea sparsiflora,dry,follicle,dry,,,,,,`6-11
Grevillea speciosa,dry,follicle,dry,,,,,,`7-10
Grevillea sphacelata,dry,follicle,dry,,,,,,`7-1
Grevillea spinosa,dry,follicle,dry,,,,,,`5-9
Grevillea spinosissima,dry,follicle,dry,,,,,,`6-9
Grevillea steiglitziana,dry,follicle,dry,,,,,,`9-1
Grevillea stenobotrya,dry,follicle,dry,,,,,,`5-12
Grevillea stenogyne,dry,follicle,dry,,,,,,
Grevillea stenomera,dry,follicle,dry,,,,,,`8-10
Grevillea stenostachya,dry,follicle,dry,,,,,,`8-9
Grevillea striata,dry,follicle,dry,,,,,,`8-12
Grevillea subterlineata,dry,follicle,dry,,,,,,
Grevillea subtiliflora,dry,follicle,dry,,,,,,`7-10
Grevillea sulcata,dry,follicle,dry,,,,,,
Grevillea synapheae,dry,follicle,dry,,,,,,
Grevillea tenuiflora,dry,follicle,dry,,,,,,`8-9
Grevillea tenuiloba,dry,follicle,dry,,,,,,`8-10
Grevillea teretifolia,dry,follicle,dry,,,,,,`6-11
Grevillea tetragonoloba,dry,follicle,dry,,,,,,`10-3
Grevillea tetrapleura,dry,follicle,dry,,,,,,`7-9
Grevillea thelemanniana,dry,follicle,dry,,,,,,`7-10
Grevillea thyrsoides,dry,follicle,dry,,,,,,
Grevillea trachytheca,dry,follicle,dry,,,,,,`5-10
Grevillea treueriana,dry,follicle,dry,,,,,,`6-10
Grevillea trifida,dry,follicle,dry,,,,,,`7-11
Grevillea triloba,dry,follicle,dry,,,,,,`7-10
Grevillea tripartita,dry,follicle,dry,,,,,,
Grevillea triternata,dry,follicle,dry,,,,,,`8-12
Grevillea umbellulata,dry,follicle,dry,,,,,,`7-11
Grevillea uncinulata,dry,follicle,dry,,,,,,`5-11
Grevillea uniformis,dry,follicle,dry,,,,,,`7-11
Grevillea variifolia,dry,follicle,dry,,,,,,
Grevillea velutinella,dry,follicle,dry,,,,,,`3-7
Grevillea venusta,dry,follicle,dry,,,,,,`6-9
Grevillea versicolor,dry,follicle,dry,,,,,,`5-11
Grevillea vestita,dry,follicle,dry,,,,,,
Grevillea victoriae,dry,follicle,dry,,,,,,
Grevillea virgata,dry,follicle,dry,,,,,,`5-10
Grevillea viridiflava,dry,follicle,dry,,,,,,`8-1
Grevillea whiteana,dry,follicle,dry,,,,,,`3-10
Grevillea wickhamii,dry,follicle,dry,,,,,,
Grevillea wilkinsonii,dry,follicle,dry,,,,,,`10-11
Grevillea williamsonii,dry,follicle,dry,,,,,,`8-10
Grevillea willisii,dry,follicle,dry,,,,,,`9-1
Grevillea wilsonii,dry,follicle,dry,,,,,,`7-12
Grevillea wiradjuri,dry,follicle,dry,,,,,,`8-12
Grevillea wittweri,dry,follicle,dry,,,,,,`9-4
Grevillea xiphoidea,dry,follicle,dry,,,,,,`6-9
Grevillea yorkrakinensis,dry,follicle,dry,,,,,,`5-10
Grevillea zygoloba,dry,follicle,dry,,,,,,`9-11
Guioa acutifolia,dry,capsule,fleshy,aril,,,,,
Guioa crenifoliola,dry,capsule,fleshy,aril,,,,,
Guioa lasioneura,dry,capsule,fleshy,aril,,,,,
Guioa montana,dry,capsule,fleshy,aril,,,,,
Guioa semiglauca,dry,capsule,fleshy,aril,,,,,
Gunnera cordifolia,fleshy,drupe,fleshy,,,,,,
Gymnostoma australianum,dry,samara,dry,,,,,,
Gyrocarpus americanus,dry,samara,dry,,,,,,
Haemodorum austroqueenslandicum,dry,capsule,dry,,,,,,
Haemodorum brevicaule,dry,capsule,dry,,,,,,
Haemodorum brevisepalum,dry,capsule,dry,,,,,,
Haemodorum coccineum,dry,capsule,dry,,,,,,
Haemodorum corymbosum,dry,capsule,dry,,,,,,
Haemodorum discolor,dry,capsule,dry,,,,,,
Haemodorum distichophyllum,dry,capsule,dry,,,,,,
Haemodorum ensifolium,dry,capsule,dry,,,,,,
Haemodorum gracile,dry,capsule,dry,,,,,,
Haemodorum laxum,dry,capsule,dry,,,,,,
Haemodorum loratum,dry,capsule,dry,,,,,,
Haemodorum paniculatum,dry,capsule,dry,,,,,,
Haemodorum parviflorum,dry,capsule,dry,,,,,,
Haemodorum planifolium,dry,capsule,dry,,,,,,
Haemodorum simplex,dry,capsule,dry,,,,,,
Haemodorum simulans,dry,capsule,dry,,,,,,
Haemodorum sparsiflorum,dry,capsule,dry,,,,,,
Haemodorum spicatum,dry,capsule,dry,,,,,,
Haemodorum tenuifolium,dry,capsule,dry,,,,,,
Haemodorum venosum,dry,capsule,dry,,,,,,
Hakea actites,dry,follicle,dry,,,,,,`5-9
Hakea aculeata,dry,follicle,dry,,,,,,`9-10
Hakea acuminata,dry,follicle,dry,,,,,,`7
Hakea adnata,dry,follicle,dry,,,,,,`8-10
Hakea aenigma,dry,follicle,dry,,,,,,`9-11
Hakea ambigua,dry,follicle,dry,,,,,,`9-10
Hakea amplexicaulis,dry,follicle,dry,,,,,,`8-10
Hakea anadenia,dry,follicle,dry,,,,,,`7-10
Hakea arborescens,dry,follicle,dry,,,,,,`1-6
Hakea archaeoides,dry,follicle,dry,,,,,,`10-12
Hakea auriculata,dry,follicle,dry,,,,,,`6-10
Hakea bakeriana,dry,follicle,dry,,,,,,`5-9
Hakea baxteri,dry,follicle,dry,,,,,,`10-11
Hakea bicornata,dry,follicle,dry,,,,,,
Hakea brachyptera,dry,follicle,dry,,,,,,`8-9
Hakea brownii,dry,follicle,dry,,,,,,`9-11
Hakea bucculenta,dry,follicle,dry,,,,,,`5-10
Hakea candolleana,dry,follicle,dry,,,,,,`6-9
Hakea carinata,dry,follicle,dry,,,,,,`9-10
Hakea ceratophylla,dry,follicle,dry,,,,,,`9-12
Hakea chordophylla,dry,follicle,dry,,,,,,`6-9
Hakea cinerea,dry,follicle,dry,,,,,,`8-11
Hakea circumalata,dry,follicle,dry,,,,,,`7-9
Hakea clavata,dry,follicle,dry,,,,,,`1-10
Hakea collina,dry,follicle,dry,,,,,,`5-7
Hakea commutata,dry,follicle,dry,,,,,,`9-11
Hakea conchifolia,dry,follicle,dry,,,,,,`6-8
Hakea constablei,dry,follicle,dry,,,,,,`9-11
Hakea corymbosa,dry,follicle,dry,,,,,,`5-9
Hakea costata,dry,follicle,dry,,,,,,`7-10
Hakea cristata,dry,follicle,dry,,,,,,`5-8
Hakea cucullata,dry,follicle,dry,,,,,,`5-11
Hakea cyclocarpa,dry,follicle,dry,,,,,,`8-10
Hakea cycloptera,dry,follicle,dry,,,,,,`12-8
Hakea cygna,dry,follicle,dry,,,,,,
Hakea dactyloides,dry,follicle,dry,,,,,,`10-11
Hakea decurrens,dry,follicle,dry,,,,,,
Hakea denticulata,dry,follicle,dry,,,,,,`7-10
Hakea divaricata,dry,follicle,dry,,,,,,`6-11
Hakea dohertyi,dry,follicle,dry,,,,,,`9-10
Hakea drupacea,dry,follicle,dry,,,,,,`3-6
Hakea ednieana,dry,follicle,dry,,,,,,`9-12
Hakea elliptica,dry,follicle,dry,,,,,,`12
Hakea eneabba,dry,follicle,dry,,,,,,`7-9
Hakea epiglottis,dry,follicle,dry,,,,,,
Hakea erecta,dry,follicle,dry,,,,,,`9-10
Hakea eriantha,dry,follicle,dry,,,,,,`8-11
Hakea erinacea,dry,follicle,dry,,,,,,`5-11
Hakea eyreana,dry,follicle,dry,,,,,,`5-11
Hakea falcata,dry,follicle,dry,,,,,,`9-11
Hakea ferruginea,dry,follicle,dry,,,,,,`7-11
Hakea flabellifolia,dry,follicle,dry,,,,,,`10-11
Hakea florida,dry,follicle,dry,,,,,,`11-1
Hakea florulenta,dry,follicle,dry,,,,,,`9-12
Hakea francisiana,dry,follicle,dry,,,,,,`7-10
Hakea fraseri,dry,follicle,dry,,,,,,`9-10
Hakea gibbosa,dry,follicle,dry,,,,,,`4-7
Hakea gilbertii,dry,follicle,dry,,,,,,`8-9
Hakea grammatophylla,dry,follicle,dry,,,,,,`3-8
Hakea hastata,dry,follicle,dry,,,,,,`9-10
Hakea hookeriana,dry,follicle,dry,,,,,,`9-1
Hakea horrida,dry,follicle,dry,,,,,,`8-10
Hakea ilicifolia,dry,follicle,dry,,,,,,`8-10
Hakea incrassata,dry,follicle,dry,,,,,,`6-11
Hakea invaginata,dry,follicle,dry,,,,,,`7-9
Hakea ivoryi,dry,follicle,dry,,,,,,`10-1
Hakea kippistiana,dry,follicle,dry,,,,,,`11-2
Hakea laevipes,dry,follicle,dry,,,,,,
Hakea lasiantha,dry,follicle,dry,,,,,,`3-9
Hakea lasianthoides,dry,follicle,dry,,,,,,`9-11
Hakea lasiocarpha,dry,follicle,dry,,,,,,`5-7
Hakea laurina,dry,follicle,dry,,,,,,`4-8
Hakea lehmanniana,dry,follicle,dry,,,,,,`6-8
Hakea leucoptera,dry,follicle,dry,,,,,,
Hakea linearis,dry,follicle,dry,,,,,,`10-5
Hakea lissocarpha,dry,follicle,dry,,,,,,`5-9
Hakea lissosperma,dry,follicle,dry,,,,,,`10-12
Hakea longiflora,dry,follicle,dry,,,,,,`6-9
Hakea loranthifolia,dry,follicle,dry,,,,,,`8-9
Hakea lorea,dry,follicle,dry,,,,,,
Hakea maconochieana,dry,follicle,dry,,,,,,`4
Hakea macraeana,dry,follicle,dry,,,,,,`8-10
Hakea macrocarpa,dry,follicle,dry,,,,,,`5-8
Hakea macrorrhyncha,dry,follicle,dry,,,,,,`8-9
Hakea marginata,dry,follicle,dry,,,,,,`5-10
Hakea megadenia,dry,follicle,dry,,,,,,`2-7
Hakea megalosperma,dry,follicle,dry,,,,,,`5-6
Hakea meisneriana,dry,follicle,dry,,,,,,`9-11
Hakea microcarpa,dry,follicle,dry,,,,,,`9-2
Hakea minyma,dry,follicle,dry,,,,,,`8-11
Hakea mitchellii,dry,follicle,dry,,,,,,`10-1
Hakea multilineata,dry,follicle,dry,,,,,,`6-9
Hakea myrtoides,dry,follicle,dry,,,,,,`7-8
Hakea neurophylla,dry,follicle,dry,,,,,,`8
Hakea newbeyana,dry,follicle,dry,,,,,,`9-10
Hakea nitida,dry,follicle,dry,,,,,,`7-9
Hakea nodosa,dry,follicle,dry,,,,,,`5-8
Hakea obliqua,dry,follicle,dry,,,,,,
Hakea obtusa,dry,follicle,dry,,,,,,`5-9
Hakea ochroptera,dry,follicle,dry,,,,,,`9-10
Hakea oldfieldii,dry,follicle,dry,,,,,,`8-10
Hakea oleifolia,dry,follicle,dry,,,,,,`8-10
Hakea orthorrhyncha,dry,follicle,dry,,,,,,
Hakea pachyphylla,dry,follicle,dry,,,,,,`8-9
Hakea pandanicarpa,dry,follicle,dry,,,,,,
Hakea pedunculata,dry,follicle,dry,,,,,,`4-8
Hakea pendens,dry,follicle,dry,,,,,,`9
Hakea persiehana,dry,follicle,dry,,,,,,`11-2
Hakea petiolaris,dry,follicle,dry,,,,,,`3-7
Hakea platysperma,dry,follicle,dry,,,,,,`7-10
Hakea plurinervia,dry,follicle,dry,,,,,,`5-9
Hakea polyanthema,dry,follicle,dry,,,,,,`9
Hakea preissii,dry,follicle,dry,,,,,,`8-10
Hakea pritzelii,dry,follicle,dry,,,,,,`7-10
Hakea propinqua,dry,follicle,dry,,,,,,`5-7
Hakea prostrata,dry,follicle,dry,,,,,,`7-10
Hakea psilorrhyncha,dry,follicle,dry,,,,,,`9-10
Hakea pulvinifera,dry,follicle,dry,,,,,,`9-11
Hakea purpurea,dry,follicle,dry,,,,,,`8-10
Hakea pycnoneura,dry,follicle,dry,,,,,,`5-8
Hakea recurva,dry,follicle,dry,,,,,,
Hakea repullulans,dry,follicle,dry,,,,,,`9-10
Hakea rhombales,dry,follicle,dry,,,,,,`4-9
Hakea rigida,dry,follicle,dry,,,,,,`9-10
Hakea rostrata,dry,follicle,dry,,,,,,`7-11
Hakea rugosa,dry,follicle,dry,,,,,,`8-10
Hakea ruscifolia,dry,follicle,dry,,,,,,`12-1
Hakea salicifolia,dry,follicle,dry,,,,,,
Hakea scoparia,dry,follicle,dry,,,,,,
Hakea sericea,dry,follicle,dry,,,,,,`7-10
Hakea smilacifolia,dry,follicle,dry,,,,,,`8-9
Hakea spathulata,dry,follicle,dry,,,,,,`6-10
Hakea standleyensis,dry,follicle,dry,,,,,,`9-10
Hakea stenocarpa,dry,follicle,dry,,,,,,`9-10
Hakea stenophylla,dry,follicle,dry,,,,,,
Hakea strumosa,dry,follicle,dry,,,,,,`9-11
Hakea subsulcata,dry,follicle,dry,,,,,,`5-8
Hakea sulcata,dry,follicle,dry,,,,,,`8-11
Hakea tephrosperma,dry,follicle,dry,,,,,,`9-10
Hakea teretifolia,dry,follicle,dry,,,,,,
Hakea trifurcata,dry,follicle,dry,,,,,,`4-10
Hakea trineura,dry,follicle,dry,,,,,,`5-9
Hakea tuberculata,dry,follicle,dry,,,,,,`3-4
Hakea ulicina,dry,follicle,dry,,,,,,`8-9
Hakea undulata,dry,follicle,dry,,,,,,`7-10
Hakea varia,dry,follicle,dry,,,,,,`7-11
Hakea verrucosa,dry,follicle,dry,,,,,,`5-8
Hakea victoria,dry,follicle,dry,,,,,,`7-10
Hakea vittata,dry,follicle,dry,,,,,,`8-11
Haloragis aculeolata,dry,nut,dry,,,,,,
Haloragis acutangula,dry,nut,dry,,,,,,
Haloragis aspera,dry,nut,dry,,,,,,
Haloragis digyna,dry,nut,dry,,,,,,
Haloragis dura,dry,nut,dry,,,,,,
Haloragis eichleri,dry,nut,dry,,,,,,
Haloragis exalata,dry,nut,dry,,,,,,
Haloragis eyreana,dry,nut,dry,,,,,,
Haloragis foliosa,dry,nut,dry,,,,,,
Haloragis glauca,dry,nut,dry,,,,,,
Haloragis gossei,dry,nut,dry,,,,,,
Haloragis hamata,dry,nut,dry,,,,,,
Haloragis heterophylla,dry,nut,dry,,,,,,
Haloragis myriocarpa,dry,nut,dry,,,,,,
Haloragis odontocarpa,dry,nut,dry,,,,,,
Haloragis platycarpa,dry,nut,dry,,,,,,
Haloragis scoparia,dry,nut,dry,,,,,,
Haloragis serra,dry,nut,dry,,,,,,
Haloragis stricta,dry,nut,dry,,,,,,
Haloragis tenuifolia,dry,nut,dry,,,,,,
Haloragis trigonocarpa,dry,nut,dry,,,,,,
Haloragis uncatipila,dry,nut,dry,,,,,,
Haloragodendron baeuerlenii,dry,nut,dry,,,,,,
Haloragodendron glandulosum,dry,nut,dry,,,,,,
Haloragodendron lucasii,dry,nut,dry,,,,,,
Haloragodendron monospermum,dry,nut,dry,,,,,,
Haloragodendron racemosum,dry,nut,dry,,,,,,
Hanguana malayana,fleshy,drupe,fleshy,,,,,,
Haplostichanthus fruticosus,,,,,,,,,`1-8
Haplostichanthus johnsonii,,,,,,,,,`11-2
Haplostichanthus ramiflorus,,,,,,,,,`8-5
Haplostichanthus rufescens,,,,,,,,,`12-2
Harpullia alata,dry,capsule,fleshy,aril,,,,,
Harpullia arborea,dry,capsule,dry,,,,,,
Harpullia frutescens,dry,capsule,fleshy,aril,,,,,
Harpullia hillii,dry,capsule,fleshy,aril,,,,,
Harpullia leichhardtii,dry,capsule,fleshy,aril,,,,,
Harpullia pendula,dry,capsule,dry,,,,,,
Harpullia ramiflora,dry,capsule,fleshy,aril,,,,,
Harpullia rhyticarpa,dry,capsule,fleshy,aril,,,,,
Harrisonia brownii,fleshy,drupe,fleshy,,,,,,
Hedraianthera porphyropetala,dry,capsule,fleshy,aril,,,,,
Hedycarya angustifolia,fleshy,drupe,fleshy,,,,,,`5-11
Hedycarya loxocarya,fleshy,drupe,fleshy,,,,,,`5-9
Helicia australasica,fleshy,drupe,fleshy,,,,,,`8-12
Helicia blakei,fleshy,drupe,fleshy,,,,,,
Helicia ferruginea,fleshy,drupe,fleshy,,,,,,
Helicia glabriflora,fleshy,drupe,fleshy,,,,,,
Helicia grayi,fleshy,drupe,fleshy,,,,,,
Helicia lamingtoniana,fleshy,drupe,fleshy,,,,,,
Helicia lewisensis,fleshy,drupe,fleshy,,,,,,
Helicia nortoniana,fleshy,drupe,fleshy,,,,,,
Helicia recurva,fleshy,drupe,fleshy,,,,,,
Helmholtzia acorifolia,dry,capsule,dry,,,,2,,
Helmholtzia glaberrima,dry,capsule,dry,,,,4.5,,
Hemmantia webbii,,,,,,,,,
Hensmania chapmanii,dry,capsule,dry,,,,,,`12-1
Hensmania stoniella,dry,capsule,dry,,,,,,`9-11
Hensmania turbinata,dry,capsule,dry,,,,,,`11-1
Hernandia albiflora,,,,,,,,,`11-12
Hernandia bivalvis,,,,,,,,,`10
Hernandia nymphaeifolia,,,,,,,,,
Herpolirion novae-zelandiae,dry,capsule,dry,,,,,,
Heterodendrum diversifolium,dry,capsule,fleshy,aril,,,,,
Heterodendrum oleifolium,dry,capsule,fleshy,aril,,,,,
Heterodendrum pubescens,dry,capsule,fleshy,aril,,,,,
Heterodendrum tropicum,dry,capsule,fleshy,aril,,,,,
Hicksbeachia pilosa,fleshy,drupe,fleshy,,,,,,`6-11
Hicksbeachia pinnatifolia,fleshy,drupe,fleshy,,,,,,`8-10
Hippocratea barbata,dry,capsule,dry,seed winged,,,,,
Hodgsoniola junciformis,dry,capsule,dry,,,,,,`10-12
Hollandaea riparia,dry,follicle,dry,,,,,,
Hollandaea sayeriana,dry,follicle,dry,,,,,,
Horsfieldia australiana,,,,,,,,,`8-10
Hypoxis arillacea,dry,capsule,dry,,,,,,
Hypoxis exilis,dry,capsule,dry,,,,,,
Hypoxis gardneri,dry,capsule,dry,,,,,,
Hypoxis glabella,dry,capsule,dry,,,,,,
Hypoxis hygrometrica,dry,capsule,dry,,,,,,
Hypoxis marginata,dry,capsule,dry,,,,,,
Hypoxis nervosa,dry,capsule,dry,,,,,,
Hypoxis occidentalis,dry,capsule,dry,,,,,,
Hypoxis pratensis,dry,capsule,dry,,,,,,
Hypoxis vaginata,dry,capsule,dry,,,,,,
Hypserpa decumbens,fleshy,drupe,fleshy,,,,,,`8-3
Hypserpa laurina,fleshy,drupe,fleshy,,,,,,`7-2
Hypserpa smilacifolia,fleshy,drupe,fleshy,,,,,,`8-10
Hypsophila dielsiana,dry,capsule,dry,,,,,,
Hypsophila halleyana,dry,capsule,dry,,,,,,
Ilex arnhemensis,fleshy,drupe,fleshy,,,,,,
Intsia bijuga,dry,pod,dry,,,,,,
Iphigenia indica,dry,capsule,dry,,,,,,
Irvingbaileya australis,fleshy,drupe,fleshy,,,,,,
Isophysis tasmanica,dry,capsule,dry,,,,,,`12-1
Isopogon adenanthoides,dry,nut,dry,,,,,,`7-10
Isopogon alcicornis,dry,nut,dry,,,,,,`10-11
Isopogon anemonifolius,dry,nut,dry,,,,,,`7-12
Isopogon anethifolius,dry,nut,dry,,,,,,`9-11
Isopogon asper,dry,nut,dry,,,,,,`6-10
Isopogon attenuatus,dry,nut,dry,,,,,,`9-2
Isopogon axillaris,dry,nut,dry,,,,,,`7-10
Isopogon baxteri,dry,nut,dry,,,,,,`8-1
Isopogon buxifolius,dry,nut,dry,,,,,,
Isopogon ceratophyllus,dry,nut,dry,,,,,,`7-1
Isopogon crithmifolius,dry,nut,dry,,,,,,`9-10
Isopogon cuneatus,dry,nut,dry,,,,,,`7-10
Isopogon dawsonii,dry,nut,dry,,,,,,`8-10
Isopogon divergens,dry,nut,dry,,,,,,`8-10
Isopogon dubius,dry,nut,dry,,,,,,`7-9
Isopogon fletcheri,dry,nut,dry,,,,,,`9-11
Isopogon formosus,dry,nut,dry,,,,,,
Isopogon gardneri,dry,nut,dry,,,,,,`9-12
Isopogon heterophyllus,dry,nut,dry,,,,,,`8-11
Isopogon inconspicuus,dry,nut,dry,,,,,,`7-10
Isopogon latifolius,dry,nut,dry,,,,,,`9-12
Isopogon linearis,dry,nut,dry,,,,,,`8-9
Isopogon longifolius,dry,nut,dry,,,,,,`11-1
Isopogon mnoraifolius,dry,nut,dry,,,,,,`9
Isopogon petiolaris,dry,nut,dry,,,,,,`7-11
Isopogon polycephalus,dry,nut,dry,,,,,,`8-1
Isopogon prostratus,dry,nut,dry,,,,,,`10-12
Isopogon scabriusculus,dry,nut,dry,,,,,,
Isopogon sphaerocephalus,dry,nut,dry,,,,,,`7-1
Isopogon teretifolius,dry,nut,dry,,,,,,
Isopogon tridens,dry,nut,dry,,,,,,`6-7
Isopogon trilobus,dry,nut,dry,,,,,,`9-12
Isopogon uncinatus,dry,nut,dry,,,,,,`10
Isopogon villosus,dry,nut,dry,,,,,,`9-11
Jagera discolor,dry,capsule,dry,,,,,,
Jagera javanica,dry,capsule,dry,,,,,,
Jagera pseudorhus,dry,capsule,dry,,,,,,
Jedda multicaulis,dry,,dry,,,,,,`10
Johnsonia acaulis,dry,capsule,dry,,,,,,`8-12
Johnsonia inconspicua,dry,capsule,dry,,,,,,`10-11
Johnsonia lupulina,dry,capsule,dry,,,,,,`9-11
Johnsonia pubescens,dry,capsule,dry,,,,,,`8-11
Johnsonia teretifolia,dry,capsule,dry,,,,,,`10-12
Kelleria dieffenbachii,dry,,dry,indehiscent,,,,,
Kelleria laxa,dry,,dry,indehiscent,,,,,
Kingia australis,dry,capsule,dry,,,,,,
Korthalsella breviarticulata,fleshy,berry,fleshy,,,,,,
Korthalsella grayi,fleshy,berry,fleshy,,,,,,
Korthalsella leucothrix,fleshy,berry,fleshy,,,,,,
Korthalsella papuana,fleshy,berry,fleshy,,,,,,
Korthalsella rubra,fleshy,berry,fleshy,,,,,,
Kuntheria pedunculata,dry,capsule,dry,,,,,,`8-10
Labichea brassii,dry,pod,dry,,,,,,
Labichea buettneriana,dry,pod,dry,,,,,,
Labichea cassioides,dry,pod,dry,,,,,,
Labichea deserticola,dry,pod,dry,,,,,,
Labichea digitata,dry,pod,dry,,,,,,
Labichea eremaea,dry,pod,dry,,,,,,
Labichea lanceolata,dry,pod,dry,,,,,,
Labichea nitida,dry,pod,dry,,,,,,
Labichea obtrullata,dry,pod,dry,,,,,,
Labichea punctata,dry,pod,dry,,,,,,
Labichea rupestris,dry,pod,dry,,,,,,
Labichea saxicola,dry,pod,dry,,,,,,
Labichea stellata,dry,pod,dry,,,,,,
Labichea teretifolia,dry,pod,dry,,,,,,
Lagerstroemia archeriana,dry,capsule,dry,,,,,,
Lambertia echinata,dry,follicle,dry,,,,,,`9-1
Lambertia ericifolia,dry,follicle,dry,,,,,,`8-1
Lambertia fairallii,dry,follicle,dry,,,,,,
Lambertia formosa,dry,follicle,dry,,,,,,`9-1
Lambertia ilicifolia,dry,follicle,dry,,,,,,`9-10
Lambertia inermis,dry,follicle,dry,,,,,,`1-12
Lambertia multiflora,dry,follicle,dry,,,,,,`8-12
Lambertia orbifolia,dry,follicle,dry,,,,,,`12-1
Lambertia rariflora,dry,follicle,dry,,,,,,
Lambertia uniflora,dry,follicle,dry,,,,,,`10-1
Laportea interrupta,dry,achene,dry,,,,,,
Laxmannia arida,dry,capsule,dry,,,,,,`7-10
Laxmannia brachyphylla,dry,capsule,dry,,,,,,`8-10
Laxmannia compacta,dry,capsule,dry,,,,,,`8-11
Laxmannia gracilis,dry,capsule,dry,,,,,,`7-10
Laxmannia grandiflora,dry,capsule,dry,,,,,,`9-11
Laxmannia jamesii,dry,capsule,dry,,,,,,`5-7
Laxmannia minor,dry,capsule,dry,,,,,,`9-12
Laxmannia omnifertilis,dry,capsule,dry,,,,,,`6-9
Laxmannia orientalis,dry,capsule,dry,,,,,,`9-11
Laxmannia paleacea,dry,capsule,dry,,,,,,`8-10
Laxmannia ramosa,dry,capsule,dry,,,,,,`4-7
Laxmannia sessiliflora,dry,capsule,dry,,,,,,`4-7
Laxmannia squarrosa,dry,capsule,dry,,,,,,`9-11
Lechenaultia acutiloba,dry,capsule,dry,,,,,,`9-12
Lechenaultia aphylla,dry,capsule,dry,,,,,,
Lechenaultia biloba,dry,capsule,dry,,,,,,`8-11
Lechenaultia brevifolia,dry,capsule,dry,,,,,,`10-12
Lechenaultia chlorantha,dry,capsule,dry,,,,,,`8-9
Lechenaultia divaricata,dry,capsule,dry,,,,,,
Lechenaultia expansa,dry,capsule,dry,,,,,,`10-1
Lechenaultia filiformis,dry,capsule,dry,,,,,,
Lechenaultia floribunda,dry,capsule,dry,,,,,,`8-12
Lechenaultia formosa,dry,capsule,dry,,,,,,
Lechenaultia heteromera,dry,capsule,dry,,,,,,`8-11
Lechenaultia hirsuta,dry,capsule,dry,,,,,,`9-12
Lechenaultia juncea,dry,capsule,dry,,,,,,`11-12
Lechenaultia laricina,dry,capsule,dry,,,,,,`10-12
Lechenaultia linarioides,dry,capsule,dry,,,,,,
Lechenaultia longiloba,dry,capsule,dry,,,,,,`7-10
Lechenaultia lutescens,dry,capsule,dry,,,,,,
Lechenaultia macrantha,dry,capsule,dry,,,,,,`8-10
Lechenaultia ovata,dry,capsule,dry,,,,,,
Lechenaultia papillata,dry,capsule,dry,,,,,,`10-11
Lechenaultia pulvinaris,dry,capsule,dry,,,,,,`10-12
Lechenaultia stenosepala,dry,capsule,dry,,,,,,`10-12
Lechenaultia striata,dry,capsule,dry,,,,,,
Lechenaultia subcymosa,dry,capsule,dry,,,,,,
Lechenaultia superba,dry,capsule,dry,,,,,,`9-10
Lechenaultia tubiflora,dry,capsule,dry,,,,,,
Legnephora moorei,fleshy,drupe,fleshy,,,,,,`10-1
Lepiderema hirsuta,dry,capsule,fleshy,aril,,,,,
Lepiderema ixiocarpa,dry,capsule,fleshy,aril,,,,,
Lepiderema largiflorens,dry,capsule,fleshy,aril,,,,,
Lepiderema pulchella,dry,capsule,fleshy,aril,,,,,
Lepiderema punctulata,dry,capsule,fleshy,aril,,,,,
Lepiderema sericolignis,dry,capsule,fleshy,aril,,,,,
Lepisanthes rubiginosa,fleshy,,fleshy,,,,,,
Leptomeria acida,fleshy,drupe,fleshy,,,,,,
Leptomeria aphylla,fleshy,drupe,fleshy,,,,,,
Leptomeria axillaris,fleshy,drupe,fleshy,,,,,,
Leptomeria cunninghamii,fleshy,drupe,fleshy,,,,,,
Leptomeria dielsiana,fleshy,drupe,fleshy,,,,,,
Leptomeria drupacea,fleshy,drupe,fleshy,,,,,,
Leptomeria empetriformis,fleshy,drupe,fleshy,,,,,,
Leptomeria ericoides,fleshy,drupe,fleshy,,,,,,
Leptomeria glomerata,fleshy,drupe,fleshy,,,,,,
Leptomeria obovata,fleshy,drupe,fleshy,,,,,,
Leptomeria pachyclada,fleshy,drupe,fleshy,,,,,,
Leptomeria pauciflora,fleshy,drupe,fleshy,,,,,,
Leptomeria penduliflora,fleshy,drupe,fleshy,,,,,,
Leptomeria preissiana,fleshy,drupe,fleshy,,,,,,
Leptomeria scrobiculata,fleshy,drupe,fleshy,,,,,,
Leptomeria spinosa,fleshy,drupe,fleshy,,,,,,
Leptomeria squarrulosa,fleshy,drupe,fleshy,,,,,,
Lethedon setosa,dry,,dry,,,,,,
Levieria acuminata,fleshy,drupe,fleshy,,,,,,`11-12
Libertia paniculata,dry,capsule,dry,,,,,,`10-11
Libertia pulchella,dry,capsule,dry,,,,,,`11-1
Lindera queenslandica,fleshy,drupe,fleshy,,,,,,`11-2
