SPECIES,growth form,plant longevity,extreme min height (m),min height (m),max height (m),extreme max height (m),flowering start (month),flowering finish (month),leaf type (compound/simple),leaf longevity (evergreen/deciduous)
Hypocalymma robustum,shrub,perennial assumed,,0.4,1,1.5,6,11,,
Hypocalymma scariosum,shrub,perennial assumed,,,0.5,,9,9,,
Hypocalymma serrulatum,shrub,perennial assumed,,0.45,1.7,,4,5,,
Hypocalymma speciosum,shrub,perennial assumed,,0.15,0.6,,9,11,,
Hypocalymma strictum,shrub,perennial assumed,,0.2,1.5,,1,10,,
Hypocalymma sylvestre,shrub,perennial assumed,,,0.6,,8,8,,
Hypocalymma tenuatum,shrub,perennial assumed,,0.2,0.35,,7,8,,
Hypocalymma tetrapterum,shrub,perennial assumed,,0.4,0.9,,8,8,,
Hypocalymma uncinatum,shrub,perennial assumed,,0.6,2,,7,9,,
Hypocalymma verticillare,shrub,perennial assumed,,,,,,,,
Hypocalymma xanthopetalum,shrub,perennial assumed,,0.15,1,,7,3,,
Hypoestes floribunda,herb/shrub,perennial,,0.25,1.5,,APRIL,SEPT,,
Hypoestes sparsiflora,herb/shrub,perennial,,0.25,1,,MAY,AUG,,
Hypolaena caespitosa,herb,perennial,,,,,,,,
Hypolaena exsulca,herb,perennial,,0.25,0.75,,SEP,DEC,,
Hypolaena fastigiata,herb,perennial,,0.15,0.3,,SEP,NOV,,
Hypolaena grandiuscula,graminoid,,,0.4,1,,,,,
Hypolaena humilis,herb,perennial,,0.15,0.6,,AUG,NOV,,
Hypolaena pubescens,herb,perennial,,0.15,1,,JAN,JUN,,
Hypolaena robusta,herb,perennial,,,0.5,,SEP,OCT,,
Hypolaena viridis,herb,perennial,,0.25,0.45,,,,,
Hypoxis nervosa,herb,perennial,,0.1,0.3,,DEC,JAN,,
Ichnocarpus frutescens,climber,,,,,,JAN,MAR,,
Ilex arnhemensis,tree,perennial assumed,,,25,,JUN,SEP,,
Iotasperma australiense,herb,,,,0.23,,JUL,JUL,,
Iotasperma sessilifolium,herb,,,,,,,,,
Iphigenia indica,herb,perennial,,0.4,0.7,,FEB,MAR,,
Ipomoea abrupta,climber,,,,,,FEB,APR,,
Ipomoea aquatica,herb,annual/perennial,,,,,MAR,MAY,,
Ipomoea calobra,climber,,,,6,,JAN,JUN,,
Ipomoea coptica,climber/herb,annual,,0.1,1,,FEB,JUN,,
Ipomoea costata,climber/herb/shrub,perennial,,,3,6,FEB,NOV,,
Ipomoea diamantinensis,herb,annual,,,,,APR,OCT,,
Ipomoea diversifolia,climber/herb,,,,,,,,,
Ipomoea eriocarpa,climber/herb,annual,,,,,MAR,AUG,,
Ipomoea gracilis,herb,,,,,,MAR,SEP,,
Ipomoea graminea,herb,,,,,,JAN,MAR,,
Ipomoea lonchophylla,herb,annual,,0.05,0.2,1.5,MAR,APR,,
Ipomoea macrantha,climber/herb,perennial,,,3,,MAR,JUL,,
Ipomoea muelleri,herb,perennial,,0.05,0.3,1,MAR,DEC,,
Ipomoea pes-caprae,herb,perennial,,,,,JAN,NOV,,
Ipomoea plebeia,herb,annual,,,,,MAY,MAY,,
Ipomoea polymorpha,herb,annual,,0.02,0.6,,FEB,AUG,,
Ipomoea racemigera,climber/herb,annual,,,,,,,,
Ipomoea trichosperma,climber,,,,,,MAY,MAY,,
Ipomoea yardiensis,shrub,perennial assumed,,,1.5,,MAY,JUN,,
Isoetopsis graminifolia,herb,annual,,0.02,0.05,,JUN,OCT,,
Isolepis australiensis,graminoid,annual,,0.03,0.055,,JUN,SEP,,
Isolepis cernua,graminoid,annual/perennial,,,0.3,,JUN,FEB,,
Isolepis congrua,graminoid,annual,,0.01,0.2,,APR,NOV,,
Isolepis cyperoides,graminoid,annual/perennial,,0.03,0.5,,JAN,DEC,,
Isolepis fluitans,graminoid,perennial,,,0.1,,OCT,DEC,,
Isolepis humillima,graminoid,annual,,0.02,0.08,,APR,AUG,,
Isolepis inundata,graminoid,perennial,,0.05,0.45,,OCT,DEC,,
Isolepis marginata,graminoid,annual,0.01,0.02,0.2,0.32,JAN,DEC,,
"Isolepis nodosa (Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson )",graminoid,perennial,,,1,,OCT,JAN,,
Isolepis oldfieldiana,graminoid,perennial,,0.02,0.35,,AUG,FEB,,
Isolepis producta,graminoid,annual/perennial,,,0.08,,NOV,JAN,,
Isolepis stellata,graminoid,annual,,0.02,0.1,,SEP,JAN,,
Isopogon adenanthoides,shrub,perennial assumed,,0.3,1,,JUN,OCT,,
Isopogon alcicornis,shrub,perennial assumed,,0.3,0.5,,OCT,FEB,,
Isopogon asper,shrub,perennial assumed,,0.2,0.8,1.5,JUN,OCT,,
Isopogon attenuatus,shrub,perennial assumed,,0.2,2,,SEP,FEB,,
Isopogon axillaris,shrub,perennial assumed,,0.4,1.2,2.5,JUL,OCT,,
Isopogon baxteri,shrub,perennial assumed,,0.2,1.5,,APR,JAN,,
Isopogon buxifolius,shrub,perennial assumed,,0.3,1.7,,MAY,DEC,,
Isopogon crithmifolius,shrub,perennial assumed,,0.35,1.3,1.8,AUG,NOV,,
Isopogon cuneatus,shrub,perennial assumed,,0.5,2.5,,APR,OCT,,
Isopogon divergens,shrub,perennial assumed,,0.3,2,,AUG,OCT,,
Isopogon drummondii,shrub,perennial assumed,,0.4,1,,FEB,JUN,,
Isopogon dubius,shrub,perennial assumed,,0.3,1.5,,JUL,OCT,,
Isopogon formosus,shrub,perennial assumed,,0.2,2,,JUN,DEC,,
Isopogon gardneri,shrub,perennial assumed,,0.6,2,,SEP,DEC,,
Isopogon heterophyllus,shrub,perennial assumed,,0.3,1.2,,MAY,DEC,,
Isopogon inconspicuus,shrub,perennial assumed,,0.15,0.8,,JUL,NOV,,
Isopogon latifolius,shrub,perennial assumed,,0.9,3,,AUG,DEC,,
Isopogon linearis,shrub,perennial assumed,,0.6,1.5,,MAY,NOV,,
Isopogon longifolius,shrub,perennial assumed,,0.5,1.5,2.5,OCT,JAN,,
Isopogon polycephalus,shrub,perennial assumed,0.15,0.3,1,2,AUG,JAN,,
Isopogon robustus,shrub,perennial assumed,,,1.5,,OCT,OCT,,
Isopogon scabriusculus,shrub,perennial assumed,,0.3,2,,JUL,DEC,,
Isopogon sphaerocephalus,shrub,perennial assumed,,0.5,1.5,2,JUL,JAN,,
Isopogon teretifolius,shrub,perennial assumed,,0.3,2,,AUG,NOV,,
Isopogon tridens,shrub,perennial assumed,,0.5,1.2,,JUN,AUG,,
Isopogon trilobus,shrub,perennial assumed,,0.3,2,,SEP,JAN,,
Isopogon uncinatus,shrub,perennial assumed,,0.05,0.4,,OCT,NOV,,
Isopogon villosus,shrub,perennial assumed,,0.2,0.6,0.8,AUG,DEC,,
Isotoma hypocrateriformis,herb,annual,,0.08,0.6,,SEP,JAN,,
Isotoma luticola,herb,annual,,,,,,,,
Isotoma petraea,herb,annual/perennial,0.1,0.2,0.6,1,FEB,NOV,,
Isotoma pusilla,herb,annual,,0.02,0.12,,OCT,DEC,,
Isotoma scapigera,herb,annual,,0.05,0.15,,SEP,DEC,,
Ixiochlamys cuneifolia,herb,perennial,,0.03,0.2,0.3,APR,OCT,,
Ixiochlamys filicifolia,herb,annual,,,0.25,,JUL,OCT,,
Ixiochlamys nana,herb,annual,,0.03,0.2,,JUL,SEP,,
Ixiolaena viscosa,herb,annual/perennial,,0.08,0.4,,OCT,MAR,,
Jacquemontia browniana (Jacquemontia pannosa (R.Br.) Mabb. ),herb/shrub,perennial,,,1.25,,FEB,AUG,,
Jacquemontia paniculata,climber/herb,,,0.15,0.4,,FEB,SEP,,
Jacquemontia pannosa,herb/shrub,perennial,,,1.25,,FEB,AUG,,
Jasminum didymum,climber/shrub,,,,,,JAN,NOV,,
Jasminum molle,climber/shrub,,,0.4,3,,OCT,JUN,,
Johnsonia acaulis,herb,perennial,,0.05,0.1,0.2,AUG,DEC,,
Johnsonia inconspicua,herb,perennial,,0.1,0.3,,OCT,NOV,,
Johnsonia lupulina,herb,perennial,,0.3,0.8,1,SEP,DEC,,
Johnsonia pubescens,herb,perennial,,0.08,0.23,,AUG,NOV,,
Johnsonia teretifolia,herb,perennial,,0.2,0.6,,OCT,DEC,,
Josephinia eugeniae,herb,annual,,0.2,0.6,,JAN,MAR,,
Josephinia papillosa,herb,perennial,,,0.6,,JAN,MAY,,
Juncus amabilis,herb,perennial,,0.45,1,,DEC,JAN,,
Juncus aridicola,herb,perennial,,0.3,2,,AUG,NOV,,
Juncus caespiticius,graminoid,perennial,,0.09,0.6,,OCT,DEC,,
Juncus flavidus,herb,perennial,,0.35,0.5,,NOV,JAN,,
Juncus gregiflorus,herb,perennial,,,1.5,,FEB,FEB,,
Juncus holoschoenus,herb,perennial,,0.3,1,,OCT,DEC,,
Juncus kraussii,herb,perennial,,0.3,1.2,,OCT,JAN,,
Juncus meianthus,herb,perennial,,0.05,0.2,,NOV,JAN,,
Juncus pallidus,herb,perennial,,0.5,2,,OCT,DEC,,
Juncus pauciflorus,herb,perennial,,0.3,1,,SEP,OCT,,
Juncus planifolius,herb,perennial,,0.5,0.75,,SEP,DEC,,
Juncus radula,herb,perennial,,0.5,0.75,,NOV,MAR,,
Juncus subsecundus,herb,perennial,,0.3,1,,OCT,JAN,,
Kalanchoe spathulata,herb,,,,0.8,,MAY,JUL,,
Keraudrenia exastia,shrub,perennial assumed,,0.7,0.9,,APR,DEC,,
Keraudrenia hermanniifolia,shrub,perennial assumed,,0.3,1,,MAR,OCT,,
Keraudrenia integrifolia,shrub,perennial assumed,,0.4,2,,FEB,DEC,,
Keraudrenia katatona,shrub,perennial assumed,,,1,,MAR,AUG,,
Keraudrenia nephrosperma,shrub,perennial assumed,,0.3,1.2,1.8,MAR,NOV,,
Keraudrenia velutina,shrub,perennial assumed,,0.5,2,,MAR,DEC,,
Kingia australis,tree,perennial,,1,8,,JUL,AUG,,
Kippistia suaedifolia,shrub,perennial assumed,,0.1,0.6,,AUG,NOV,,
Knoxia stricta,herb,perennial,,0.3,0.6,,JAN,APR,,
Kohautia australiensis,herb,annual,,0.1,0.5,,,,,
Korthalsella arthroclada,shrub,perennial assumed,,,0.07,,DEC,DEC,,
Korthalsella leucothrix,shrub,perennial assumed,,,,,AUG,AUG,,
Kulinia eludens,herb,perennial,,,,,NOV,NOV,,
Kunzea acicularis,shrub,perennial assumed,,,2,,,,,
Kunzea acuminata,shrub,perennial assumed,,,2,,9,9,,
Kunzea affinis,shrub,perennial assumed,,0.3,1.5,2.5,8,10,,
Kunzea baxteri,shrub,perennial assumed,,1,4,,7,3,,
Kunzea ciliata,shrub,perennial assumed,0.3,0.7,2.5,3.5,10,11,,
Kunzea cincinnata,shrub,perennial assumed,,0.6,1.5,2,9,10,,
Kunzea clavata,shrub/tree,perennial assumed,,2.5,4,,9,10,,
Kunzea ericifolia,shrub,perennial assumed,,1,4,,7,12,,
Kunzea eriocalyx,shrub,perennial assumed,,0.5,1,,8,10,,
Kunzea glabrescens,shrub,perennial assumed,,1.5,4,,10,11,,
Kunzea jucunda,shrub,perennial assumed,,0.6,1.2,2,8,10,,
Kunzea micrantha,shrub,perennial assumed,,0.35,1.5,3,9,12,,
Kunzea micromera,shrub,perennial assumed,,0.3,1.5,,8,10,,
Kunzea montana,shrub,perennial assumed,0.3,1,2,5,9,11,,
Kunzea newbeyi,shrub,perennial assumed,,0.6,1.8,2.3,10,11,,
Kunzea pauciflora,shrub,perennial assumed,0.35,0.5,1.2,1.5,8,11,,
Kunzea praestans,shrub,perennial assumed,0.3,1,2,,9,10,,
Kunzea preissiana,shrub,perennial assumed,,0.5,1.2,1.8,8,10,,
Kunzea pulchella,shrub,perennial assumed,,0.6,3,4,6,11,,
Kunzea recurva,shrub,perennial assumed,,0.3,2,,8,12,,
Kunzea rostrata,shrub,perennial assumed,,,3,,10,11,,
Kunzea salina,shrub,perennial assumed,,,,,,,,
Kunzea similis,shrub,perennial assumed,,,3,,9,11,,
Kunzea spathulata,shrub,perennial assumed,,,4.5,,10,11,,
Kunzea strigosa,shrub,perennial assumed,,1,1.3,2,,,,
Kunzea sulphurea,shrub,perennial assumed,,1,3.5,6,9,11,,
Lachnostachys albicans,shrub,perennial assumed,,0.3,1.2,,AUG,JUN,,
Lachnostachys bracteosa,shrub,perennial assumed,,0.2,0.5,0.7,AUG,DEC,,
Lachnostachys coolgardiensis,shrub,perennial assumed,,0.3,1.5,,JUN,NOV,,
Lachnostachys eriobotrya,shrub,perennial assumed,0.3,0.5,2,3,AUG,DEC,,
Lachnostachys ferruginea,shrub,perennial assumed,,0.3,1.2,,AUG,DEC,,
Lachnostachys verbascifolia,shrub,perennial assumed,,0.3,1.3,,JUN,NOV,,
Lagenophora huegelii,herb,perennial,,0.04,0.35,,JUL,DEC,,
Lagerstroemia archeriana,shrub/tree,perennial assumed,,2.5,15,,JAN,FEB,,
Lamarchea hakeifolia,shrub,perennial assumed,,1.5,5,,8,1,,
Lamarchea sulcata,shrub,perennial assumed,,0.6,2,,8,10,,
Lambertia echinata,shrub,perennial assumed,,,3,,AUG,APR,,
Lambertia ericifolia,shrub/tree,perennial assumed,,,5,,SEP,MAY,,
Lambertia fairallii,shrub,perennial assumed,,,1.5,,MAY,JAN,,
Lambertia ilicifolia,shrub,perennial assumed,,,2,,AUG,NOV,,
Lambertia inermis,shrub/tree,perennial assumed,,,6,,SEP,JUN,,
Lambertia multiflora,shrub,perennial assumed,,0.5,2.5,,JUN,DEC,,
Lambertia orbifolia,shrub/tree,perennial assumed,,,5,,MAY,FEB,,
Lambertia rariflora,shrub/tree,perennial assumed,,,10,,NOV,MAY,,
Lambertia uniflora,shrub,perennial assumed,,,3,,JAN,DEC,,
Landoltia punctata,herb,,,,,,,,,
Laportea interrupta,herb,annual,,0.05,2,,JAN,MAR,,
Lasiopetalum angustifolium,shrub,perennial assumed,0.12,0.3,1.5,,JUL,OCT,,
Lasiopetalum behrii,shrub,perennial assumed,,0.3,1,,AUG,OCT,,
Lasiopetalum bracteatum,shrub,perennial assumed,,0.4,1.5,,AUG,NOV,,
Lasiopetalum cardiophyllum,shrub,perennial assumed,,0.2,0.5,,AUG,JAN,,
Lasiopetalum compactum,shrub,perennial assumed,,0.2,1,2,JUL,OCT,,
Lasiopetalum cordifolium,shrub,perennial assumed,,0.4,1.5,,SEP,DEC,,
Lasiopetalum dielsii,shrub,perennial assumed,,0.5,1,,DEC,DEC,,
Lasiopetalum discolor,shrub,perennial assumed,,0.2,1,,AUG,FEB,,
Lasiopetalum drummondii,shrub,perennial assumed,0.1,0.3,0.7,1,JUL,FEB,,
Lasiopetalum ferraricollinum,shrub,perennial assumed,,0.25,1,,,,,
Lasiopetalum fitzgibbonii,shrub,perennial assumed,,0.3,1.5,,SEP,NOV,,
Lasiopetalum floribundum,shrub,perennial assumed,,0.3,3,,AUG,FEB,,
Lasiopetalum glabratum,shrub,perennial assumed,,,0.5,,MAY,DEC,,
Lasiopetalum indutum,shrub,perennial assumed,,0.2,1,,MAY,JAN,,
Lasiopetalum lineare,shrub,perennial assumed,,0.2,0.4,,AUG,NOV,,
Lasiopetalum maxwellii,shrub,perennial assumed,,0.25,0.6,,SEP,APR,,
Lasiopetalum membranaceum,shrub,perennial assumed,,0.2,1,,SEP,DEC,,
Lasiopetalum membraniflorum,shrub,perennial assumed,,,,,,,,
Lasiopetalum microcardium,shrub,perennial assumed,,0.2,0.7,,AUG,OCT,,
Lasiopetalum molle,shrub,perennial assumed,,0.25,1,1.5,JUL,OCT,,
Lasiopetalum monticola,shrub,perennial assumed,,0.45,1.5,,AUG,OCT,,
Lasiopetalum ogilvieanum,shrub,perennial assumed,,0.45,1.5,,JUL,OCT,,
Lasiopetalum oldfieldii,shrub,perennial assumed,,0.2,1,1.5,APR,NOV,,
Lasiopetalum oppositifolium,shrub,perennial assumed,,0.3,1,,JUL,SEP,,
Lasiopetalum parvuliflorum,shrub,perennial assumed,,0.35,1,,SEP,OCT,,
Lasiopetalum pterocarpum,shrub,perennial assumed,,,1.2,,AUG,DEC,,
Lasiopetalum quinquenervium,shrub,perennial assumed,0.05,0.25,1,1.5,AUG,DEC,,
Lasiopetalum rosmarinifolium,shrub,perennial assumed,,0.3,1,1.5,JUN,NOV,,
Lasiopetalum rotundifolium,shrub,perennial assumed,,,0.4,,,,,
Launaea sarmentosa,herb,perennial,,,,,APR,NOV,,
Lawrencella davenportii,herb,annual,,0.15,0.5,,JUN,OCT,,
Lawrencella rosea,herb,annual,,0.05,0.1,0.5,JUL,OCT,,
Lawrencia berthae,shrub,perennial assumed,,0.1,0.8,,JUL,NOV,,
Lawrencia chrysoderma,shrub,perennial assumed,,0.3,1.2,,AUG,JAN,,
Lawrencia cinerea,shrub,perennial assumed,,0.35,1.3,,JUL,OCT,,
Lawrencia densiflora,herb,perennial,,0.07,0.6,,JUL,OCT,,
Lawrencia diffusa,herb/shrub,perennial,,0.005,0.02,,SEP,NOV,,
Lawrencia glomerata,herb/shrub,perennial,,0.1,1,,MAY,OCT,,
Lawrencia helmsii,shrub,perennial assumed,0.1,0.3,1.5,,JUL,DEC,,
Lawrencia repens,herb,perennial,,0.01,0.15,,AUG,NOV,,
Lawrencia spicata,herb/shrub,perennial,,0.3,1.8,,OCT,FEB,,
Lawrencia squamata,shrub,perennial assumed,,0.2,1,1.5,AUG,JAN,,
Lawrencia viridigrisea,shrub,perennial assumed,,0.2,1,,JUL,DEC,,
Laxmannia arida,herb,perennial,,0.18,0.3,,JUL,OCT,,
Laxmannia brachyphylla,herb,perennial,,0.03,0.12,,AUG,OCT,,
Laxmannia grandiflora,herb,perennial,,,0.25,,SEP,NOV,,
Laxmannia jamesii,herb,perennial,,0.05,0.2,,MAY,JUL,,
Laxmannia minor,herb,perennial,,0.09,0.25,,SEP,DEC,,
Laxmannia omnifertilis,herb,perennial,,0.05,0.25,,JUN,SEP,,
Laxmannia paleacea,herb,perennial,,0.01,0.1,0.2,AUG,OCT,,
Laxmannia ramosa,herb,perennial,,,0.3,,APR,JUL,,
Laxmannia sessiliflora,herb,perennial,,0.05,0.3,,APR,JUL,,
Laxmannia squarrosa,herb,perennial,,0.03,0.1,,SEP,NOV,,
Lechenaultia acutiloba,shrub,perennial assumed,,0.15,0.4,,SEP,DEC,,
Lechenaultia aphylla,shrub,perennial assumed,,,0.3,,,,,
Lechenaultia biloba,shrub,perennial assumed,,0.15,1,1.6,JUL,DEC,,
Lechenaultia brevifolia,shrub,perennial assumed,,0.15,0.5,,JUL,DEC,,
Lechenaultia chlorantha,shrub,perennial assumed,,,0.3,,AUG,SEP,,
Lechenaultia divaricata,shrub,perennial assumed,,,1,,,,,
Lechenaultia expansa,shrub,perennial assumed,,0.15,0.6,,OCT,JAN,,
Lechenaultia filiformis,herb,annual,,0.1,0.45,,JAN,JUL,,
Lechenaultia floribunda,shrub,perennial assumed,,0.15,1,,AUG,DEC,,
Lechenaultia formosa,shrub,perennial assumed,,0.02,0.4,,MAY,NOV,,
Lechenaultia galactites,shrub,perennial assumed,,,0.6,,JUN,OCT,,
Lechenaultia heteromera,shrub,perennial assumed,,0.25,0.8,,AUG,DEC,,
Lechenaultia hirsuta,shrub,perennial assumed,,0.1,0.7,,AUG,DEC,,
Lechenaultia hortii,herb/shrub,perennial,,,0.4,,,,,
Lechenaultia juncea,herb/shrub,perennial,,,0.5,,NOV,DEC,,
Lechenaultia laricina,shrub,perennial assumed,,0.15,0.7,,SEP,JAN,,
Lechenaultia linarioides,shrub,perennial assumed,,,1.5,,JAN,DEC,,
Lechenaultia longiloba,shrub,perennial assumed,,0.08,0.3,,JUL,OCT,,
Lechenaultia lutescens,herb/shrub,perennial,,0.15,0.5,,MAY,OCT,,
Lechenaultia macrantha,herb/shrub,perennial,,0.05,0.15,,AUG,NOV,,
Lechenaultia magnifica,herb/shrub,perennial,,,0.6,,,,,
Lechenaultia papillata,shrub,perennial assumed,,0.2,0.45,,OCT,NOV,,
Lechenaultia pulvinaris,shrub,perennial assumed,,0.03,0.2,,OCT,DEC,,
Lechenaultia stenosepala,herb/shrub,perennial,,0.1,0.5,,SEP,DEC,,
Lechenaultia striata,herb/shrub,perennial,,0.15,0.6,,JUN,NOV,,
Lechenaultia subcymosa,herb/shrub,perennial,,0.2,0.3,,FEB,OCT,,
Lechenaultia superba,shrub,perennial assumed,0.15,0.3,0.7,,MAY,JAN,,
Lechenaultia tubiflora,herb/shrub,perennial,,0.05,0.3,0.7,AUG,JAN,,
Leiocarpa semicalva,herb/shrub,perennial,,0.2,0.8,,MAR,NOV,,
Leiocarpa tomentosa,herb,perennial,,0.3,0.8,,JAN,DEC,,
Leiocarpa websteri,herb,perennial,,0.1,0.5,,APR,OCT,,
Lemna aequinoctialis,herb,annual,,,,,,,,
Lemna disperma,herb,annual,,,,,OCT,DEC,,
Lemna minor (Lemna disperma Hegelm),herb,annual,,,,,OCT,DEC,,
Lemooria burkittii,herb,annual,,,0.05,,JUL,OCT,,
Lepidium amelum,shrub,perennial assumed,,0.3,1,,MAY,AUG,,
Lepidium aschersonii,herb,perennial,,0.04,0.3,,,,,
Lepidium biplicatum,shrub,perennial assumed,,,,,SEP,SEP,,
Lepidium catapycnon,herb/shrub,perennial,,0.2,0.3,,OCT,OCT,,
Lepidium desvauxii,herb,perennial,,,0.4,,,,,
Lepidium echinatum,herb,perennial,,,3,,APR,OCT,,
Lepidium fasciculatum,herb,annual,0.1,0.3,0.6,,,,,
Lepidium foliosum,shrub,perennial assumed,,0.15,0.3,0.9,MAY,MAY,,
Lepidium genistoides,shrub,perennial assumed,,0.25,0.6,,SEP,OCT,,
Lepidium leptopetalum (Lepidium platypetalum Hewson),shrub,perennial assumed,,0.3,1,,JUL,NOV,,
Lepidium linifolium,climber/shrub,,,0.6,1,,JUL,OCT,,
Lepidium lyratogynum,shrub,perennial assumed,,0.3,0.6,,SEP,NOV,,
Lepidium merrallii,herb,annual,,0.03,0.15,,,,,
Lepidium muelleri-ferdinandi,herb,annual,,0.1,0.2,0.6,,,,
Lepidium oxytrichum,herb,annual,,0.05,0.3,0.4,JUL,AUG,,
Lepidium papillosum,herb,annual,,,0.3,,,,,
Lepidium pedicellosum,shrub,perennial assumed,,0.3,1,,MAY,OCT,,
Lepidium phlebopetalum,herb,annual/perennial,,0.05,0.3,,MAY,SEP,,
Lepidium pholidogynum,herb,annual/perennial,,0.03,0.15,,JUL,SEP,,
Lepidium platypetalum,shrub,perennial assumed,,0.3,1,,JUL,NOV,,
Lepidium pseudohyssopifolium,herb,perennial,,,0.4,0.6,JUN,SEP,,
Lepidium pseudoruderale,herb,annual,0.05,0.1,0.3,,AUG,OCT,,
Lepidium pseudotasmanicum,herb,annual/biennial,,0.2,0.4,1,FEB,DEC,,
Lepidium puberulum,herb,annual,,0.1,0.35,,JUL,NOV,,
Lepidium rotundum,shrub,perennial assumed,0.05,0.1,0.15,0.3,JUL,NOV,,
Lepidium sagittulatum,herb,annual,,0.2,0.3,0.6,,,,
Lepidium xylodes,shrub,perennial assumed,,0.4,1.5,,AUG,NOV,,
Lepidobolus basiflorus,herb,perennial,,,0.3,,APR,MAY,,
Lepidobolus chaetocephalus,herb,perennial,,0.18,0.7,,,,,
Lepidobolus deserti,herb,perennial,,0.15,0.45,,,,,
Lepidobolus preissianus,herb,perennial,,0.15,0.4,,AUG,NOV,,
Lepidobolus spiralis,herb,perennial,,,0.5,,MAY,SEP,,
Lepidosperma amantiferrum,graminoid,,,0.15,0.42,,,,,
Lepidosperma angustatum,graminoid,,,,0.5,,,,,
Lepidosperma benthamianum,graminoid,perennial,,,0.3,,MAY,OCT,,
Lepidosperma bungalbin,graminoid,perennial,,0.23,0.64,,,,,
Lepidosperma carphoides,graminoid,perennial,,0.2,0.6,,MAR,MAR,,
Lepidosperma costale,graminoid,perennial,,0.2,0.7,,APR,JUN,,
Lepidosperma diurnum,graminoid,perennial,,0.32,0.52,,,,,
Lepidosperma drummondii,graminoid,perennial,,0.2,1,1.5,MAY,JUL,,
Lepidosperma effusum,graminoid,perennial,,,2.5,,APR,NOV,,
Lepidosperma ferricola,graminoid,perennial,,0.32,1.05,,,,,
Lepidosperma ferriculmen,graminoid,perennial,,0.16,0.38,,,,,
Lepidosperma gahnioides,graminoid,perennial,,0.1,0.38,,,,,
Lepidosperma gibsonii,graminoid,perennial,,0.35,0.45,0.8,,,,
Lepidosperma gladiatum,graminoid,perennial,,0.5,1.5,3,NOV,MAY,,
Lepidosperma gracile,graminoid,perennial,,0.15,0.6,,APR,JUN,,
Lepidosperma jacksonense,graminoid,perennial,,0.23,0.67,,,,,
Lepidosperma leptostachyum,graminoid,perennial,,0.1,0.6,1,APR,JUN,,
Lepidosperma longitudinale,graminoid,perennial,,0.5,2,,MAY,OCT,,
Lepidosperma lyonsii,graminoid,perennial,,0.31,0.53,,,,,
Lepidosperma obtusum,graminoid,perennial,,,0.5,,,,,
Lepidosperma persecans,graminoid,perennial,,,2,,AUG,AUG,,
Lepidosperma pruinosum,graminoid,perennial,,0.2,0.5,,MAR,MAR,,
Lepidosperma pubisquameum,graminoid,perennial,,0.15,0.4,,MAY,MAY,,
Lepidosperma resinosum,graminoid,perennial,,0.25,0.8,1.5,APR,OCT,,
Lepidosperma rostratum,graminoid,perennial,,,0.5,,,,,
Lepidosperma rupestre,graminoid,perennial,,,1,,,,,
Lepidosperma scabrum,graminoid,perennial,,0.3,1.5,,APR,MAY,,
Lepidosperma squamatum,graminoid,perennial,,0.15,1,,MAR,NOV,,
Lepidosperma striatum,graminoid,perennial,,,0.5,,JAN,APR,,
Lepidosperma tenue,graminoid,perennial,,0.15,0.8,,MAY,OCT,,
Lepidosperma tetraquetrum,graminoid,perennial,,2,3,,NOV,MAR,,
Lepidosperma tuberculatum,graminoid,perennial,,0.2,0.8,,APR,APR,,
Lepidosperma ustulatum,graminoid,perennial,,0.35,0.8,1.3,,,,
Lepidosperma viscidum,graminoid,perennial,,0.3,1,,APR,OCT,,
Lepilaena australis,herb,annual/perennial,,,,,SEP,OCT,,
Lepilaena bilocularis,herb,annual/perennial,,,,,SEP,OCT,,
Lepilaena cylindrocarpa,herb,perennial,,,,,NOV,JAN,,
Lepilaena preissii,herb,perennial,,,,,JUN,NOV,,
Lepisanthes rubiginosa,tree,perennial assumed,,4,10,,AUG,SEP,,
Leporella fimbriata,herb,perennial,,0.1,0.25,,MAR,JUN,,
Leptinella drummondii,herb,,,,,,NOV,FEB,,
Leptocarpus laxus,herb,,,0.3,1.5,,APR,NOV,,
Leptocarpus tenax,herb,perennial,,0.4,1,,NOV,JAN,,
Leptoceras fimbriata ( Leporella fimbriata (Lindl.) A.S.George ),herb,perennial,,0.1,0.25,,MAR,JUN,,
Leptoceras menziesii,herb,perennial,,0.1,0.3,,SEP,NOV,,
Leptomeria axillaris,shrub,perennial assumed,,0.3,0.7,,JAN,OCT,,
Leptomeria cunninghamii,shrub,perennial assumed,,0.2,1,,JUL,DEC,,
Leptomeria ellytes,shrub,perennial assumed,,1,3,,NOV,MAY,,
Leptomeria empetriformis,shrub,perennial assumed,,0.2,0.6,1,APR,NOV,,
Leptomeria ericoides,shrub,perennial assumed,,0.1,0.5,,MAR,NOV,,
Leptomeria furtiva,shrub,perennial assumed,,0.2,0.45,,AUG,OCT,,
Leptomeria lehmannii,shrub,perennial assumed,,0.3,2,,FEB,NOV,,
Leptomeria pachyclada,shrub,perennial assumed,0.3,0.5,2,,JUL,NOV,,
Leptomeria pauciflora,shrub,perennial assumed,0.2,0.5,5,,MAY,NOV,,
Leptomeria preissiana,shrub,perennial assumed,,1,2.5,,SEP,JAN,,
Leptomeria scrobiculata,shrub,perennial assumed,,0.3,1.5,,MAR,DEC,,
Leptomeria squarrulosa,shrub,perennial assumed,0.1,1,1.5,,MAY,FEB,,
