sample,tree,taxon,date_time,locality,locality_edited,longitude (deg),latitude (deg),collector,longitude_gda94,latitude_gda94,elevation (m),height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes,max_height_m,notes
CAM_TOP_1_2_1_leaf,CAM_TOP_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2009-03-31T13:00:00Z,TOP,TOP,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.763066202,13.67,0.287,NA,NA,NA,NA,NA,NA,NA,DC-1,NA,NA,generic Grampians lat/lon
CAM_DC1_1_3_1_leaf,CAM_DC1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2009-03-31T13:00:00Z,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.534883721,19.5,0.43,NA,NA,NA,NA,NA,NA,NA,TOP,NA,NA,
CAM_TOP_1_4_1_leaf,CAM_TOP_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2009-03-31T13:00:00Z,TOP,TOP,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.987654321,14.55,0.243,NA,NA,NA,NA,NA,NA,NA,DC-1,NA,NA,generic Grampians lat/lon
CAM_DC1_1_5_1_leaf,CAM_DC1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2009-03-31T13:00:00Z,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.887640449,10.48,0.178,NA,NA,NA,NA,NA,NA,NA,TOP,NA,NA,
LEU_COPR2_1_1_1_leaf,LEU_COPR2_1_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,COPR2,COPR2,142.4115,-36.9259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.687898089,23.16,0.628,NA,NA,NA,NA,NA,NA,NA,COPR2,NA,NA,
LEU_NA_1_2_1_leaf,LEU_NA_1_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.829545455,30.33,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
LEU_COPR2_1_3_1_leaf,LEU_COPR2_1_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,COPR2,COPR2,142.4115,-36.9259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.616368286,14.14,0.391,NA,NA,NA,NA,NA,NA,NA,COPR2,NA,NA,
LEU_NA_2_1_1_leaf,LEU_NA_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.708487085,10.05,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
LEU_COPR2_2_2_1_leaf,LEU_COPR2_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,COPR2,COPR2,142.4115,-36.9259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.829912023,26.12,0.682,NA,NA,NA,NA,NA,NA,NA,COPR2,NA,NA,
LEU_NA_2_3_1_leaf,LEU_NA_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,NA,Grampians National Park,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.697674419,15.9,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
LEU_LSB1_NA_1_1_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.052631579,10.01,0.247,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_NA_2_1_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.302325581,4.56,0.086,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_NA_3_1_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.590225564,9.55,0.266,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_2_1_1_leaf,LEU_LSB1_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.164473684,7.85,0.152,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_2_2_1_leaf,LEU_LSB1_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.548611111,6.55,0.144,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_2_3_1_leaf,LEU_LSB1_2_leaf,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.387323944,6.23,0.142,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
ARO_gold_1_1_1_leaf,ARO_gold_1_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.196930946,12.5,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_1_2_1_leaf,ARO_gold_1_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.955974843,7.88,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_1_3_1_leaf,ARO_gold_1_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.35915493,7.61,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_2_1_1_leaf,ARO_gold_2_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.771573604,9.4,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_2_2_1_leaf,ARO_gold_2_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.589820359,11.99,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_2_3_1_leaf,ARO_gold_2_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.4921875,5.75,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_3_1_1_leaf,ARO_gold_3_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.74,5.74,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_3_2_1_leaf,ARO_gold_3_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.425925926,5.86,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARO_gold_3_3_1_leaf,ARO_gold_3_leaf,Eucalyptus aromaphloia,2009-03-31T13:00:00Z,gold,gold,142.55845,-37.328133,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.485981308,5.87,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_1_1_1_leaf,Vimv_humvaly_1_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.113924051,12.3,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_1_2_1_leaf,Vimv_humvaly_1_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.165605096,6.54,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_1_3_1_leaf,Vimv_humvaly_1_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.321678322,7.61,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_2_1_1_leaf,Vimv_humvaly_2_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.674157303,10.1,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_2_2_1_leaf,Vimv_humvaly_2_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.076363636,11.21,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_humvaly_2_3_1_leaf,Vimv_humvaly_2_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,humvaly,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.95890411,5.78,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_3_1_1_leaf,Vimv_DX_3_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.76,5.76,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_3_2_1_leaf,Vimv_DX_3_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.72,5.72,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_3_3_1_leaf,Vimv_DX_3_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.34,5.34,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_4_1_1_leaf,Vimv_DX_4_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.17260274,11.58,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_4_2_1_leaf,Vimv_DX_4_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.708955224,7.65,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_4_3_1_leaf,Vimv_DX_4_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.35915493,7.61,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_5_1_1_leaf,Vimv_DX_5_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.371428571,9.4,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_5_2_1_leaf,Vimv_DX_5_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.589820359,11.99,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimv_DX_5_3_1_leaf,Vimv_DX_5_leaf,Eucalyptus viminalis subsp. viminalis,2009-03-31T13:00:00Z,DX,D5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.4921875,5.75,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_1_1_1_leaf,Vimc_VVrd_1_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.717948718,5.8,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_1_2_1_leaf,Vimc_VVrd_1_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4,5.68,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_1_3_1_leaf,Vimc_VVrd_1_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.425925926,5.86,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_2_1_1_leaf,Vimc_VVrd_2_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.921259843,12.5,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_2_2_1_leaf,Vimc_VVrd_2_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.620253165,8.88,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_2_3_1_leaf,Vimc_VVrd_2_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.013245033,7.57,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_3_1_1_leaf,Vimc_VVrd_3_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.313829787,9.99,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_3_2_1_leaf,Vimc_VVrd_3_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.090909091,11.25,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_3_3_1_leaf,Vimc_VVrd_3_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.4,12.15,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_4_1_1_leaf,Vimc_VVrd_4_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.658730159,7.13,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_4_2_1_leaf,Vimc_VVrd_4_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.602693603,13.67,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_4_3_1_leaf,Vimc_VVrd_4_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.682352941,19.32,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_5_1_1_leaf,Vimc_VVrd_5_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.361623616,11.82,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_5_2_1_leaf,Vimc_VVrd_5_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.549295775,11.82,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vimc_VVrd_5_3_1_leaf,Vimc_VVrd_5_leaf,Eucalyptus viminalis subsp. cygnetensis,2009-03-31T13:00:00Z,VVrd,VVrd,142.4211,-37.2586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.456621005,11.95,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
LEU_LSB1_NA_1_2_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.035971223,11.22,0.278,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_NA_2_2_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.983870968,9.25,0.31,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_NA_3_2_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.390243902,8.34,0.246,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
LEU_LSB1_NA_4_1_leaf,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),2009-03-31T13:00:00Z,LSB1,GLSB1,142.4164,-37.2045,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.557692308,5.55,0.156,NA,NA,NA,NA,NA,NA,NA,VVrd,NA,NA,
RAD_Rosea Ldg_1_5_fruit,RAD_Rosea Ldg_1_fruit,Eucalyptus radiata subsp. radiata,NA,Rosea Ldg,Rosea Ldg,142.518972,-37.148174,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4.9,6.2,NA,NA,NA,NA,NA,NA,
SAB_Z21_1_5_fruit,SAB_Z21_1_fruit,Eucalyptus sabulosa,NA,Z21,Z21,142.4304,-37.2138,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,5.2,6.2,NA,NA,NA,NA,NA,NA,
SAB_Z21_1_4_fruit,SAB_Z21_1_fruit,Eucalyptus sabulosa,NA,Z21,Z21,142.4304,-37.2138,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,5.4,6.3,NA,NA,NA,NA,NA,NA,
RAD_Rosea Ldg_1_4_fruit,RAD_Rosea Ldg_1_fruit,Eucalyptus radiata subsp. radiata,NA,Rosea Ldg,Rosea Ldg,142.518972,-37.148174,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,5.3,6.5,NA,NA,NA,NA,NA,NA,
OVA_STOP11_1_4_fruit,OVA_STOP11_1_fruit,Eucalyptus ovata var. ovata,NA,STOP11,STOP11,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,8,9,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
OVA_STOP11_1_3_fruit,OVA_STOP11_1_fruit,Eucalyptus ovata var. ovata,NA,STOP11,STOP11,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,7.9,9.5,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
OVA_STOP11_1_5_fruit,OVA_STOP11_1_fruit,Eucalyptus ovata var. ovata,NA,STOP11,STOP11,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,8.1,10,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
SAB_MGAP_1_5_fruit,SAB_MGAP_1_fruit,Eucalyptus sabulosa,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,0.3,5.8,6.9,NA,NA,NA,NA,NA,NA,
SAB_MGAP_1_2_fruit,SAB_MGAP_1_fruit,Eucalyptus sabulosa,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0.3,5.8,7,NA,NA,NA,NA,NA,NA,
SAB_MGAP_1_4_fruit,SAB_MGAP_1_fruit,Eucalyptus sabulosa,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.3,5.7,6.5,NA,NA,NA,NA,NA,NA,
SAB_MGAP_1_3_fruit,SAB_MGAP_1_fruit,Eucalyptus sabulosa,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0.3,5,6.9,NA,NA,NA,NA,NA,NA,
SAB_MGAP_1_1_fruit,SAB_MGAP_1_fruit,Eucalyptus sabulosa,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0.4,5.3,6.1,NA,NA,NA,NA,NA,NA,
SAB_Glenelg (near canal)_1_3_fruit,SAB_Glenelg (near canal)_1_fruit,Eucalyptus sabulosa,NA,Glenelg (near canal),GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.5,6.1,7.4,NA,NA,NA,NA,NA,NA,
SAB_Glenelg (near canal)_1_2_fruit,SAB_Glenelg (near canal)_1_fruit,Eucalyptus sabulosa,NA,Glenelg (near canal),GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0.5,5.2,5.5,NA,NA,NA,NA,NA,NA,
MEL_Glenelg_1_5_fruit,MEL_Glenelg_1_fruit,Eucalyptus melliodora,NA,Glenelg,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.5,5.2,6.9,NA,NA,NA,NA,NA,NA,
ALA_Highway up from rubidas_1_3_fruit,ALA_Highway up from rubidas_1_fruit,Eucalyptus alaticaulis,NA,Highway up from rubidas,HGAP,142.544549,-37.189412,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,1,9.8,11.8,NA,NA,NA,NA,NA,NA,
ALA_Highway up from rubidas_1_5_fruit,ALA_Highway up from rubidas_1_fruit,Eucalyptus alaticaulis,NA,Highway up from rubidas,HGAP,142.544549,-37.189412,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,1.1,10,11.3,NA,NA,NA,NA,NA,NA,
OBL_DC5_1_6_fruit,OBL_DC5_1_fruit,Eucalyptus obliqua,NA,DC5,DC5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,8.9,12.7,NA,NA,NA,NA,NA,NA,
SAB_Glenelg (near canal)_1_4_fruit,SAB_Glenelg (near canal)_1_fruit,Eucalyptus sabulosa,NA,Glenelg (near canal),GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0.6,5.3,5.1,NA,NA,NA,NA,NA,NA,
SAB_Z21_1_3_fruit,SAB_Z21_1_fruit,Eucalyptus sabulosa,NA,Z21,Z21,142.4304,-37.2138,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0.6,5.3,5.6,NA,NA,NA,NA,NA,NA,
OBL_DC5_1_7_fruit,OBL_DC5_1_fruit,Eucalyptus obliqua,NA,DC5,DC5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,1,8.8,12.1,NA,NA,NA,NA,NA,NA,
ALA_STOP11_1_4_fruit,ALA_STOP11_1_fruit,Eucalyptus alaticaulis,NA,STOP11,STOP11,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,1.1,9.4,11,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
SAB_Glenelg (near canal)_1_5_fruit,SAB_Glenelg (near canal)_1_fruit,Eucalyptus sabulosa,NA,Glenelg (near canal),GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.6,5.1,6,NA,NA,NA,NA,NA,NA,
MEL_Glenelg_1_4_fruit,MEL_Glenelg_1_fruit,Eucalyptus melliodora,NA,Glenelg,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0.6,5.1,6.9,NA,NA,NA,NA,NA,NA,
OBL_DC5_1_4_fruit,OBL_DC5_1_fruit,Eucalyptus obliqua,NA,DC5,DC5,142.4593,-37.4361,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,1,8.5,13.1,NA,NA,NA,NA,NA,NA,
