sample,tree,taxon,date_time,locality,locality_edited,longitude_gda94_edited,latitude_gda94_edited,collector,longitude_gda94,latitude_gda94,altitude_m,height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes
SAB_MOR3_NA_1_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.339181287,29.68,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_2_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.849865952,36.18,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_3_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.081858407,45.94,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_5_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.087431694,12.97,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_2_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.307692308,13.3,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_2_1_1_leaf,SAB_MOR3_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.309178744,15.13,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_2_3_1_leaf,SAB_MOR3_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.356097561,15.08,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_2_4_1_leaf,SAB_MOR3_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.466666667,14.56,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_4_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.639593909,15.05,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_1_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.668508287,13.88,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_2_2_1_leaf,SAB_MOR3_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.684615385,9.99,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_MOR3_NA_3_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.772151899,12.28,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_VV1_1_5_1_leaf,SAB_VV1_1_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.685628743,15.65,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_VV1_1_4_1_leaf,SAB_VV1_1_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.977695167,13.39,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_VV1_1_3_1_leaf,SAB_VV1_1_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.254054054,9.72,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_VV1_1_1_1_leaf,SAB_VV1_1_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.81938326,13.21,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_VV1_1_2_1_leaf,SAB_VV1_1_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6,13.86,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
SER_MT WIL_1_2_1_leaf,SER_MT WIL_1_leaf,Eucalyptus serraensis,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.639300135,19.61,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA
SER_MT WIL_1_3_1_leaf,SER_MT WIL_1_leaf,Eucalyptus serraensis,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.985824742,23.17,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
SER_MT WIL_1_1_1_leaf,SER_MT WIL_1_leaf,Eucalyptus serraensis,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.299393939,27.22,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_2_3_1_leaf,WIL_HEN7_2_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.622589532,33.56,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_2_2_1_leaf,WIL_HEN7_2_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.648729447,31.1,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_1_1_1_leaf,WIL_HEN7_1_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.796442688,24.27,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_2_1_1_leaf,WIL_HEN7_2_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.831533477,22.37,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_1_2_1_leaf,WIL_HEN7_1_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.967032967,18.08,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HEN7_1_3_1_leaf,WIL_HEN7_1_leaf,Eucalyptus falciformis,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.049844237,16.21,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_Mt. Hol_1_1_1_leaf,GON_Mt. Hol_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.090261283,17.22,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_Mt. Hol_1_2_1_leaf,GON_Mt. Hol_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.405940594,8.9,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_Mt. Hol_1_3_1_leaf,GON_Mt. Hol_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.28611898,15.13,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_Mt. Hol_1_4_1_leaf,GON_Mt. Hol_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.007936508,10.1,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_Mt. Hol_1_5_1_leaf,GON_Mt. Hol_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.352713178,11.23,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_Mt. Hol_1_1_1_leaf,ALA_Mt. Hol_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.647286822,23.98,0.516,NA,NA,NA,NA,NA,NA,NA,juvenille,NA
ALA_Mt. Hol_1_2_1_leaf,ALA_Mt. Hol_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.298113208,22.78,0.53,NA,NA,NA,NA,NA,NA,NA,juvenille,NA
ALA_Mt. Hol_1_3_1_leaf,ALA_Mt. Hol_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.77672956,15.19,0.318,NA,NA,NA,NA,NA,NA,NA,juvenille,NA
ALA_Mt. Hol_1_4_1_leaf,ALA_Mt. Hol_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.214165261,24.99,0.593,NA,NA,NA,NA,NA,NA,NA,juvenille,NA
ALA_Mt. Hol_1_5_1_leaf,ALA_Mt. Hol_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.943349754,20.07,0.406,NA,NA,NA,NA,NA,NA,NA,juvenille,NA
ARE_Mt. Hol_1_1_1_leaf,ARE_Mt. Hol_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.571428571,10.56,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_1_2_1_leaf,ARE_Mt. Hol_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.227979275,8.16,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_1_3_1_leaf,ARE_Mt. Hol_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.302325581,12.95,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_1_4_1_leaf,ARE_Mt. Hol_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.046296296,13.11,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_1_5_1_leaf,ARE_Mt. Hol_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.125714286,14.44,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Roc1_1_1_1_leaf,ARE_Roc1_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Roc1,GROC1,142.4855,-37.014,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.108892922,17.13,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Roc1_1_2_1_leaf,ARE_Roc1_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Roc1,GROC1,142.4855,-37.014,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.294779939,32.19,0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Roc1_1_3_1_leaf,ARE_Roc1_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Roc1,GROC1,142.4855,-37.014,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.810298103,10.37,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Roc1_1_4_1_leaf,ARE_Roc1_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Roc1,GROC1,142.4855,-37.014,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.997487437,11.93,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Roc1_1_5_1_leaf,ARE_Roc1_1_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Roc1,GROC1,142.4855,-37.014,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.767932489,13.12,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_2_1_1_leaf,ARE_Mt. Hol_2_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.254901961,17.36,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_2_2_1_leaf,ARE_Mt. Hol_2_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.205035971,11.69,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_2_3_1_leaf,ARE_Mt. Hol_2_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.11875,13.18,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_2_4_1_leaf,ARE_Mt. Hol_2_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.347826087,7,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE_Mt. Hol_2_5_1_leaf,ARE_Mt. Hol_2_leaf,Eucalyptus arenacea,2008-06-30T14:00:00Z,Mt. Hol,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.863247863,9.04,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_1_1_1_leaf,ALA_HUM1_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.437125749,17.22,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_1_2_1_leaf,ALA_HUM1_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.280821918,19.16,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_1_3_1_leaf,ALA_HUM1_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.6918429,24.44,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_1_4_1_leaf,ALA_HUM1_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.412280702,15.56,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_1_5_1_leaf,ALA_HUM1_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.450819672,16.84,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALA_HUM1_2_1_1_leaf,ALA_HUM1_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.034033309,41.9,1.381,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM1_2_2_1_leaf,ALA_HUM1_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.93081761,41.94,1.431,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM1_2_3_1_leaf,ALA_HUM1_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.208126858,32.37,1.009,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM1_2_4_1_leaf,ALA_HUM1_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM1,GHUM1,142.3772,-37.3102,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.027874564,34.76,1.148,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM5_2_1_1_leaf,ALA_HUM5_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM5,GHUM5,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.149907465,51.06,1.621,NA,NA,NA,NA,NA,NA,NA,TOP (ecotone),NA
ALA_HUM5_2_2_1_leaf,ALA_HUM5_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM5,GHUM5,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.075867635,38.11,1.239,NA,NA,NA,NA,NA,NA,NA,TOP (ecotone),NA
ALA_HUM5_2_3_1_leaf,ALA_HUM5_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM5,GHUM5,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.920547945,31.98,1.095,NA,NA,NA,NA,NA,NA,NA,TOP (ecotone),NA
ALA_HUM5_2_4_1_leaf,ALA_HUM5_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM5,GHUM5,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.40874036,13.26,0.389,NA,NA,NA,NA,NA,NA,NA,TOP (ecotone),NA
ALA_HUM5_2_5_1_leaf,ALA_HUM5_2_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM5,GHUM5,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.231067961,33.28,1.03,NA,NA,NA,NA,NA,NA,NA,TOP (ecotone),NA
ALA_HUM6_1_1_1_leaf,ALA_HUM6_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM6,GHUM6,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.835781041,28.73,0.749,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM6_1_2_1_leaf,ALA_HUM6_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM6,GHUM6,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.717114569,26.28,0.707,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM6_1_3_1_leaf,ALA_HUM6_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM6,GHUM6,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.674897119,11.36,0.243,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM6_1_4_1_leaf,ALA_HUM6_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM6,GHUM6,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.414762742,25.12,0.569,NA,NA,NA,NA,NA,NA,NA,TOP,NA
ALA_HUM6_1_5_1_leaf,ALA_HUM6_1_leaf,Eucalyptus alaticaulis,2008-06-30T14:00:00Z,HUM6,GHUM6,142.375,-37.3096,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.606756757,26.69,0.74,NA,NA,NA,NA,NA,NA,NA,TOP,NA
SAB_GLEN_1_1_1_leaf,SAB_GLEN_1_leaf,Eucalyptus sabulosa,2008-06-30T14:00:00Z,GLEN,GLEN1,142.4053,-37.2319,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.258064516,4.5,0.062,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_GLEN_1_2_1_leaf,SAB_GLEN_1_leaf,Eucalyptus sabulosa,2008-06-30T14:00:00Z,GLEN,GLEN1,142.4053,-37.2319,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.918918919,2.93,0.037,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_GLEN_1_3_1_leaf,SAB_GLEN_1_leaf,Eucalyptus sabulosa,2008-06-30T14:00:00Z,GLEN,GLEN1,142.4053,-37.2319,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.270833333,3.49,0.048,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_GLEN_1_4_1_leaf,SAB_GLEN_1_leaf,Eucalyptus sabulosa,2008-06-30T14:00:00Z,GLEN,GLEN1,142.4053,-37.2319,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.28,3.64,0.05,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_GLEN_1_5_1_leaf,SAB_GLEN_1_leaf,Eucalyptus sabulosa,2008-06-30T14:00:00Z,GLEN,GLEN1,142.4053,-37.2319,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.425531915,3.49,0.047,NA,NA,NA,NA,NA,NA,NA,seedling,NA
WIL_HUM10_NA_1_1_leaf,NA,Eucalyptus falciformis,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.347826087,33.21,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HUM10_NA_2_1_leaf,NA,Eucalyptus falciformis,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.995180723,24.88,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HUM10_NA_3_1_leaf,NA,Eucalyptus falciformis,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.678936605,27.77,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HUM10_NA_4_1_leaf,NA,Eucalyptus falciformis,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.016359918,24.53,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIL_HUM10_NA_5_1_leaf,NA,Eucalyptus falciformis,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.064655172,23.5,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_THAC_1_1_1_leaf,BAX_THAC_1_leaf,Eucalyptus baxteri,2008-06-30T14:00:00Z,THAC,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.177385892,30.63,0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_THAC_1_2_1_leaf,BAX_THAC_1_leaf,Eucalyptus baxteri,2008-06-30T14:00:00Z,THAC,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.010752688,16.8,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAX_THAC_1_3_1_leaf,BAX_THAC_1_leaf,Eucalyptus baxteri,2008-06-30T14:00:00Z,THAC,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.977393617,22.39,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HUM10_NA_1_1_leaf,NA,Eucalyptus sabulosa,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.314685315,9.03,0.143,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_HUM10_NA_2_1_leaf,NA,Eucalyptus sabulosa,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.236842105,9.48,0.152,NA,NA,NA,NA,NA,NA,NA,seedling,NA
SAB_HUM10_NA_3_1_leaf,NA,Eucalyptus sabulosa,2008-06-30T14:00:00Z,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.161764706,12.57,0.204,NA,NA,NA,NA,NA,NA,NA,seedling,NA
