Genus_Species,family,Photosynthetic.pathway (confirmed using data from literature or TERN stable isotope analysis),Photosyntehtic.pathway (inferred from lineage),Photosynthetic pathway (combined),Source,Justification for inference based on lineage,Notes 
Leucopogon_hamulosus,Ericaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage (family),
Leucopogon_interstans,Ericaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage (family),
Leucopogon_microphyllus,Ericaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage (family),
Leucopogon_obovatus,Ericaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage (family),
Limonium_lobatum,Plumbaginaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lindsaea_linearis,Lindsaeaceae,C3,,C3,TRY,,
Lindsaea_microphylla,Lindsaeaceae,U,C3,C3,Photosynthetic Pathway of other species in genus;Sage 2016 (and references therein),Photosynthetic Pathway of other species in genus ,
Linum_marginale,Linaceae,C3,,C3,TRY,,
Lipocarpha_microcephala,Cyperaceae,C4,,C4,TRY,,
Livistona_alfredii,Arecaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Livistona_humilis,Arecaceae,C3,,C3,TRY,,
Livistona_inermis,Arecaceae,C3,,C3,TRY,,
Lobelia_rhombifolia,Campanulaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lobelia_surrepens,Campanulaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lolium_rigidum,Poaceae,C3,,C3,TRY,,
Lomandra_caespitosa,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomandra_collina,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomandra_cylindrica,Asparagaceae,C3,,C3,TRY,,
Lomandra_densiflora,Asparagaceae,C3,,C3,TERN SIA,,
Lomandra_effusa,Asparagaceae,C3,,C3,TRY,,
Lomandra_fibrata,Asparagaceae,C3,,C3,TERN SIA,,
Lomandra_filiformis,Asparagaceae,C3,,C3,TRY,,
Lomandra_glauca,Asparagaceae,C3,,C3,TRY,,
Lomandra_leucocephala,Asparagaceae,C3,,C3,TRY,,
Lomandra_longifolia,Asparagaceae,C3,,C3,TRY,,
Lomandra_micrantha,Asparagaceae,C3,,C3,TRY,,
Lomandra_multiflora,Asparagaceae,C3,,C3,TRY,,
Lomandra_obliqua,Asparagaceae,C3,,C3,TRY,,
Lomandra_sonderi,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomandra_sororia,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomandra_suaveolens,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomandra_tropica,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lomatia_silaifolia,Proteaceae,C3,,C3,TRY,,
Lophostemon_grandiflorus,Myrtaceae,C3,,C3,TRY,,
Lotus_cruentus,Fabaceae,C3,,C3,TRY,,
Loxocarya_striata,Restionaceae,U,C3,C3,Sage 2016 (and references therein),No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lumnitzera_racemosa,Combretaceae,C3,,C3,TRY,,
Luzula_acutifolia,Juncaceae,C3,,C3,TRY,,
Luzula_meridionalis,Juncaceae,C3,,C3,TRY,,
Luzula_modesta,Juncaceae,C3,,C3,TRY,,
Lycium_australe,Solanaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lycium_ferocissimum,Solanaceae,C3,,C3,TRY,,
Lycopodium_fastigiatum,Lycopodiaceae,C3,,C3,TRY,,
Lyginia_imberbis,Anarthriaceae,U,C3,C3,Sage 2016 (and references therein);Ehleringer and Monson 1993,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysiana_casuarinae,Loranthaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysiana_exocarpi,Loranthaceae,C3,,C3,TRY,,
Lysiana_linearifolia,Loranthaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysiana_spathulata,Loranthaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysiana_subfalcata,Loranthaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysimachia_arvensis,Primulaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysinema_pentapetalum,Ericaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage (family),
Lysiphyllum_carronii,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Lysiphyllum_cunninghamii,Fabaceae,C3,,C3,TRY,,
Lysiphyllum_gilvum,Fabaceae,C3,,C3,TRY,,
Macropteranthes_kekwickii,Combretaceae,C3,,C3,TERN SIA,,
Macrozamia_fraseri,Zamiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Macrozamia_riedlei,Zamiaceae,C3,,C3,TRY,,
Maireana_aphylla,Chenopodiaceae,C3,,C3,TRY,,
Maireana_astrotricha,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_brevifolia,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_ciliata,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_coronata,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_dichoptera,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_eriantha,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_erioclada,Chenopodiaceae,C3,,C3,TRY,,
Maireana_georgei,Chenopodiaceae,C3,,C3,TRY,,
Maireana_integra,Chenopodiaceae,C3,,C3,TRY,,
Maireana_lanifolia,Chenopodiaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage in Australia,
Maireana_lanosa,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_lobiflora,Chenopodiaceae,C3,,C3,TRY,,
Maireana_oppositifolia,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_pentagona,Chenopodiaceae,C3,,C3,TRY,,
Maireana_pentatropis,Chenopodiaceae,C3,,C3,TRY,,
Maireana_planifolia,Chenopodiaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage in Australia,
Maireana_pyramidata,Chenopodiaceae,C3,,C3,TRY,,
Maireana_radiata,Chenopodiaceae,C3,,C3,TRY,,
Maireana_rohrlachii,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_scleroptera,Chenopodiaceae,C3,,C3,TRY,,
Maireana_sedifolia,Chenopodiaceae,C3,,C3,TRY,,
Maireana_spongiocarpa,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_thesioides,Chenopodiaceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage in Australia,
Maireana_tomentosa,Chenopodiaceae,C3,,C3,TRY,,
Maireana_trichoptera,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_triptera,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_turbinata,Chenopodiaceae,C3,,C3,TERN SIA,,
Maireana_villosa,Chenopodiaceae,C3,,C3,TERN SIA,,
Malacocera_tricornis,Chenopodiaceae,C3,,C3,TRY,,
Malleostemon_hursthousei,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Malleostemon_peltiger,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Malva_preissiana,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Malva_weinmanniana,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Malvastrum_americanum,Malvaceae,C3,,C3,TRY,,
Marrubium_vulgare,Lamiaceae,C3,,C3,TRY,,Markovska and Dimitrov (2001) indicates that species in this genera may transition to CAM
Maytenus_cunninghamii,Celastraceae,C3,,C3,TRY,,
Medicago_laciniata,Fabaceae,C3,,C3,TRY,,
Medicago_minima,Fabaceae,C3,,C3,TRY,,
Medicago_polymorpha,Fabaceae,C3,,C3,TRY,,
Melaleuca_acuminata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_argentea,Myrtaceae,C3,,C3,TRY,,
Melaleuca_bracteata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_calyptroides,Myrtaceae,C3,,C3,TRY,,
Melaleuca_carrii,Myrtaceae,C3,,C3,TRY,,
Melaleuca_citrolens,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_cordata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_decussata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_eleuterostachya,Myrtaceae,C3,,C3,TRY,,
Melaleuca_filifolia,Myrtaceae,C3,,C3,TRY,,
Melaleuca_glomerata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_hamata,Myrtaceae,C3,,C3,TERN SIA,,
Melaleuca_idana,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_lanceolata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_lateriflora,Myrtaceae,C3,,C3,TRY,,
Melaleuca_laxiflora,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_leucadendra,Myrtaceae,C3,,C3,TRY,,
Melaleuca_nervosa,Myrtaceae,C3,,C3,TRY,,
Melaleuca_pauperiflora,Myrtaceae,C3,,C3,TRY,,
Melaleuca_protrusa,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_quadrifaria,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_scalena,Myrtaceae,C3,,C3,TRY,,
Melaleuca_stenostachya,Myrtaceae,C3,,C3,TRY,,
Melaleuca_subtrigona,Myrtaceae,C3,,C3,TRY,,
Melaleuca_thymoides,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_trichophylla,Myrtaceae,C3,,C3,TRY,,
Melaleuca_trichostachya,Myrtaceae,C3,,C3,TRY,,
Melaleuca_tuberculata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_uncinata,Myrtaceae,C3,,C3,TRY,,
Melaleuca_villosisepala,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Melaleuca_viridiflora,Myrtaceae,C3,,C3,TRY,,
Melhania_oblongifolia,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Melicytus_angustifolius,Violaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,,
Melilotus_indicus,Fabaceae,C3,,C3,TRY,,
Melinis_repens,Poaceae,C4,,C4,TRY,,
Melochia_corchorifolia,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Melochia_pyramidata,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Mesembryanthemum_crystallinum,Aizoaceae,C3-CAM,,C3-CAM,TRY,,
Mesembryanthemum_nodiflorum,Aizoaceae,CAM,,CAM,TRY,,"Listed in TRY database as CAM, but is C3/CAM faculatitive according to Winter (2019)"
Mesomelaena_preissii,Cyperaceae,C3,,C3,TERN SIA,,
Mesomelaena_stygia,Cyperaceae,C3,,C3,TRY,,
Microcybe_multiflora,Rutaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Microlaena_stipoides,Poaceae,C3,,C3,TRY,,
Micromyrtus_erichsenii,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Micromyrtus_flaviflora,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Micromyrtus_greeniana,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Micromyrtus_monotaxis,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Micromyrtus_obovata,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Micromyrtus_obovatus,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Microseris_lanceolata,Asteraceae,C3,,C3,TERN SIA,,
Microstachys_chamaelea,Euphorbiaceae,C3,,C3,TERN SIA,,
Millotia_myosotidifolia,Asteraceae,C3,,C3,TERN SIA,,
Millotia_perpusilla,Asteraceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Millotia_tenuifolia,Asteraceae,C3,,C3,TERN SIA,,
Minuria_cunninghamii,Asteraceae,C3,,C3,TERN SIA,,
Minuria_denticulata,Asteraceae,C3,,C3,TERN SIA,,
Minuria_integerrima,Asteraceae,C3,,C3,TERN SIA,,
Minuria_leptophylla,Asteraceae,C3,,C3,TERN SIA,,
Minuria_macrorhiza,Asteraceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Minuria_rigida,Asteraceae,C3,,C3,TERN SIA,,
Mirbelia_multicaulis,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Mirbelia_platylobioides,Fabaceae,C3,,C3,TRY,,
Mirbelia_ramulosa,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Mnesithea_formosa,Poaceae,C4,,C4,TERN SIA,,
Mnesithea_rottboellioides,Poaceae,C4,,C4,TRY,,
Monachather_paradoxus,Poaceae,C3,,C3,TERN SIA,,
Monotoca_elliptica,Ericaceae,C3,,C3,TRY,,
Monotoca_scoparia,Ericaceae,C3,,C3,TRY,,
Murchisonia_volubilis_brittan,Asparagaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Myoporum_acuminatum,Scrophulariaceae,C3,,C3,TRY,,
Myoporum_insulare,Scrophulariaceae,C3,,C3,TERN SIA,,
Myoporum_montanum,Scrophulariaceae,C3,,C3,TRY,,
Myoporum_parvifolium,Scrophulariaceae,C3,,C3,TERN SIA,,
Myoporum_platycarpum,Scrophulariaceae,C3,,C3,TRY,,
Neobassia_proceriflora,Chenopodiaceae,C3,,C3,TRY,,
Neptunia_dimorphantha,Fabaceae,C3,,C3,TRY,,
Neptunia_gracilis,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Neptunia_monosperma,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Neurachne_alopecuroidea,Poaceae,C3,,C3,TRY,,
Neurachne_munroi,Poaceae,C4,,C4,TRY,,
Nicotiana_goodspeedii,Solanaceae,C3,,C3,TRY,,
Nicotiana_simulans,Solanaceae,C3,,C3,TRY,,
Nicotiana_velutina,Solanaceae,C3,,C3,TRY,,
Nuytsia_floribunda,Loranthaceae,C3,,C3,TRY,,
Olea_europaea,Oleaceae,C3,,C3,TRY,,
Olearia_algida,Asteraceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Olearia_brevipedunculata,Asteraceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Olearia_decurrens,Asteraceae,C3,,C3,TERN SIA,,
Olearia_exiguifolia,Asteraceae,U,C3,C3,Photosynthetic Pathway of other species in genus; Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Olearia_floribunda,Asteraceae,C3,,C3,TERN SIA,,
