Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data,time_to_flowering_min,time_to_flowering_max,time_to_flowering_mean,peak_flowering_min,peak_flowering_max,peak_flowering_mean,time_to_fruiting_min,time_to_fruiting_max,time_to_fruiting_mean
Melaleuca sp. aff. flavovirens (Torrington),n/a,NA,NA,n,Not in PlantNET,Myrtaceae,D,S,R,NA,basal buds,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca squamea,4262,NA,NA,NA,NA,Myrtaceae,D,S,Sr,NA,NA,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,spring,Sep-Nov,NA,5,NA,NA,NA,NA,25-60,NA,NA,NA,NA,NA,1,1,-,-,1,-,-,-,-,-,-,-,-,V T SA,wet-H,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,9WO 1BW 1KP 8KE,I-1; I-2; I-59,1; 9,CI,1,1,5,NA,25,60,60,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca squarrosa,4263,NA,NA,NA,NA,Myrtaceae,D,S,Rs,NA,lignotuber,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,summer,Dec-Feb,NA,NA,3-Feb,NA,NA,NA,40-80,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,V T SA,wet-H DSF,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2F 9WO 9I 5W 9G 9CL 9KE 5WA,Va-1; IXa-2; V-38b&c;  IXa-59,1; 9; 10; 48,VCI,2,1,2,3,40,80,80,3,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA
Melaleuca styphelioides,4264,NA,NA,NA,NA,Myrtaceae,D,S or T,R,NA,basal & epicormic,canopy,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,-,-,1,-,-,-,-,-,Q,OF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Va-1; VIa-1,1; 93b,VC,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca thymifolia,4266,NA,NA,NA,NA,Myrtaceae,D,S,R,Stems killed (1),basal,canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,summer,Dec-Feb,NA,NA,0.4,NA,NA,NA,40-80,NA,NA,NA,NA,NA,1,1,1,-,1,-,1,1,-,-,-,-,-,Q,OF W H S,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,5S 9B 9I 9BW 9BN 9KE,Va-1; IXa-2; Va-8; IX-39,1; 9,UCI,2,1,1,NA,40,80,80,1,1,1,2,1,2,NA,NA,0.4,NA,NA,NA,NA,NA,NA
Melaleuca uncinata,4268,NA,NA,NA,NA,Myrtaceae,D,S,R,Vegetative response at 80% of sites (78),lignotuber,NA,NA,NA,3375 sd/g,86%,none,NA,NA,NA,present at all sites,NA,NA,spring,Sep-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,-,-,-,-,1,1,-,1,1,1,-,Q V SA WA NT,Mallee W DSF,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,9C 9T 9CH 5FO(1),IX-78,"78; 93a,b",V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melastoma affine,3675,NA,NA,NA,NA,Melastomaceae,D,S,R,Mortality 0-9% (92),NA,NA,NA,NA,semi-succulent fruit c.8mm long,NA,NA,NA,NA,NA,yes,I,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q NT WA,SF Swamp,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,IX-92,56; 92,VI,2,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melia azedarach,3680,NA,NA,NA,NA,Meliaceae,D,T,R,NA,basal,transient,bird,NA,NA,35%; good,NA,soak,NA,NA,NA,NA,NA,spring,Sep-Nov,NA,5,NA,NA,NA,NA,70-100,NA,NA,NA,NA,NA,1,1,1,-,-,-,1,1,-,-,-,-,-,Q WA,RF (ST Dry),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5BD,NA,"1; 93a,b",VD,4,4,5,NA,70,100,100,1,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melichrus erubescens,2644,NA,NA,c,NA,Epacridaceae,D,S,S/R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep,Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,-,-,-,-,-,-,-,-,-,-,SF W S,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,IX-69; II-100; II-134,NA,G,1,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melichrus procumbens,2645,NA,NA,c,NA,Epacridaceae,D,S,Rs,Variable (39),basal,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,<1 seedling per adult,I,NA,Jul-Sep,Jul-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,-,1,1,1,1,1,1,1,Q,H DSF,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,5F,IX-5; VIII&IX-39; II-66; IX-100; V-134,9; 100,VGI,2,1,NA,NA,NA,NA,NA,3,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melichrus urceolatus,2646,NA,NA,c,NA,Epacridaceae,D,S,Rs,Variable (39),basal,persistent soil,a-vertebrate,NA,221 sd/g,NA,NA,NA,NA,NA,<1 seedling per adult,NA,NA,Mar-Nov,Mar-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,-,-,1,-,-,-,-,-,-,Q V,DSF W (Callitris) S (Acacia),NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,5PU,VIII&IX-39; II-66; IX-100; V-134,54; 93b; 100,VG,1,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melicope hayesii,8585,NA,NA,n,NA,Rutaceae,D,T,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer - early autumn,Dec-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,RF,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V-134,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melicope micrococca,8625,NA,NA,n,NA,Rutaceae,D,T,R,NA,basal buds,NA,a-ant / explosive capsule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer - early autumn,Dec-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,Riverflat forest,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V-134,126,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melicytus dentatus,12061,NA,NA,NA,NA,Violaceae,D,S,R,NA,basal,persistent soil,a-ingestion,NA,NA,very good,NA,stratification,NA,NA,NA,I (58) / T (77),NA,"Aug Sep-Nov, fruit Dec-Apr",Aug-Nov,Dec-Apr,5?,NA,NA,NA,NA,60?,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,-,-,-,-,V T SA,H Near RF,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,V-58; V-76; V-77,9; 54; 58; 77; 93a,VDT,3,3,5,NA,60,NA,>70,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melilotus indicus,2928,NA,*,NA,Melilotus indica,Fabaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8C,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melinis repens,10904,NA,*,NA,Rhynchelytrum repens,Poaceae,M,H,S,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2SA,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Menkea australis,1835,NA,NA,NA,NA,Brassicaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,1,1,1,-,V SA WA,Saltbush G,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8C,NA,NA,A,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mentha satureioides,3387,NA,NA,NA,NA,Lamiaceae,D,H,R,NA,rhizome,NA,NA,NA,5405 sd/g,75%,hard seed coat,stratification,NA,NA,NA,NA,NA,all year,all year,NA,NA,NA,NA,NA,NA,indefinite,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V SA,OF W G,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,4BD,NA,1; 54; 93b,VSI,2,1,NA,NA,I,NA,130,2,2,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesembryanthemum crystallinum,1034,NA,*,NA,NA,Aizoaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8C,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micrantheum ericoides,2736,NA,NA,c,NA,Euphorbiaceae,D,S,Sr,NA,basal,persistent soil,a-ant,NA,NA,NA,NA,NA,NA,NA,NA,I,facultative,spring,Sep-Nov,NA,3-Feb,NA,NA,NA,NA,indefinite,NA,NA,NA,NA,NA,1,1,1,1,1,-,1,1,-,-,-,-,-,Q,W H DSF,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,5S 8BB,II-4; II-49,9; 55; 68; 138,GI,1,1,NA,NA,I,NA,110,3,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microlaena stipoides var. stipoides,7707,NA,NA,c,NA,Poaceae,M,H,R,"Juveniles die (67), Mortality 20-71% (57); Post-fire abundance increase (57)",rhizome,persistent soil,NA,wide,NA,NA,NA,NA,NA,NA,high,T,facultative,most of year,all year,NA,1,1,NA,NA,NA,"5-25 (9), preseent at 20 yo site (105)",NA,NA,NA,NA,NA,-,-,-,-,1,-,1,1,1,-,-,-,-,Q V T SA WA NT,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,5WJ 9WO 9W 9MO 9BA 9BN 5PU 4PU 5BU 9WA 9KE,IXb-2; IXb-3; V-38b; IX-67; IX-83; IV-105,9; 10; 48; 54; 57; 105,WD,4,3,1,NA,5,25,35,1,4,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromyrtus blakelyi,4271,V,NA,NA,NA,Myrtaceae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,Sep-Nov,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,-,-,-,-,-,-,-,-,-,-,-,-,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,II-1,1,G,1,4,2,NA,NA,NA,NA,1,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromyrtus ciliata,4272,NA,NA,NA,NA,Myrtaceae,D,S,S/R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-early summer,Sep-Dec,NA,NA,4,NA,NA,NA,common & flowering at 22 yo site,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,1,1,-,-,-,-,V SA,H W DSF,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,9CH,VIII-8; V-38d; VIII-78,1; 105,G,1,4,NA,NA,22,NA,>32,3,4,3,3,3,4,NA,NA,4,NA,NA,NA,NA,NA,NA
Micromyrtus sessilis,4275,NA,NA,c,NA,Myrtaceae,D,S,Rs,"Variable (100). Seeder in semi arid conditions, 100% mortality (133)",basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,Sep-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,-,-,-,-,-,-,-,-,Q,Mallee W DSF,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,II&IX-100; VII-133; V-134,NA,V,4,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microseris lanceolata,1566,NA,NA,NA,NA,Asteraceae,D,H,R,NA,basal,transient,wind,wide,NA,89%; average,NA,stratification,NA,NA,NA,T,NA,spring-summer,Sep-Feb,NA,2-Jan,1,NA,NA,NA,15?,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,1,Q V T SA WA,W,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,9C 9E 9BX,V-1; Vc-38c; V-40; V-58,"9; 38; 54; 58; 93a,b",VDT,3,3,1,2,15,NA,>15,1,1,1,3,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Microsorum pustulatum subsp. pustulatum,11009,NA,NA,NA,Microsorum diversifolium,Polypodiaceae,F,F,S,Post-fire abundance decrease (20),NA,NA,wind,NA,NA,NA,no dormancy?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indefinite,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,-,-,-,-,-,-,Q V T,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIII-1?; VIII-20; VIII-39?,1; 20,C,1,4,NA,NA,I,NA,100,2,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microtis parviflora,7622,P,NA,NA,NA,Orchidaceae,M,H,R,Post-fire abundance decrease (P),NA,NA,NA,NA,NA,NA,NA,NA,produce large amounts of fruit,NA,no,NA,yes,spring-summer,Sep-Feb,NA,probably 1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,-,-,1,-,-,-,-,-,Q V T SA,SF G Bog,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,11P,V-38d,R45; P,UR,2,3,1,NA,NA,NA,NA,1,2,1,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA
Microtis rara,7101,P,NA,n,NA,Orchidaceae,M,H,R,NA,basal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Jan,Oct-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,Q V T SA WA,H  W,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,UR,2,3,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microtis unifolia,4473,P,NA,NA,NA,Orchidaceae,M,H,R,NA,basal,NA,NA,NA,NA,NA,NA,NA,produce large amounts of fruit,NA,no,T,yes,spring-summer,Sep-Feb,NA,probably 1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V T SA WA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11WJ 5F 9BA 9M,V-38d; IX-39; XI-40; XI-83,R45,UT,2,3,1,NA,NA,NA,NA,1,2,2,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA
Millotia macrocarpa,10160,NA,NA,NA,NA,Asteraceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,1,V SA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8CE 8C,NA,NA,A,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millotia myosotidifolia,1568,NA,NA,NA,NA,Asteraceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winter-spring,Jun-Nov,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,-,1,1,1,1,V T SA WA,W Mallee S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8WJ 8C,NA,NA,A,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millotia perpusilla,9416,NA,NA,NA,Toxanthes perpusillus,Asteraceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late winter-spring,Aug-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,1,-,1,1,1,V SA WA,G WhiteCypress,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8C,NA,NA,A,5,5,NA,NA,NA,NA,NA,5,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minuria leptophylla,1574,NA,NA,NA,NA,Asteraceae,D,H,R,"60% survival, 80% survival after fire the next year, semi arid conditions (133)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,1,1,1,1,1,1,1,NA,Mulga BimbleBox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,IX-11; IX-79; IX-133,11; 79,U,4,4,1,NA,NA,NA,NA,1,4,2,4,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA
Mirbelia confertiflora,2934,NA,NA,n,NA,Fabaceae: Faboideae,D,S,R,NA,root buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,-,-,-,-,-,-,-,Q,DSF H,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,3,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,3,NA,NA,NA,NA,NA,NA
Mirbelia platylobioides,2936,NA,NA,NA,NA,Fabaceae: Faboideae,D,S,R,NA,basal,persistent soil,NA,NA,NA,NA,hard seed coat,heat >60 <100,NA,NA,NA,I,NA,sping,Sep-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,-,1,1,-,1,-,-,-,-,-,-,OF W H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,9A 5BF,IXb-4,1; 9; A,VSI,2,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirbelia pungens,2937,NA,NA,NA,NA,Fabaceae: Faboideae,D,S,S/R,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,I,NA,spring,Sep-Nov,NA,NA,short,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,-,1,1,-,-,Q V,OF H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,8CE,IX-69; IXb-R35; II-100; VIII-R41; II-134,R35,SI,2,1,NA,NA,NA,NA,NA,3,1,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirbelia rubiifolia,2938,NA,NA,c,NA,Fabaceae: Faboideae,D,S,Sr,Variable (39),basal & root suckers,persistent soil,a-ant,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,I,NA,spring-summer,Sep-Feb,NA,3-Jan,NA,NA,NA,NA,"5-25 (1, 9), common at 20-25 yo sites (105)",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,Q,H DSF,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8B 5S 8I 2BW 2K 8KE 9BG 4BF,II-2; IX-5; II-8; VIII&IX-39; II-49; IX-100; II-105; VIII-R41; II-134,1; 9; 55; 105,SI,2,1,1,3,5,25,55,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirbelia speciosa subsp. speciosa,7736,NA,NA,c,NA,Fabaceae: Faboideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,>1 seedling per adult,I,NA,spring,Sep-Nov,NA,NA,NA,NA,NA,NA,25-May,NA,NA,NA,NA,NA,1,1,1,1,1,-,1,-,-,-,-,-,-,Q,H OF,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8KE,II-1; II-2; II-100; II-134,1; 9; 100,SI,2,1,NA,NA,5,25,55,1,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitrasacme paludosa,3592,NA,NA,NA,NA,Loganiaceae,D,H,S,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,spring-autumn,Sep-May,NA,5-Feb,NA,NA,NA,NA,25-May,NA,NA,NA,NA,NA,1,1,-,1,1,-,1,-,-,1,-,-,-,Q,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,8KE,VIII-1; II-2,1; 9,GI,1,1,2,5,5,25,35,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitrasacme polymorpha,3595,NA,NA,NA,NA,Loganiaceae,D,H,Sr,Variable fire response (6),NA,persistent soil,NA,NA,NA,NA,NA,smoke & heat combined,NA,NA,high,I,facultative,spring-summer,Sep-Feb,NA,"2-3 for first flowering (BE), 3, 5 (9), sometimes flowers in first year (56), 60-85 % flowering at 6 months (105)",NA,1.5,NA,NA,"5-25 (1, 9), absent or rare in 10 yo heath (46), present at 22 yo site (105)",NA,NA,NA,NA,NA,1,1,1,-,1,1,-,-,-,-,-,-,-,Q V T,W H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2F 8BE 9I 2BW 9BW 2K 8BN 9KE,IXb-2; IXb-4; II-8; VIII-39; II-46; II-49; VIII-91; II-105,1; 9; 46; 88; BE,GI,1,1,1,5,5,25,35,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modiola caroliniana,3660,NA,*,NA,NA,Malvaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BD,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moenchia erecta,1973,NA,*,NA,NA,Caryophyllaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,VIII-38d,38,E,5,5,NA,NA,NA,NA,NA,5,1,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monotaxis linifolia,2738,NA,NA,NA,NA,Euphorbiaceae,D,S,R,NA,basal,NA,a-ant,NA,NA,NA,NA,NA,NA,NA,NA,I,facultative,spring-summer,Sep-Feb,NA,NA,2,NA,NA,NA,25-May,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,Q,Swamp wet H,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5K 9KE,IX-1; IX-2,1; 9,UI,2,1,2,NA,5,25,25,1,1,1,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
