species,herbarium voucher,native to,voucher location,lat,long,alt,leaf type,stomatal distribution,habitat,woodiness,habit,Guard cell length,Total vein density (mm/mm2),leaf mass per unit area gm-2,total stomatal density (mm-2),adaxial stomatal density (mm-2),abaxial stomatal density (mm-2),dense hairs covering the stomata,tightly revolute leaves (1=linear leaves with revolute margins appressed to either midrib or other margin,deep longitudinal grooves etc (n=none;g=grooves;(g) grooves but stomata not restricted to grooves),Banksia-type pits,hakea-type pits,telopea-type papillae,lamina thickness (microns),epidermal width (microns),palisade width (microns),epidermal cell density,stomatal index,leaf area (cm2),adult leaf type,juvenile leaf type,leaf form,adaxial hypodermis,adaxial cuticle thickness (microns),ad papillae5,ad trichomes,ab hypo,ab cut thick,bundle sheath extensions,lignified margins,sclereids at vein endings,sclereids protruding from bundle sheaths,bundle sheaths 1= large parenchyma-like cells; 3=bundles sheaths surrounded by sclereids; 4= bundles embedded in a lignified core,crystals in mesophyll,hypodermal structures (0=no specialised structure; 1 = lignified adaxial hypodermis; 2 = lignified abaxial hypodermis; 3 = hypodermis of extension of bundle sheath extensions; 4=Orites milliganii upper type; 5 = Orites milliganii lower type; 6 = ideosclereids extending under adaxial hypodermis),compound midribs,ideosclereids (0=absent; 1=ordinary; 2= branched; 3=asterosclereids; 4=osteosclereids;5=dense clusters of sclereids),clade,group,veg type,"stomatal distribution (amphistomatic, hypostomatic or unevenly amphistomatic [=""functionally hypostomatic"")",site_name,leaf_lamina_division,leaf_compoundness,leaf_margin,leaf_shape
Grevillea crowleyae,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea curviloba,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n/y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea cyranostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea decipiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea decurrens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea deflexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea delta,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea didymobotrya,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,NA,NA,NA,NA,NA
Grevillea diffusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea diminuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dissecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea divaricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dolichopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea donaldiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea drummondii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dryandri,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dryandroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dryophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea dunlopii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea elongata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea endlicheriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea epicroca,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea erectiloba,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea eremophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea erinacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea eriobotrya,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea eriostachya,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea erythroclada,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea evanescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea evansiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea excelsior,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea exposita,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea extorris,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fasciculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fastigiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fililoba,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fistulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea flexuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea floribunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y/n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea formosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fulgens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea fuscolutea,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea gariwerdensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea georgeana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea glabrescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea globosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea glossadenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea goodii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea gordoniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea granulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea guthrieana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea hakeoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,NA,NA,NA,NA,NA
Grevillea halmaturina,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea heliosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,NA,NA,NA,NA,NA
Grevillea helmsiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea hirtella,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea hockingsii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea hodgei,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea humifusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea iaspicula,NA,NA,NA,NA,NA,NA,NA,NA,open,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,6,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,NA,open,hypo,open,NA,NA,NA,NA
Grevillea imberbis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea inconspicua,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea incrassata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea incurva,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea infecunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea infundibularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea intricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea involucrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea irrasa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea jephcottii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea johnsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Grevillea juncifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
