Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia brachyodon var. retinervis,95 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia filipes,50 % germination (seeds sown: 22),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia gyropoda,100 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia lasiochlaena,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia lasiochlaena,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia leptoclada,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia pumila,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,98 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia remotiflora,65 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia simplicifolia,75 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia simplicifolia,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia sphaerospora,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia sphaerospora,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia sphaerospora,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia supina,94 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Trigonella suavissima,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Trigonella suavissima,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria lagopodioides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria lagopodioides,94 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria picta,100 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria picta,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 5 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria picta,83 % germination (seeds sown: 24),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 63 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria picta,86 % germination (seeds sown: 14),pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Uraria picta,95 % germination (seeds sown: 20),pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Urodon capitatus,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Urodon capitatus,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vandasina retusa,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,100 % germination (seeds sown: 10),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,100 % germination (seeds sown: 25),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 20°C; 5 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,100 % germination (seeds sown: 29),pre-sowing: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,100 % germination (seeds sown: 50),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,80 % germination (seeds sown: 10),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,83 % germination (seeds sown: 29),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vicia sativa subsp. nigra,85 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,100 % germination (seeds sown: 114),pre-sowing treatments: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 5 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna luteola,84 % germination (seeds sown: 113),,germination medium: 1% agar,germination conditions: light 12/12; 25°C; 61 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata var. sublobata,55 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna radiata var. sublobata,82 % germination (seeds sown: 28),pre-sowing treatments: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Vigna vexillata,100 % germination (seeds sown: 10),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
