speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample,ternPrimaryGeneticBarcodeAdditionalSample,plantMaterialTypeAdditionalSample,latitudeAdditionalSample,longitudeOfAdditionalSample,dateSurveyedAdditionalSample,facilityYear,species_name,taxon_name,old_pathway,photosyntheticPathway_combined2
Microseris_lanceolata,Microseris,lanceolata,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-31.25,NA,NA,SAT  003025,"preground sample, tissue type unknown",SATFLB0026-57001,-34.88775556,138.78705,29/10/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Microseris lanceolata,Microseris lanceolata,c3,NA
Microseris_scapigera,Microseris,scapigera,Asteraceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microseris scapigera,Microseris scapigera,NA,U
Microstachys_chamaelea,Microstachys,chamaelea,Euphorbiaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.92,NA,NA,NTA  006017,leaves,NTADAC0001-53518,-13.15835,130.7779111,28/05/2013,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Microstachys chamaelea,Microstachys chamaelea,c3,NA
Millotia_muelleri,Millotia,muelleri,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Millotia muelleri,Millotia muelleri,NA,C3
Millotia_myosotidifolia,Millotia,myosotidifolia,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.54,NA,NA,WAA012521,leaves,WAAGES0003-58025,-27.60539444,114.6921583,31/08/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Millotia myosotidifolia,Millotia myosotidifolia,c3,NA
Millotia_perpusilla,Millotia,perpusilla,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Millotia perpusilla,Millotia perpusilla,c3,NA
Millotia_tenuifolia,Millotia,tenuifolia,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-34.12,NA,NA,WAA016310,leaves,WAAJAF0001-58513,-34.61917222,117.1554361,10/10/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Millotia tenuifolia,Millotia tenuifolia,c3,NA
Mimosa_adenantheroides,Mimosa,adenantheroides,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mimosa adenantheroides,NA,NA,C3
Mimulus_gracilis,Mimulus,gracilis,Phrymaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mimulus gracilis,Mimulus gracilis,NA,C3
Minuria_cunninghamii,Minuria,cunninghamii,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minuria cunninghamii,Minuria cunninghamii,c3,NA
Minuria_denticulata,Minuria,denticulata,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-26.37,NA,NA,NSA05421,leaves & stem,NSABHC0012-53607,-31.07956667,141.7411103,19/09/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Minuria denticulata,Minuria denticulata,c3,NA
Minuria_integerrima,Minuria,integerrima,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.56,-27.78,NA,NTA  005486,leaves,NTASSD0016-53566,-25.11011389,135.5079972,22/03/2013,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Minuria integerrima,Minuria integerrima,c3,NA
Minuria_leptophylla,Minuria,leptophylla,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-25.69,NA,NA,SAA  003979,stems & leaves,SAAGVD0003-56927,-29.32168889,130.4461611,4/9/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Minuria leptophylla,Minuria leptophylla,c3,NA
Minuria_macrorhiza,Minuria,macrorhiza,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minuria macrorhiza,Minuria macrorhiza,c3,NA
Minuria_multiseta,Minuria,multiseta,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minuria multiseta,Minuria multiseta,NA,C3
Minuria_rigida,Minuria,rigida,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.25,NA,NA,SAA 001054,leaves,SAASTP0016-53716,-27.83496111,136.6299222,14/09/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Minuria rigida,Minuria rigida,c3,NA
Mirbelia_microphylla,Mirbelia,microphylla,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia microphylla,Mirbelia microphylla,NA,C3
Mirbelia_multicaulis,Mirbelia,multicaulis,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia multicaulis,Mirbelia multicaulis,c3,NA
Mirbelia_platylobioides,Mirbelia,platylobioides,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia platylobioides,Mirbelia platylobioides,c3,NA
Mirbelia_ramulosa,Mirbelia,ramulosa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia ramulosa,Mirbelia ramulosa,c3,NA
Mirbelia_rhagodioides,Mirbelia,rhagodioides,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia rhagodioides,Mirbelia rhagodioides,NA,C3
Mirbelia_rubiifolia,Mirbelia,rubiifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia rubiifolia,Mirbelia rubiifolia,NA,C3
Mirbelia_seorsifolia,Mirbelia,seorsifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia seorsifolia,Mirbelia seorsifolia,NA,C3
Mirbelia_spinosa,Mirbelia,spinosa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia spinosa,Mirbelia spinosa,NA,C3
Mirbelia_trichocalyx,Mirbelia,trichocalyx,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia trichocalyx,Mirbelia trichocalyx,NA,C3
Mirbelia_viminalis,Mirbelia,viminalis,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mirbelia viminalis,Mirbelia viminalis,NA,C3
Mitracarpus_hirtus,Mitracarpus,hirtus,Rubiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitracarpus hirtus,Mitracarpus hirtus,NA,C3
Mitrasacme_connata,Mitrasacme,connata,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme connata,Mitrasacme connata,NA,C3
Mitrasacme_exserta,Mitrasacme,exserta,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme exserta,Mitrasacme exserta,NA,C3
Mitrasacme_multicaulis,Mitrasacme,multicaulis,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme multicaulis,Mitrasacme multicaulis,NA,C3
Mitrasacme_nummularia,Mitrasacme,nummularia,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme nummularia,Mitrasacme nummularia,NA,C3
Mitrasacme_patens,Mitrasacme,patens,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme patens,Mitrasacme patens,NA,C3
Mitrasacme_pilosa,Mitrasacme,pilosa,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme pilosa,Mitrasacme pilosa,NA,C3
Mitrasacme_polymorpha,Mitrasacme,polymorpha,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme polymorpha,Mitrasacme polymorpha,NA,C3
Mitrasacme_pygmaea,Mitrasacme,pygmaea,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme pygmaea,Mitrasacme pygmaea,NA,C3
Mitrasacme_stellata,Mitrasacme,stellata,Loganiaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitrasacme stellata,Mitrasacme stellata,NA,C3
Mnesithea_formosa,Mnesithea,formosa,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-11.54,NA,NA,NTA  007291,leaves,NTAGFU0026-53673,-15.80912222,135.4060694,12/6/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Mnesithea formosa,Mnesithea formosa,c4,NA
Mnesithea_rottboellioides,Mnesithea,rottboellioides,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mnesithea rottboellioides,Mnesithea rottboellioides,c4,NA
Mniarum_biflorum,Mniarum,biflorum,Caryophyllaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mniarum biflorum,Scleranthus biflorus,c3,NA
Moenchia_erecta,Moenchia,erecta,Caryophyllaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moenchia erecta,Moenchia erecta,NA,C3
Mollugo_molluginis,Mollugo,molluginis,Molluginaceae,NA,C3,NA,C3,"Christin et al., 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollugo molluginis,Trigastrotheca molluginea,NA,C3
Monachather_paradoxus,Monachather,paradoxus,Poaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.34,NA,NA,NTA010175,leaves,NTABRT0001-53616,-22.2836,133.2473278,19/03/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Monachather paradoxus,Monachather paradoxus,c3,NA
Monoculus_monstrosus,Monoculus,monstrosus,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-32.3,-32.91,NA,WAA022161,leaves,WAAAVW0006,-29.60355,116.9675,28/08/2019,NA,NA,NA,NA,NA,NA,NA,Unversity of Adelaide-2023,Monoculus monstrosus,Monoculus monstrosus,NA,C3
Monotaxis_bracteata,Monotaxis,bracteata,Euphorbiaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.9,NA,NA,WAA012247,leaves,WAAGES0001,-27.52381667,114.5289806,30/08/2016,NA,NA,NA,NA,NA,NA,NA,Unversity of Adelaide-2023,Monotaxis bracteata,Monotaxis bracteata,NA,C3
Monotaxis_occidentalis,Monotaxis,occidentalis,Euphorbiaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monotaxis occidentalis,Monotaxis occidentalis,NA,U
Monotoca_elliptica,Monotoca,elliptica,Ericaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monotoca elliptica,Monotoca elliptica,c3,NA
Monotoca_scoparia,Monotoca,scoparia,Ericaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monotoca scoparia,Monotoca scoparia,c3,NA
Moraea_flaccida,Moraea,flaccida,Iridaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraea flaccida,Moraea flaccida,NA,C3
Moraea_setifolia,Moraea,setifolia,Iridaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moraea setifolia,Moraea setifolia,NA,C3
Muehlenbeckia_adpressa,Muehlenbeckia,adpressa,Polygonaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muehlenbeckia adpressa,Muehlenbeckia adpressa,NA,C3
Muehlenbeckia_gracillima,Muehlenbeckia,gracillima,Polygonaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muehlenbeckia gracillima,Muehlenbeckia gracillima,NA,C3
Muelleranthus_obovatus,Muelleranthus,obovatus,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muelleranthus obovatus,Muelleranthus obovatus,NA,C3
Muelleranthus_stipularis,Muelleranthus,stipularis,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muelleranthus stipularis,Muelleranthus stipularis,NA,C3
Muelleranthus_trifoliolatus,Muelleranthus,trifoliolatus,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muelleranthus trifoliolatus,Muelleranthus trifoliolatus,NA,C3
Mukia_maderaspatana,Mukia,maderaspatana,Cucurbitaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Other known species in this lineage (genus) are almost exclusviely C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mukia maderaspatana,Cucumis althaeoides,NA,C3
Murchisonia_volubilis_brittan,Murchisonia,volubilis,Asparagaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murchisonia volubilis brittan,Thysanotus exfimbriatus,c3,NA
Murdannia_cryptantha,Murdannia,cryptantha,Commelinaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murdannia cryptantha,Murdannia cryptantha,NA,C3
Murdannia_graminea,Murdannia,graminea,Commelinaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murdannia graminea,Murdannia graminea,NA,C3
Murdannia_vaginata,Murdannia,vaginata,Commelinaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murdannia vaginata,Murdannia vaginata,NA,C3
Myoporum_acuminatum,Myoporum,acuminatum,Scrophulariaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoporum acuminatum,Myoporum acuminatum,c3,NA
Myoporum_insulare,Myoporum,insulare,Scrophulariaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-26.75,-26.38,NA,WAA  005549,leaves,WAAHAM0001-56964,-31.98483333,128.2852417,24/06/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Myoporum insulare,Myoporum insulare,c3,NA
Myoporum_montanum,Myoporum,montanum,Scrophulariaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoporum montanum,Myoporum montanum,c3,NA
Myoporum_parvifolium,Myoporum,parvifolium,Scrophulariaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.01,NA,NA,SAA005324,leaves,SAARIV0001-57090,-34.08430278,140.7576028,12/8/2015,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Myoporum parvifolium,Myoporum parvifolium,c3,NA
Myoporum_petiolatum,Myoporum,petiolatum,Scrophulariaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoporum petiolatum,Myoporum petiolatum,NA,C3
Myoporum_platycarpum,Myoporum,platycarpum,Scrophulariaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoporum platycarpum,Myoporum platycarpum,c3,NA
Myoporum_tenuifolium,Myoporum,tenuifolium,Scrophulariaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myoporum tenuifolium,NA,NA,C3
Myosotis_australis,Myosotis,australis,Boraginaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-31.43,NA,NA,SAA006997,"flower parts, leaves, stem",SAAKAN0003,-35.74408,137.334,21/10/2018,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Myosotis australis,Myosotis australis,NA,C3
Myosotis_discolor,Myosotis,discolor,Boraginaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myosotis discolor,Myosotis discolor,NA,C3
Myriocephalus_guerinae,Myriocephalus,guerinae,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-33.55,NA,NA,WAA021739,leaves,WAAYAL0006,-29.44682,116.9989,26/08/2019,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Myriocephalus guerinae,Myriocephalus guerinae,NA,C3
Myriocephalus_pygmaeus,Myriocephalus,pygmaeus,Asteraceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myriocephalus pygmaeus,Myriocephalus pygmaeus,NA,U
Myriocephalus_rudallii,Myriocephalus,rudallii,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-29.23,NA,NA,WAA021471,"flower parts, leaves, stem",WAAMUR0007,-26.79934,116.6484,23/08/2019,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Myriocephalus rudallii,Myriocephalus rudallii,NA,C3
Myrmecodia_platytyrea,Myrmecodia,platytyrea,Rubiaceae,NA,U,CAM,CAM,"Holtum et al., 2016","CAM in this genus, but requires testing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmecodia platytyrea,Myrmecodia platytyrea,NA,CAM
Nelsonia_canescens,Nelsonia,canescens,Acanthaceae,NA,U,C3,C3,Sage 2016,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nelsonia canescens,Nelsonia campestris,NA,C3
Nematolepis_squamea,Nematolepis,squamea,Rutaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nematolepis squamea,Nematolepis squamea,NA,C3
Neobassia_astrocarpa,Neobassia,astrocarpa,Amaranthaceae,NA,U,C3,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neobassia astrocarpa,Neobassia astrocarpa,NA,C3
Neobassia_proceriflora,Neobassia,proceriflora,Amaranthaceae,NA,C3,NA,C3,"Kattge et al., 2020",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neobassia proceriflora,Neobassia proceriflora,c3,NA
Neofabricia_mjoebergii,Neofabricia,mjoebergii,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neofabricia mjoebergii,Neofabricia mjoebergii,NA,C3
Neofabricia_myrtifolia,Neofabricia,myrtifolia,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neofabricia myrtifolia,Neofabricia myrtifolia,NA,C3
