taxon_name,trait_name,value_type,value,unit,notes,,observation_id,original_name,value_original,leaf,form,original_text
Leucopogon hirsutus,plant_height,maximum,1,m,good,,1633,Leucopogon hirsutus,1,"leaves spreading to reflexed, elliptic to oblong, 3-9.5 mm long, 1.5-3.9 mm wide, apex obtuse with a callous tip, often recurved, base obtuse, margin sometimes recurved, hispid, lamina thin, flat to convex, surfaces often scabrous to sparsely villous, venation inconspicuous; petiole to 1.2 mm long.","diffuse shrub with intertwining branches, 70-100 cm high;","Description: Diffuse shrub with intertwining branches, 70-100 cm high; leaves spreading to reflexed, elliptic to oblong, 3-9.5 mm long, 1.5-3.9 mm wide, apex obtuse with a callous tip, often recurved, base obtuse, margin sometimes recurved, hispid, lamina thin, flat to convex, surfaces often scabrous to sparsely villous, venation inconspicuous; petiole to 1.2 mm long.Flowers inconspicuous, in drooping terminal and upper axillary solitary spikes 3.5-7 mm long, with 2-6 (rarely 9) flowers per spike; bracts, bracteoles and sepals with obtuse apices, surfaces and margins puberulent; bracts 0.65-1.3 x 0.4-0.8 mm; bracteoles 0.7-1 x 0.45-0.9 mm; sepals 1-1.45 x 0.5-0.85 mm; corolla tube broadly campanulate, 0.5-0.7 mm long, glabrous, lobes 1-1.35 x 0.35-0.6 mm, recurved, acute, sparsely and shortly bearded on the upper half only; anthers 0.6-0.75 mm long, sterile tip 0.05-0.1 mm long; ovary 0.35-0.5 x 0.3-0.55 mm, 2-celled; style 0.2-0.35 mm high, not exserted; nectary continuous, 0.15-0.3 mm high, the upper margin lobed.Fruit exceeding the calyx, 1.85-2.25 x 1.85-2.8 mm, apex rounded but the style often obliquely positioned."
Leucopogon rufus,leaf_length,minimum,4,mm,good,,1636,Leucopogon rufus,4,"leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.","erect shrub, 20-90 cm high;","Description: Erect shrub, 20-90 cm high; stems grey-brown; leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.Flowers pink, in solitary axillary spikes 6-9 mm long, with 2-9 flowers per spike; peduncles reduced, inconspicuous; bracts 0.8-2 x 0.6-1.4 mm, nearly obtuse; bracteoles 1.4-2 x 1.4-1.8 mm, obtuse, apiculate; sepals sometimes triangular, 3.1-4.6 x 0.7-1.6 mm, acute; corolla tube cylindrical, 2-4 mm long, upper 0.8-1.5 mm puberulent inside, lobes 1.8-3 x 0.5-0.8 mm, acute, spreading to recurved, densely and shortly bearded inside; anthers 1.1-1.4 mm long, without a sterile tip; ovary 0.7-1.2 x 0.45-0.7 mm, 3-celled; style 2.1-4.2 mm long, sparsely hairy towards the base, exserted from the corolla tube; nectary separating into scales, 0.45-0.9 mm high, the upper margin toothed or rounded.Fruit ovoid, 5.7-6.5 x 2-2.9 mm, exceeding the calyx, apex pointed."
Leucopogon rufus,leaf_length,maximum,18,mm,good,,1636,Leucopogon rufus,18,"leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.","erect shrub, 20-90 cm high;","Description: Erect shrub, 20-90 cm high; stems grey-brown; leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.Flowers pink, in solitary axillary spikes 6-9 mm long, with 2-9 flowers per spike; peduncles reduced, inconspicuous; bracts 0.8-2 x 0.6-1.4 mm, nearly obtuse; bracteoles 1.4-2 x 1.4-1.8 mm, obtuse, apiculate; sepals sometimes triangular, 3.1-4.6 x 0.7-1.6 mm, acute; corolla tube cylindrical, 2-4 mm long, upper 0.8-1.5 mm puberulent inside, lobes 1.8-3 x 0.5-0.8 mm, acute, spreading to recurved, densely and shortly bearded inside; anthers 1.1-1.4 mm long, without a sterile tip; ovary 0.7-1.2 x 0.45-0.7 mm, 3-celled; style 2.1-4.2 mm long, sparsely hairy towards the base, exserted from the corolla tube; nectary separating into scales, 0.45-0.9 mm high, the upper margin toothed or rounded.Fruit ovoid, 5.7-6.5 x 2-2.9 mm, exceeding the calyx, apex pointed."
Leucopogon rufus,leaf_width,minimum,1.2,mm,good,,1636,Leucopogon rufus,1.2,"leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.","erect shrub, 20-90 cm high;","Description: Erect shrub, 20-90 cm high; stems grey-brown; leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.Flowers pink, in solitary axillary spikes 6-9 mm long, with 2-9 flowers per spike; peduncles reduced, inconspicuous; bracts 0.8-2 x 0.6-1.4 mm, nearly obtuse; bracteoles 1.4-2 x 1.4-1.8 mm, obtuse, apiculate; sepals sometimes triangular, 3.1-4.6 x 0.7-1.6 mm, acute; corolla tube cylindrical, 2-4 mm long, upper 0.8-1.5 mm puberulent inside, lobes 1.8-3 x 0.5-0.8 mm, acute, spreading to recurved, densely and shortly bearded inside; anthers 1.1-1.4 mm long, without a sterile tip; ovary 0.7-1.2 x 0.45-0.7 mm, 3-celled; style 2.1-4.2 mm long, sparsely hairy towards the base, exserted from the corolla tube; nectary separating into scales, 0.45-0.9 mm high, the upper margin toothed or rounded.Fruit ovoid, 5.7-6.5 x 2-2.9 mm, exceeding the calyx, apex pointed."
Leucopogon rufus,leaf_width,maximum,5.5,mm,good,,1636,Leucopogon rufus,5.5,"leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.","erect shrub, 20-90 cm high;","Description: Erect shrub, 20-90 cm high; stems grey-brown; leaves erect to spreading, rarely stem-clasping at the base, ovate, 4-18 (rarely to 27.5) mm long, 1.2-5.5 mm wide, apex acuminate, straight or recurved, with an aristate tip 0.6-1.5 mm long; base almost obtuse, sometimes cordate, glabrous, margin often serrulate, lamina concave, surfaces discolorous, paler below; sessile or on a petiole to 0.5 mm.Flowers pink, in solitary axillary spikes 6-9 mm long, with 2-9 flowers per spike; peduncles reduced, inconspicuous; bracts 0.8-2 x 0.6-1.4 mm, nearly obtuse; bracteoles 1.4-2 x 1.4-1.8 mm, obtuse, apiculate; sepals sometimes triangular, 3.1-4.6 x 0.7-1.6 mm, acute; corolla tube cylindrical, 2-4 mm long, upper 0.8-1.5 mm puberulent inside, lobes 1.8-3 x 0.5-0.8 mm, acute, spreading to recurved, densely and shortly bearded inside; anthers 1.1-1.4 mm long, without a sterile tip; ovary 0.7-1.2 x 0.45-0.7 mm, 3-celled; style 2.1-4.2 mm long, sparsely hairy towards the base, exserted from the corolla tube; nectary separating into scales, 0.45-0.9 mm high, the upper margin toothed or rounded.Fruit ovoid, 5.7-6.5 x 2-2.9 mm, exceeding the calyx, apex pointed."
Leucopogon woodsii,leaf_length,minimum,2,mm,good,,1638,Leucopogon woodsii,2,"leaves erect, elliptic to obovate, 2-5.5 (rarely to 6.5) mm long, 1.1-1.9 mm wide, apex nearly obtuse, with a callus, base acute, margin entire or serrulate towards the apex, lamina flat to slightly concave, surfaces sometimes discolorous, paler below, lower surface with 3 central parallel veins then reticulate to the margin; petiole 0-0.9 mm.","slender shrub, 20-40 cm high;","Description: Slender shrub, 20-40 cm high; stems grey-brown; leaves erect, elliptic to obovate, 2-5.5 (rarely to 6.5) mm long, 1.1-1.9 mm wide, apex nearly obtuse, with a callus, base acute, margin entire or serrulate towards the apex, lamina flat to slightly concave, surfaces sometimes discolorous, paler below, lower surface with 3 central parallel veins then reticulate to the margin; petiole 0-0.9 mm.Flowers white, pendulous from the bud stage, in solitary axillary spikes 6.5-7 mm long, with 1 or 2 flowers plus a rudiment and often 1 or 2 sterile bracts per spike; peduncles to 1.8 mm long, glabrous; bracts and bracteoles broadly ovate, obtuse, with margins usually glabrous; bracts 0.5-0.85 x 0.4-0.7 mm; bracteoles 0.85-1.25 x 0.85-1 mm; sepals triangular to ovate, 1.7-2.2 x 0.65-0.95 mm, acute to broadly acute, margin usually glabrous; corolla tube cylindrical, 1.6-2 mm long, glabrous, lobes 3-3.65 x 0.5-0.9 mm, very acute, recurved to revolute, densely bearded inside; anthers 1.3-1.55 mm long, without a sterile tip; ovary 0.75-1.05 x 0.45-0.6 mm, 5-celled; style 3.25-4.45 mm long, exserted from the corolla tube; nectary continuous, 0.3-0.4 mm high, with the upper margin lobed or rounded.Fruit ovoid, c. 5-6 x 3.3 mm, well exceeding the calyx, apex rounded, surface smooth."
Lilaeopsis polyantha,leaf_length,minimum,20,mm,good,,1641,Lilaeopsis polyantha,20,"leaves 2 or more at each node, linear or subulate, 2-25 (rarely to 40) cm long, 0.2-2.5 mm broad, cylindrical or more or less flattened and gradually narrowed to the apex, with thin septa.",glabrous perennial with creeping rhizomes with roots and leaves at the nodes;,"Description: Glabrous perennial with creeping rhizomes with roots and leaves at the nodes; leaves 2 or more at each node, linear or subulate, 2-25 (rarely to 40) cm long, 0.2-2.5 mm broad, cylindrical or more or less flattened and gradually narrowed to the apex, with thin septa.Peduncles much shorter, 1-3 cm long; umbels mostly 2-6-flowered; pedicels slender, 2-15 mm long; petals usually purplish.Fruit more or less ellipsoid, c. 1.5-3.5 mm long, c. 1-2 mm broad; mericarps with rather acute dorsal and intermediate ribs and 2 obtuse usually corky lateral ribs next to the commissure; vittae 7-12, including 2-7 on the commissure."
Limosella granitica,leaf_width,minimum,2,mm,good,,1648,Limosella granitica,2,"leaves 3-8 cm long, with the blade floating on the water's surface, obovate, 6-20 x 2-4.5 mm, attenuate at the base, obtuse to rounded at the apex.","aquatic perennial, occasionally with a conspicuous stolon;","Description: Aquatic perennial, occasionally with a conspicuous stolon; leaves 3-8 cm long, with the blade floating on the water's surface, obovate, 6-20 x 2-4.5 mm, attenuate at the base, obtuse to rounded at the apex.Pedicels 10-22 rarely to 4 mm long; calyx 2-3 mm long, red-purple below the sinuses; corolla white; anthers black, with white pollen.Capsules down-turned into the silt, broad-ellipsoid, 3.2-4.8 x 2.5-3.5 mm, dark-brown, with the style caducous, bent at the base, 0.8-1.2 mm long; seeds narrow-oblong, 0.9-1.1 mm long, dark-brown."
Limosella granitica,leaf_width,maximum,4.5,mm,good,,1648,Limosella granitica,4.5,"leaves 3-8 cm long, with the blade floating on the water's surface, obovate, 6-20 x 2-4.5 mm, attenuate at the base, obtuse to rounded at the apex.","aquatic perennial, occasionally with a conspicuous stolon;","Description: Aquatic perennial, occasionally with a conspicuous stolon; leaves 3-8 cm long, with the blade floating on the water's surface, obovate, 6-20 x 2-4.5 mm, attenuate at the base, obtuse to rounded at the apex.Pedicels 10-22 rarely to 4 mm long; calyx 2-3 mm long, red-purple below the sinuses; corolla white; anthers black, with white pollen.Capsules down-turned into the silt, broad-ellipsoid, 3.2-4.8 x 2.5-3.5 mm, dark-brown, with the style caducous, bent at the base, 0.8-1.2 mm long; seeds narrow-oblong, 0.9-1.1 mm long, dark-brown."
Lobelia gibbosa,plant_height,maximum,0.3,m,good,,1655,Lobelia gibbosa,0.3,"leaves sessile, linear or rarely linear-elliptic, 20-70 x 2-4 mm, acute, usually entire, glabrous.","annual herbs with a tap root scarcely developed and one to few stiffly erect stems rarely taller than 30 cm, glabrous;","Description: Annual herbs with a tap root scarcely developed and one to few stiffly erect stems rarely taller than 30 cm, glabrous; leaves sessile, linear or rarely linear-elliptic, 20-70 x 2-4 mm, acute, usually entire, glabrous.Inflorescence a spike-like thyrse with bracts much shorter than the leaves and each with a monochasium reduced to a single flower in its axil but with secondary bracts often absent; pedicel 3-12 mm long; sepals shortly connate, the lobes triangular, 2.5-4 mm long, pointed, glabrous; corolla 10-15 mm long along the lower lip, the tube off-white becoming blue or a purplish blue similar to the lobes and split along the upper side, the lobes sometimes almost subequal with the upper 2 shorter and the lower median one longer than the 2 lateral ones, the lower median lobe elliptic rarely oblanceolate and with few hairs in the throat; anther-column with dense tufts of hairs around the apical opening.Fruit usually obliquely obovoid, 5-9 mm long; seeds triangular or often irregularly so in section, c. 0.2 mm long, smooth."
